EC_Tower,Date,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,source_file,NDVI_smooth,DFI_smooth,NDTI_smooth,SATVI_smooth,NDII7_smooth,SAVI_smooth,RDVI_smooth,MTVI1_smooth,NCI_smooth,NDCI_smooth,PSRI_smooth,NDWI_smooth,EVI_smooth,TCBI_smooth,TCGI_smooth,TCWI_smooth,BAI_126_smooth,BAI_136_smooth,BAI_146_smooth,BAI_236_smooth,BAI_246_smooth,BAI_346_smooth,BLUE_smooth,GREEN_smooth,RED_smooth,NIR1_smooth,SWIR1_smooth,SWIR2_smooth
EC AGM (NH),2/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150822183,13.40157471,0.099249895,0.176234001,-0.206703771,0.08899359,8.588144766,0.029516545,0.5130231,0.43100501,0.140760285,-0.299691738,0.09010861,0.420428386,-0.006207165,-0.310900273,157.6737476,157.5494976,157.463014,158.6985711,158.6350876,160.0432188,871.7218147,1113.133686,1375.370086,1864.435525,3459.854948,2832.672826
EC AGM (NH),2/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.150907519,13.39619536,0.099221461,0.176357491,-0.206829919,0.089108172,8.598103314,0.029643716,0.51304899,0.431160148,0.140556478,-0.29978473,0.090241849,0.420954437,-0.006211529,-0.311364945,157.6473706,157.5515662,157.4496491,158.7214982,158.6261457,160.0189179,872.7072002,1114.535649,1376.746499,1866.66739,3464.678604,2836.701055
EC AGM (NH),2/17/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151235941,13.41690317,0.099510853,0.176617617,-0.206527713,0.089342719,8.620048212,0.029816473,0.513318127,0.431423582,0.140502975,-0.299771276,0.090461077,0.421256178,-0.006110075,-0.311638873,157.6125795,157.5269082,157.3918362,158.7048666,158.5661735,159.9426362,872.6646378,1114.870521,1377.298273,1868.653844,3468.262674,2838.099152
EC AGM (NH),2/18/2020,0.154386338,13.55029333,0.10193482,0.175503544,-0.198154997,0.091231808,8.801843553,0.032665846,0.508583346,0.42905256,0.135267307,-0.294152437,0.092710421,0.420262968,-0.005127917,-0.307473994,157.3163093,157.7231019,156.9213146,159.2864044,158.0810763,159.0005771,878.8461538,1120.730769,1374.576923,1876.423077,3440.384615,2803.884615,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.151787368,13.46141625,0.100090356,0.177004161,-0.205836484,0.089687284,8.652986437,0.030031131,0.5138121,0.431788381,0.140587277,-0.299662488,0.090759366,0.421352646,-0.005911868,-0.311739893,157.5705507,157.4780989,157.2935486,158.6522061,158.459618,159.8188844,871.6804707,1114.225027,1377.091289,1870.412595,3470.722765,2837.101517
EC AGM (NH),2/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152542106,13.52749728,0.100932814,0.177507004,-0.204794596,0.090132121,8.695944577,0.030284124,0.514512619,0.432247596,0.140796967,-0.299469096,0.091129938,0.421262495,-0.005625795,-0.311685361,157.5224184,157.4076651,157.1586762,158.5669959,158.3108382,159.6520738,869.8396883,1112.684607,1376.190281,1871.961174,3472.171247,2833.937152
EC AGM (NH),2/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153480856,13.61295356,0.102011629,0.178116129,-0.203439448,0.090667678,8.747968833,0.030572,0.515401522,0.432794267,0.141119705,-0.29920144,0.091566159,0.421004003,-0.005260565,-0.311492151,157.4692742,157.318085,156.9910256,158.4526641,158.1241043,159.446516,867.225926,1110.333421,1374.658839,1873.316931,3472.717256,2828.829664
EC AGM (NH),2/21/2020,0.152233546,13.62236575,0.102029963,0.179691591,-0.207841944,0.089248569,8.622599091,0.030378923,0.516085519,0.435545441,0.138493236,-0.303439387,0.090288246,0.417935138,-0.006160266,-0.310999403,157.8608166,157.9928327,157.7254934,159.3108796,158.9067309,160.1269121,865.1153846,1104.5,1360.615385,1849.038462,3460.038462,2819.384615,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.154584708,13.71563701,0.103300762,0.178821615,-0.201807472,0.0912846,8.808125019,0.03089143,0.516460769,0.433421417,0.14154323,-0.298869477,0.092061549,0.420595064,-0.004824707,-0.311176657,157.4121675,157.2117881,156.7943201,158.3125885,157.9035981,159.2064231,863.9214654,1107.254346,1372.559405,1874.497041,3472.466689,2821.997266
EC AGM (NH),2/22/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155835144,13.83344414,0.104774731,0.179613642,-0.199934133,0.091973732,8.875498561,0.031239201,0.517672447,0.434122056,0.14205536,-0.298482775,0.092609771,0.420053196,-0.004326573,-0.310754791,157.3521053,157.0911555,156.5721996,158.1500961,157.6534129,158.9359078,860.0072342,1103.528976,1369.953277,1875.5185,3471.522207,2813.652776
EC AGM (NH),2/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157214038,13.96431611,0.106408613,0.180482493,-0.197853931,0.092726114,8.949194497,0.031612218,0.519018767,0.434889181,0.142643989,-0.298050517,0.093204638,0.419395534,-0.003774337,-0.310241982,157.2900522,156.9585196,156.3282206,157.9684629,157.3775534,158.6389827,855.5628063,1099.237626,1366.900605,1876.398126,3469.983235,2804.003616
EC AGM (NH),2/24/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158703655,14.10623864,0.108178044,0.181418545,-0.1956004,0.093532983,9.028337477,0.032007505,0.520482065,0.435715774,0.143297093,-0.2975815,0.093840113,0.418638835,-0.003175994,-0.30965318,157.2269304,156.8161643,156.0658564,157.7709144,157.0799357,158.3195615,850.6664017,1094.459325,1363.460393,1877.152557,3467.94596,2793.251814
EC AGM (NH),2/25/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.160286651,14.2572421,0.110059217,0.18241228,-0.193206107,0.094385774,9.112071763,0.032422203,0.522044801,0.436594802,0.144002726,-0.297084135,0.094510305,0.417799475,-0.00253936,-0.309002854,157.1636199,156.6663248,155.7884967,157.5606255,156.7643877,157.9814577,845.3948863,1089.271824,1359.6905,1877.798255,3465.503336,2781.594001
EC AGM (NH),2/26/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.161946074,14.41540145,0.112028884,0.183454277,-0.190702651,0.095276119,9.199561232,0.032853573,0.523689559,0.437519218,0.144749018,-0.296566445,0.095209471,0.416893451,-0.001872074,-0.308304989,157.1009583,156.5111879,155.4994482,157.3407201,156.4346485,157.6283856,839.8237726,1083.751587,1355.647637,1878.351504,3462.745075,2769.221414
EC AGM (NH),2/27/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163665361,14.57883627,0.114064355,0.184535214,-0.188120667,0.096195847,9.28998937,0.033298992,0.525399051,0.438481963,0.14552418,-0.296036068,0.095932018,0.415936381,-0.001181596,-0.307573091,157.0397408,156.3528916,155.2019339,157.1142716,156.0943688,157.2639598,834.0272188,1077.973802,1351.387371,1878.828408,3459.757658,2756.319896
EC AGM (NH),2/28/2020,0.156021406,13.96442848,0.105765805,0.184061065,-0.206078429,0.091981343,8.877807344,0.029211692,0.52752218,0.440240068,0.149056724,-0.305194332,0.091781342,0.420795694,-0.004153332,-0.316225655,157.4120704,156.5602378,156.5275377,157.1572074,157.5830844,159.2968459,841.6538462,1087.923077,1367,1872.192308,3516.884615,2844.192308,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.165428344,14.74571075,0.116143498,0.185645871,-0.185489824,0.097136984,9.382559277,0.033755958,0.52715611,0.439475961,0.146316501,-0.295500256,0.096672501,0.4149435,-0.000475208,-0.306820185,156.9807202,156.1935255,154.8990938,156.8843026,155.7471108,156.8916953,828.0780295,1072.01237,1346.964121,1879.244895,3456.624327,2743.069893
EC AGM (NH),2/29/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167219243,14.91423369,0.118244739,0.186777127,-0.182838824,0.098091753,9.476493665,0.034222085,0.528943696,0.440494124,0.147114348,-0.294965874,0.097425621,0.413929666,0.000239987,-0.306058813,156.924607,156.0351305,154.5939842,156.653785,155.3963481,156.5150075,822.0476552,1065.939911,1342.431162,1879.616714,3453.425085,2729.646456
EC AGM (NH),3/1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169022671,15.0826585,0.120347064,0.187919959,-0.180195401,0.099052574,9.571034858,0.034695105,0.530744893,0.441529349,0.147906168,-0.294439401,0.098186229,0.412909356,0.000957064,-0.305301035,156.8720694,155.8796991,154.2895783,156.4256398,155.0454658,156.1372123,816.0061928,1059.827765,1337.840619,1879.959437,3450.236703,2716.219243
EC AGM (NH),3/2/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.170823632,15.24928319,0.122430016,0.189065446,-0.177586326,0.100012065,9.665444793,0.035172869,0.532542911,0.442574518,0.148680485,-0.293926931,0.098949325,0.411896668,0.001669276,-0.304558434,156.823733,155.7291749,153.9887658,156.2027376,154.6977606,155.7615259,810.0223852,1053.745988,1333.243475,1880.288454,3447.132713,2702.952514
EC AGM (NH),3/3/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172607522,15.4124504,0.124473696,0.190204765,-0.1750374,0.100963041,9.759005019,0.035653347,0.534321082,0.443622501,0.149425901,-0.293434168,0.099710054,0.410905318,0.002370054,-0.303842107,156.7801815,155.5854532,153.6943533,155.9878981,154.3564406,155.3910651,804.1636213,1047.763355,1328.689565,1880.618983,3444.18341,2690.005135
EC AGM (NH),3/4/2020,0.162180108,13.79316973,0.10580034,0.185160845,-0.201429251,0.096716625,9.316267546,0.031953692,0.530857139,0.441452752,0.150752668,-0.300821712,0.096556414,0.427274036,-0.00215931,-0.32094347,157.7326621,156.2739079,155.4717499,156.4057553,156.2269149,157.7745019,847.7692308,1093.807692,1383,1918.192308,3568.807692,2885.961538,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.174360127,15.57054737,0.126458763,0.191329195,-0.172573462,0.101898513,9.851016697,0.036134627,0.536062866,0.444666151,0.1501311,-0.292966435,0.100463714,0.409948646,0.003053009,-0.303162672,156.7419558,155.4503807,153.4090638,155.7838903,154.0246253,155.028847,798.4959363,1041.947358,1324.227578,1880.966059,3441.455854,2677.530579
EC AGM (NH),3/5/2020,0.160524945,14.35948957,0.110201491,0.177342748,-0.182132409,0.096941916,9.318424699,0.036492462,0.508466878,0.427441614,0.135714894,-0.286583789,0.098448657,0.431746548,-0.002197152,-0.311622293,155.7953755,156.2410021,154.6886034,157.9443774,155.8036172,156.4857868,894.1153846,1149.230769,1414.653846,1955.615385,3526.846154,2826.692308,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.176003625,15.71966065,0.12832191,0.192431536,-0.17034982,0.102760103,9.936036402,0.036593322,0.537722932,0.445716919,0.150733688,-0.292610298,0.10116068,0.408976767,0.003681275,-0.30250988,156.7178379,155.3400064,153.1545905,155.6115174,153.7259278,154.6978118,793.1120317,1036.313239,1319.679512,1880.779937,3438.592797,2665.535077
EC AGM (NH),3/6/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177537917,15.85875531,0.130054189,0.193502968,-0.168361997,0.103551965,10.01439706,0.037032256,0.539291012,0.446763753,0.151233161,-0.292353298,0.101805933,0.408015352,0.004255204,-0.301897632,156.7065587,155.2531109,152.9295205,155.4696792,153.4590027,154.396606,788.0693973,1030.936543,1315.138753,1880.192923,3435.742548,2654.190863
EC AGM (NH),3/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.178962754,15.98682108,0.131646832,0.194534784,-0.166605665,0.10427801,10.08641071,0.037454184,0.540756717,0.447795747,0.151628659,-0.292183284,0.10240422,0.407089156,0.004775067,-0.301339177,156.7068768,155.1885473,152.7325193,155.3573788,153.2225912,154.1239469,783.4244075,1025.891103,1310.695621,1879.332346,3433.046599,2643.663565
EC AGM (NH),3/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180277733,16.10287237,0.133091251,0.195518388,-0.165076646,0.104941909,10.15236846,0.037861797,0.542109535,0.448802139,0.151918965,-0.292088412,0.102960049,0.406222021,0.005241052,-0.300847106,156.7175789,155.1452411,152.5623311,155.2737221,153.0155209,153.8786223,779.2323208,1021.249035,1306.437373,1878.320552,3430.639625,2634.112212
EC AGM (NH),3/9/2020,0.205805527,18.7269015,0.165737468,0.208077256,-0.11797981,0.117682148,11.42243179,0.044082,0.562615269,0.457852558,0.162905347,-0.278275461,0.112560756,0.383486337,0.01610742,-0.279429335,155.6267319,152.664072,147.9700243,151.8466471,147.8043944,148.2769945,682.4230769,921,1223.653846,1857.653846,3290.038462,2354.576923,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.181482298,16.20594824,0.134379037,0.196445295,-0.163770916,0.10554709,10.21254055,0.038257722,0.543338834,0.44977231,0.152102504,-0.292057147,0.103477697,0.405436872,0.005653265,-0.300433358,156.7374801,155.1221908,152.4177788,155.2179181,152.836706,153.659491,775.5472804,1017.080739,1302.448203,1877.27491,3428.649485,2625.689232
EC AGM (NH),3/10/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182660174,16.30392072,0.135595504,0.197419657,-0.162646258,0.106174749,10.27425555,0.038643473,0.544666801,0.450809376,0.152360937,-0.292128098,0.104005743,0.404927273,0.006057839,-0.300312252,156.7337598,155.0784029,152.2656176,155.1450151,152.6549895,153.443557,772.009644,1013.40791,1299.265689,1877.302397,3429.456452,2619.801478
EC AGM (NH),3/11/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18379291,16.39404315,0.136713115,0.198409772,-0.161706939,0.106811582,10.33626703,0.039021763,0.546034031,0.451879342,0.152653729,-0.292279962,0.104538712,0.404678581,0.006445109,-0.300452118,156.7118856,155.0213676,152.1115248,155.0636498,152.4757414,153.2343882,768.7572965,1010.307306,1296.872802,1878.303219,3432.704077,2616.32546
EC AGM (NH),3/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.184862616,16.47366845,0.137705307,0.199385004,-0.160957048,0.107444702,10.39736788,0.03939523,0.547382981,0.452949324,0.152941551,-0.292492169,0.105071276,0.404676702,0.006805719,-0.300822357,156.6770839,154.958307,151.9609834,154.9821858,152.3041617,153.0354364,765.9234977,1007.853573,1295.253331,1880.181057,3438.048304,2615.141812
EC AGM (NH),3/13/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185780582,16.5248014,0.138399158,0.200163192,-0.160425371,0.108011789,10.45169965,0.039783617,0.548394311,0.453830042,0.153013276,-0.292632865,0.105588842,0.404862807,0.007088725,-0.301265959,156.6695042,154.9340424,151.8452991,154.9461145,152.1672264,152.8638878,764.3569035,1006.486966,1294.368181,1882.514619,3443.642573,2615.79727
EC AGM (NH),3/14/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186544922,16.54821233,0.138800751,0.200747629,-0.160110469,0.108511191,10.49911102,0.040185835,0.549069126,0.454523646,0.152868025,-0.292706277,0.106088328,0.405233322,0.007294119,-0.301781028,156.6865647,154.9473709,151.7641451,154.9554608,152.0652237,152.7200772,764.0315204,1006.201291,1294.207714,1885.282971,3449.483221,2618.251132
EC AGM (NH),3/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187153711,16.54463976,0.138915889,0.201141381,-0.160010939,0.108941249,10.53945011,0.040600866,0.549408147,0.455032055,0.152504655,-0.292716415,0.106566715,0.405784832,0.007421848,-0.302365657,156.7257416,154.9971433,151.7172207,155.0102944,151.9984583,152.6043418,764.9228524,1006.991363,1294.762904,1888.465866,3455.566097,2622.463941
EC AGM (NH),3/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187581887,16.51664423,0.138760144,0.201397513,-0.160227247,0.109276845,10.57046886,0.040992742,0.549517758,0.45543222,0.151989146,-0.292773033,0.106989477,0.406470768,0.007463673,-0.30304788,156.7912884,155.0824243,151.7118404,155.1055979,151.9746233,152.5296128,766.7683666,1008.578057,1295.824028,1891.678985,3462.013279,2628.445954
EC AGM (NH),3/17/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.187823162,16.46524397,0.138340623,0.201527935,-0.160776922,0.109511974,10.59162613,0.041354105,0.549417555,0.455739537,0.1513323,-0.292899322,0.107347877,0.407280013,0.007417938,-0.303831312,156.8820415,155.2022023,151.7491618,155.2405801,151.9954219,152.4985631,769.5022045,1010.907297,1297.346013,1894.835902,3468.843109,2636.169185
EC AGM (NH),3/18/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187871048,16.39143841,0.137664228,0.201544678,-0.16167824,0.109640464,10.60236554,0.04167742,0.54912749,0.455969703,0.150545124,-0.293118991,0.107633021,0.408201307,0.007282887,-0.304719764,156.9969418,155.3555207,151.8304226,155.4144585,152.0626254,152.5139556,773.058332,1013.924096,1299.282994,1897.84833,3476.074324,2645.607235
EC AGM (NH),3/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187759648,16.2970133,0.136753924,0.201434878,-0.162837401,0.109690059,10.60523385,0.041974288,0.548639778,0.456090294,0.149652891,-0.293364057,0.10786894,0.409261643,0.007077106,-0.305703356,157.1270742,155.5319302,151.942704,155.6162228,152.163024,152.5626303,777.4102536,1017.671161,1301.768727,1901.029202,3483.776934,2656.682692
EC AGM (NH),3/20/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187489623,16.18307951,0.135619208,0.201206179,-0.164253287,0.109660567,10.60022167,0.042240405,0.547969887,0.456108633,0.14866962,-0.293642192,0.108052553,0.410456584,0.006802417,-0.306783722,157.270115,155.728816,152.0847665,155.8432125,152.2957383,152.644565,782.4989377,1022.109947,1304.789172,1904.361145,3491.979893,2669.36259
EC AGM (NH),3/21/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.187061712,16.05073467,0.134269488,0.20086617,-0.165924736,0.109551868,10.58732622,0.042471429,0.547133446,0.456032001,0.147609635,-0.293960945,0.108180853,0.41178182,0.006460683,-0.307962595,157.4237899,155.943552,152.2553506,156.0927045,152.4598522,152.7597152,788.2654543,1027.201687,1308.330764,1907.827745,3500.712911,2683.615178
EC AGM (NH),3/22/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.186476737,15.90106322,0.132714073,0.200422389,-0.16785055,0.109363915,10.56655123,0.042662981,0.54614625,0.455867636,0.146487561,-0.294327739,0.108250907,0.413233165,0.006053803,-0.30924181,157.5858735,156.1734999,152.453177,156.3619131,152.6544127,152.9080149,794.6509748,1032.907395,1312.380404,1911.413535,3510.006448,2699.409927
EC AGM (NH),3/23/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.185735601,15.73513637,0.130962183,0.199882319,-0.170029489,0.10909673,10.53790703,0.042810644,0.545024252,0.455622736,0.145318326,-0.294749872,0.108259856,0.414806559,0.00558372,-0.310623302,157.7541896,156.4160103,152.6769462,156.6479897,152.8784295,153.0893759,801.5967722,1039.187863,1316.925465,1915.104005,3519.891718,2716.717523
EC AGM (NH),3/24/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.184839291,15.55401216,0.129022939,0.199253393,-0.172460273,0.108750411,10.50141047,0.042909961,0.54378357,0.455304457,0.144117163,-0.295234518,0.108204915,0.416498065,0.005052414,-0.312109103,157.9266115,156.6684216,152.9253392,156.9480231,153.1308755,153.3036883,809.0442212,1046.003664,1321.953788,1918.885597,3530.40069,2735.509875
EC AGM (NH),3/25/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183788874,15.35873537,0.126905373,0.198542989,-0.175141583,0.108325126,10.457085,0.04295644,0.542440483,0.454919911,0.142899604,-0.295788726,0.108083374,0.418303874,0.004461903,-0.313701349,158.1010613,156.9280608,153.1970169,157.2590395,153.4106867,153.5508202,816.934798,1053.31515,1327.453685,1922.745706,3541.566085,2755.760106
EC AGM (NH),3/26/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182607883,15.14764352,0.124601345,0.197745331,-0.178050086,0.107839157,10.40662123,0.042968728,0.540980097,0.454462294,0.141643569,-0.296382949,0.107916639,0.420249052,0.003817881,-0.315408658,158.2796666,157.1970206,153.4893231,157.5831034,153.7140996,153.8245927,825.3583606,1061.197357,1333.488094,1926.863667,3553.494753,2777.598464
EC AGM (NH),3/27/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.181301694,14.92125609,0.122116536,0.196865266,-0.181180314,0.10729616,10.35036323,0.042946548,0.539413212,0.453936066,0.140358174,-0.297017233,0.107706599,0.422335362,0.003123119,-0.317234547,158.4612175,157.4734891,153.8006388,157.9180601,154.039483,154.1237145,834.2840476,1069.631477,1340.06,1931.264149,3566.234508,2801.029382
EC AGM (NH),3/28/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.179815946,14.68450695,0.119480173,0.195916103,-0.184572734,0.106623909,10.28189672,0.042830588,0.537746629,0.453353672,0.13904984,-0.297756892,0.107366256,0.424307739,0.002359655,-0.319001841,158.6428921,157.7600839,154.1451479,158.2710232,154.404414,154.4682988,843.1724308,1078.008893,1346.407574,1934.607452,3577.866023,2824.32539
EC AGM (NH),3/29/2020,0.171151375,14.12449449,0.110881024,0.196198522,-0.205047686,0.101530793,9.78880016,0.040009385,0.53618239,0.455949189,0.135891297,-0.308908718,0.102807135,0.428234441,-0.001497697,-0.326946125,158.8504196,158.6532056,156.0084613,159.6546851,156.5759867,156.8088459,858.2307692,1095.653846,1356,1915.884615,3628.653846,2904.384615,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.178168986,14.43692518,0.11669256,0.194900607,-0.188211881,0.105842304,10.20301386,0.042633145,0.535991858,0.452717602,0.137728331,-0.298587535,0.106916554,0.426222174,0.001534723,-0.320752021,158.8239891,158.0541184,154.5178752,158.6378475,154.803137,154.8524536,852.1011126,1086.43496,1352.695316,1937.20754,3588.84973,2847.856831
EC AGM (NH),3/30/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17637889,14.17804563,0.113753989,0.193821473,-0.192082487,0.104970796,10.11546736,0.042366133,0.534160317,0.452030278,0.136403423,-0.299494951,0.106377922,0.428132796,0.000655445,-0.322525173,159.0038713,158.3529653,154.9139509,159.0144398,155.2300046,155.2704054,861.1444992,1095.01059,1359.082204,1939.369044,3599.630592,2871.981611
EC AGM (NH),3/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174369887,13.92687522,0.110807172,0.192420787,-0.195574152,0.104004991,10.01819805,0.042170431,0.531515982,0.450832047,0.134586496,-0.300031961,0.10580065,0.430194847,-0.000285322,-0.324027282,159.1170939,158.6548458,155.3100712,159.4515015,155.674549,155.684597,871.836373,1105.59054,1366.643965,1942.302057,3608.941404,2894.85333
EC AGM (NH),4/1/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.17256275,13.70359931,0.108186123,0.191155309,-0.198667385,0.103119871,9.929345653,0.041995532,0.529096205,0.449740205,0.132902809,-0.300498666,0.105262782,0.431941772,-0.001133748,-0.325275295,159.2125606,158.929479,155.6690862,159.8558983,156.0793271,156.0588376,881.2979838,1114.94662,1373.125607,1944.455148,3616.32317,2914.49454
EC AGM (NH),4/2/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171034639,13.51466544,0.10597539,0.190070502,-0.201252667,0.102358815,9.853156041,0.041861217,0.526984165,0.448797915,0.131397466,-0.300871145,0.104798857,0.433342642,-0.001858071,-0.326248824,159.2887346,159.1693967,155.9774994,160.2158273,156.4286063,156.3769958,889.2793621,1122.82917,1378.370157,1945.90912,3621.74489,2930.451915
EC AGM (NH),4/3/2020,0.174501326,13.41412529,0.105524752,0.192961582,-0.202142238,0.107176197,10.27467191,0.043044,0.535001402,0.451980337,0.138739522,-0.301243642,0.108828122,0.451217183,-0.000144957,-0.342651801,158.1014797,157.475436,154.44155,158.212001,154.9054832,155.1833798,896.9230769,1148.884615,1431.423077,2036.423077,3792.346154,3068.461538,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.169864727,13.36678197,0.104262655,0.189213443,-0.203217257,0.101765713,9.793934903,0.041787192,0.525265862,0.448049937,0.130117048,-0.301125386,0.104443478,0.434361643,-0.002425697,-0.326924048,159.3441185,159.3670005,156.221587,160.5192265,156.7063705,156.622663,895.5150774,1128.970904,1382.203578,1946.727806,3625.144336,2942.231059
EC AGM (NH),4/4/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169453963,13.29396864,0.103446718,0.189005311,-0.204277587,0.101844268,9.796709438,0.042017649,0.524706955,0.447916946,0.129557683,-0.301362797,0.104649827,0.436756835,-0.002637492,-0.328837106,159.2624866,159.3749316,156.2457577,160.6033589,156.7582315,156.6575445,901.1684945,1136.293598,1389.680517,1955.972239,3643.914252,2961.557764
EC AGM (NH),4/5/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169034502,13.22260765,0.102648065,0.188741284,-0.205239686,0.10190157,9.797685928,0.042236985,0.524073664,0.447709635,0.128981336,-0.301524738,0.104837902,0.439041752,-0.002850604,-0.330610565,159.1850466,159.3867261,156.2716236,160.6910253,156.8106833,156.6906929,906.7881953,1143.473605,1396.919584,1964.798461,3661.348796,2979.808197
EC AGM (NH),4/6/2020,0.167001886,11.99587077,0.091775656,0.178346423,-0.204717379,0.101777578,9.768896512,0.044982462,0.508058222,0.436806053,0.119771669,-0.291031651,0.107424678,0.445686153,-0.004526352,-0.329208244,161.2182118,161.2810178,157.121893,162.3316217,157.2996913,156.6774003,966.6153846,1186.115385,1425.269231,1996.730769,3636.115385,3024.884615,../data/extractions/tmp/cper_ec_hls_2020_519340_4517990.csv,0.168624591,13.15359176,0.101879591,0.188434443,-0.20608925,0.1019486,9.797920505,0.042453094,0.523382446,0.447441918,0.128390179,-0.30160959,0.105017564,0.441211012,-0.003058292,-0.332243582,159.111216,159.4016249,156.2966597,160.781358,156.8609085,156.7189776,912.3222098,1150.462673,1403.878329,1973.225112,3677.464303,2996.915069
EC AGM (NH),4/7/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168241182,13.08772994,0.101153025,0.188097296,-0.206813897,0.101995595,9.798396666,0.042673355,0.522648998,0.447127264,0.127786174,-0.301616456,0.105198014,0.443259873,-0.003254339,-0.33373599,159.0404756,159.418958,156.3185615,160.8735919,156.9063349,156.7395411,917.7221009,1157.215956,1410.517229,1981.269682,3692.280807,3012.820432
