EC_Tower,Date,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,source_file,NDVI_smooth,DFI_smooth,NDTI_smooth,SATVI_smooth,NDII7_smooth,SAVI_smooth,RDVI_smooth,MTVI1_smooth,NCI_smooth,NDCI_smooth,PSRI_smooth,NDWI_smooth,EVI_smooth,TCBI_smooth,TCGI_smooth,TCWI_smooth,BAI_126_smooth,BAI_136_smooth,BAI_146_smooth,BAI_236_smooth,BAI_246_smooth,BAI_346_smooth,BLUE_smooth,GREEN_smooth,RED_smooth,NIR1_smooth,SWIR1_smooth,SWIR2_smooth
EC Moderate (15E),12/22/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163352213,18.6847062,0.149304763,0.219063083,-0.201743808,0.091308197,8.903222111,0.02673007,0.568673054,0.477526241,0.159973878,-0.340784159,0.091221999,0.39408406,-0.001620829,-0.310123248,164.4238,159.1903736,157.7866951,156.3608808,157.2987649,159.2694674,785.5646325,967.3703544,1244.15151,1729.623248,3516.311759,2602.585162
EC Moderate (15E),12/23/2016,0.163387366,18.72483515,0.149681027,0.21918275,-0.201301091,0.091378408,8.90905418,0.026772,0.56863424,0.47749333,0.159945507,-0.340714624,0.091343096,0.394376906,-0.00159371,-0.310220764,164.5033715,159.2060019,157.7674852,156.3296644,157.256547,159.2252967,787.047619,968.1904762,1245.190476,1731.190476,3518.952381,2602.52381,../data/extractions/tmp/cper_ec_hls_2017_519340_4517990.csv,0.163323586,18.67524342,0.149207507,0.219036218,-0.201933441,0.091243925,8.897921316,0.026659576,0.568800102,0.47757946,0.160116682,-0.340871187,0.09111924,0.393776275,-0.0016243,-0.30996757,164.3922556,159.1756386,157.7965625,156.3585516,157.3180427,159.2973854,784.3472338,966.3759164,1243.156399,1728.137868,3513.974664,2601.35595
EC Moderate (15E),12/24/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16329085,18.66553232,0.149106291,0.219008872,-0.202142121,0.091170089,8.891833387,0.026577228,0.568949947,0.47764158,0.160285703,-0.340972158,0.091001535,0.393421003,-0.001627379,-0.309785904,164.3577736,159.1586929,157.80757,156.3545615,157.3393653,159.3289253,782.9546483,965.2231453,1242.011345,1726.429309,3511.293223,2599.889174
EC Moderate (15E),12/25/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163254393,18.65548162,0.149000456,0.21898074,-0.202368896,0.091087627,8.885035277,0.026484322,0.569119966,0.477711631,0.160477878,-0.341085607,0.090870314,0.393023065,-0.001630196,-0.309581077,164.3204666,159.1397547,157.8196386,156.3492044,157.3626146,159.3637853,781.4034446,963.9285856,1240.731225,1724.519651,3508.300831,2598.213557
EC Moderate (15E),12/26/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163214603,18.64500005,0.14888934,0.21895152,-0.202612815,0.090997474,8.87760394,0.026382156,0.56930754,0.477788643,0.160690142,-0.34121007,0.090727006,0.392587282,-0.00163288,-0.309355917,164.2804476,159.1190427,157.8326893,156.3427738,157.3876722,159.4016636,779.7101913,962.5087819,1239.330915,1722.430974,3505.030883,2596.35782
EC Moderate (15E),12/27/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163171866,18.63399632,0.148772285,0.218920909,-0.202872925,0.090900569,8.869616328,0.026272028,0.569510045,0.477871645,0.160919432,-0.341344081,0.090573042,0.392118473,-0.001635558,-0.30911325,164.2378291,159.096775,157.8466431,156.3355636,157.41442,159.4422585,777.8914571,960.9802788,1237.82529,1720.185357,3501.516774,2594.350685
EC Moderate (15E),12/28/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16312657,18.62237918,0.14864863,0.218888603,-0.203148275,0.090797848,8.861149395,0.026155235,0.569724863,0.47795967,0.161162685,-0.341486175,0.090409852,0.39162146,-0.00163836,-0.308855906,164.1927239,159.0731703,157.8614211,156.3278674,157.4427397,159.4852682,775.9638107,959.3596209,1236.229228,1717.804878,3497.7919,2592.220876
EC Moderate (15E),12/29/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163079103,18.61005733,0.148517717,0.218854299,-0.203437912,0.090690248,8.852280093,0.026033075,0.56994937,0.478051745,0.161416837,-0.341634887,0.090238865,0.391101063,-0.001641415,-0.30858671,164.1452448,159.0484467,157.8769442,156.319979,157.4725132,159.5303909,773.9438207,957.6633527,1234.557604,1715.311618,3493.889655,2589.997114
EC Moderate (15E),12/30/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2017_519340_4517990.csv,0.163029853,18.5969395,0.148378884,0.218817694,-0.203740884,0.090578706,8.843085376,0.025906845,0.570180946,0.478146903,0.161678823,-0.341788752,0.090061512,0.390562102,-0.001644852,-0.308308491,164.0955045,159.0228228,157.8931336,156.312192,157.5036221,159.5773249,771.8480557,955.9080188,1232.825294,1712.727655,3489.843434,2587.708122
EC Moderate (15E),1/2/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2017_519340_4517990.csv,0.162979205,18.58293443,0.148231472,0.218778484,-0.204056241,0.090464159,8.833642198,0.025777843,0.570416969,0.478244171,0.161945581,-0.341946304,0.089879222,0.390009398,-0.001648799,-0.308024077,164.0436158,158.9965169,157.9099102,156.3048001,157.5359483,159.6257683,769.6930845,954.1101638,1231.047176,1710.07507,3485.686634,2585.382623
EC Moderate (15E),1/3/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162927549,18.56795083,0.148074822,0.218736366,-0.204383028,0.090347544,8.82402751,0.025647366,0.570654819,0.478342582,0.162214047,-0.34210608,0.089693425,0.389447772,-0.001653386,-0.307736295,163.9896914,158.9697475,157.9271951,156.2980972,157.5693735,159.6754195,767.4954756,952.2863323,1229.238124,1707.375941,3481.452648,2583.049337
EC Moderate (15E),1/4/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162875271,18.55189743,0.147908273,0.218691037,-0.204720295,0.090229798,8.814318267,0.025516712,0.570891874,0.478441165,0.162481156,-0.342266613,0.089505551,0.388882044,-0.001658741,-0.307447972,163.9338441,158.942733,157.9449093,156.2923768,157.6037795,159.7259765,765.2717978,950.4530687,1227.413017,1704.652348,3477.174872,2580.736988
EC Moderate (15E),1/5/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16282276,18.53468295,0.147731166,0.218642194,-0.20506709,0.090111857,8.804591421,0.025387178,0.571125513,0.478538949,0.162743846,-0.342426438,0.089317031,0.388317034,-0.001664993,-0.307161936,163.8761865,158.9156917,157.9629737,156.2879328,157.6390482,159.7771378,763.0386197,948.6269178,1225.586728,1701.92637,3472.886702,2578.474298
EC Moderate (15E),1/6/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162770401,18.51621612,0.14754284,0.218589533,-0.205422461,0.089994659,8.794923926,0.025260062,0.571353114,0.478634966,0.162999052,-0.342584091,0.089129294,0.387757563,-0.001672272,-0.306881014,163.8168314,158.888842,157.9813095,156.2850587,157.6750612,159.8286014,760.8125099,946.824424,1223.774136,1699.220087,3468.621532,2576.28999
EC Moderate (15E),1/7/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162718584,18.49640566,0.147342637,0.21853275,-0.205785455,0.08987914,8.785392734,0.025136661,0.571572057,0.478728245,0.163243711,-0.342738106,0.08894377,0.387208451,-0.001680705,-0.306608035,163.7558917,158.8624024,157.9998377,156.2840484,157.7117003,159.8800656,758.6100371,945.062132,1221.990115,1696.555577,3464.412757,2574.212785
EC Moderate (15E),1/8/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162667694,18.4751603,0.147129896,0.218471543,-0.206155121,0.089766238,8.776074799,0.025018273,0.57177972,0.478817816,0.16347476,-0.342887019,0.088761889,0.38667452,-0.001690422,-0.306345825,163.6934799,158.8365912,158.0184792,156.2851955,157.7488474,159.9312287,756.4477699,943.3565863,1220.249544,1693.954921,3460.293772,2572.271406
EC Moderate (15E),1/9/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162618121,18.45238876,0.146903958,0.218405609,-0.206530507,0.08965689,8.767047074,0.024906195,0.571973481,0.47890271,0.163689133,-0.343029363,0.088585081,0.386160588,-0.001701552,-0.306097213,163.6297089,158.8116269,158.0371551,156.2887938,157.7863841,159.9817888,754.3422771,941.7243315,1218.567296,1691.440198,3456.297974,2570.494576
EC Moderate (15E),1/10/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162570251,18.42799977,0.146664162,0.218334643,-0.206910661,0.089552031,8.758386512,0.024801725,0.572150721,0.478981956,0.163883769,-0.343163675,0.088414775,0.385671478,-0.001714223,-0.305865025,163.5646914,158.7877279,158.0557865,156.295137,157.8241924,160.0314442,752.3101273,940.1819121,1216.95825,1689.033486,3452.458756,2568.911016
EC Moderate (15E),1/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162531294,18.39875395,0.146384348,0.218248318,-0.207289209,0.08946957,8.751561742,0.024731421,0.572256325,0.479035753,0.16399371,-0.343260671,0.088277858,0.385301494,-0.001732069,-0.305706942,163.4983184,158.7690916,158.0732869,156.3115324,157.8610743,160.0751137,750.6602942,939.0588822,1215.709128,1687.159542,3449.409964,2568.14012
EC Moderate (15E),1/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162495388,18.36740055,0.146086828,0.218155382,-0.207670483,0.089394912,8.745376007,0.02467351,0.572335576,0.479080332,0.164072362,-0.343344311,0.088152449,0.38497362,-0.001752044,-0.30557569,163.4308442,158.7522955,158.0905109,156.331901,157.8979286,160.1168881,749.1415305,938.0856848,1214.586081,1685.471994,3446.635346,2567.671946
EC Moderate (15E),1/13/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162462901,18.33393471,0.14577171,0.218055796,-0.208052978,0.08932892,8.739900316,0.024629093,0.572386325,0.479114865,0.164117242,-0.343413311,0.088039891,0.384692181,-0.001774204,-0.30547368,163.3624924,158.7375395,158.1073633,156.3564235,157.9345899,160.1564533,747.7695082,937.2768546,1213.602684,1683.991036,3444.165902,2567.529221
EC Moderate (15E),1/14/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162434189,18.29836769,0.145439245,0.217949571,-0.208435118,0.089272428,8.735203201,0.024599217,0.572406552,0.47913857,0.164126024,-0.343466449,0.087941482,0.384461329,-0.001798591,-0.305403201,163.2935034,158.7250164,158.1237476,156.3852562,157.9708877,160.1934984,746.5594302,936.6462725,1212.772012,1682.736123,3442.031588,2567.733121
EC Moderate (15E),1/15/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2017_519340_4517990.csv,0.162409598,18.26072693,0.145089827,0.217836766,-0.208815253,0.089226238,8.731350722,0.024584866,0.572394367,0.479150704,0.164096534,-0.343502561,0.087858478,0.384285037,-0.001825232,-0.305366419,163.2241335,158.7149114,158.1395664,156.4185312,158.0066456,160.2277166,745.5260309,936.2071659,1212.106638,1681.72597,3440.261319,2568.303271
EC Moderate (15E),1/16/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162389463,18.221056,0.144723987,0.217717492,-0.209191658,0.089191121,8.728406465,0.024586972,0.572348008,0.479150569,0.164026758,-0.343520541,0.087792092,0.384167107,-0.001854142,-0.305365373,163.1546556,158.7074028,158.154721,156.4563557,158.0416818,160.2588046,744.6835756,935.9721083,1211.618629,1680.978553,3438.882967,2569.257743
EC Moderate (15E),1/17/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162374107,18.17941462,0.1443424,0.21759191,-0.209562536,0.089167821,8.726431542,0.024606406,0.572265842,0.479137509,0.163914835,-0.343519342,0.087743496,0.384111163,-0.001885319,-0.305401981,163.0853588,158.7026614,158.1691115,156.4988128,158.0758089,160.286463,744.0458609,935.9530195,1211.31955,1680.511108,3437.92336,2570.613056
EC Moderate (15E),1/18/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162363844,18.13587866,0.14394588,0.217460228,-0.209926017,0.089157048,8.72548459,0.024643982,0.572146367,0.47911091,0.16375906,-0.343497975,0.08771382,0.384120653,-0.001918746,-0.305478037,163.0165487,158.7008507,158.1826368,156.5459611,158.1088342,160.3103959,743.6262148,936.1611657,1211.220464,1680.340131,3437.408285,2572.384179
EC Moderate (15E),1/19/2017,0.162124451,18.21162703,0.144527904,0.217706461,-0.210371741,0.088572238,8.677478449,0.023812,0.573845491,0.479732185,0.165751781,-0.344428549,0.086826865,0.381084473,-0.001823606,-0.303667422,162.9746098,158.5642347,158.2266181,156.3413552,158.1692915,160.4901374,733.3809524,925.6666667,1201.904762,1666.52381,3416.619048,2553.571429,../data/extractions/tmp/cper_ec_hls_2017_519340_4517990.csv,0.162358976,18.09054015,0.143535383,0.217322707,-0.210280156,0.089159484,8.725621774,0.024700456,0.571988207,0.479070202,0.163557885,-0.343455512,0.087704148,0.384198851,-0.001954394,-0.305595211,162.9485468,158.7021271,158.1951947,156.5978344,158.1405591,160.3303112,743.4374961,936.6071595,1211.33193,1680.481379,3437.362484,2574.584528
EC Moderate (15E),1/20/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162359794,18.04350725,0.143112007,0.217179656,-0.210622935,0.089175778,8.726896784,0.02477653,0.571790118,0.479014855,0.163309916,-0.343391082,0.087715527,0.384348857,-0.001992218,-0.305755049,162.8816915,158.7066395,158.2066817,156.6544425,158.1707796,160.3459206,743.4920951,937.3009594,1211.664004,1680.949869,3437.809659,2577.225967
EC Moderate (15E),1/21/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162364941,17.9942389,0.142670307,0.21702952,-0.210964023,0.089202914,8.729060594,0.024869005,0.571557741,0.478947287,0.163021445,-0.343308689,0.087743101,0.384556358,-0.002032457,-0.305950477,162.8143549,158.7136976,158.2175886,156.7157856,158.2004697,160.3585794,743.7323533,938.1967376,1212.170117,1681.676038,3438.639789,2580.25534
EC Moderate (15E),1/22/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162374386,17.94275235,0.142210425,0.216872354,-0.211303433,0.089240808,8.732106345,0.024977756,0.57129134,0.478867592,0.162692783,-0.34320847,0.087786747,0.384820913,-0.002075091,-0.30618122,162.746541,158.7232818,158.2279199,156.7818272,158.2296335,160.3683104,744.1568383,939.2929358,1212.848928,1682.657896,3439.84992,2583.669653
EC Moderate (15E),1/23/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162386144,17.88084694,0.141658676,0.216680008,-0.211704109,0.089285681,8.735715995,0.02511223,0.570957338,0.47876731,0.162281102,-0.343082464,0.087841175,0.385131546,-0.002127336,-0.30644712,162.669462,158.7381651,158.2418375,156.8639361,158.2654636,160.3798039,744.7107309,940.6169003,1213.640158,1683.805841,3441.197015,2587.68931
EC Moderate (15E),1/24/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2017_519340_4517990.csv,0.162400541,17.81027739,0.14103079,0.216458492,-0.212152972,0.089338096,8.739937417,0.025270119,0.57056344,0.478648457,0.161796161,-0.342932701,0.087907153,0.385489356,-0.002187639,-0.306747473,162.5849589,158.7577172,158.2584862,156.9596459,158.3064724,160.3921439,745.4016116,942.1587565,1214.552766,1685.13321,3442.723786,2592.26037
EC Moderate (15E),1/25/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16241786,17.73273991,0.140341964,0.216213614,-0.212637488,0.089398529,8.74481131,0.025449113,0.570117236,0.478513037,0.16124756,-0.342761234,0.087985321,0.385895056,-0.002254496,-0.307081397,162.4947998,158.7813184,158.2770493,157.0665629,158.3512364,160.404469,746.2356603,943.9078453,1215.59432,1686.651282,3444.468951,2597.328811
EC Moderate (15E),1/26/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162438347,17.64987226,0.139606857,0.215950977,-0.213145665,0.08946737,8.75037119,0.0256469,0.569626207,0.478363044,0.160644741,-0.34257014,0.088076192,0.386348977,-0.002326451,-0.307447826,162.4006809,158.8083599,158.2967484,157.1823665,158.3983956,160.4159724,747.2176557,945.8527231,1216.771001,1688.369276,3446.467231,2602.840537
EC Moderate (15E),1/27/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162462211,17.5632537,0.138839597,0.215675983,-0.213666058,0.089544921,8.756643396,0.025861167,0.569097717,0.478200464,0.159996982,-0.342361515,0.088180154,0.386851069,-0.002402101,-0.307845517,162.304226,158.8382436,158.3168434,157.3048086,158.4466542,160.4259023,748.3509758,947.981162,1218.087602,1690.294352,3448.749354,2608.741368
EC Moderate (15E),1/28/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162491283,17.48197515,0.13812169,0.215418518,-0.21412439,0.089636813,8.76408733,0.026080742,0.56856743,0.47803058,0.159355321,-0.342139834,0.088303895,0.387422468,-0.002472742,-0.308279649,162.2138127,158.8663718,158.3316065,157.4196454,158.4870521,160.4283737,749.7045414,950.2832472,1219.647353,1692.574731,3451.650908,2614.833585
EC Moderate (15E),1/29/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2017_519340_4517990.csv,0.162525347,17.40592181,0.137452045,0.215178431,-0.214523503,0.089742047,8.772623255,0.02630515,0.568036566,0.477854666,0.158719983,-0.34190675,0.088446211,0.388057865,-0.002538598,-0.30874724,162.1294981,158.8930034,158.3414213,157.5272891,158.520031,160.4238251,751.2649821,952.7445369,1221.431471,1695.183638,3455.130287,2621.092742
EC Moderate (15E),1/30/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162564162,17.33498478,0.136829616,0.214955577,-0.214866246,0.089859585,8.782167996,0.026533841,0.567506477,0.477674014,0.158091391,-0.341663961,0.088605824,0.388751747,-0.002599879,-0.309245184,162.0513249,158.9183741,158.346667,157.6281217,158.5460307,160.4127053,753.0180957,955.3498311,1223.420633,1698.093455,3459.144515,2627.49309
EC Moderate (15E),1/31/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2017_519340_4517990.csv,0.162607462,17.26906105,0.136253398,0.214749818,-0.215155473,0.089988346,8.792634945,0.026766186,0.56697864,0.477489932,0.157470165,-0.341413205,0.088781385,0.389498406,-0.002656781,-0.30977025,161.9793218,158.942696,158.3477182,157.7224958,158.5654889,160.3954739,754.9488487,958.083172,1225.594976,1701.275722,3463.649251,2634.007586
EC Moderate (15E),2/1/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162654957,17.2080535,0.135722432,0.21456102,-0.21539404,0.09012721,8.803934055,0.027001479,0.566454663,0.477303746,0.156857119,-0.341156265,0.088971475,0.390291932,-0.002709489,-0.310319085,161.913503,158.9661581,158.3449452,157.8107341,158.5788417,160.372601,757.0413757,960.9278437,1227.934096,1704.701138,3468.598781,2640.607884
EC Moderate (15E),2/2/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162706333,17.15187091,0.135235799,0.214389059,-0.215584811,0.090275015,8.815971847,0.027238935,0.565936281,0.477116802,0.156253264,-0.340894966,0.089174601,0.391126217,-0.002758173,-0.310888208,161.8538685,158.9889261,158.3387138,157.8931294,158.5865232,160.3445676,759.2789797,963.8663723,1230.41705,1708.339557,3473.946027,2647.264342
EC Moderate (15E),2/3/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16276125,17.10042796,0.134792626,0.214233813,-0.215730653,0.090430561,8.828651404,0.027477695,0.56542536,0.476930461,0.155659808,-0.340631175,0.089389199,0.391994952,-0.002802989,-0.311474015,161.8004042,159.0111422,158.3293856,157.9699448,158.5889655,160.311865,761.6441322,966.8805258,1233.022355,1712.159994,3479.642541,2653.946017
EC Moderate (15E),2/4/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162819345,17.0536452,0.134392082,0.21409517,-0.215834439,0.090592604,8.841872373,0.027716818,0.564923891,0.476746103,0.155078154,-0.340366804,0.089613632,0.39289163,-0.002844082,-0.31207278,161.7530814,159.0329252,158.3173174,158.0414135,158.5865991,160.2749954,764.1184729,969.9513142,1235.727988,1716.13062,3485.638505,2660.620669
EC Moderate (15E),2/5/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162880229,17.01144909,0.134033378,0.213973022,-0.215899046,0.090759861,8.855530967,0.027955288,0.564433999,0.476565125,0.154509902,-0.340103806,0.089846192,0.393809544,-0.002881582,-0.312680649,161.7118576,159.0543708,158.3028619,158.1077392,158.5798524,160.2344713,766.6828099,973.0589896,1238.511387,1720.218762,3491.882735,2667.254757
EC Moderate (15E),2/6/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.162943491,16.97377199,0.13371577,0.213867268,-0.215927356,0.090931009,8.869519962,0.028192012,0.563957932,0.476388943,0.153956848,-0.339844176,0.090085101,0.394741789,-0.002915606,-0.313293645,161.6766757,159.0755511,158.2863672,158.1690955,158.569152,160.1908163,769.3171199,976.1830459,1241.349448,1724.39091,3498.322677,2673.813443
EC Moderate (15E),2/7/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163008692,16.94055213,0.133438557,0.213777812,-0.215922256,0.091104683,8.883728698,0.028425817,0.563498072,0.476218989,0.153420983,-0.339589954,0.090328505,0.39568126,-0.002946258,-0.313907669,161.6474645,159.0965152,158.268177,158.2256263,158.5549225,160.1445642,772.0005476,979.3022193,1244.218529,1728.612705,3504.90441,2680.260591
EC Moderate (15E),2/8/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163075372,16.91173365,0.13320108,0.213704567,-0.215886638,0.091279478,8.89804308,0.028655455,0.563056925,0.476056716,0.152904495,-0.33934322,0.090574483,0.39662065,-0.002973629,-0.314518493,161.6241385,159.1172885,158.2486306,158.2774457,158.5375869,160.0962596,774.7114062,982.3944875,1247.094447,1732.848952,3511.572643,2686.558762
EC Moderate (15E),2/9/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2017_519340_4517990.csv,0.163143044,16.88726658,0.133002724,0.213647449,-0.215823399,0.091453947,8.912345578,0.028879599,0.562637128,0.475903591,0.152409769,-0.339106099,0.090821038,0.397552457,-0.002997796,-0.315121769,161.6065979,159.1378733,158.2280629,158.3246382,158.5175659,160.0464577,777.4271775,985.4370706,1249.95248,1737.063609,3518.270718,2692.669222
EC Moderate (15E),2/10/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163211198,16.86710684,0.132842917,0.213606383,-0.215735441,0.091626605,8.926515224,0.029096844,0.562241447,0.4757611,0.151939386,-0.338880758,0.091066103,0.398468977,-0.003018823,-0.315713022,161.5947287,159.1582485,158.2068043,158.3672582,158.4952788,159.9957244,780.1245113,988.4064305,1252.767365,1741.219794,3524.940609,2698.551937
EC Moderate (15E),2/11/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2017_519340_4517990.csv,0.163279299,16.85121624,0.13272113,0.213581299,-0.215625669,0.091795924,8.940427618,0.029305709,0.561872777,0.475630748,0.151496121,-0.338669406,0.091307539,0.399362306,-0.003036761,-0.316287654,161.5884026,159.1783695,158.1851808,158.4053306,158.4711426,159.9446361,782.7792259,991.2782711,1255.513299,1745.279784,3531.522919,2704.165574
EC Moderate (15E),2/12/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163346786,16.8395625,0.132636878,0.213572132,-0.215496995,0.091960336,8.95395492,0.029504635,0.56153414,0.475514057,0.151082948,-0.338474295,0.091543136,0.400224344,-0.003051648,-0.316840941,161.5874772,159.1981687,158.1635141,158.4388503,158.4455728,159.89378,785.3663081,994.0275382,1258.163941,1749.20501,3537.956885,2709.467501
EC Moderate (15E),2/13/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163413076,16.83211921,0.132589717,0.213578826,-0.215352336,0.092118232,8.966965858,0.029691985,0.561228687,0.475412565,0.150703035,-0.338297722,0.09177061,0.401046788,-0.003063508,-0.317368037,161.5917956,159.2175548,158.1421212,158.4677824,158.4189826,159.8437537,787.859913,996.6284198,1260.692407,1752.956064,3544.180375,2714.413787
EC Moderate (15E),2/14/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16347756,16.82886587,0.13257925,0.21360133,-0.215194611,0.092267963,8.979325722,0.029866043,0.5609597,0.475327831,0.150359748,-0.338142023,0.091987607,0.401821138,-0.003072352,-0.31786397,161.6011869,159.2364135,158.121315,158.4920624,158.3917837,159.7951657,790.233364,999.0543457,1263.071277,1756.492695,3550.129889,2718.959203
EC Moderate (15E),2/15/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163542792,16.82814233,0.13259163,0.213634382,-0.215025504,0.09241582,8.991550622,0.030037092,0.560705346,0.475252434,0.150026832,-0.337996356,0.092203623,0.402581018,-0.003079955,-0.318349841,161.6151115,159.2564808,158.1009766,158.5150814,158.3639952,159.7464629,792.5958186,1001.426666,1265.4007,1759.963489,3556.022455,2723.342782
EC Moderate (15E),2/16/2017,0.163463189,16.21533143,0.127104692,0.211547927,-0.2194557,0.092323312,8.983293413,0.030926857,0.557878458,0.474468329,0.146499508,-0.337165155,0.092067581,0.402758271,-0.003616485,-0.318959003,160.9564297,159.4642463,158.3719501,159.3653936,158.8542599,160.0304748,791.3333333,1006.47619,1264.095238,1757.952381,3545.52381,2745.428571,../data/extractions/tmp/cper_ec_hls_2017_519340_4517990.csv,0.163608705,16.82963513,0.132624048,0.213676979,-0.214847712,0.09256155,9.003620136,0.030205499,0.56046449,0.475186299,0.149702525,-0.337860696,0.092418367,0.403325364,-0.003086631,-0.318825283,161.6333043,159.2779426,158.0813309,158.5373607,158.3359527,159.6978727,794.9442456,1003.744828,1267.675899,1763.361635,3561.84404,2727.569579
EC Moderate (15E),2/17/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163675229,16.83302523,0.132673642,0.213728087,-0.214663934,0.092704914,9.015514978,0.030371636,0.560235947,0.47512931,0.14938505,-0.337734967,0.09263156,0.404053213,-0.003092692,-0.319289984,161.6554834,159.3009745,158.0625953,158.559416,158.3079869,159.6496179,797.2757371,1006.008559,1269.892453,1766.680808,3567.581212,2731.645346
EC Moderate (15E),2/18/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2017_519340_4517990.csv,0.163742293,16.83798795,0.132737498,0.213786639,-0.214476861,0.092845692,9.027216998,0.030535883,0.560018486,0.475081302,0.149072618,-0.337619044,0.092842935,0.404763694,-0.003098451,-0.319743694,161.6813503,159.3257419,158.0449798,158.5817578,158.2804241,159.6019168,799.5875083,1008.217869,1272.046293,1769.915164,3573.22114,2735.576531
EC Moderate (15E),2/19/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.163809821,16.84419303,0.132812653,0.213851542,-0.214289182,0.092983674,9.038709183,0.030698628,0.559810827,0.475042067,0.14876343,-0.337512754,0.093052235,0.405456036,-0.003104218,-0.320186219,161.7105896,159.3524,158.0286869,158.6048911,158.2535861,159.5549832,801.8768984,1010.373046,1274.13371,1773.059342,3578.751594,2739.370277
