Year,Block,Treatment,Pasture,Ecosite,C3PGObj,Plot,Transect,Distance,BOBU,WSPG,VUOC,C3PG,FORB,SS,C4PG,SD,
2015,9,TGM,17N,Salt Flats,(blank),3,1,N,401.5,348.8,0.0,3158.7,6.5,0.0,750.2,433.2,
2015,9,TGM,17N,Salt Flats,(blank),3,1,S,1698.5,230.3,0.0,1344.4,0.0,0.0,1928.9,650.1,
2015,9,TGM,17N,Salt Flats,(blank),3,4,N,25.3,645.8,0.0,1722.8,55.4,0.0,671.1,717.4,
2015,9,TGM,17N,Salt Flats,(blank),3,4,S,0.0,122.2,0.0,3604.8,36.1,0.0,122.2,1173.8,
2015,9,TGM,17N,Salt Flats,(blank),4,1,N,15.1,2052.1,0.0,2315.9,175.5,0.0,2067.2,2297.6,
2015,9,TGM,17N,Salt Flats,(blank),4,1,S,0.0,384.3,0.0,3486.4,391.8,0.0,384.3,1638.3,
2015,9,TGM,17N,Salt Flats,(blank),4,4,N,1007.5,384.8,114.1,0.0,0.0,0.0,1392.3,354.7,
2015,9,TGM,17N,Salt Flats,(blank),4,4,S,919.8,234.7,31.2,0.0,0.0,0.0,1154.4,247.0,
2015,9,TGM,17N,Sandy,(blank),5,1,N,437.6,0.0,153.9,184.1,227.1,445.6,437.6,165.2,
2015,9,TGM,17N,Sandy,(blank),5,1,S,451.0,0.0,80.7,1318.0,87.2,0.0,451.0,423.6,
2015,9,TGM,17N,Sandy,(blank),5,4,N,872.4,0.0,0.0,227.1,0.0,0.0,872.4,108.2,
2015,9,TGM,17N,Sandy,(blank),5,4,S,315.9,0.0,0.0,85.0,6.5,0.0,315.9,458.0,
2015,9,TGM,17N,Sandy,(blank),6,1,N,729.8,0.0,345.5,198.1,4.8,871.3,729.8,96.9,
2015,9,TGM,17N,Sandy,(blank),6,1,S,575.9,0.0,129.7,51.7,125.4,0.0,575.9,57.6,
2015,9,TGM,17N,Sandy,(blank),6,4,N,595.2,207.7,0.0,852.5,271.8,0.0,803.0,328.3,
2015,9,TGM,17N,Sandy,(blank),6,4,S,301.9,0.0,0.0,2173.8,275.6,0.0,301.9,169.0,
2015,10,AGM,20NW,Salt Flats,(blank),5,1,N,423.0,290.6,0.0,240.0,57.0,0.0,713.6,144.8,
2015,10,AGM,20NW,Salt Flats,(blank),5,1,S,1187.3,11.3,0.0,760.5,39.3,0.0,1198.6,590.4,
2015,10,AGM,20NW,Salt Flats,(blank),5,4,N,170.1,1130.2,0.0,728.7,28.0,0.0,1300.3,932.7,
2015,10,AGM,20NW,Salt Flats,(blank),5,4,S,0.0,983.8,0.0,1598.4,28.0,0.0,983.8,1627.0,
2015,10,AGM,20NW,Salt Flats,(blank),6,1,N,158.8,469.3,1.6,1787.9,176.0,0.0,628.1,2054.3,
2015,10,AGM,20NW,Salt Flats,(blank),6,1,S,333.7,405.8,7.5,408.5,6.5,0.0,739.5,660.4,
2015,10,AGM,20NW,Salt Flats,(blank),6,4,N,15.1,1833.1,0.0,72.1,8.1,0.0,1848.2,1553.2,
2015,10,AGM,20NW,Salt Flats,(blank),6,4,S,277.2,290.6,0.0,625.4,2.2,0.0,567.8,376.7,
2015,10,AGM,20NW,Sandy,(blank),1,1,N,161.5,0.0,0.0,918.7,26.9,0.0,161.5,129.7,
2015,10,AGM,20NW,Sandy,(blank),1,1,S,63.0,335.8,2.7,1348.2,981.7,0.0,398.8,809.4,
2015,10,AGM,20NW,Sandy,(blank),1,4,N,642.6,0.0,0.0,942.4,177.1,0.0,642.6,125.4,
2015,10,AGM,20NW,Sandy,(blank),1,4,S,0.0,55.4,0.0,884.8,0.0,0.0,55.4,373.5,
2015,10,AGM,20NW,Sandy,(blank),2,1,N,0.0,212.6,0.0,1642.6,0.0,0.0,212.6,460.2,
2015,10,AGM,20NW,Sandy,(blank),2,1,S,9.1,450.5,0.0,1703.9,19.4,0.0,459.6,564.0,
2015,10,AGM,20NW,Sandy,(blank),2,4,N,0.0,448.9,0.0,673.3,50.6,0.0,448.9,462.8,
2015,10,AGM,20NW,Sandy,(blank),2,4,S,0.0,137.2,0.0,1061.9,0.0,0.0,137.2,420.3,
2015,10,AGM,20NW,Sandy,(blank),3,1,N,0.0,839.0,63.0,0.0,203.4,0.0,839.0,374.6,
2015,10,AGM,20NW,Sandy,(blank),3,1,S,244.3,261.6,66.7,5.9,410.6,0.0,505.9,190.5,
2015,10,AGM,20NW,Sandy,(blank),3,4,N,79.1,512.4,134.5,225.5,25.8,0.0,591.5,39.8,
2015,10,AGM,20NW,Sandy,(blank),3,4,S,832.6,90.4,65.1,78.6,46.8,0.0,923.0,219.0,
2015,10,AGM,20NW,Sandy,(blank),4,1,N,720.6,0.0,44.1,319.7,191.1,0.0,720.6,216.4,
2015,10,AGM,20NW,Sandy,(blank),4,1,S,18.8,227.1,30.1,1523.6,43.1,0.0,246.0,489.2,
2015,10,AGM,20NW,Sandy,(blank),4,4,N,918.2,0.0,16.1,0.0,256.7,0.0,918.2,93.6,
2015,10,AGM,20NW,Sandy,(blank),4,4,S,0.0,823.4,392.9,0.0,848.2,0.0,823.4,321.8,
2015,10,TGM,20SE,Salt Flats,(blank),6,1,N,522.6,144.2,46.3,905.2,0.0,0.0,666.8,673.8,
2015,10,TGM,20SE,Salt Flats,(blank),6,1,S,200.7,1110.8,348.8,205.1,0.0,0.0,1311.6,543.6,
2015,10,TGM,20SE,Salt Flats,(blank),6,4,N,255.1,908.5,2.7,974.7,9.1,0.0,1163.6,648.0,
2015,10,TGM,20SE,Salt Flats,(blank),6,4,S,124.9,159.8,0.5,1196.4,0.0,0.0,284.7,49.0,
2015,10,TGM,20SE,Salt Flats,(blank),5,1,N,547.9,225.5,0.0,159.3,129.7,0.0,773.4,250.3,
2015,10,TGM,20SE,Salt Flats,(blank),5,1,S,545.7,53.3,47.4,75.9,36.6,0.0,599.0,24.2,
2015,10,TGM,20SE,Salt Flats,(blank),5,4,N,969.8,3884.2,1.1,0.0,0.0,0.0,4854.0,96.3,
2015,10,TGM,20SE,Salt Flats,(blank),5,4,S,420.3,803.0,0.0,1194.3,0.0,0.0,1223.3,596.9,
2015,10,TGM,20SE,Sandy,(blank),1,1,N,0.0,2.7,0.0,1329.3,0.0,0.0,2.7,179.2,
2015,10,TGM,20SE,Sandy,(blank),1,1,S,0.0,321.3,0.0,1569.9,32.8,0.0,321.3,853.0,
2015,10,TGM,20SE,Sandy,(blank),1,4,N,0.0,0.0,0.0,1060.2,0.0,0.0,0.0,820.2,
2015,10,TGM,20SE,Sandy,(blank),1,4,S,463.9,0.0,0.0,622.2,113.6,0.0,463.9,330.5,
2015,10,TGM,20SE,Sandy,(blank),2,1,N,0.0,141.0,0.0,900.9,195.4,0.0,141.0,303.5,
2015,10,TGM,20SE,Sandy,(blank),2,1,S,0.0,713.6,0.0,990.8,0.0,0.0,713.6,486.5,
2015,10,TGM,20SE,Sandy,(blank),2,4,N,0.0,194.8,0.0,1002.1,213.7,0.0,194.8,435.4,
2015,10,TGM,20SE,Sandy,(blank),2,4,S,58.7,31.2,0.0,735.2,0.0,0.0,89.9,621.1,
2015,10,TGM,20SE,Sandy,(blank),3,1,N,996.2,0.0,0.5,15.6,57.6,0.0,996.2,44.7,
2015,10,TGM,20SE,Sandy,(blank),3,1,S,0.0,0.0,0.0,2603.3,16.1,0.0,0.0,491.9,
2015,10,TGM,20SE,Sandy,(blank),3,4,N,665.2,17.2,0.0,705.6,528.0,0.0,682.4,213.7,
2015,10,TGM,20SE,Sandy,(blank),3,4,S,0.0,0.0,0.0,1713.6,57.6,0.0,0.0,223.9,
2015,10,TGM,20SE,Sandy,(blank),4,1,N,650.1,0.0,1.6,249.2,1.6,0.0,650.1,140.5,
2015,10,TGM,20SE,Sandy,(blank),4,1,S,1665.7,0.0,0.0,237.3,317.0,0.0,1665.7,60.3,
2015,10,TGM,20SE,Sandy,(blank),4,4,N,1097.4,0.0,19.4,0.0,303.5,0.0,1097.4,44.7,
2015,10,TGM,20SE,Sandy,(blank),4,4,S,1755.1,172.2,2.7,0.0,14.5,0.0,1927.3,345.5,
2016,1,AGM,NH,Loamy,NonMCLO,1,1,N,269.1,0.0,545.2,0.0,200.2,0.0,269.1,123.8,
2016,1,AGM,NH,Loamy,NonMCLO,1,1,S,334.2,0.0,777.7,66.2,122.2,0.0,334.2,111.9,
2016,1,AGM,NH,Loamy,NonMCLO,1,4,N,68.4,0.0,239.0,239.0,0.0,0.0,68.4,448.9,
2016,1,AGM,NH,Loamy,NonMCLO,1,4,S,60.8,0.0,673.8,243.3,61.9,0.0,60.8,1245.9,
2016,1,AGM,NH,Loamy,NonMCLO,2,1,N,276.1,0.0,179.8,159.3,9.7,0.0,276.1,48.4,
2016,1,AGM,NH,Loamy,NonMCLO,2,1,S,315.9,0.0,340.1,17.2,1.6,68.4,315.9,48.4,
2016,1,AGM,NH,Loamy,NonMCLO,2,4,N,314.8,0.0,543.6,43.6,14.5,0.0,314.8,195.4,
2016,1,AGM,NH,Loamy,NonMCLO,2,4,S,223.9,38.2,495.7,79.1,43.1,0.0,262.1,143.2,
2016,1,AGM,NH,Loamy,NonMCLO,3,1,N,239.5,0.0,2.2,310.0,4.3,0.0,239.5,250.8,
2016,1,AGM,NH,Loamy,NonMCLO,3,1,S,333.7,12.4,26.4,374.0,1.1,0.0,346.1,93.1,
2016,1,AGM,NH,Loamy,NonMCLO,3,4,N,484.4,8.1,339.6,435.4,4.8,0.0,492.4,342.3,
2016,1,AGM,NH,Loamy,NonMCLO,3,4,S,275.6,0.0,125.4,121.1,84.0,0.0,275.6,58.1,
2016,1,AGM,NH,Loamy,NonMCLO,4,1,N,544.7,0.0,641.5,71.0,37.7,0.0,544.7,347.1,
2016,1,AGM,NH,Loamy,NonMCLO,4,1,S,98.5,0.0,350.4,27.4,250.3,266.9,98.5,49.0,
2016,1,AGM,NH,Loamy,NonMCLO,4,4,N,326.1,0.0,149.1,595.8,0.0,0.0,326.1,279.3,
2016,1,AGM,NH,Loamy,NonMCLO,4,4,S,209.9,0.0,120.0,582.3,0.0,0.0,209.9,119.5,
2016,1,TGM,15E,Loamy,NonMCLO,1,1,N,285.8,52.2,466.6,15.6,0.0,413.9,338.0,142.1,
2016,1,TGM,15E,Loamy,NonMCLO,1,1,S,606.0,0.0,473.6,0.0,2.7,0.0,606.0,217.4,
2016,1,TGM,15E,Loamy,NonMCLO,1,4,N,517.7,241.6,347.1,60.8,112.5,0.0,759.4,332.1,
2016,1,TGM,15E,Loamy,NonMCLO,1,4,S,331.5,0.0,282.6,0.0,93.6,0.0,331.5,271.3,
2016,1,TGM,15E,Loamy,NonMCLO,2,1,N,735.2,10.2,209.9,0.0,48.4,0.0,745.4,178.1,
2016,1,TGM,15E,Loamy,NonMCLO,2,1,S,596.3,0.0,66.2,101.7,13.5,255.6,596.3,304.1,
2016,1,TGM,15E,Loamy,NonMCLO,2,4,N,371.9,0.0,212.0,0.5,2.2,0.0,371.9,138.3,
2016,1,TGM,15E,Loamy,NonMCLO,2,4,S,321.8,0.0,463.9,24.2,0.0,0.0,321.8,325.1,
2016,1,TGM,15E,Loamy,NonMCLO,3,1,N,135.1,0.0,435.9,85.0,5.4,0.0,135.1,153.9,
2016,1,TGM,15E,Loamy,NonMCLO,3,1,S,304.1,0.0,611.9,137.8,1.6,0.0,304.1,233.6,
2016,1,TGM,15E,Loamy,NonMCLO,3,4,N,251.3,94.2,67.8,401.5,0.0,0.0,345.5,472.0,
2016,1,TGM,15E,Loamy,NonMCLO,3,4,S,270.2,0.0,106.6,36.6,425.2,350.4,270.2,23.1,
2016,1,TGM,15E,Loamy,NonMCLO,4,1,N,559.7,0.0,429.5,0.5,14.5,0.0,559.7,285.8,
2016,1,TGM,15E,Loamy,NonMCLO,4,1,S,141.0,1.6,455.9,88.3,31.2,0.0,142.6,129.7,
2016,1,TGM,15E,Loamy,NonMCLO,4,4,N,454.8,11.8,343.9,60.8,0.0,0.0,466.6,325.6,
2016,1,TGM,15E,Loamy,NonMCLO,4,4,S,374.0,177.6,458.0,17.8,177.6,0.0,551.7,556.0,
2016,2,AGM,21N,Loamy,NonMCLO,1,1,N,326.7,0.0,0.0,518.3,23.7,291.7,326.7,448.3,
2016,2,AGM,21N,Loamy,NonMCLO,1,1,S,198.1,51.1,0.5,348.2,21.5,0.0,249.2,494.6,
2016,2,AGM,21N,Loamy,NonMCLO,1,4,N,284.7,67.8,342.3,32.3,524.2,19.4,352.5,162.5,
2016,2,AGM,21N,Loamy,NonMCLO,1,4,S,491.4,44.7,7.0,15.6,190.5,0.0,536.0,100.1,
2016,2,AGM,21N,Loamy,NonMCLO,2,1,N,271.8,63.5,0.0,712.0,0.0,1270.1,335.3,646.4,
2016,2,AGM,21N,Loamy,NonMCLO,2,1,S,398.8,27.4,34.4,450.5,11.3,31.8,426.3,526.4,
2016,2,AGM,21N,Loamy,NonMCLO,2,4,N,510.2,177.1,7.0,22.6,133.5,0.0,687.3,266.9,
2016,2,AGM,21N,Loamy,NonMCLO,2,4,S,270.7,0.0,222.3,908.5,12.4,0.0,270.7,882.1,
2016,2,AGM,21N,Loamy,NonMCLO,3,1,N,509.7,0.0,0.0,24.2,2.7,0.0,509.7,106.6,
2016,2,AGM,21N,Loamy,NonMCLO,3,1,S,370.8,0.0,0.0,98.0,96.3,0.0,370.8,248.6,
2016,2,AGM,21N,Loamy,NonMCLO,3,4,N,116.8,3.8,236.8,185.1,4.8,444.5,120.6,194.3,
2016,2,AGM,21N,Loamy,NonMCLO,3,4,S,78.6,0.0,463.4,0.0,1.1,145.9,78.6,235.7,
2016,2,AGM,21N,Loamy,NonMCLO,4,1,N,554.9,145.9,85.0,367.6,0.0,184.1,700.7,233.6,
2016,2,AGM,21N,Loamy,NonMCLO,4,1,S,709.9,51.7,1.6,89.3,241.6,122.7,761.5,268.6,
2016,2,AGM,21N,Loamy,NonMCLO,4,4,N,392.3,0.0,33.4,113.6,0.0,43.1,392.3,72.1,
2016,2,AGM,21N,Loamy,NonMCLO,4,4,S,558.6,0.0,87.7,31.8,0.0,108.7,558.6,178.7,
2016,2,TGM,24W,Loamy,NonMCLO,1,1,N,311.6,0.0,373.5,59.2,31.2,0.0,311.6,297.6,
2016,2,TGM,24W,Loamy,NonMCLO,1,1,S,130.2,0.0,842.3,0.0,36.1,0.0,130.2,228.2,
2016,2,TGM,24W,Loamy,NonMCLO,1,4,N,141.5,0.0,31.2,197.5,10.8,0.0,141.5,187.3,
2016,2,TGM,24W,Loamy,NonMCLO,1,4,S,104.9,36.6,107.1,386.4,10.8,0.0,141.5,150.2,
2016,2,TGM,24W,Loamy,NonMCLO,2,1,N,268.0,0.0,797.1,0.0,0.0,0.0,268.0,188.9,
2016,2,TGM,24W,Loamy,NonMCLO,2,1,S,779.3,37.7,617.3,37.1,40.9,0.0,817.0,578.6,
2016,2,TGM,24W,Loamy,NonMCLO,2,4,N,174.9,0.0,600.1,18.8,3.2,2970.3,174.9,156.1,
2016,2,TGM,24W,Loamy,NonMCLO,2,4,S,590.4,0.0,102.3,200.2,29.6,121.1,590.4,298.7,
2016,2,TGM,24W,Loamy,NonMCLO,3,1,N,300.9,0.0,180.3,45.7,18.8,172.8,300.9,79.1,
2016,2,TGM,24W,Loamy,NonMCLO,3,1,S,221.2,0.0,905.8,0.0,0.0,0.0,221.2,158.8,
2016,2,TGM,24W,Loamy,NonMCLO,3,4,N,454.8,0.0,3.2,127.0,12.9,65.7,454.8,219.6,
2016,2,TGM,24W,Loamy,NonMCLO,3,4,S,600.6,0.0,0.0,0.0,0.0,59.7,600.6,144.8,
2016,2,TGM,24W,Loamy,NonMCLO,4,1,N,667.9,106.6,0.0,0.0,0.0,0.0,774.5,355.7,
2016,2,TGM,24W,Loamy,NonMCLO,4,1,S,385.9,154.5,0.0,674.4,0.0,1955.3,540.3,914.4,
2016,2,TGM,24W,Loamy,NonMCLO,4,4,N,293.3,0.0,355.2,59.2,0.0,0.0,293.3,355.7,
2016,2,TGM,24W,Loamy,NonMCLO,4,4,S,243.3,0.0,967.7,156.6,35.5,0.0,243.3,94.7,
2016,3,AGM,26W,Loamy,MCLO,1,1,N,177.6,0.0,191.1,55.4,22.1,23.1,177.6,65.1,
2016,3,AGM,26W,Loamy,MCLO,1,1,S,271.3,0.0,188.4,136.7,0.0,0.0,271.3,119.5,
2016,3,AGM,26W,Loamy,MCLO,1,4,N,268.6,0.0,188.4,181.9,26.9,0.0,268.6,208.8,
2016,3,AGM,26W,Loamy,MCLO,1,4,S,193.8,0.0,110.9,271.3,0.0,438.6,193.8,62.4,
2016,3,AGM,26W,Loamy,MCLO,2,1,N,205.1,0.0,392.9,0.0,11.8,0.0,205.1,74.8,
2016,3,AGM,26W,Loamy,MCLO,2,1,S,130.8,18.8,565.1,154.5,27.4,0.0,149.6,263.7,
2016,3,AGM,26W,Loamy,MCLO,2,4,N,255.1,0.0,134.5,130.2,78.0,0.0,255.1,73.2,
2016,3,AGM,26W,Loamy,MCLO,2,4,S,153.4,0.0,29.1,0.0,50.6,1083.9,153.4,108.7,
2016,3,AGM,26W,Loamy,MCLO,3,1,N,157.2,5.4,125.4,47.4,246.0,0.0,162.5,65.7,
2016,3,AGM,26W,Loamy,MCLO,3,1,S,193.8,0.0,341.2,208.8,3.2,0.0,193.8,134.5,
2016,3,AGM,26W,Loamy,MCLO,3,4,N,221.7,0.0,411.2,0.0,16.1,0.0,221.7,221.2,
2016,3,AGM,26W,Loamy,MCLO,3,4,S,88.8,0.0,869.7,99.6,108.7,0.0,88.8,139.4,
2016,3,AGM,26W,Loamy,MCLO,4,1,N,134.5,0.0,79.1,392.9,124.3,0.0,134.5,171.1,
2016,3,AGM,26W,Loamy,MCLO,4,1,S,171.7,15.6,162.0,123.2,0.0,0.0,187.3,199.7,
2016,3,AGM,26W,Loamy,MCLO,4,4,N,273.4,0.0,553.8,43.1,2.2,0.0,273.4,264.8,
2016,3,AGM,26W,Loamy,MCLO,4,4,S,315.4,0.0,283.6,185.7,10.2,0.0,315.4,210.4,
2016,3,TGM,26E,Loamy,MCLO,1,1,N,148.5,0.0,230.9,103.9,21.5,0.0,148.5,109.3,
2016,3,TGM,26E,Loamy,MCLO,1,1,S,219.0,0.0,307.8,0.0,116.3,0.0,219.0,142.1,
2016,3,TGM,26E,Loamy,MCLO,1,4,N,140.5,0.0,257.8,44.7,125.9,0.0,140.5,88.3,
2016,3,TGM,26E,Loamy,MCLO,1,4,S,220.7,0.0,313.8,44.1,39.3,0.0,220.7,132.4,
2016,3,TGM,26E,Loamy,MCLO,2,1,N,154.5,0.0,160.4,243.8,14.0,15.6,154.5,279.9,
2016,3,TGM,26E,Loamy,MCLO,2,1,S,204.5,0.0,84.0,135.1,87.2,325.6,204.5,90.4,
2016,3,TGM,26E,Loamy,MCLO,2,4,N,175.5,0.0,445.1,59.2,53.3,0.0,175.5,48.4,
2016,3,TGM,26E,Loamy,MCLO,2,4,S,193.8,0.0,532.8,0.0,61.9,0.0,193.8,60.8,
2016,3,TGM,26E,Loamy,MCLO,3,1,N,212.6,0.0,215.8,9.7,9.7,0.0,212.6,64.0,
2016,3,TGM,26E,Loamy,MCLO,3,1,S,292.8,0.0,687.3,9.7,204.0,0.0,292.8,145.3,
2016,3,TGM,26E,Loamy,MCLO,3,4,N,120.0,16.1,167.9,192.1,16.1,0.0,136.2,64.0,
2016,3,TGM,26E,Loamy,MCLO,3,4,S,127.0,0.0,241.6,58.1,88.8,0.0,127.0,61.9,
2016,3,TGM,26E,Loamy,MCLO,4,1,N,375.7,0.0,111.4,43.1,0.0,0.0,375.7,74.8,
2016,3,TGM,26E,Loamy,MCLO,4,1,S,0.0,91.5,99.6,276.6,12.9,0.0,91.5,37.1,
2016,3,TGM,26E,Loamy,MCLO,4,4,N,328.3,0.0,312.2,0.0,14.0,0.0,328.3,57.0,
2016,3,TGM,26E,Loamy,MCLO,4,4,S,30.7,0.0,117.9,444.5,90.4,0.0,30.7,60.3,
2016,4,AGM,25NW,Loamy,MCLO,1,1,N,379.4,0.0,329.9,16.1,16.1,0.0,379.4,254.0,
2016,4,AGM,25NW,Loamy,MCLO,1,1,S,614.6,0.0,127.6,61.9,0.0,0.0,614.6,380.0,
2016,4,AGM,25NW,Loamy,MCLO,1,4,N,462.3,114.1,155.0,89.3,11.8,0.0,576.4,293.3,
2016,4,AGM,25NW,Loamy,MCLO,1,4,S,366.5,0.0,331.5,52.7,0.5,0.0,366.5,339.1,
2016,4,AGM,25NW,Loamy,MCLO,2,1,N,301.4,173.8,435.4,67.3,21.5,81.3,475.2,505.4,
2016,4,AGM,25NW,Loamy,MCLO,2,1,S,171.7,0.0,353.1,44.1,3.8,0.0,171.7,271.8,
2016,4,AGM,25NW,Loamy,MCLO,2,4,N,336.4,0.0,410.6,222.8,39.3,0.0,336.4,413.3,
2016,4,AGM,25NW,Loamy,MCLO,2,4,S,264.3,0.0,271.3,288.5,75.3,0.0,264.3,383.2,
2016,4,AGM,25NW,Loamy,MCLO,3,1,N,184.1,9.7,263.2,439.2,10.2,0.0,193.8,332.1,
2016,4,AGM,25NW,Loamy,MCLO,3,1,S,227.7,0.0,1.1,334.8,21.5,312.7,227.7,133.5,
2016,4,AGM,25NW,Loamy,MCLO,3,4,N,156.6,66.7,167.4,403.1,45.2,0.0,223.4,165.2,
2016,4,AGM,25NW,Loamy,MCLO,3,4,S,454.2,0.0,211.0,71.0,35.0,0.0,454.2,249.7,
2016,4,AGM,25NW,Loamy,MCLO,4,1,N,223.4,0.0,436.5,39.8,0.0,0.0,223.4,420.3,
2016,4,AGM,25NW,Loamy,MCLO,4,1,S,370.3,0.0,645.3,36.6,0.5,0.0,370.3,443.5,
2016,4,AGM,25NW,Loamy,MCLO,4,4,N,135.1,0.0,374.0,794.9,120.0,0.0,135.1,397.7,
2016,4,AGM,25NW,Loamy,MCLO,4,4,S,130.2,0.0,687.8,44.1,31.8,0.0,130.2,453.2,
2016,4,TGM,25SE,Loamy,MCLO,1,1,S,402.6,0.0,23.7,569.9,0.0,0.0,402.6,131.3,
2016,4,TGM,25SE,Loamy,MCLO,1,4,N,745.4,0.0,674.9,48.4,0.0,0.0,745.4,207.7,
2016,4,TGM,25SE,Loamy,MCLO,1,4,S,489.2,0.0,317.0,32.3,13.5,0.0,489.2,163.1,
2016,4,TGM,25SE,Loamy,MCLO,2,1,N,290.1,0.0,354.7,29.1,3.8,0.0,290.1,411.7,
2016,4,TGM,25SE,Loamy,MCLO,2,1,S,247.6,0.0,264.3,73.2,0.4,0.0,247.6,382.1,
2016,4,TGM,25SE,Loamy,MCLO,2,4,N,280.4,0.0,366.0,66.7,0.0,0.0,280.4,377.8,
2016,4,TGM,25SE,Loamy,MCLO,2,4,S,451.5,0.0,427.9,0.0,2.2,0.0,451.5,81.3,
2016,4,TGM,25SE,Loamy,MCLO,3,1,N,47.4,0.0,131.3,569.9,426.8,0.0,47.4,421.4,
2016,4,TGM,25SE,Loamy,MCLO,3,1,S,240.6,23.7,552.2,142.6,509.7,0.0,264.3,268.0,
2016,4,TGM,25SE,Loamy,MCLO,3,4,N,377.8,0.0,191.1,216.4,70.5,3856.2,377.8,352.5,
2016,4,TGM,25SE,Loamy,MCLO,3,4,S,659.8,0.0,37.1,189.4,1.6,0.0,659.8,259.4,
2016,4,TGM,25SE,Loamy,MCLO,4,1,N,430.0,0.0,65.7,547.9,0.0,0.0,430.0,325.1,
2016,4,TGM,25SE,Loamy,MCLO,4,1,S,160.9,0.0,109.3,350.9,0.0,0.0,160.9,382.7,
2016,4,TGM,25SE,Loamy,MCLO,4,4,N,269.1,35.0,26.9,818.6,0.0,0.0,304.1,921.4,
2016,4,TGM,25SE,Loamy,MCLO,4,4,S,530.7,432.7,2.2,30.1,192.7,0.0,963.4,638.8,
2016,5,AGM,31W,Loamy,MCLO,1,1,N,627.5,0.0,17.2,97.4,93.1,0.0,627.5,581.3,
2016,5,AGM,31W,Loamy,MCLO,1,1,S,748.6,0.0,159.3,43.6,2.2,0.0,748.6,261.0,
2016,5,AGM,31W,Loamy,MCLO,1,4,N,301.9,0.0,502.1,45.2,0.0,0.0,301.9,356.8,
2016,5,AGM,31W,Loamy,MCLO,1,4,S,336.9,0.0,742.7,49.0,0.0,0.0,336.9,431.1,
2016,5,AGM,31W,Loamy,MCLO,2,1,N,609.8,0.0,19.4,0.0,4.8,0.0,609.8,100.6,
2016,5,AGM,31W,Loamy,MCLO,2,1,S,517.2,0.0,52.7,26.9,0.0,0.0,517.2,81.3,
2016,5,AGM,31W,Loamy,MCLO,2,4,N,385.9,0.0,0.4,0.0,0.0,0.0,385.9,39.3,
2016,5,AGM,31W,Loamy,MCLO,2,4,S,450.5,0.0,32.3,221.7,7.0,0.0,450.5,251.9,
2016,5,AGM,31W,Loamy,MCLO,3,1,N,575.9,0.0,78.0,667.4,10.8,0.0,575.9,740.0,
2016,5,AGM,31W,Loamy,MCLO,3,1,S,263.2,0.0,197.0,108.2,24.2,0.0,263.2,519.9,
2016,5,AGM,31W,Loamy,MCLO,3,4,N,405.8,0.0,240.0,13.5,26.9,0.0,405.8,497.8,
2016,5,AGM,31W,Loamy,MCLO,3,4,S,354.1,0.0,311.6,5.4,41.4,0.0,354.1,843.9,
2016,5,AGM,31W,Sandy,MCLO,4,1,N,18.3,0.0,340.7,698.6,2.2,0.0,18.3,954.2,
2016,5,AGM,31W,Sandy,MCLO,4,1,S,87.7,0.0,115.2,751.3,0.0,0.0,87.7,871.9,
2016,5,AGM,31W,Sandy,MCLO,4,4,N,31.2,26.9,367.0,225.5,2.2,0.0,58.1,335.3,
2016,5,AGM,31W,Sandy,MCLO,4,4,S,1.6,0.0,266.9,423.6,0.0,0.0,1.6,949.9,
2016,5,TGM,31E,Loamy,MCLO,1,1,N,110.9,0.0,337.4,15.6,0.0,0.0,110.9,28.0,
2016,5,TGM,31E,Loamy,MCLO,1,1,S,116.8,0.0,188.4,6.5,1.1,0.0,116.8,34.4,
2016,5,TGM,31E,Loamy,MCLO,1,4,N,566.2,0.0,0.0,67.8,0.0,0.0,566.2,426.8,
2016,5,TGM,31E,Loamy,MCLO,1,4,S,507.0,0.0,0.0,136.2,35.5,0.0,507.0,402.0,
2016,5,TGM,31E,Loamy,MCLO,2,1,N,315.4,142.6,645.3,91.5,196.4,0.0,458.0,125.9,
2016,5,TGM,31E,Loamy,MCLO,2,1,S,618.9,0.0,291.2,7.5,24.2,0.0,618.9,448.3,
2016,5,TGM,31E,Loamy,MCLO,2,4,N,669.5,5.4,11.8,55.4,26.9,0.0,674.9,166.3,
2016,5,TGM,31E,Loamy,MCLO,2,4,S,332.6,55.4,45.2,217.4,9.7,0.0,388.0,425.2,
2016,5,TGM,31E,Loamy,MCLO,3,1,N,396.7,27.4,486.0,248.1,58.1,0.0,424.1,632.9,
2016,5,TGM,31E,Loamy,MCLO,3,1,S,305.7,0.0,386.4,28.5,46.3,0.0,305.7,234.7,
2016,5,TGM,31E,Loamy,MCLO,3,4,N,120.6,0.0,60.3,353.6,3.2,0.0,120.6,476.8,
2016,5,TGM,31E,Loamy,MCLO,3,4,S,280.9,0.0,0.0,253.0,33.4,0.0,280.9,609.8,
2016,5,TGM,31E,Sandy,MCLO,4,1,N,358.4,0.0,9.7,294.9,39.8,5.4,358.4,460.7,
2016,5,TGM,31E,Sandy,MCLO,4,1,S,660.9,0.0,2.2,0.0,531.7,0.0,660.9,590.4,
2016,5,TGM,31E,Sandy,MCLO,4,4,N,420.3,0.0,0.0,14.5,72.7,0.0,420.3,169.0,
2016,5,TGM,31E,Sandy,MCLO,4,4,S,391.8,0.0,19.4,39.3,9.7,0.0,391.8,432.2,
2016,6,AGM,18S,Sandy,(blank),1,1,N,386.4,0.0,169.0,34.4,23.7,179.2,386.4,331.5,
