"","YearSampled","Pasture","Plot","Transect","Distance","Block","Treatment","Ecosite","PastureSize_ha","X","Y","FGcode","kgPerHa"
"4723",2014,"24W",2,1,"20",2,"TGM","Loamy",125.34,522601,4518310,"SS",0
"4724",2014,"24W",2,1,"20",2,"TGM","Loamy",125.34,522601,4518310,"OTHER",0
"4725",2014,"24W",2,1,"20",2,"TGM","Loamy",125.34,522601,4518310,"NA",0
"4726",2014,"24W",2,4,"10",2,"TGM","Loamy",125.34,522601,4518310,"AG",0
"4727",2014,"24W",2,4,"10",2,"TGM","Loamy",125.34,522601,4518310,"BOBU",241.11
"4728",2014,"24W",2,4,"10",2,"TGM","Loamy",125.34,522601,4518310,"C3PG",37.67
"4729",2014,"24W",2,4,"10",2,"TGM","Loamy",125.34,522601,4518310,"FORB",171.15
"4730",2014,"24W",2,4,"10",2,"TGM","Loamy",125.34,522601,4518310,"SD",36.06
"4731",2014,"24W",2,4,"10",2,"TGM","Loamy",125.34,522601,4518310,"WSPG",0
"4732",2014,"24W",2,4,"10",2,"TGM","Loamy",125.34,522601,4518310,"SS",0
"4733",2014,"24W",2,4,"10",2,"TGM","Loamy",125.34,522601,4518310,"OTHER",0
"4734",2014,"24W",2,4,"10",2,"TGM","Loamy",125.34,522601,4518310,"NA",0
"4735",2014,"24W",2,4,"20",2,"TGM","Loamy",125.34,522601,4518310,"AG",308.39
"4736",2014,"24W",2,4,"20",2,"TGM","Loamy",125.34,522601,4518310,"BOBU",573.72
"4737",2014,"24W",2,4,"20",2,"TGM","Loamy",125.34,522601,4518310,"C3PG",64.05
"4738",2014,"24W",2,4,"20",2,"TGM","Loamy",125.34,522601,4518310,"FORB",13.45
"4739",2014,"24W",2,4,"20",2,"TGM","Loamy",125.34,522601,4518310,"SD",12.38
"4740",2014,"24W",2,4,"20",2,"TGM","Loamy",125.34,522601,4518310,"WSPG",0
"4741",2014,"24W",2,4,"20",2,"TGM","Loamy",125.34,522601,4518310,"SS",0
"4742",2014,"24W",2,4,"20",2,"TGM","Loamy",125.34,522601,4518310,"OTHER",0
"4743",2014,"24W",2,4,"20",2,"TGM","Loamy",125.34,522601,4518310,"NA",0
"4744",2014,"24W",3,1,"10",2,"TGM","Loamy",125.34,522806,4518740,"AG",797.07
"4745",2014,"24W",3,1,"10",2,"TGM","Loamy",125.34,522806,4518740,"BOBU",306.23
"4746",2014,"24W",3,1,"10",2,"TGM","Loamy",125.34,522806,4518740,"C3PG",0
"4747",2014,"24W",3,1,"10",2,"TGM","Loamy",125.34,522806,4518740,"FORB",0
"4748",2014,"24W",3,1,"10",2,"TGM","Loamy",125.34,522806,4518740,"SD",3.77
"4749",2014,"24W",3,1,"10",2,"TGM","Loamy",125.34,522806,4518740,"WSPG",0
"4750",2014,"24W",3,1,"10",2,"TGM","Loamy",125.34,522806,4518740,"SS",0
"4751",2014,"24W",3,1,"10",2,"TGM","Loamy",125.34,522806,4518740,"OTHER",0
"4752",2014,"24W",3,1,"10",2,"TGM","Loamy",125.34,522806,4518740,"NA",0
"4753",2014,"24W",3,1,"20",2,"TGM","Loamy",125.34,522806,4518740,"AG",502.14
"4754",2014,"24W",3,1,"20",2,"TGM","Loamy",125.34,522806,4518740,"BOBU",696.43
"4755",2014,"24W",3,1,"20",2,"TGM","Loamy",125.34,522806,4518740,"C3PG",0
"4756",2014,"24W",3,1,"20",2,"TGM","Loamy",125.34,522806,4518740,"FORB",27.45
"4757",2014,"24W",3,1,"20",2,"TGM","Loamy",125.34,522806,4518740,"SD",47.9
"4758",2014,"24W",3,1,"20",2,"TGM","Loamy",125.34,522806,4518740,"WSPG",0
"4759",2014,"24W",3,1,"20",2,"TGM","Loamy",125.34,522806,4518740,"SS",0
"4760",2014,"24W",3,1,"20",2,"TGM","Loamy",125.34,522806,4518740,"OTHER",0
"4761",2014,"24W",3,1,"20",2,"TGM","Loamy",125.34,522806,4518740,"NA",0
"4762",2014,"24W",3,4,"10",2,"TGM","Loamy",125.34,522806,4518740,"AG",0
"4763",2014,"24W",3,4,"10",2,"TGM","Loamy",125.34,522806,4518740,"BOBU",645.83
"4764",2014,"24W",3,4,"10",2,"TGM","Loamy",125.34,522806,4518740,"C3PG",132.93
"4765",2014,"24W",3,4,"10",2,"TGM","Loamy",125.34,522806,4518740,"FORB",0
"4766",2014,"24W",3,4,"10",2,"TGM","Loamy",125.34,522806,4518740,"SD",27.45
"4767",2014,"24W",3,4,"10",2,"TGM","Loamy",125.34,522806,4518740,"WSPG",0
"4768",2014,"24W",3,4,"10",2,"TGM","Loamy",125.34,522806,4518740,"SS",0
"4769",2014,"24W",3,4,"10",2,"TGM","Loamy",125.34,522806,4518740,"OTHER",0
"4770",2014,"24W",3,4,"10",2,"TGM","Loamy",125.34,522806,4518740,"NA",0
"4771",2014,"24W",3,4,"20",2,"TGM","Loamy",125.34,522806,4518740,"AG",0
"4772",2014,"24W",3,4,"20",2,"TGM","Loamy",125.34,522806,4518740,"BOBU",712.57
"4773",2014,"24W",3,4,"20",2,"TGM","Loamy",125.34,522806,4518740,"C3PG",0
"4774",2014,"24W",3,4,"20",2,"TGM","Loamy",125.34,522806,4518740,"FORB",0
"4775",2014,"24W",3,4,"20",2,"TGM","Loamy",125.34,522806,4518740,"SD",101.18
"4776",2014,"24W",3,4,"20",2,"TGM","Loamy",125.34,522806,4518740,"WSPG",0
"4777",2014,"24W",3,4,"20",2,"TGM","Loamy",125.34,522806,4518740,"SS",0
"4778",2014,"24W",3,4,"20",2,"TGM","Loamy",125.34,522806,4518740,"OTHER",0
"4779",2014,"24W",3,4,"20",2,"TGM","Loamy",125.34,522806,4518740,"NA",0
"4780",2014,"24W",4,1,"10",2,"TGM","Loamy",125.34,522600,4518900,"AG",0
"4781",2014,"24W",4,1,"10",2,"TGM","Loamy",125.34,522600,4518900,"BOBU",531.74
"4782",2014,"24W",4,1,"10",2,"TGM","Loamy",125.34,522600,4518900,"C3PG",0
"4783",2014,"24W",4,1,"10",2,"TGM","Loamy",125.34,522600,4518900,"FORB",37.14
"4784",2014,"24W",4,1,"10",2,"TGM","Loamy",125.34,522600,4518900,"SD",5.92
"4785",2014,"24W",4,1,"10",2,"TGM","Loamy",125.34,522600,4518900,"WSPG",0
"4786",2014,"24W",4,1,"10",2,"TGM","Loamy",125.34,522600,4518900,"SS",0
"4787",2014,"24W",4,1,"10",2,"TGM","Loamy",125.34,522600,4518900,"OTHER",0
"4788",2014,"24W",4,1,"10",2,"TGM","Loamy",125.34,522600,4518900,"NA",0
"4789",2014,"24W",4,1,"20",2,"TGM","Loamy",125.34,522600,4518900,"AG",0
"4790",2014,"24W",4,1,"20",2,"TGM","Loamy",125.34,522600,4518900,"BOBU",820.21
"4791",2014,"24W",4,1,"20",2,"TGM","Loamy",125.34,522600,4518900,"C3PG",0
"4792",2014,"24W",4,1,"20",2,"TGM","Loamy",125.34,522600,4518900,"FORB",2.69
"4793",2014,"24W",4,1,"20",2,"TGM","Loamy",125.34,522600,4518900,"SD",52.2
"4794",2014,"24W",4,1,"20",2,"TGM","Loamy",125.34,522600,4518900,"WSPG",0
"4795",2014,"24W",4,1,"20",2,"TGM","Loamy",125.34,522600,4518900,"SS",12.38
"4796",2014,"24W",4,1,"20",2,"TGM","Loamy",125.34,522600,4518900,"OTHER",0
"4797",2014,"24W",4,1,"20",2,"TGM","Loamy",125.34,522600,4518900,"NA",0
"4798",2014,"24W",4,4,"10",2,"TGM","Loamy",125.34,522600,4518900,"AG",602.78
"4799",2014,"24W",4,4,"10",2,"TGM","Loamy",125.34,522600,4518900,"BOBU",188.91
"4800",2014,"24W",4,4,"10",2,"TGM","Loamy",125.34,522600,4518900,"C3PG",662.52
"4801",2014,"24W",4,4,"10",2,"TGM","Loamy",125.34,522600,4518900,"FORB",114.64
"4802",2014,"24W",4,4,"10",2,"TGM","Loamy",125.34,522600,4518900,"SD",46.82
"4803",2014,"24W",4,4,"10",2,"TGM","Loamy",125.34,522600,4518900,"WSPG",0
"4804",2014,"24W",4,4,"10",2,"TGM","Loamy",125.34,522600,4518900,"SS",0
"4805",2014,"24W",4,4,"10",2,"TGM","Loamy",125.34,522600,4518900,"OTHER",0
"4806",2014,"24W",4,4,"10",2,"TGM","Loamy",125.34,522600,4518900,"NA",0
"4807",2014,"24W",4,4,"20",2,"TGM","Loamy",125.34,522600,4518900,"AG",352.52
"4808",2014,"24W",4,4,"20",2,"TGM","Loamy",125.34,522600,4518900,"BOBU",472
"4809",2014,"24W",4,4,"20",2,"TGM","Loamy",125.34,522600,4518900,"C3PG",0
"4810",2014,"24W",4,4,"20",2,"TGM","Loamy",125.34,522600,4518900,"FORB",238.96
"4811",2014,"24W",4,4,"20",2,"TGM","Loamy",125.34,522600,4518900,"SD",149.08
"4812",2014,"24W",4,4,"20",2,"TGM","Loamy",125.34,522600,4518900,"WSPG",0
"4813",2014,"24W",4,4,"20",2,"TGM","Loamy",125.34,522600,4518900,"SS",0
"4814",2014,"24W",4,4,"20",2,"TGM","Loamy",125.34,522600,4518900,"OTHER",0
"4815",2014,"24W",4,4,"20",2,"TGM","Loamy",125.34,522600,4518900,"NA",0
"4816",2014,"25NW",1,1,"10",4,"AGM","Loamy",130.28,523597,4517750,"AG",46.28
"4817",2014,"25NW",1,1,"10",4,"AGM","Loamy",130.28,523597,4517750,"BOBU",192.67
"4818",2014,"25NW",1,1,"10",4,"AGM","Loamy",130.28,523597,4517750,"C3PG",7.53
"4819",2014,"25NW",1,1,"10",4,"AGM","Loamy",130.28,523597,4517750,"FORB",82.34
"4820",2014,"25NW",1,1,"10",4,"AGM","Loamy",130.28,523597,4517750,"SD",3.23
"4821",2014,"25NW",1,1,"10",4,"AGM","Loamy",130.28,523597,4517750,"WSPG",0
"4822",2014,"25NW",1,1,"10",4,"AGM","Loamy",130.28,523597,4517750,"SS",0
"4823",2014,"25NW",1,1,"10",4,"AGM","Loamy",130.28,523597,4517750,"OTHER",0
"4824",2014,"25NW",1,1,"10",4,"AGM","Loamy",130.28,523597,4517750,"NA",0
"4825",2014,"25NW",1,1,"20",4,"AGM","Loamy",130.28,523597,4517750,"AG",253.49
"4826",2014,"25NW",1,1,"20",4,"AGM","Loamy",130.28,523597,4517750,"BOBU",471.46
"4827",2014,"25NW",1,1,"20",4,"AGM","Loamy",130.28,523597,4517750,"C3PG",0
"4828",2014,"25NW",1,1,"20",4,"AGM","Loamy",130.28,523597,4517750,"FORB",16.15
"4829",2014,"25NW",1,1,"20",4,"AGM","Loamy",130.28,523597,4517750,"SD",1.61
"4830",2014,"25NW",1,1,"20",4,"AGM","Loamy",130.28,523597,4517750,"WSPG",0
"4831",2014,"25NW",1,1,"20",4,"AGM","Loamy",130.28,523597,4517750,"SS",0
"4832",2014,"25NW",1,1,"20",4,"AGM","Loamy",130.28,523597,4517750,"OTHER",0
"4833",2014,"25NW",1,1,"20",4,"AGM","Loamy",130.28,523597,4517750,"NA",0
"4834",2014,"25NW",1,4,"10",4,"AGM","Loamy",130.28,523597,4517750,"AG",325.61
"4835",2014,"25NW",1,4,"10",4,"AGM","Loamy",130.28,523597,4517750,"BOBU",300.85
"4836",2014,"25NW",1,4,"10",4,"AGM","Loamy",130.28,523597,4517750,"C3PG",0
"4837",2014,"25NW",1,4,"10",4,"AGM","Loamy",130.28,523597,4517750,"FORB",115.71
"4838",2014,"25NW",1,4,"10",4,"AGM","Loamy",130.28,523597,4517750,"SD",0
"4839",2014,"25NW",1,4,"10",4,"AGM","Loamy",130.28,523597,4517750,"WSPG",0
"4840",2014,"25NW",1,4,"10",4,"AGM","Loamy",130.28,523597,4517750,"SS",0
"4841",2014,"25NW",1,4,"10",4,"AGM","Loamy",130.28,523597,4517750,"OTHER",0
"4842",2014,"25NW",1,4,"10",4,"AGM","Loamy",130.28,523597,4517750,"NA",0
"4843",2014,"25NW",1,4,"20",4,"AGM","Loamy",130.28,523597,4517750,"AG",290.09
"4844",2014,"25NW",1,4,"20",4,"AGM","Loamy",130.28,523597,4517750,"BOBU",128.63
"4845",2014,"25NW",1,4,"20",4,"AGM","Loamy",130.28,523597,4517750,"C3PG",9.69
"4846",2014,"25NW",1,4,"20",4,"AGM","Loamy",130.28,523597,4517750,"FORB",24.22
"4847",2014,"25NW",1,4,"20",4,"AGM","Loamy",130.28,523597,4517750,"SD",0
"4848",2014,"25NW",1,4,"20",4,"AGM","Loamy",130.28,523597,4517750,"WSPG",0
"4849",2014,"25NW",1,4,"20",4,"AGM","Loamy",130.28,523597,4517750,"SS",0
"4850",2014,"25NW",1,4,"20",4,"AGM","Loamy",130.28,523597,4517750,"OTHER",0
"4851",2014,"25NW",1,4,"20",4,"AGM","Loamy",130.28,523597,4517750,"NA",0
"4852",2014,"25NW",2,4,"10",4,"AGM","Loamy",130.28,523416,4517560,"AG",108.18
"4853",2014,"25NW",2,4,"10",4,"AGM","Loamy",130.28,523416,4517560,"BOBU",430.56
"4854",2014,"25NW",2,4,"10",4,"AGM","Loamy",130.28,523416,4517560,"C3PG",9.69
"4855",2014,"25NW",2,4,"10",4,"AGM","Loamy",130.28,523416,4517560,"FORB",312.15
"4856",2014,"25NW",2,4,"10",4,"AGM","Loamy",130.28,523416,4517560,"SD",13.45
"4857",2014,"25NW",2,4,"10",4,"AGM","Loamy",130.28,523416,4517560,"WSPG",341.22
"4858",2014,"25NW",2,4,"10",4,"AGM","Loamy",130.28,523416,4517560,"SS",0
"4859",2014,"25NW",2,4,"10",4,"AGM","Loamy",130.28,523416,4517560,"OTHER",0
"4860",2014,"25NW",2,4,"10",4,"AGM","Loamy",130.28,523416,4517560,"NA",0
"4861",2014,"25NW",2,4,"20",4,"AGM","Loamy",130.28,523416,4517560,"AG",168.46
"4862",2014,"25NW",2,4,"20",4,"AGM","Loamy",130.28,523416,4517560,"BOBU",411.18
"4863",2014,"25NW",2,4,"20",4,"AGM","Loamy",130.28,523416,4517560,"C3PG",207.21
"4864",2014,"25NW",2,4,"20",4,"AGM","Loamy",130.28,523416,4517560,"FORB",39.29
"4865",2014,"25NW",2,4,"20",4,"AGM","Loamy",130.28,523416,4517560,"SD",10.23
"4866",2014,"25NW",2,4,"20",4,"AGM","Loamy",130.28,523416,4517560,"WSPG",73.19
"4867",2014,"25NW",2,4,"20",4,"AGM","Loamy",130.28,523416,4517560,"SS",0
"4868",2014,"25NW",2,4,"20",4,"AGM","Loamy",130.28,523416,4517560,"OTHER",0
"4869",2014,"25NW",2,4,"20",4,"AGM","Loamy",130.28,523416,4517560,"NA",0
"4870",2014,"25NW",3,1,"10",4,"AGM","Loamy",130.28,523224,4517390,"AG",96.88
"4871",2014,"25NW",3,1,"10",4,"AGM","Loamy",130.28,523224,4517390,"BOBU",286.86
"4872",2014,"25NW",3,1,"10",4,"AGM","Loamy",130.28,523224,4517390,"C3PG",474.69
"4873",2014,"25NW",3,1,"10",4,"AGM","Loamy",130.28,523224,4517390,"FORB",37.67
"4874",2014,"25NW",3,1,"10",4,"AGM","Loamy",130.28,523224,4517390,"SD",0
"4875",2014,"25NW",3,1,"10",4,"AGM","Loamy",130.28,523224,4517390,"WSPG",19.38
"4876",2014,"25NW",3,1,"10",4,"AGM","Loamy",130.28,523224,4517390,"SS",0
"4877",2014,"25NW",3,1,"10",4,"AGM","Loamy",130.28,523224,4517390,"OTHER",0
"4878",2014,"25NW",3,1,"10",4,"AGM","Loamy",130.28,523224,4517390,"NA",0
"4879",2014,"25NW",3,1,"20",4,"AGM","Loamy",130.28,523224,4517390,"AG",95.8
"4880",2014,"25NW",3,1,"20",4,"AGM","Loamy",130.28,523224,4517390,"BOBU",155.54
"4881",2014,"25NW",3,1,"20",4,"AGM","Loamy",130.28,523224,4517390,"C3PG",194.83
"4882",2014,"25NW",3,1,"20",4,"AGM","Loamy",130.28,523224,4517390,"FORB",71.58
"4883",2014,"25NW",3,1,"20",4,"AGM","Loamy",130.28,523224,4517390,"SD",1.61
"4884",2014,"25NW",3,1,"20",4,"AGM","Loamy",130.28,523224,4517390,"WSPG",0
"4885",2014,"25NW",3,1,"20",4,"AGM","Loamy",130.28,523224,4517390,"SS",0
"4886",2014,"25NW",3,1,"20",4,"AGM","Loamy",130.28,523224,4517390,"OTHER",0
"4887",2014,"25NW",3,1,"20",4,"AGM","Loamy",130.28,523224,4517390,"NA",0
"4888",2014,"25NW",3,4,"10",4,"AGM","Loamy",130.28,523224,4517390,"AG",67.27
"4889",2014,"25NW",3,4,"10",4,"AGM","Loamy",130.28,523224,4517390,"BOBU",57.59
"4890",2014,"25NW",3,4,"10",4,"AGM","Loamy",130.28,523224,4517390,"C3PG",0
"4891",2014,"25NW",3,4,"10",4,"AGM","Loamy",130.28,523224,4517390,"FORB",125.4
"4892",2014,"25NW",3,4,"10",4,"AGM","Loamy",130.28,523224,4517390,"SD",0
"4893",2014,"25NW",3,4,"10",4,"AGM","Loamy",130.28,523224,4517390,"WSPG",194.83
"4894",2014,"25NW",3,4,"10",4,"AGM","Loamy",130.28,523224,4517390,"SS",0
"4895",2014,"25NW",3,4,"10",4,"AGM","Loamy",130.28,523224,4517390,"OTHER",0
"4896",2014,"25NW",3,4,"10",4,"AGM","Loamy",130.28,523224,4517390,"NA",0
"4897",2014,"25NW",3,4,"20",4,"AGM","Loamy",130.28,523224,4517390,"AG",310.54
"4898",2014,"25NW",3,4,"20",4,"AGM","Loamy",130.28,523224,4517390,"BOBU",144.77
"4899",2014,"25NW",3,4,"20",4,"AGM","Loamy",130.28,523224,4517390,"C3PG",122.71
"4900",2014,"25NW",3,4,"20",4,"AGM","Loamy",130.28,523224,4517390,"FORB",20.45
"4901",2014,"25NW",3,4,"20",4,"AGM","Loamy",130.28,523224,4517390,"SD",0
"4902",2014,"25NW",3,4,"20",4,"AGM","Loamy",130.28,523224,4517390,"WSPG",0
"4903",2014,"25NW",3,4,"20",4,"AGM","Loamy",130.28,523224,4517390,"SS",0
"4904",2014,"25NW",3,4,"20",4,"AGM","Loamy",130.28,523224,4517390,"OTHER",0
"4905",2014,"25NW",3,4,"20",4,"AGM","Loamy",130.28,523224,4517390,"NA",0
"4906",2014,"25NW",4,1,"10",4,"AGM","Loamy",130.28,523048,4517570,"AG",403.11
"4907",2014,"25NW",4,1,"10",4,"AGM","Loamy",130.28,523048,4517570,"BOBU",220.66
"4908",2014,"25NW",4,1,"10",4,"AGM","Loamy",130.28,523048,4517570,"C3PG",3.77
"4909",2014,"25NW",4,1,"10",4,"AGM","Loamy",130.28,523048,4517570,"FORB",101.18
"4910",2014,"25NW",4,1,"10",4,"AGM","Loamy",130.28,523048,4517570,"SD",0
"4911",2014,"25NW",4,1,"10",4,"AGM","Loamy",130.28,523048,4517570,"WSPG",0
"4912",2014,"25NW",4,1,"10",4,"AGM","Loamy",130.28,523048,4517570,"SS",0
"4913",2014,"25NW",4,1,"10",4,"AGM","Loamy",130.28,523048,4517570,"OTHER",0
"4914",2014,"25NW",4,1,"10",4,"AGM","Loamy",130.28,523048,4517570,"NA",0
"4915",2014,"25NW",4,1,"20",4,"AGM","Loamy",130.28,523048,4517570,"AG",215.28
"4916",2014,"25NW",4,1,"20",4,"AGM","Loamy",130.28,523048,4517570,"BOBU",410.11
"4917",2014,"25NW",4,1,"20",4,"AGM","Loamy",130.28,523048,4517570,"C3PG",58.66
"4918",2014,"25NW",4,1,"20",4,"AGM","Loamy",130.28,523048,4517570,"FORB",57.05
"4919",2014,"25NW",4,1,"20",4,"AGM","Loamy",130.28,523048,4517570,"SD",2.15
"4920",2014,"25NW",4,1,"20",4,"AGM","Loamy",130.28,523048,4517570,"WSPG",0
"4921",2014,"25NW",4,1,"20",4,"AGM","Loamy",130.28,523048,4517570,"SS",0
"4922",2014,"25NW",4,1,"20",4,"AGM","Loamy",130.28,523048,4517570,"OTHER",0
"4923",2014,"25NW",4,1,"20",4,"AGM","Loamy",130.28,523048,4517570,"NA",0
"4924",2014,"25NW",4,4,"10",4,"AGM","Loamy",130.28,523048,4517570,"AG",329.91
"4925",2014,"25NW",4,4,"10",4,"AGM","Loamy",130.28,523048,4517570,"BOBU",312.69
"4926",2014,"25NW",4,4,"10",4,"AGM","Loamy",130.28,523048,4517570,"C3PG",33.91
"4927",2014,"25NW",4,4,"10",4,"AGM","Loamy",130.28,523048,4517570,"FORB",91.49
"4928",2014,"25NW",4,4,"10",4,"AGM","Loamy",130.28,523048,4517570,"SD",0
"4929",2014,"25NW",4,4,"10",4,"AGM","Loamy",130.28,523048,4517570,"WSPG",0
"4930",2014,"25NW",4,4,"10",4,"AGM","Loamy",130.28,523048,4517570,"SS",292.78
"4931",2014,"25NW",4,4,"10",4,"AGM","Loamy",130.28,523048,4517570,"OTHER",0
"4932",2014,"25NW",4,4,"10",4,"AGM","Loamy",130.28,523048,4517570,"NA",0
"4933",2014,"25NW",4,4,"20",4,"AGM","Loamy",130.28,523048,4517570,"AG",258.87
"4934",2014,"25NW",4,4,"20",4,"AGM","Loamy",130.28,523048,4517570,"BOBU",373.51
"4935",2014,"25NW",4,4,"20",4,"AGM","Loamy",130.28,523048,4517570,"C3PG",39.83
"4936",2014,"25NW",4,4,"20",4,"AGM","Loamy",130.28,523048,4517570,"FORB",25.3
"4937",2014,"25NW",4,4,"20",4,"AGM","Loamy",130.28,523048,4517570,"SD",56.51
"4938",2014,"25NW",4,4,"20",4,"AGM","Loamy",130.28,523048,4517570,"WSPG",392.34
"4939",2014,"25NW",4,4,"20",4,"AGM","Loamy",130.28,523048,4517570,"SS",0
"4940",2014,"25NW",4,4,"20",4,"AGM","Loamy",130.28,523048,4517570,"OTHER",0
"4941",2014,"25NW",4,4,"20",4,"AGM","Loamy",130.28,523048,4517570,"NA",0
"4942",2014,"25SE",1,1,"10",4,"TGM","Loamy",127.63,523798,4517400,"AG",547.88
"4943",2014,"25SE",1,1,"10",4,"TGM","Loamy",127.63,523798,4517400,"BOBU",233.58
"4944",2014,"25SE",1,1,"10",4,"TGM","Loamy",127.63,523798,4517400,"C3PG",24.22
"4945",2014,"25SE",1,1,"10",4,"TGM","Loamy",127.63,523798,4517400,"FORB",39.83
"4946",2014,"25SE",1,1,"10",4,"TGM","Loamy",127.63,523798,4517400,"SD",0
"4947",2014,"25SE",1,1,"10",4,"TGM","Loamy",127.63,523798,4517400,"WSPG",0
"4948",2014,"25SE",1,1,"10",4,"TGM","Loamy",127.63,523798,4517400,"SS",0
"4949",2014,"25SE",1,1,"10",4,"TGM","Loamy",127.63,523798,4517400,"OTHER",0
"4950",2014,"25SE",1,1,"10",4,"TGM","Loamy",127.63,523798,4517400,"NA",0
"4951",2014,"25SE",1,1,"20",4,"TGM","Loamy",127.63,523798,4517400,"AG",0
"4952",2014,"25SE",1,1,"20",4,"TGM","Loamy",127.63,523798,4517400,"BOBU",445.09
"4953",2014,"25SE",1,1,"20",4,"TGM","Loamy",127.63,523798,4517400,"C3PG",15.07
"4954",2014,"25SE",1,1,"20",4,"TGM","Loamy",127.63,523798,4517400,"FORB",12.92
"4955",2014,"25SE",1,1,"20",4,"TGM","Loamy",127.63,523798,4517400,"SD",5.92
"4956",2014,"25SE",1,1,"20",4,"TGM","Loamy",127.63,523798,4517400,"WSPG",0
"4957",2014,"25SE",1,1,"20",4,"TGM","Loamy",127.63,523798,4517400,"SS",0
"4958",2014,"25SE",1,1,"20",4,"TGM","Loamy",127.63,523798,4517400,"OTHER",0
"4959",2014,"25SE",1,1,"20",4,"TGM","Loamy",127.63,523798,4517400,"NA",0
"4960",2014,"25SE",1,4,"10",4,"TGM","Loamy",127.63,523798,4517400,"AG",167.92
"4961",2014,"25SE",1,4,"10",4,"TGM","Loamy",127.63,523798,4517400,"BOBU",436.48
"4962",2014,"25SE",1,4,"10",4,"TGM","Loamy",127.63,523798,4517400,"C3PG",0
"4963",2014,"25SE",1,4,"10",4,"TGM","Loamy",127.63,523798,4517400,"FORB",749.17
"4964",2014,"25SE",1,4,"10",4,"TGM","Loamy",127.63,523798,4517400,"SD",8.61
"4965",2014,"25SE",1,4,"10",4,"TGM","Loamy",127.63,523798,4517400,"WSPG",0
"4966",2014,"25SE",1,4,"10",4,"TGM","Loamy",127.63,523798,4517400,"SS",0
"4967",2014,"25SE",1,4,"10",4,"TGM","Loamy",127.63,523798,4517400,"OTHER",0
"4968",2014,"25SE",1,4,"10",4,"TGM","Loamy",127.63,523798,4517400,"NA",0
"4969",2014,"25SE",1,4,"20",4,"TGM","Loamy",127.63,523798,4517400,"AG",220.12
"4970",2014,"25SE",1,4,"20",4,"TGM","Loamy",127.63,523798,4517400,"BOBU",589.86
"4971",2014,"25SE",1,4,"20",4,"TGM","Loamy",127.63,523798,4517400,"C3PG",119.48
"4972",2014,"25SE",1,4,"20",4,"TGM","Loamy",127.63,523798,4517400,"FORB",283.09
"4973",2014,"25SE",1,4,"20",4,"TGM","Loamy",127.63,523798,4517400,"SD",9.69
"4974",2014,"25SE",1,4,"20",4,"TGM","Loamy",127.63,523798,4517400,"WSPG",0
"4975",2014,"25SE",1,4,"20",4,"TGM","Loamy",127.63,523798,4517400,"SS",0
"4976",2014,"25SE",1,4,"20",4,"TGM","Loamy",127.63,523798,4517400,"OTHER",0
"4977",2014,"25SE",1,4,"20",4,"TGM","Loamy",127.63,523798,4517400,"NA",0
"4978",2014,"25SE",2,1,"10",4,"TGM","Loamy",127.63,523617,4517220,"AG",818.06
"4979",2014,"25SE",2,1,"10",4,"TGM","Loamy",127.63,523617,4517220,"BOBU",359.51
"4980",2014,"25SE",2,1,"10",4,"TGM","Loamy",127.63,523617,4517220,"C3PG",44.13
"4981",2014,"25SE",2,1,"10",4,"TGM","Loamy",127.63,523617,4517220,"FORB",148.54
"4982",2014,"25SE",2,1,"10",4,"TGM","Loamy",127.63,523617,4517220,"SD",5.92
"4983",2014,"25SE",2,1,"10",4,"TGM","Loamy",127.63,523617,4517220,"WSPG",44.13
"4984",2014,"25SE",2,1,"10",4,"TGM","Loamy",127.63,523617,4517220,"SS",0
"4985",2014,"25SE",2,1,"10",4,"TGM","Loamy",127.63,523617,4517220,"OTHER",0
"4986",2014,"25SE",2,1,"10",4,"TGM","Loamy",127.63,523617,4517220,"NA",0
"4987",2014,"25SE",2,1,"20",4,"TGM","Loamy",127.63,523617,4517220,"AG",290.63
"4988",2014,"25SE",2,1,"20",4,"TGM","Loamy",127.63,523617,4517220,"BOBU",1466.05
"4989",2014,"25SE",2,1,"20",4,"TGM","Loamy",127.63,523617,4517220,"C3PG",146.39
"4990",2014,"25SE",2,1,"20",4,"TGM","Loamy",127.63,523617,4517220,"FORB",0
"4991",2014,"25SE",2,1,"20",4,"TGM","Loamy",127.63,523617,4517220,"SD",8.07
"4992",2014,"25SE",2,1,"20",4,"TGM","Loamy",127.63,523617,4517220,"WSPG",0
"4993",2014,"25SE",2,1,"20",4,"TGM","Loamy",127.63,523617,4517220,"SS",0
"4994",2014,"25SE",2,1,"20",4,"TGM","Loamy",127.63,523617,4517220,"OTHER",0
"4995",2014,"25SE",2,1,"20",4,"TGM","Loamy",127.63,523617,4517220,"NA",0
"4996",2014,"25SE",2,4,"10",4,"TGM","Loamy",127.63,523617,4517220,"AG",215.82
"4997",2014,"25SE",2,4,"10",4,"TGM","Loamy",127.63,523617,4517220,"BOBU",206.13
"4998",2014,"25SE",2,4,"10",4,"TGM","Loamy",127.63,523617,4517220,"C3PG",289.01
"4999",2014,"25SE",2,4,"10",4,"TGM","Loamy",127.63,523617,4517220,"FORB",593.09
"5000",2014,"25SE",2,4,"10",4,"TGM","Loamy",127.63,523617,4517220,"SD",9.15
"5001",2014,"25SE",2,4,"10",4,"TGM","Loamy",127.63,523617,4517220,"WSPG",203.98
"5002",2014,"25SE",2,4,"10",4,"TGM","Loamy",127.63,523617,4517220,"SS",0
