index,Year,PastureID,on_date,off_date,on_wt_raw,on_wt,off_wt_raw,off_wt,on_ct,period_days,adg,outlier_adg_upr,outlier_adg_lwr,outlier_adg,outlier_on_wt_upr,outlier_on_wt_lwr,outlier_on_wt,outlier_off_wt_upr,outlier_off_wt_lwr,outlier_off_wt,num_animals,area_ha,on_ct_ha,on_au,on_au_ha,CP,DOM,Biomass_kg_ha,forage_kg_au,period
0,2000,15E,2000-05-19,2000-06-15,599.95,599.95,674.9,674.9,20.0,27.0,2.775925925925926,4.238242263393717,1.3136095884581365,0.0,839.457010116065,360.44298988393507,0.0,915.4714906327497,434.3285093672504,0.0,20,132.26,0.15121729925903524,11.999000000000002,0.09072281869045822,9.340064000000002,64.38892186666666,935.6816244,2578.4076098663218,0
1,2000,15E,2000-06-15,2000-07-14,674.9,674.9,706.6,706.6,20.0,29.0,1.0931034482758621,2.1676978431344143,0.018509053417309573,0.0,915.4714906327497,434.3285093672504,0.0,942.0014711754771,471.19852882452307,0.0,20,132.26,0.15121729925903524,13.498,0.10205655526992288,8.515764285714285,61.51065714285712,930.2829503571429,2278.8417360763765,1
2,2000,15E,2000-07-14,2000-08-11,706.6,706.6,746.9,746.9,20.0,28.0,1.4392857142857143,3.7838608912575706,-0.9052894626861416,0.0,942.0014711754771,471.19852882452307,0.0,991.3622670270404,502.4377329729597,0.0,20,132.26,0.15121729925903524,14.132,0.1068501436564343,6.521666666666666,59.03775555555556,983.9032233333334,2302.0634078344656,2
3,2000,23E,2000-05-19,2000-06-15,600.08,600.08,671.76,671.76,25.0,27.0,2.6548148148148147,4.381428093936072,0.9282015356935582,0.0,842.8467398965518,357.31326010344833,0.0,928.6373248069981,414.88267519300194,0.0,25,119.77,0.2087334056942473,15.002,0.12525674208900395,9.608392000000002,64.86269013333333,988.445434,1972.8387819987333,0
4,2000,23E,2000-06-15,2000-07-14,671.76,671.76,699.92,699.92,25.0,29.0,0.9710344827586206,2.514599237538854,-0.5725302720216128,0.0,928.6373248069981,414.88267519300194,0.0,927.2775158203483,472.5624841796515,0.0,25,119.77,0.2087334056942473,16.794,0.14021875260916758,8.264985714285714,61.360886904761905,943.4166628571431,1682.0443865428133,1
5,2000,23E,2000-07-14,2000-08-11,699.92,699.92,756.16,756.16,25.0,28.0,2.0085714285714285,3.060755745473507,0.9563871116693494,0.0,927.2775158203483,472.5624841796515,0.0,979.0562987579648,533.263701242035,0.0,25,119.77,0.2087334056942473,17.498,0.14609668531351758,6.404837037037034,58.76832592592593,1074.6541407407406,1838.9433997673802,2
6,2000,23W,2000-05-19,2000-06-15,600.7333333333333,600.7333333333333,674.9333333333333,674.9333333333333,15.0,27.0,2.748148148148148,4.18352874587039,1.3127675504259062,0.0,838.1492432587515,363.31742340791516,0.0,896.7579744996641,453.10869216700246,0.0,15,126.48,0.11859582542694497,9.011,0.07124446552814673,9.443728,64.63274586666667,932.5033099999999,3272.195612273888,0
7,2000,23W,2000-06-15,2000-07-14,674.9333333333333,674.9333333333333,717.2,717.2,15.0,29.0,1.457471264367816,3.4309320082456805,-0.5159894795100486,0.0,896.7579744996641,453.10869216700246,0.0,921.0587746455865,513.3412253544136,0.0,15,126.48,0.11859582542694497,10.123999999999999,0.08004427577482605,8.629992857142858,61.75731428571428,882.2873935714287,2755.6230131102902,1
8,2000,23W,2000-07-14,2000-08-11,717.2,717.2,757.6,757.6,15.0,28.0,1.4428571428571428,3.40046173608843,-0.5147474503741443,0.0,921.0587746455865,513.3412253544136,0.0,968.5431880185482,546.6568119814518,0.0,15,126.48,0.11859582542694497,10.758000000000001,0.08505692599620494,7.551718518518517,60.492604938271604,1044.7278192592591,3070.6723968189044,2
9,2001,15E,2001-05-17,2001-06-14,642.7,642.7,745.3,745.3,20.0,28.0,3.6642857142857146,5.056665620960353,2.2719058076110743,0.0,933.5365248907474,351.8634751092527,0.0,1019.6010063876236,470.9989936123763,0.0,20,132.26,0.15121729925903524,12.854000000000001,0.09718735823378195,10.64073827160494,66.38251481481483,1441.7096999999997,3708.583416096156,0
10,2001,15E,2001-06-14,2001-07-13,745.3,745.3,793.0,793.0,20.0,29.0,1.6448275862068964,3.3260316820756004,-0.036376509661807166,0.0,1019.6010063876236,470.9989936123763,0.0,1072.7536510273958,513.2463489726043,0.0,20,132.26,0.15121729925903524,14.905999999999999,0.11270225313775896,8.699445238095239,63.15812976190476,1339.343671428571,2970.978028698893,1
11,2001,15E,2001-07-13,2001-08-10,793.0,793.0,823.1,823.1,20.0,28.0,1.075,3.019762859032755,-0.8697628590327551,0.0,1072.7536510273958,513.2463489726043,0.0,1076.916572807173,569.283427192827,0.0,20,132.26,0.15121729925903524,15.860000000000001,0.11991531831241496,7.879037037037035,63.079518518518526,1076.3936925925927,2244.07045684578,2
12,2001,15E,2001-08-10,2001-09-07,827.578947368421,827.578947368421,896.2105263157895,896.2105263157895,20.0,28.0,2.451127819548872,4.239772032437717,0.6624836066600288,0.0,1080.9370255689664,574.2208691678757,0.0,1132.30283654077,660.118216090809,0.0,19,132.26,0.15121729925903524,16.551578947368423,0.12514425334468793,6.79436049382716,61.89416172839506,1017.6562574074075,2032.9664171722923,3
13,2001,15E,2001-09-07,2001-10-03,896.2105263157895,896.2105263157895,907.0526315789474,907.0526315789474,20.0,26.0,0.41700404858299595,2.644275419975911,-1.700115875816367,0.0,1141.4198800651789,635.180119934821,0.0,1141.308664421144,664.091335578856,0.0,19,132.26,0.15121729925903524,17.92421052631579,0.1355225353569922,5.8537013333333325,59.59456533333332,1117.3875440000002,2061.2578215434582,4
14,2001,23E,2001-05-17,2001-06-14,641.04,641.04,742.8,742.8,25.0,28.0,3.6342857142857143,5.3275948763607754,1.9409765522106535,0.0,953.3529200017188,328.72707999828117,0.0,1048.0343362074457,437.56566379255423,0.0,25,119.77,0.2087334056942473,16.026,0.1338064623862403,10.679365432098766,66.42683950617285,1447.8224703703702,2705.068283980083,0
15,2001,23E,2001-06-14,2001-07-13,742.8,742.8,790.32,790.32,25.0,29.0,1.6386206896551725,3.1640063546175683,0.11323502469277669,0.0,1048.0343362074457,437.56566379255423,0.0,1079.2595092402562,501.38049075974396,0.0,25,119.77,0.2087334056942473,18.569999999999997,0.15504717374968688,8.681633333333336,63.219429761904756,1282.201692857143,2067.4380284531508,1
16,2001,23E,2001-07-13,2001-08-10,790.32,790.32,837.52,837.52,25.0,28.0,1.685714285714286,3.4122331378959747,-0.040804566467402825,0.0,1079.2595092402562,501.38049075974396,0.0,1113.0210707783185,562.0189292216816,0.0,25,119.77,0.2087334056942473,19.758,0.16496618518827752,8.107229629629627,63.29368518518518,1109.3934674074076,1681.2437441970999,2
17,2001,23E,2001-08-10,2001-09-07,832.25,832.25,888.8333333333334,888.8333333333334,25.0,28.0,2.0208333333333335,4.029438352651716,0.18199021877685517,0.0,1113.0210707783185,562.0189292216816,0.0,1187.569058537074,605.3909414629262,0.0,24,119.77,0.2087334056942473,20.806250000000002,0.17371837688903735,6.866609876543209,61.909286419753094,1038.5328862962963,1494.5639386206956,3
18,2001,23E,2001-09-07,2001-10-03,896.48,896.48,911.36,911.36,25.0,26.0,0.5723076923076923,2.1488742561347687,-1.0042588715193843,0.0,1187.569058537074,605.3909414629262,0.0,1200.2737587585611,622.446241241439,0.0,25,119.77,0.2087334056942473,22.412000000000003,0.18712532353677885,5.935285333333333,59.506870666666636,1050.5971484,1403.600977867526,4
19,2001,23W,2001-05-17,2001-06-14,630.2857142857143,630.2857142857143,735.0,735.0,15.0,28.0,3.7397959183673466,5.251774329986099,2.227817506748594,0.0,898.8805928504569,361.6908357209718,0.0,1016.2453076531643,453.75469234683567,0.0,14,126.48,0.11859582542694497,9.454285714285716,0.07474925454052589,10.678686419753088,66.24111604938274,1486.7100666666668,4972.324057963131,0
20,2001,23W,2001-06-14,2001-07-13,735.0,735.0,780.2857142857143,780.2857142857143,15.0,29.0,1.561576354679803,3.3140711808370718,-0.020181283680387407,0.0,1013.3876909113006,464.21230908869927,0.0,1091.3645321491629,492.3688011841704,0.0,14,126.48,0.11859582542694497,11.025,0.08716793168880456,8.500980952380953,63.08166547619046,1308.9543928571427,3754.1168165208933,1
21,2001,23W,2001-07-13,2001-08-10,791.8666666666667,791.8666666666667,850.1333333333333,850.1333333333333,15.0,28.0,2.080952380952381,3.3663264856087975,0.7955782762959649,0.0,1091.3645321491629,492.3688011841704,0.0,1137.1088922727165,563.1577743939501,0.0,15,126.48,0.11859582542694497,11.878,0.09391208096141682,7.955775308641973,63.30389999999999,1155.3905925925926,3075.7240728891884,2
22,2001,23W,2001-08-10,2001-09-07,850.1333333333333,850.1333333333333,899.3333333333334,899.3333333333334,15.0,28.0,1.7571428571428571,3.6870743503604575,-0.17278863607474415,0.0,1137.1088922727165,563.1577743939501,0.0,1153.5447189387555,645.1219477279113,0.0,15,126.48,0.11859582542694497,12.751999999999999,0.10082226438962681,6.75817037037037,62.04594567901234,1088.3081370370369,2698.5808730482363,3
23,2001,23W,2001-09-07,2001-10-03,899.3333333333334,899.3333333333334,903.7333333333333,903.7333333333333,15.0,26.0,0.1692307692307692,1.7054379086872264,-1.3669763702256879,0.0,1153.5447189387555,645.1219477279113,0.0,1157.4202044390893,650.0464622275772,0.0,15,126.48,0.11859582542694497,13.49,0.10665717900063251,5.838805333333332,59.65578933333333,1128.1538919999998,2644.345890662713,4
24,2002,15E,2002-05-17,2002-06-14,631.0,631.0,653.5,653.5,20.0,28.0,0.8035714285714286,2.908738081837538,-1.3015952246946807,0.0,867.9770142084626,394.0229857915374,0.0,871.2810344069667,435.7189655930333,0.0,20,132.26,0.15121729925903524,12.620000000000001,0.09541811583245124,8.898377777777776,63.923205432098754,581.9486811111111,1524.7332124357279,0
25,2002,15E,2002-06-14,2002-07-12,653.5,653.5,696.8,696.8,20.0,28.0,1.5464285714285713,3.1398284587322234,-0.046971315875080855,0.0,871.2810344069667,435.7189655930333,0.0,894.3199923258935,499.2800076741064,0.0,20,132.26,0.15121729925903524,13.07,0.09882050506577954,8.611659259259259,63.6596809876543,444.23201851851843,1123.835630628524,1
26,2002,15E,2002-07-12,2002-08-06,696.8,696.8,743.7,743.7,20.0,25.0,1.876,3.517621791175774,0.23437820882422566,0.0,894.3199923258935,499.2800076741064,0.0,944.179924181949,543.2200758180511,0.0,20,132.26,0.15121729925903524,13.936,0.10536821412369576,8.141175,62.80309999999999,444.8423120833333,1055.4471189032301,2
27,2002,23E,2002-05-17,2002-06-14,632.88,632.88,670.4,670.4,25.0,28.0,1.34,2.6555467552717853,0.024453244728214862,0.0,886.7662737526391,378.9937262473609,0.0,927.0826834829338,413.71731651706614,0.0,25,119.77,0.2087334056942473,15.822,0.13210319779577523,9.534377777777777,63.089064197530845,613.6112603703704,1161.2346835823419,0
28,2002,23E,2002-06-14,2002-07-12,670.4,670.4,720.48,720.48,25.0,28.0,1.7885714285714287,3.218677746868307,0.35846511027454997,0.0,927.0826834829338,413.71731651706614,0.0,966.6401917451317,474.31980825486835,0.0,25,119.77,0.2087334056942473,16.76,0.13993487517742342,8.917422222222221,62.66774543209875,512.7673203703705,916.0820698203948,1
29,2002,23E,2002-07-12,2002-08-06,720.48,720.48,769.68,769.68,25.0,25.0,1.9680000000000002,3.3861678320988675,0.5498321679011331,0.0,966.6401917451317,474.31980825486835,0.0,1013.1405512192889,526.219448780711,0.0,25,119.77,0.2087334056942473,18.012,0.15038824413459131,8.067166666666665,60.2587,481.1347441666667,799.8210680218974,2
30,2002,23W,2002-05-17,2002-06-14,632.0,632.0,661.4666666666667,661.4666666666667,15.0,28.0,1.0523809523809524,2.260408040679944,-0.1556461359180392,0.0,886.1844099973763,377.8155900026237,0.0,915.5343741778732,407.3989591554601,0.0,15,126.48,0.11859582542694497,9.48,0.07495256166982922,9.396465185185185,63.47591382716047,560.6961318518518,1870.170009404594,0
31,2002,23W,2002-06-14,2002-07-12,661.4666666666667,661.4666666666667,733.8666666666667,733.8666666666667,15.0,28.0,2.5857142857142863,4.336349322513781,0.8350792489147909,0.0,915.5343741778732,407.3989591554601,0.0,960.4010538387437,507.3322794945895,0.0,15,126.48,0.11859582542694497,9.922,0.0784471853257432,8.86474962962963,62.624183209876534,454.5484748148148,1448.5812108087528,1
32,2002,23W,2002-07-12,2002-08-06,733.8666666666667,733.8666666666667,788.6666666666666,788.6666666666666,15.0,25.0,2.192,4.06162486688029,0.32237513311971,0.0,960.4010538387437,507.3322794945895,0.0,1013.3569296637852,563.9764036695481,0.0,15,126.48,0.11859582542694497,11.008,0.087033523086654,8.374758333333334,60.811441666666646,427.5093825000001,1228.0020598337576,2
33,2003,15E,2003-05-22,2003-06-20,636.3,636.3,727.4,727.4,20.0,29.0,3.1413793103448273,5.065306469341102,1.217452151348554,0.0,747.7072188911142,524.8927811088857,0.0,885.7519065745325,569.0480934254674,0.0,20,132.26,0.15121729925903524,12.725999999999999,0.09621956751852412,12.723164285714285,67.40814999999999,748.8691114285717,1945.7297791439357,0
34,2003,15E,2003-06-20,2003-07-18,727.4,727.4,786.1,786.1,20.0,28.0,2.0964285714285715,4.415090890884528,-0.2222337480273855,0.0,885.7519065745325,569.0480934254674,0.0,955.6769038394956,616.5230961605046,0.0,20,132.26,0.15121729925903524,14.547999999999998,0.10999546348102222,9.278893827160495,63.28693086419754,673.9526392592592,1531.7737157758731,1
35,2003,15E,2003-09-12,2003-10-08,892.7,892.7,937.6,937.6,20.0,26.0,1.726923076923077,3.6258032399559204,-0.17195708610976634,0.0,1085.2250222971713,700.1749777028288,0.0,1126.0525907154592,749.1474092845407,0.0,20,132.26,0.15121729925903524,17.854,0.13499168304854076,5.847632000000001,62.25862133333335,986.4249676000001,1826.8254482857624,2
36,2003,23E,2003-05-22,2003-06-20,637.6666666666666,637.6666666666666,724.75,724.75,25.0,29.0,3.0028735632183907,4.691419232049309,1.314327894387472,0.0,752.3943214958695,522.9390118374638,0.0,851.583423793984,597.916576206016,0.0,24,119.77,0.2087334056942473,15.941666666666665,0.1331023350310317,11.993471428571429,67.09807738095238,723.644594642857,1359.1883915375063,0
37,2003,23E,2003-06-20,2003-07-18,724.75,724.75,800.5,800.5,25.0,28.0,2.705357142857143,4.256155159942514,1.154559125771772,0.0,851.583423793984,597.916576206016,0.0,923.8351742909998,677.1648257090002,0.0,24,119.77,0.2087334056942473,18.11875,0.15127953577690573,8.440177777777777,62.983755555555554,568.9273588888888,940.1922010917174,1
38,2003,23E,2003-09-12,2003-10-08,907.7391304347826,907.7391304347826,924.2173913043479,924.2173913043479,25.0,26.0,0.6337792642140468,2.7055344085047457,-1.6318164597867968,0.0,1058.6822971002946,756.3177028997053,0.0,1068.0250750676323,774.8915915990344,0.0,23,119.77,0.2087334056942473,22.693478260869565,0.18947548017758675,6.280608,62.40311066666667,800.7587659999999,1056.5466904338825,2
39,2003,23W,2003-05-22,2003-06-20,635.0666666666667,635.0666666666667,728.1333333333333,728.1333333333333,15.0,29.0,3.209195402298851,4.669804395452598,1.748586409145104,0.0,750.5873512708906,519.5459820624428,0.0,857.8829823832301,598.3836842834364,0.0,15,126.48,0.11859582542694497,9.526,0.07531625553447185,12.492976190476188,67.00502261904761,903.2275596428573,2998.1162540318232,0
40,2003,23W,2003-06-20,2003-07-18,728.1333333333333,728.1333333333333,809.2,809.2,15.0,28.0,2.895238095238095,4.215852847395272,1.5746233430809187,0.0,857.8829823832301,598.3836842834364,0.0,943.3219061685515,675.0780938314485,0.0,15,126.48,0.11859582542694497,10.921999999999999,0.08635357368753951,8.87497283950617,62.776618518518525,729.8501644444443,2112.9703533907095,1
41,2003,23W,2003-09-12,2003-10-08,922.9333333333333,922.9333333333333,958.1333333333333,958.1333333333333,15.0,26.0,1.3538461538461537,3.6233935335096885,-0.9157012258173809,0.0,1080.2606536381224,765.6060130285441,0.0,1106.6727941798417,809.5938724868248,0.0,15,126.48,0.11859582542694497,13.844,0.10945604048070841,5.789088,62.50711733333333,1008.05989,2302.4309247182896,2
42,2004,15E,2004-05-19,2004-06-17,679.7894736842105,679.7894736842105,744.8421052631579,744.8421052631579,20.0,29.0,2.2431941923774956,3.960931859276496,0.5254565254784946,0.0,842.4534799897494,517.1254673786716,0.0,903.2253845507606,586.4588259755553,0.0,19,132.26,0.15121729925903524,13.59578947368421,0.10279592827524732,8.755742857142858,63.17417380952382,406.90514964285705,989.594521081915,0
43,2004,15E,2004-06-17,2004-07-15,744.8421052631579,744.8421052631579,776.6315789473684,776.6315789473684,20.0,28.0,1.1353383458646615,2.6007468645874905,-0.330070172858167,0.0,903.2253845507606,586.4588259755553,0.0,933.8454794979107,619.4176783968262,0.0,19,132.26,0.15121729925903524,14.89684210526316,0.11263301153230879,8.727014814814815,64.45504320987654,548.7564474074074,1218.0186784093858,1
44,2004,15E,2004-07-15,2004-08-12,776.6315789473684,776.6315789473684,827.4736842105264,827.4736842105264,20.0,28.0,1.8157894736842106,3.6761106406479933,-0.04453169327957207,0.0,933.8454794979107,619.4176783968262,0.0,989.7061360228954,665.2412323981573,0.0,19,132.26,0.15121729925903524,15.532631578947369,0.11744012988770126,7.065155555555556,60.42228888888889,519.8362151851851,1106.5983486272187,2
45,2004,15E,2004-08-12,2004-09-09,827.4736842105264,827.4736842105264,892.5263157894736,892.5263157894736,20.0,28.0,2.3233082706766917,4.319948843438635,0.32666769791474914,0.0,989.7061360228954,665.2412323981573,0.0,1048.4986480187913,736.553983560156,0.0,19,132.26,0.15121729925903524,16.549473684210525,0.12512833573423957,6.8159629629629634,60.02846049382716,510.99881444444446,1020.9494345264775,3
46,2004,15E,2004-09-09,2004-10-12,892.5263157894736,892.5263157894736,913.2631578947369,913.2631578947369,20.0,33.0,0.6283891547049442,1.8178910240651185,-0.5611127146552298,0.0,1048.4986480187913,736.553983560156,0.0,1070.6316493574918,755.8946664319819,0.0,19,132.26,0.15121729925903524,17.850526315789473,0.13496541899130102,7.086887500000001,63.16814999999998,618.0146018749999,1144.764722871036,4
47,2004,23E,2004-05-19,2004-06-17,678.4,678.4,742.88,742.88,25.0,29.0,2.223448275862069,4.075220573444238,0.3716759782798995,0.0,845.5406593262094,511.2593406737906,0.0,929.500577643517,556.2594223564829,0.0,25,119.77,0.2087334056942473,16.96,0.14160474242297738,9.160591428571427,63.38614452380953,381.66678214285713,673.8241523769162,0
48,2004,23E,2004-06-17,2004-07-15,742.0,742.0,790.5833333333334,790.5833333333334,25.0,28.0,1.7351190476190477,3.485854128826339,-0.17728270025491044,0.0,929.500577643517,556.2594223564829,0.0,972.0770078495381,606.322992150462,0.0,24,119.77,0.2087334056942473,18.55,0.1548801870251315,8.743323456790122,64.40727654320987,500.24146962962965,807.4652401285814,1
49,2004,23E,2004-07-15,2004-08-12,789.2,789.2,843.36,843.36,25.0,28.0,1.9342857142857142,3.6761619019239813,0.19240952664744704,0.0,972.0770078495381,606.322992150462,0.0,1007.655952476012,679.0640475239879,0.0,25,119.77,0.2087334056942473,19.73,0.16473240377389997,7.127567901234569,60.94467901234569,460.4711485185185,698.8168963261905,2
50,2004,23E,2004-08-12,2004-09-09,843.36,843.36,886.28,886.28,25.0,28.0,1.5328571428571427,3.0600093545082996,0.005704931205985808,0.0,1007.655952476012,679.0640475239879,0.0,1058.811562329911,713.748437670089,0.0,25,119.77,0.2087334056942473,21.084,0.17603740502630041,6.8604888888888915,59.469996296296294,427.85126777777776,607.6141427355393,3
51,2004,23E,2004-09-09,2004-10-12,886.28,886.28,886.24,886.24,25.0,33.0,-0.001212121212121211,1.7201653783119573,-1.7225896207362,0.0,1058.811562329911,713.748437670089,0.0,1078.866477930735,693.6135220692651,0.0,25,119.77,0.2087334056942473,22.157,0.1849962427986975,7.147181250000001,63.01490208333332,511.642040625,691.4222052360004,4
52,2004,23W,2004-05-19,2004-06-17,682.4,682.4,763.8666666666667,763.8666666666667,15.0,29.0,2.80919540229885,4.694869537486093,0.9235212671116089,0.0,868.2921346218976,496.50786537810234,0.0,949.9560461133647,577.7772872199687,0.0,15,126.48,0.11859582542694497,10.236,0.08092979127134725,8.96679380952381,63.73044523809525,512.5742275000001,1583.3916640826499,0
53,2004,23W,2004-06-17,2004-07-15,763.8666666666667,763.8666666666667,814.2666666666667,814.2666666666667,15.0,28.0,1.8,4.358898040890545,-0.7588980408905452,0.0,949.9560461133647,577.7772872199687,0.0,967.8892096552714,660.6441236780619,0.0,15,126.48,0.11859582542694497,11.458,0.09059139784946237,8.592577777777777,64.71325308641974,625.9597481481482,1727.4260112100233,1
54,2004,23W,2004-07-15,2004-08-12,814.2666666666667,814.2666666666667,880.8,880.8,15.0,28.0,2.376190476190476,3.773084156236588,0.9792967961443634,0.0,967.8892096552714,660.6441236780619,0.0,1050.593488012434,711.006511987566,0.0,15,126.48,0.11859582542694497,12.214,0.0965686274509804,7.172841975308641,61.12482716049382,589.7090844444444,1526.6580358714045,2
