ID,Year,Week of grazing season,Treatment,CP,DOM,sampling date,CARM pasture,PastureID,Week_in_Pasture,NDVI,NDVI_d30,iNDVI,t_peak_IRG,iNDVI_dry
197,2018,9,TRM,7.88,57.22,2018-07-12,Crossroads,15E,2,0.26616777428571425,-0.10258903428571428,12.346923340000002,72.0,3.049551163366266
198,2018,10,CARM,6.7,58.51,2018-07-19,Crossroads,25NW,3,0.24368832142857144,-0.10942571428571428,12.509720916945058,76.0,3.711307863870967
199,2018,10,TRM,7.94,61.49,2018-07-19,Crossroads,25SE,3,0.24680038428571427,-0.1081572042857143,13.447777862087914,76.0,3.8864340640434105
200,2018,10,TRM,7.71,60.67,2018-07-19,Crossroads,7NW,3,0.2461917857142857,-0.09860700142857141,12.28219574736264,80.0,3.524628842932505
201,2018,10,TRM,6.93,61.59,2018-07-19,Crossroads,19N,3,0.2584531414285714,-0.0992667142857143,12.62350906786813,79.0,3.445513588999508
202,2018,10,TRM,8.49,56.59,2018-07-19,Crossroads,15E,3,0.25368282714285717,-0.09301477000000001,12.921014182857146,79.0,3.4776421043121517
203,2018,11,CARM,8.85,57.36,2018-07-26,Hilltank,26W,1,0.23981233999999998,-0.09650644857142857,14.895450821010995,85.0,4.9008188588382495
204,2018,11,TRM,7.49,59.81,2018-07-26,Hilltank,26E,1,0.23252022142857146,-0.09223643142857142,14.305016484549446,84.0,4.674872308553618
205,2018,11,TRM,7.08,60.67,2018-07-26,Hilltank,7NW,1,0.23999159571428574,-0.07548639142857143,12.721073790659345,87.0,3.745930747906321
206,2018,11,TRM,6.21,60.57,2018-07-26,Hilltank,19N,1,0.24658402428571427,-0.08498812,13.048818431120875,86.0,3.852409061299356
207,2018,11,TRM,7.81,58.38,2018-07-26,Hilltank,15E,1,0.24353914571428573,-0.07507710571428573,13.418562757142855,86.0,3.831355193077588
208,2018,12,CARM,6.74,56.38,2018-07-31,Hilltank,26W,2,0.23030921999999995,-0.08450826714285715,15.170314550571433,90.0,5.261984560260457
209,2018,12,TRM,7.35,58.65,2018-07-31,Hilltank,26E,2,0.22477714857142855,-0.07820280571428571,14.590428766637363,89.0,4.967902075462342
210,2018,12,TRM,6.82,61.56,2018-07-31,Hilltank,7NW,2,0.23769724142857138,-0.05697707714285715,13.015536715054948,92.0,3.8324548723581295
211,2018,12,TRM,7.2,60.4,2018-07-31,Hilltank,19N,2,0.24008148428571427,-0.07208807857142858,13.308558595076919,91.0,4.081750710556355
212,2018,12,TRM,7.82,60.0,2018-07-31,Hilltank,15E,2,0.23697793857142857,-0.062361011428571436,13.732762015714284,91.0,4.067393769235288
213,2018,13,CARM,6.01,58.58,2018-08-09,Nighthawk,10S,1,0.23184204857142857,-0.04539671428571428,14.554593697648349,100.0,4.336717432713591
214,2018,13,TRM,,,2018-08-09,Nighthawk,15E,1,0.2268809914285714,-0.04511002571428572,14.223214418571432,100.0,4.44256141466133
215,2018,13,TRM,5.88,61.97,2018-08-09,Nighthawk,7NW,1,0.2356206985714286,-0.029125841428571435,13.527191134395606,101.0,3.909024794601352
216,2018,13,TRM,,,2018-08-09,Nighthawk,19N,1,0.23145678,-0.05050328428571428,13.70822394762637,100.0,4.3924868030611774
217,2018,13,TRM,6.46,57.88,2018-08-09,Nighthawk,15E,1,0.2268809914285714,-0.04511002571428572,14.223214418571432,100.0,4.44256141466133
218,2018,14,CARM,5.27,55.86,2018-08-16,Nighthawk,10S,2,0.2243920757142857,-0.03806893999999999,14.913291560593406,107.0,4.6257255463857705
219,2018,14,TRM,,,2018-08-16,Nighthawk,15E,2,0.21991483714285714,-0.037712381428571425,14.54623403571429,107.0,4.706371019739467
220,2018,14,TRM,6.87,60.16,2018-08-16,Nighthawk,7NW,2,0.23325223857142857,-0.016622157142857145,13.910942669120882,108.0,3.9848400948111196
221,2018,14,TRM,6.07,60.28,2018-08-16,Nighthawk,19N,2,0.22565740142857144,-0.03823726428571427,13.970955732307688,107.0,4.598174061025804
222,2018,14,TRM,6.79,57.94,2018-08-16,Nighthawk,15E,2,0.21991483714285714,-0.037712381428571425,14.54623403571429,107.0,4.706371019739467
223,2018,15,CARM,6.12,61.02,2018-08-24,Ridgeline,8E,1,0.21833405714285714,-0.01845566142857143,13.378378497428573,115.0,3.7932155769535134
224,2018,15,TRM,5.81,64.51,2018-08-24,Ridgeline,5E,1,0.22092180285714288,-0.008393409999999999,13.793712544945057,116.0,3.860371891454765
225,2018,15,TRM,7.05,62.22,2018-08-24,Ridgeline,7NW,1,0.2289485557142857,-0.011832732857142854,14.321142121868137,116.0,4.139438819152829
226,2018,15,TRM,6.76,64.54,2018-08-24,Ridgeline,19N,1,0.21949909285714284,-0.029396315714285717,14.222939633780214,115.0,4.824776782127271
227,2018,15,TRM,8.0,57.0,2018-08-24,Ridgeline,15E,1,0.21362177142857144,-0.03204511285714285,14.861964552857144,115.0,4.958230242576566
228,2018,16,CARM,6.28,61.06,2018-08-31,Ridgeline,8E,2,0.21297563142857143,-0.02075883714285714,13.671888320857144,122.0,3.9947799933939927
229,2018,16,TRM,6.34,59.63,2018-08-31,Ridgeline,5E,2,0.21690303285714285,-0.010561071428571442,14.136163698813192,123.0,4.0104273792766785
230,2018,16,TRM,7.22,61.01,2018-08-31,Ridgeline,7NW,2,0.22461072714285715,-0.012425485714285716,14.649553802307697,123.0,4.299897885822245
231,2018,16,TRM,7.63,61.89,2018-08-31,Ridgeline,19N,2,0.21465931,-0.02474187142857143,14.405616289890105,122.0,5.003916662593385
232,2018,16,TRM,6.65,58.1,2018-08-31,Ridgeline,15E,2,0.20977929999999997,-0.026724824285714276,15.104273758571432,122.0,5.115128359167192
233,2018,17,CARM,6.86,61.99,2018-09-07,Headquarters,7SE,1,0.22211293428571427,-0.023760315714285725,14.722250960769234,131.0,4.081200536812112
234,2018,17,TRM,7.17,62.94,2018-09-07,Headquarters,7NW,1,0.2196554057142857,-0.015632248571428566,14.945040884175828,130.0,4.4883170609514025
235,2018,17,TRM,6.14,61.64,2018-09-07,Headquarters,19N,1,0.20996807428571426,-0.02249782142857143,14.555052767428565,129.0,5.178945486065593
236,2018,17,TRM,7.23,57.47,2018-09-07,Headquarters,15E,1,0.20691222857142857,-0.021659182857142852,15.324011960000005,129.0,5.232018929740063
237,2018,18,CARM,5.63,58.73,2018-09-14,Headquarters,7SE,2,0.21580149714285715,-0.026408558571428573,14.991668072637367,138.0,4.334761312527575
238,2018,18,TRM,6.31,60.33,2018-09-14,Headquarters,7NW,2,0.21439914142857144,-0.018994097142857137,15.204351036043962,137.0,4.694705264263312
239,2018,18,TRM,6.03,60.74,2018-09-14,Headquarters,19N,2,0.2054755757142857,-0.021226844285714287,14.672360346395601,136.0,5.34890772819269
240,2018,18,TRM,6.65,56.74,2018-09-14,Headquarters,15E,2,0.2039877357142857,-0.017414657142857146,15.523953125714288,136.0,5.347607679026348
241,2018,19,CARM,4.4,61.81,2018-09-21,Saltflat,17S,1,0.21483716428571428,-0.028400564285714292,16.714378244615382,145.0,4.82588224497028
242,2018,19,TRM,5.85,59.18,2018-09-21,Saltflat,17N,1,0.21907104714285713,-0.029292624285714285,17.006543032131876,144.0,4.758303216733046
243,2018,19,TRM,5.71,58.76,2018-09-21,Saltflat,7NW,1,0.20947592714285718,-0.020480062857142857,15.42790583362638,144.0,4.894178042375218
244,2018,19,TRM,5.93,61.06,2018-09-21,Saltflat,19N,1,0.20145343285714287,-0.019700678571428567,14.759958343934057,143.0,5.5037096566786134
245,2018,19,TRM,6.69,55.73,2018-09-21,Saltflat,15E,1,0.20107504428571427,-0.014223478571428574,15.703072992857146,143.0,5.467625230074668
246,2019,1,CARM,8.43,64.94,2019-05-24,Saltflat,7SE,1,0.2644592742857143,0.07281497285714286,2.184787153208791,-5.0,0.0
247,2019,1,TRM,11.78,68.85,2019-05-24,Saltflat,7NW,1,0.2850083857142857,0.09966538142857143,2.217014520043956,-1.0,0.0
248,2019,1,TRM,13.32,70.81,2019-05-24,Saltflat,19N,1,0.31202003714285714,0.10752571142857144,3.1447276139780196,5.0,0.0
249,2019,1,TRM,13.43,68.32,2019-05-24,Saltflat,15E,1,0.31350653,0.11281996714285714,3.0667118367912094,3.0,0.0
250,2019,2,CARM,8.14,62.2,2019-05-30,Saltflat,7SE,2,0.28873777714285714,0.08632407428571429,2.880705010615384,1.0,0.0
251,2019,2,TRM,11.63,68.36,2019-05-30,Saltflat,7NW,2,0.31595757,0.11813253857142857,3.0707748414065934,5.0,0.0
252,2019,2,TRM,13.76,70.38,2019-05-30,Saltflat,19N,2,0.33902142571428573,0.1184902242857143,4.12859934641758,11.0,0.0
253,2019,2,TRM,13.67,68.93,2019-05-30,Saltflat,15E,2,0.34285928285714284,0.12648478428571427,4.071331075868133,9.0,0.0
254,2019,3,CARM,13.14,68.39,2019-06-05,Elm,20NW,1,0.3216785742857143,0.08953716714285713,4.586570193164834,16.0,0.0
255,2019,3,TRM,11.47,67.62,2019-06-05,Elm,20SE,1,0.33115550857142856,0.11363217142857142,4.42058822068132,15.0,0.0
256,2019,3,TRM,13.03,69.45,2019-06-05,Elm,19N,1,0.3648833528571429,0.1251584142857143,5.270852214571426,17.0,0.0
257,2019,3,TRM,14.09,68.08,2019-06-05,Elm,15E,1,0.37127827571428573,0.13513125285714286,5.249202167802198,15.0,0.0
258,2019,4,CARM,10.95,65.4,2019-06-11,Elm,20NW,2,0.3407659914285714,0.09180124285714286,5.610994384681318,22.0,0.0
259,2019,4,TRM,14.38,71.03,2019-06-11,Elm,20SE,2,0.3557611014285714,0.11944636142857143,5.560686408879122,21.0,0.0
260,2019,4,TRM,13.58,69.83,2019-06-11,Elm,19N,2,0.3885322371428572,0.12733137285714285,6.561495024153843,23.0,0.0
261,2019,4,TRM,14.05,68.29,2019-06-11,Elm,15E,2,0.39766177999999996,0.13866768714285715,6.591456426879121,21.0,0.0
262,2019,5,CARM,11.04,65.84,2019-06-18,Saltflat,17S,1,0.37005631714285714,0.09619061571428571,7.304642642571431,35.0,0.0
263,2019,5,TRM,12.81,66.75,2019-06-18,Saltflat,17N,1,0.4032521885714285,0.13567511285714287,7.2714433528571405,26.0,0.0
264,2019,5,TRM,11.57,68.56,2019-06-18,Saltflat,19N,1,0.4104689728571428,0.12214629714285714,8.226385903428566,30.0,0.0
265,2019,5,TRM,12.5,66.65,2019-06-18,Saltflat,15E,1,0.42235217714285705,0.1342711228571429,8.336178537230769,28.0,0.0
266,2019,6,CARM,10.54,63.92,2019-06-26,Saltflat,17S,2,0.3752463442857143,0.06918671428571428,9.011481577758248,43.0,0.0006066571601007886
267,2019,6,TRM,14.53,66.1,2019-06-26,Saltflat,17N,2,0.4273834742857142,0.12682598999999997,9.327220817802194,34.0,0.0
268,2019,6,TRM,13.43,69.08,2019-06-26,Saltflat,19N,2,0.4247874957142857,0.10264141285714287,10.2720883723956,38.0,0.0
269,2019,6,TRM,12.06,65.06,2019-06-26,Saltflat,15E,2,0.43853265857142854,0.11407214857142857,10.491801934571429,36.0,0.0
270,2019,7,CARM,11.99,65.64,2019-07-01,Saltflat,17S,3,0.37381647999999995,0.049185162857142854,10.082823408857148,48.0,0.03101455739725107
271,2019,7,TRM,12.48,66.45,2019-07-01,Saltflat,17N,3,0.4341887728571429,0.11190578428571427,10.683087157142854,39.0,0.0
272,2019,7,TRM,11.76,66.22,2019-07-01,Saltflat,19N,3,0.4261542271428572,0.08302619,11.58368113085714,43.0,0.011975942414382308
273,2019,7,TRM,11.22,64.15,2019-07-01,Saltflat,15E,3,0.43944008571428567,0.09224789857142857,11.874346559516486,41.0,0.019160945711727304
274,2019,8,CARM,10.28,64.96,2019-07-11,Highway,21N,1,0.4177546328571428,0.018146290000000002,14.667728090483516,52.0,0.8195393694089633
275,2019,8,TRM,11.39,64.15,2019-07-11,Highway,24W,1,0.41146855857142856,0.04952445428571429,13.269683225934063,46.0,0.2885624642099603
276,2019,8,TRM,12.14,66.57,2019-07-11,Highway,19N,1,0.4095461171428571,0.02728907428571426,14.133879436351647,53.0,0.4609812057300696
277,2019,8,TRM,11.12,64.03,2019-07-11,Highway,15E,1,0.41821753714285714,0.02798163142857144,14.542510317978023,51.0,0.5914260969565311
278,2019,9,CARM,9.1,63.03,2019-07-17,Highway,21N,2,0.3906455814285715,-0.031878051428571426,16.10303521208791,58.0,1.7189634671878211
279,2019,9,TRM,11.18,63.93,2019-07-17,Highway,24W,2,0.39337464857142856,0.008196799999999995,14.729177745494505,52.0,0.8507305856740187
280,2019,9,TRM,10.73,65.02,2019-07-17,Highway,19N,2,0.39136274142857147,-0.010330272857142855,15.546460018791207,59.0,1.0660994393381535
281,2019,9,TRM,9.98,62.32,2019-07-17,Highway,15E,2,0.3952242757142857,-0.016813954285714288,15.994446032769233,57.0,1.3551622389097366
282,2019,10,CARM,7.39,61.66,2019-07-23,Highway,21N,3,0.36104899714285715,-0.07684268285714287,17.365263762263734,64.0,2.8108006078547105
283,2019,10,TRM,9.16,63.36,2019-07-23,Highway,24W,3,0.37022127857142856,-0.03363011428571428,16.061163710769225,58.0,1.665993315831585
284,2019,10,TRM,8.79,61.91,2019-07-23,Highway,19N,3,0.3698682257142857,-0.0456128742857143,16.837452902659336,65.0,1.8623506477586373
285,2019,10,TRM,9.23,62.37,2019-07-23,Highway,15E,3,0.36852046428571433,-0.059210887142857146,17.294031137560445,63.0,2.344336723635883
286,2019,11,CARM,8.84,60.68,2019-07-31,Hilltank,26W,1,0.32899517857142857,-0.11383511285714286,19.552981625230764,70.0,4.327114848602221
287,2019,11,TRM,8.52,62.45,2019-07-31,Hilltank,26E,1,0.32899878428571433,-0.08430212857142858,17.04433913406594,68.0,3.0161673895642322
288,2019,11,TRM,8.87,62.5,2019-07-31,Hilltank,19N,1,0.3408782185714286,-0.08209977285714286,18.353449484483512,73.0,3.060885312483367
289,2019,11,TRM,8.06,61.72,2019-07-31,Hilltank,15E,1,0.33404066,-0.10190318428571428,18.7775718649011,71.0,3.7716048371323625
290,2019,12,CARM,7.73,61.5,2019-08-06,Hilltank,26W,2,0.30517723857142853,-0.12948530428571428,20.489778988263733,76.0,5.4183089686437365
291,2019,12,TRM,9.65,63.64,2019-08-06,Hilltank,26E,2,0.3078580442857143,-0.10388703428571426,18.007511058043956,74.0,3.9185467527235005
292,2019,12,TRM,8.01,62.62,2019-08-06,Hilltank,19N,2,0.3212603414285714,-0.09629007,19.345916095494495,79.0,3.938754314462145
293,2019,12,TRM,8.18,62.25,2019-08-06,Hilltank,15E,2,0.3123286114285714,-0.11659538999999998,19.72472069969231,77.0,4.741927359695344
294,2019,13,CARM,8.39,61.66,2019-08-14,Crossroads,25NW,1,0.27391899999999997,-0.09913935285714286,18.991968756,87.0,5.154480302708448
295,2019,13,TRM,9.22,63.77,2019-08-14,Crossroads,25SE,1,0.28492143999999997,-0.09712381428571427,18.064086890945052,79.0,4.239992662967995
296,2019,13,TRM,7.82,63.41,2019-08-14,Crossroads,19N,1,0.2996090857142857,-0.09896809571428573,20.504133297318678,87.0,4.976484126767027
297,2019,13,TRM,7.23,61.18,2019-08-14,Crossroads,15E,1,0.28981913285714284,-0.11516195571428574,20.811041167032972,85.0,5.816756974157124
298,2019,14,CARM,7.57,61.43,2019-08-21,Crossroads,25NW,2,0.26180851857142856,-0.08453535428571428,19.72184809978022,94.0,5.737109342578678
299,2019,14,TRM,9.31,63.94,2019-08-21,Crossroads,25SE,2,0.27044030428571425,-0.09006160857142857,18.917597624923076,86.0,4.923844147790695
300,2019,14,TRM,7.89,63.05,2019-08-21,Crossroads,19N,2,0.2849733142857143,-0.09036280142857143,21.394158322307685,94.0,5.713938629194616
301,2019,14,TRM,7.38,61.71,2019-08-21,Crossroads,15E,2,0.27579038857142857,-0.09999995285714283,21.639232100241763,92.0,6.514714945088305
302,2019,15,CARM,8.71,63.39,2019-08-28,South,31W,1,0.25270001714285717,-0.07317039285714286,22.18585891567032,102.0,7.176111881806682
303,2019,15,TRM,9.04,60.97,2019-08-28,South,31E,1,0.2416669242857143,-0.06850016,20.287632355978023,101.0,6.580755332563606
304,2019,15,TRM,8.18,62.14,2019-08-28,South,19N,1,0.27145526571428574,-0.07804556857142857,22.187943615868125,101.0,6.403104011907553
305,2019,15,TRM,7.18,61.83,2019-08-28,South,15E,1,0.26319627,-0.08133180999999999,22.376368002021973,99.0,7.146902676789076
306,2019,16,CARM,7.66,63.29,2019-09-03,South,31W,2,0.24234353,-0.06258497714285716,22.697377060989005,108.0,7.720077633474718
307,2019,16,TRM,8.99,62.19,2019-09-03,South,31E,2,0.2326518242857143,-0.05739697428571428,20.749904044065936,107.0,7.034216336896648
308,2019,16,TRM,7.68,62.43,2019-09-03,South,19N,2,0.2604521242857143,-0.0685769357142857,22.794676025450542,107.0,6.988691025626273
309,2019,16,TRM,6.7,61.01,2019-09-03,South,15E,2,0.2530385371428572,-0.06803938571428572,22.940422832527474,105.0,7.672392492315715
310,2019,17,CARM,5.91,61.22,2019-09-10,South,31W,3,0.23041249,-0.05465953857142858,23.215802670527474,115.0,8.365824173438268
311,2019,17,TRM,7.14,61.98,2019-09-10,South,31E,3,0.22254644000000004,-0.04870821428571429,21.222274069692308,114.0,7.555885161713362
312,2019,17,TRM,7.01,61.34,2019-09-10,South,19N,3,0.24870245285714285,-0.05942483857142857,23.423259080439557,114.0,7.632098852298798
313,2019,17,TRM,6.41,60.29,2019-09-10,South,15E,3,0.24174479000000001,-0.056762642857142866,23.52355814002198,112.0,8.271438773183139
314,2019,18,CARM,7.94,64.8,2019-09-18,Snowfence,18S,1,0.23417854285714285,-0.060471995714285694,26.030941645780224,122.0,9.55550673999778
315,2019,18,TRM,7.19,62.05,2019-09-18,Snowfence,19N,1,0.23657107714285713,-0.05286430999999999,24.046617456549445,122.0,8.31460251389798
316,2019,18,TRM,7.45,62.14,2019-09-18,Snowfence,15E,1,0.2295850257142857,-0.05036755999999999,24.096429954505503,120.0,8.933029500125588
317,2019,19,CARM,7.12,64.43,2019-09-25,Snowfence,18S,2,0.22317258285714286,-0.0558972357142857,26.503759873011,129.0,10.221856017555098
318,2019,19,TRM,6.78,62.63,2019-09-25,Snowfence,19N,2,0.2270821242857143,-0.048865389999999995,24.517154810109883,129.0,8.86165850866218
319,2019,19,TRM,6.85,61.31,2019-09-25,Snowfence,15E,2,0.21978311714285717,-0.04736857571428572,24.521248090571437,127.0,9.479692066593584
