Id,Pasture,Date,Date_mean,Year,Season,Low,High,Biomass_kg_ha,geometry,DFI,NDTI,SATVI,NDII7,RDVI,MTVI1,NCI,NDVI,mARI,CHL-RED-EDGE,EVI,MCARI,MSI,NDMI,NDWI,NDMI_MoistureStress,NDCI,PSSRb1,SAVI,SIPI,PSRI,BLUE,GREEN,RED,RED-EDGE1,RED-EDGE2,RED-EDGE3,NIR-Broad,NIR1,SWIR1,SWIR2
26W_P4_2,26W,2018-06-14,2018-06-13,2018,June,4.88,22.56,1163.1841071565866,"POLYGON ((521495.79888916016 4517098.598693848, 521495.72666006023 4517097.128436742, 521495.5106683662 4517095.6723390175, 521495.15299419616 4517094.244423688, 521494.65708214784 4517092.858442362, 521494.02770812536 4517091.527742796, 521493.27093334467 4517090.265140353, 521492.3940459606 4517089.082794585, 521491.405490878 4517087.99209213, 521490.3147884226 4517087.003537048, 521489.13244265545 4517086.126649663, 521487.8698402126 4517085.3698748825, 521486.53914064565 4517084.74050086, 521485.15315931896 4517084.244588812, 521483.7252439904 4517083.886914642, 521482.2691462651 4517083.670922947, 521480.79888916016 4517083.598693848, 521479.3286320552 4517083.670922947, 521477.8725343299 4517083.886914642, 521476.44461900136 4517084.244588812, 521475.05863767467 4517084.74050086, 521473.72793810774 4517085.3698748825, 521472.46533566486 4517086.126649663, 521471.2829898977 4517087.003537048, 521470.19228744233 4517087.99209213, 521469.2037323597 4517089.082794585, 521468.32684497564 4517090.265140353, 521467.57007019495 4517091.527742796, 521466.9406961725 4517092.858442362, 521466.44478412415 4517094.244423688, 521466.0871099541 4517095.6723390175, 521465.8711182601 4517097.128436742, 521465.79888916016 4517098.598693848, 521465.79888916016 4517128.598693848, 521465.8711182601 4517130.068950953, 521466.0871099541 4517131.525048678, 521466.44478412415 4517132.952964007, 521466.9406961725 4517134.338945333, 521467.57007019495 4517135.6696449, 521468.32684497564 4517136.932247343, 521469.2037323597 4517138.11459311, 521470.19228744233 4517139.205295566, 521471.2829898977 4517140.193850648, 521472.46533566486 4517141.070738032, 521473.72793810774 4517141.827512813, 521475.05863767467 4517142.456886835, 521476.44461900136 4517142.952798883, 521477.8725343299 4517143.310473054, 521479.3286320552 4517143.526464748, 521480.79888916016 4517143.598693848, 521482.2691462651 4517143.526464748, 521483.7252439904 4517143.310473054, 521485.15315931896 4517142.952798883, 521486.53914064565 4517142.456886835, 521487.8698402126 4517141.827512813, 521489.13244265545 4517141.070738032, 521490.3147884226 4517140.193850648, 521491.405490878 4517139.205295566, 521492.3940459606 4517138.11459311, 521493.27093334467 4517136.932247343, 521494.02770812536 4517135.6696449, 521494.65708214784 4517134.338945333, 521495.15299419616 4517132.952964007, 521495.5106683662 4517131.525048678, 521495.72666006023 4517130.068950953, 521495.79888916016 4517128.598693848, 521495.79888916016 4517098.598693848))",12.227519,0.14455117,0.21432857,-0.008467523,21.147476,0.15816277,0.5319643,0.32296118,0.7545849,0.42612135,0.7492969,356.46307,1.4482251,,,,0.13692656,1.9678034,0.46113238,1.5047517,0.21893331,760.4337,1038.329,1210.126,1590.2969,2053.73,2253.6138,2352.5261,2494.592,3402.1306,2542.941
26W_P3_1,26W,2018-06-14,2018-06-13,2018,June,3.69,16.5,878.0504081381368,"POLYGON ((521390.19830322266 4517353.174682617, 521390.12607412273 4517351.704425512, 521389.9100824287 4517350.248327787, 521389.55240825866 4517348.820412458, 521389.05649621034 4517347.434431132, 521388.42712218786 4517346.103731565, 521387.67034740717 4517344.841129122, 521386.7934600231 4517343.658783355, 521385.8049049405 4517342.568080899, 521384.7142024851 4517341.579525817, 521383.53185671795 4517340.702638432, 521382.2692542751 4517339.945863652, 521380.93855470815 4517339.316489629, 521379.55257338146 4517338.820577581, 521378.1246580529 4517338.462903411, 521376.6685603276 4517338.246911717, 521375.19830322266 4517338.174682617, 521373.7280461177 4517338.246911717, 521372.2719483924 4517338.462903411, 521370.84403306386 4517338.820577581, 521369.45805173717 4517339.316489629, 521368.12735217024 4517339.945863652, 521366.86474972736 4517340.702638432, 521365.6824039602 4517341.579525817, 521364.59170150483 4517342.568080899, 521363.6031464222 4517343.658783355, 521362.72625903814 4517344.841129122, 521361.96948425745 4517346.103731565, 521361.340110235 4517347.434431132, 521360.84419818665 4517348.820412458, 521360.4865240166 4517350.248327787, 521360.2705323226 4517351.704425512, 521360.19830322266 4517353.174682617, 521360.19830322266 4517383.174682617, 521360.2705323226 4517384.6449397225, 521360.4865240166 4517386.101037447, 521360.84419818665 4517387.528952776, 521361.340110235 4517388.914934102, 521361.96948425745 4517390.245633669, 521362.72625903814 4517391.508236112, 521363.6031464222 4517392.69058188, 521364.59170150483 4517393.781284335, 521365.6824039602 4517394.769839417, 521366.86474972736 4517395.646726802, 521368.12735217024 4517396.403501582, 521369.45805173717 4517397.032875605, 521370.84403306386 4517397.528787653, 521372.2719483924 4517397.886461823, 521373.7280461177 4517398.102453518, 521375.19830322266 4517398.174682617, 521376.6685603276 4517398.102453518, 521378.1246580529 4517397.886461823, 521379.55257338146 4517397.528787653, 521380.93855470815 4517397.032875605, 521382.2692542751 4517396.403501582, 521383.53185671795 4517395.646726802, 521384.7142024851 4517394.769839417, 521385.8049049405 4517393.781284335, 521386.7934600231 4517392.69058188, 521387.67034740717 4517391.508236112, 521388.42712218786 4517390.245633669, 521389.05649621034 4517388.914934102, 521389.55240825866 4517387.528952776, 521389.9100824287 4517386.101037447, 521390.12607412273 4517384.6449397225, 521390.19830322266 4517383.174682617, 521390.19830322266 4517353.174682617))",11.570971,0.13582149,0.2121892,-0.012477316,21.838673,0.16836494,0.52916974,0.32332674,0.7495182,0.42761406,0.7514306,369.3426,1.431504,,,,0.13461868,1.9679202,0.46165785,1.5099784,0.21845107,812.04877,1105.1125,1290.1748,1687.2634,2187.1313,2395.6997,2509.7307,2659.8599,3592.7078,2733.821
10S_P4_2,10S,2018-06-15,2018-06-15,2018,June,4.31,18.31,1006.2040049560424,"POLYGON ((519418.70251464844 4521245.159729004, 519418.6302855485 4521243.689471899, 519418.4142938545 4521242.233374174, 519418.05661968444 4521240.805458845, 519417.5607076361 4521239.419477519, 519416.93133361364 4521238.088777952, 519416.17455883295 4521236.826175509, 519415.2976714489 4521235.6438297415, 519414.30911636626 4521234.553127286, 519413.2184139109 4521233.564572204, 519412.03606814373 4521232.687684819, 519410.77346570086 4521231.930910039, 519409.4427661339 4521231.301536016, 519408.05678480724 4521230.805623968, 519406.6288694787 4521230.447949798, 519405.1727717534 4521230.231958103, 519403.70251464844 4521230.159729004, 519402.2322575435 4521230.231958103, 519400.77615981817 4521230.447949798, 519399.34824448964 4521230.805623968, 519397.96226316295 4521231.301536016, 519396.631563596 4521231.930910039, 519395.36896115314 4521232.687684819, 519394.186615386 4521233.564572204, 519393.0959129306 4521234.553127286, 519392.10735784797 4521235.6438297415, 519391.2304704639 4521236.826175509, 519390.47369568323 4521238.088777952, 519389.84432166076 4521239.419477519, 519389.34840961243 4521240.805458845, 519388.9907354424 4521242.233374174, 519388.77474374836 4521243.689471899, 519388.70251464844 4521245.159729004, 519388.70251464844 4521275.159729004, 519388.77474374836 4521276.629986109, 519388.9907354424 4521278.086083834, 519389.34840961243 4521279.513999163, 519389.84432166076 4521280.899980489, 519390.47369568323 4521282.230680056, 519391.2304704639 4521283.493282499, 519392.10735784797 4521284.675628266, 519393.0959129306 4521285.766330722, 519394.186615386 4521286.754885804, 519395.36896115314 4521287.631773189, 519396.631563596 4521288.388547969, 519397.96226316295 4521289.017921992, 519399.34824448964 4521289.51383404, 519400.77615981817 4521289.87150821, 519402.2322575435 4521290.087499904, 519403.70251464844 4521290.159729004, 519405.1727717534 4521290.087499904, 519406.6288694787 4521289.87150821, 519408.05678480724 4521289.51383404, 519409.4427661339 4521289.017921992, 519410.77346570086 4521288.388547969, 519412.03606814373 4521287.631773189, 519413.2184139109 4521286.754885804, 519414.30911636626 4521285.766330722, 519415.2976714489 4521284.675628266, 519416.17455883295 4521283.493282499, 519416.93133361364 4521282.230680056, 519417.5607076361 4521280.899980489, 519418.05661968444 4521279.513999163, 519418.4142938545 4521278.086083834, 519418.6302855485 4521276.629986109, 519418.70251464844 4521275.159729004, 519418.70251464844 4521245.159729004))",12.854073,0.14803286,0.20878783,-0.005284315,20.5508,0.15428337,0.52024525,0.30823696,0.70118713,0.40373972,0.7619808,340.32248,1.4514152,,,,0.12906444,1.9075383,0.44011,1.5476891,0.21269579,819.34393,1086.4602,1263.5494,1633.3671,2094.5374,2280.8494,2379.6868,2526.8083,3445.6328,2558.7605
10S_P4_1,10S,2018-06-15,2018-06-15,2018,June,5.44,22.19,1247.8336561194783,"POLYGON ((519312.65252685547 4521245.159729004, 519312.58029775554 4521243.689471899, 519312.3643060615 4521242.233374174, 519312.0066318915 4521240.805458845, 519311.51071984315 4521239.419477519, 519310.8813458207 4521238.088777952, 519310.12457104 4521236.826175509, 519309.24768365594 4521235.6438297415, 519308.2591285733 4521234.553127286, 519307.1684261179 4521233.564572204, 519305.98608035076 4521232.687684819, 519304.7234779079 4521231.930910039, 519303.39277834096 4521231.301536016, 519302.00679701427 4521230.805623968, 519300.57888168574 4521230.447949798, 519299.1227839604 4521230.231958103, 519297.65252685547 4521230.159729004, 519296.1822697505 4521230.231958103, 519294.7261720252 4521230.447949798, 519293.29825669667 4521230.805623968, 519291.91227537 4521231.301536016, 519290.58157580305 4521231.930910039, 519289.3189733602 4521232.687684819, 519288.136627593 4521233.564572204, 519287.04592513765 4521234.553127286, 519286.057370055 4521235.6438297415, 519285.18048267096 4521236.826175509, 519284.42370789027 4521238.088777952, 519283.7943338678 4521239.419477519, 519283.29842181946 4521240.805458845, 519282.9407476494 4521242.233374174, 519282.7247559554 4521243.689471899, 519282.65252685547 4521245.159729004, 519282.65252685547 4521275.159729004, 519282.7247559554 4521276.629986109, 519282.9407476494 4521278.086083834, 519283.29842181946 4521279.513999163, 519283.7943338678 4521280.899980489, 519284.42370789027 4521282.230680056, 519285.18048267096 4521283.493282499, 519286.057370055 4521284.675628266, 519287.04592513765 4521285.766330722, 519288.136627593 4521286.754885804, 519289.3189733602 4521287.631773189, 519290.58157580305 4521288.388547969, 519291.91227537 4521289.017921992, 519293.29825669667 4521289.51383404, 519294.7261720252 4521289.87150821, 519296.1822697505 4521290.087499904, 519297.65252685547 4521290.159729004, 519299.1227839604 4521290.087499904, 519300.57888168574 4521289.87150821, 519302.00679701427 4521289.51383404, 519303.39277834096 4521289.017921992, 519304.7234779079 4521288.388547969, 519305.98608035076 4521287.631773189, 519307.1684261179 4521286.754885804, 519308.2591285733 4521285.766330722, 519309.24768365594 4521284.675628266, 519310.12457104 4521283.493282499, 519310.8813458207 4521282.230680056, 519311.51071984315 4521280.899980489, 519312.0066318915 4521279.513999163, 519312.3643060615 4521278.086083834, 519312.58029775554 4521276.629986109, 519312.65252685547 4521275.159729004, 519312.65252685547 4521245.159729004))",12.944819,0.15195021,0.2102075,0.005072921,21.004404,0.15881659,0.520954,0.31707448,0.7318962,0.41721517,0.7770368,363.63452,1.427688,,,,0.135447,1.9481658,0.45272872,1.5228229,0.21155393,808.75214,1079.9402,1254.9828,1642.5148,2114.1873,2312.3865,2408.2554,2547.5051,3431.0857,2528.0374
10S_P3_3,10S,2018-06-15,2018-06-15,2018,June,2.44,15.12,649.4405284650377,"POLYGON ((519304.99267578125 4521096.317504883, 519304.9204466813 4521094.8472477775, 519304.7044549873 4521093.391150053, 519304.34678081726 4521091.963234724, 519303.85086876893 4521090.577253398, 519303.22149474645 4521089.246553831, 519302.46471996576 4521087.983951388, 519301.5878325817 4521086.80160562, 519300.5992774991 4521085.710903165, 519299.5085750437 4521084.722348083, 519298.32622927654 4521083.845460698, 519297.06362683367 4521083.088685918, 519295.73292726674 4521082.459311895, 519294.34694594005 4521081.963399847, 519292.9190306115 4521081.605725677, 519291.4629328862 4521081.389733982, 519289.99267578125 4521081.317504883, 519288.5224186763 4521081.389733982, 519287.066320951 4521081.605725677, 519285.63840562245 4521081.963399847, 519284.25242429576 4521082.459311895, 519282.92172472883 4521083.088685918, 519281.65912228596 4521083.845460698, 519280.4767765188 4521084.722348083, 519279.3860740634 4521085.710903165, 519278.3975189808 4521086.80160562, 519277.52063159674 4521087.983951388, 519276.76385681605 4521089.246553831, 519276.13448279357 4521090.577253398, 519275.63857074524 4521091.963234724, 519275.2808965752 4521093.391150053, 519275.0649048812 4521094.8472477775, 519274.99267578125 4521096.317504883, 519274.99267578125 4521126.317504883, 519275.0649048812 4521127.787761988, 519275.2808965752 4521129.243859713, 519275.63857074524 4521130.671775042, 519276.13448279357 4521132.057756368, 519276.76385681605 4521133.388455935, 519277.52063159674 4521134.651058378, 519278.3975189808 4521135.833404145, 519279.3860740634 4521136.924106601, 519280.4767765188 4521137.912661683, 519281.65912228596 4521138.789549068, 519282.92172472883 4521139.546323848, 519284.25242429576 4521140.175697871, 519285.63840562245 4521140.671609919, 519287.066320951 4521141.029284089, 519288.5224186763 4521141.245275783, 519289.99267578125 4521141.317504883, 519291.4629328862 4521141.245275783, 519292.9190306115 4521141.029284089, 519294.34694594005 4521140.671609919, 519295.73292726674 4521140.175697871, 519297.06362683367 4521139.546323848, 519298.32622927654 4521138.789549068, 519299.5085750437 4521137.912661683, 519300.5992774991 4521136.924106601, 519301.5878325817 4521135.833404145, 519302.46471996576 4521134.651058378, 519303.22149474645 4521133.388455935, 519303.85086876893 4521132.057756368, 519304.34678081726 4521130.671775042, 519304.7044549873 4521129.243859713, 519304.9204466813 4521127.787761988, 519304.99267578125 4521126.317504883, 519304.99267578125 4521096.317504883))",12.260737,0.13865125,0.21083562,-0.028826851,20.13664,0.15136716,0.52314025,0.30568594,0.67318445,0.40637448,0.7935769,332.797,1.4842056,,,,0.12670422,1.8959326,0.43646717,1.5280265,0.20231739,839.35834,1092.6057,1258.8177,1621.0991,2078.5146,2264.6013,2358.1965,2490.0415,3491.2197,2643.337
10S_P3_4,10S,2018-06-15,2018-06-15,2018,June,2.5,12.44,621.5974210017364,"POLYGON ((519411.04248046875 4521096.317504883, 519410.9702513688 4521094.8472477775, 519410.7542596748 4521093.391150053, 519410.39658550476 4521091.963234724, 519409.90067345643 4521090.577253398, 519409.27129943395 4521089.246553831, 519408.51452465326 4521087.983951388, 519407.6376372692 4521086.80160562, 519406.6490821866 4521085.710903165, 519405.5583797312 4521084.722348083, 519404.37603396404 4521083.845460698, 519403.11343152117 4521083.088685918, 519401.78273195424 4521082.459311895, 519400.39675062755 4521081.963399847, 519398.968835299 4521081.605725677, 519397.5127375737 4521081.389733982, 519396.04248046875 4521081.317504883, 519394.5722233638 4521081.389733982, 519393.1161256385 4521081.605725677, 519391.68821030995 4521081.963399847, 519390.30222898326 4521082.459311895, 519388.97152941633 4521083.088685918, 519387.70892697346 4521083.845460698, 519386.5265812063 4521084.722348083, 519385.4358787509 4521085.710903165, 519384.4473236683 4521086.80160562, 519383.57043628424 4521087.983951388, 519382.81366150355 4521089.246553831, 519382.18428748107 4521090.577253398, 519381.68837543274 4521091.963234724, 519381.3307012627 4521093.391150053, 519381.1147095687 4521094.8472477775, 519381.04248046875 4521096.317504883, 519381.04248046875 4521126.317504883, 519381.1147095687 4521127.787761988, 519381.3307012627 4521129.243859713, 519381.68837543274 4521130.671775042, 519382.18428748107 4521132.057756368, 519382.81366150355 4521133.388455935, 519383.57043628424 4521134.651058378, 519384.4473236683 4521135.833404145, 519385.4358787509 4521136.924106601, 519386.5265812063 4521137.912661683, 519387.70892697346 4521138.789549068, 519388.97152941633 4521139.546323848, 519390.30222898326 4521140.175697871, 519391.68821030995 4521140.671609919, 519393.1161256385 4521141.029284089, 519394.5722233638 4521141.245275783, 519396.04248046875 4521141.317504883, 519397.5127375737 4521141.245275783, 519398.968835299 4521141.029284089, 519400.39675062755 4521140.671609919, 519401.78273195424 4521140.175697871, 519403.11343152117 4521139.546323848, 519404.37603396404 4521138.789549068, 519405.5583797312 4521137.912661683, 519406.6490821866 4521136.924106601, 519407.6376372692 4521135.833404145, 519408.51452465326 4521134.651058378, 519409.27129943395 4521133.388455935, 519409.90067345643 4521132.057756368, 519410.39658550476 4521130.671775042, 519410.7542596748 4521129.243859713, 519410.9702513688 4521127.787761988, 519411.04248046875 4521126.317504883, 519411.04248046875 4521096.317504883))",11.193358,0.13046977,0.2076952,-0.017079892,21.562607,0.17463407,0.50635314,0.32096708,0.6460257,0.43096703,0.85929364,394.28497,1.4239489,,,,0.13665375,1.9588468,0.4582886,1.475832,0.18323058,886.4062,1169.2142,1296.0911,1700.809,2229.3162,2418.2837,2506.0125,2646.2773,3568.6367,2749.2478
10S_P3_2,10S,2018-06-15,2018-06-15,2018,June,2.31,13.94,610.8968690800587,"POLYGON ((519411.04248046875 4520992.317504883, 519410.9702513688 4520990.8472477775, 519410.7542596748 4520989.391150053, 519410.39658550476 4520987.963234724, 519409.90067345643 4520986.577253398, 519409.27129943395 4520985.246553831, 519408.51452465326 4520983.983951388, 519407.6376372692 4520982.80160562, 519406.6490821866 4520981.710903165, 519405.5583797312 4520980.722348083, 519404.37603396404 4520979.845460698, 519403.11343152117 4520979.088685918, 519401.78273195424 4520978.459311895, 519400.39675062755 4520977.963399847, 519398.968835299 4520977.605725677, 519397.5127375737 4520977.389733982, 519396.04248046875 4520977.317504883, 519394.5722233638 4520977.389733982, 519393.1161256385 4520977.605725677, 519391.68821030995 4520977.963399847, 519390.30222898326 4520978.459311895, 519388.97152941633 4520979.088685918, 519387.70892697346 4520979.845460698, 519386.5265812063 4520980.722348083, 519385.4358787509 4520981.710903165, 519384.4473236683 4520982.80160562, 519383.57043628424 4520983.983951388, 519382.81366150355 4520985.246553831, 519382.18428748107 4520986.577253398, 519381.68837543274 4520987.963234724, 519381.3307012627 4520989.391150053, 519381.1147095687 4520990.8472477775, 519381.04248046875 4520992.317504883, 519381.04248046875 4521022.317504883, 519381.1147095687 4521023.787761988, 519381.3307012627 4521025.243859713, 519381.68837543274 4521026.671775042, 519382.18428748107 4521028.057756368, 519382.81366150355 4521029.388455935, 519383.57043628424 4521030.651058378, 519384.4473236683 4521031.833404145, 519385.4358787509 4521032.924106601, 519386.5265812063 4521033.912661683, 519387.70892697346 4521034.789549068, 519388.97152941633 4521035.546323848, 519390.30222898326 4521036.175697871, 519391.68821030995 4521036.671609919, 519393.1161256385 4521037.029284089, 519394.5722233638 4521037.245275783, 519396.04248046875 4521037.317504883, 519397.5127375737 4521037.245275783, 519398.968835299 4521037.029284089, 519400.39675062755 4521036.671609919, 519401.78273195424 4521036.175697871, 519403.11343152117 4521035.546323848, 519404.37603396404 4521034.789549068, 519405.5583797312 4521033.912661683, 519406.6490821866 4521032.924106601, 519407.6376372692 4521031.833404145, 519408.51452465326 4521030.651058378, 519409.27129943395 4521029.388455935, 519409.90067345643 4521028.057756368, 519410.39658550476 4521026.671775042, 519410.7542596748 4521025.243859713, 519410.9702513688 4521023.787761988, 519411.04248046875 4521022.317504883, 519411.04248046875 4520992.317504883))",11.238584,0.12994286,0.19743013,-0.0008458803,21.626944,0.17473824,0.49565592,0.3209631,0.6608752,0.439693,0.8485903,387.89426,1.3676555,,,,0.13365844,1.9578314,0.45828435,1.4802078,0.18720043,901.03827,1186.1189,1329.8223,1734.9559,2282.9553,2482.1736,2571.6555,2698.961,3519.3584,2713.4329
10S_P1_1,10S,2018-06-15,2018-06-15,2018,June,3.94,17.06,927.1809242229756,"POLYGON ((519570.0366821289 4521246.114685059, 519569.964453029 4521244.644427953, 519569.74846133497 4521243.188330228, 519569.3907871649 4521241.760414899, 519568.8948751166 4521240.374433573, 519568.2655010941 4521239.043734007, 519567.5087263134 4521237.781131564, 519566.6318389294 4521236.598785796, 519565.64328384673 4521235.508083341, 519564.55258139136 4521234.519528259, 519563.3702356242 4521233.642640874, 519562.1076331813 4521232.885866093, 519560.7769336144 4521232.256492071, 519559.3909522877 4521231.760580023, 519557.9630369592 4521231.4029058525, 519556.50693923386 4521231.186914158, 519555.0366821289 4521231.114685059, 519553.56642502395 4521231.186914158, 519552.11032729864 4521231.4029058525, 519550.6824119701 4521231.760580023, 519549.2964306434 4521232.256492071, 519547.9657310765 4521232.885866093, 519546.7031286336 4521233.642640874, 519545.52078286646 4521234.519528259, 519544.4300804111 4521235.508083341, 519543.44152532844 4521236.598785796, 519542.5646379444 4521237.781131564, 519541.8078631637 4521239.043734007, 519541.1784891412 4521240.374433573, 519540.6825770929 4521241.760414899, 519540.32490292285 4521243.188330228, 519540.10891122883 4521244.644427953, 519540.0366821289 4521246.114685059, 519540.0366821289 4521276.114685059, 519540.10891122883 4521277.584942164, 519540.32490292285 4521279.041039889, 519540.6825770929 4521280.468955218, 519541.1784891412 4521281.854936544, 519541.8078631637 4521283.185636111, 519542.5646379444 4521284.4482385535, 519543.44152532844 4521285.630584321, 519544.4300804111 4521286.7212867765, 519545.52078286646 4521287.709841859, 519546.7031286336 4521288.586729243, 519547.9657310765 4521289.343504024, 519549.2964306434 4521289.972878046, 519550.6824119701 4521290.468790094, 519552.11032729864 4521290.826464265, 519553.56642502395 4521291.042455959, 519555.0366821289 4521291.114685059, 519556.50693923386 4521291.042455959, 519557.9630369592 4521290.826464265, 519559.3909522877 4521290.468790094, 519560.7769336144 4521289.972878046, 519562.1076331813 4521289.343504024, 519563.3702356242 4521288.586729243, 519564.55258139136 4521287.709841859, 519565.64328384673 4521286.7212867765, 519566.6318389294 4521285.630584321, 519567.5087263134 4521284.4482385535, 519568.2655010941 4521283.185636111, 519568.8948751166 4521281.854936544, 519569.3907871649 4521280.468955218, 519569.74846133497 4521279.041039889, 519569.964453029 4521277.584942164, 519570.0366821289 4521276.114685059, 519570.0366821289 4521246.114685059))",12.169725,0.14903784,0.21791637,0.0070412373,22.250477,0.17838028,0.5179205,0.33687085,0.70321417,0.45534977,0.83036983,404.98273,1.4148659,,,,0.14420341,2.0319488,0.4809949,1.4688127,0.19731547,796.42145,1097.1711,1221.4694,1629.4019,2161.7239,2360.0781,2454.867,2594.8777,3457.663,2563.144
10S_P2_4,10S,2018-06-15,2018-06-15,2018,June,3.44,16.88,842.7654713398297,"POLYGON ((519665.3466796875 4521098.579711914, 519665.2744505876 4521097.109454809, 519665.05845889356 4521095.653357084, 519664.7007847235 4521094.225441755, 519664.2048726752 4521092.839460429, 519663.5754986527 4521091.508760862, 519662.818723872 4521090.246158419, 519661.94183648797 4521089.063812652, 519660.9532814053 4521087.973110196, 519659.86257894995 4521086.984555114, 519658.6802331828 4521086.107667729, 519657.4176307399 4521085.350892949, 519656.086931173 4521084.721518926, 519654.7009498463 4521084.225606878, 519653.27303451777 4521083.867932708, 519651.81693679246 4521083.6519410135, 519650.3466796875 4521083.579711914, 519648.87642258254 4521083.6519410135, 519647.42032485723 4521083.867932708, 519645.9924095287 4521084.225606878, 519644.606428202 4521084.721518926, 519643.2757286351 4521085.350892949, 519642.0131261922 4521086.107667729, 519640.83078042505 4521086.984555114, 519639.7400779697 4521087.973110196, 519638.75152288703 4521089.063812652, 519637.874635503 4521090.246158419, 519637.1178607223 4521091.508760862, 519636.4884866998 4521092.839460429, 519635.9925746515 4521094.225441755, 519635.63490048144 4521095.653357084, 519635.4189087874 4521097.109454809, 519635.3466796875 4521098.579711914, 519635.3466796875 4521128.579711914, 519635.4189087874 4521130.049969019, 519635.63490048144 4521131.506066744, 519635.9925746515 4521132.933982073, 519636.4884866998 4521134.319963399, 519637.1178607223 4521135.650662966, 519637.874635503 4521136.913265409, 519638.75152288703 4521138.095611176, 519639.7400779697 4521139.186313632, 519640.83078042505 4521140.174868714, 519642.0131261922 4521141.051756099, 519643.2757286351 4521141.808530879, 519644.606428202 4521142.437904902, 519645.9924095287 4521142.93381695, 519647.42032485723 4521143.29149112, 519648.87642258254 4521143.507482815, 519650.3466796875 4521143.579711914, 519651.81693679246 4521143.507482815, 519653.27303451777 4521143.29149112, 519654.7009498463 4521142.93381695, 519656.086931173 4521142.437904902, 519657.4176307399 4521141.808530879, 519658.6802331828 4521141.051756099, 519659.86257894995 4521140.174868714, 519660.9532814053 4521139.186313632, 519661.94183648797 4521138.095611176, 519662.818723872 4521136.913265409, 519663.5754986527 4521135.650662966, 519664.2048726752 4521134.319963399, 519664.7007847235 4521132.933982073, 519665.05845889356 4521131.506066744, 519665.2744505876 4521130.049969019, 519665.3466796875 4521128.579711914, 519665.3466796875 4521098.579711914))",12.205791,0.13680786,0.20667456,-0.025695385,20.144588,0.15088291,0.52070916,0.29985085,0.68916845,0.38639778,0.74272114,339.55533,1.477014,,,,0.12701944,1.8691093,0.4281366,1.5528365,0.21372598,840.74756,1107.1824,1288.3676,1660.6163,2103.9597,2292.4888,2384.7817,2532.4495,3513.126,2669.098
10S_P2_3,10S,2018-06-15,2018-06-15,2018,June,3.43,15.5,820.4953238431174,"POLYGON ((519559.29669189453 4521098.579711914, 519559.2244627946 4521097.109454809, 519559.0084711006 4521095.653357084, 519558.65079693054 4521094.225441755, 519558.1548848822 4521092.839460429, 519557.52551085973 4521091.508760862, 519556.76873607904 4521090.246158419, 519555.891848695 4521089.063812652, 519554.90329361235 4521087.973110196, 519553.812591157 4521086.984555114, 519552.6302453898 4521086.107667729, 519551.36764294695 4521085.350892949, 519550.03694338 4521084.721518926, 519548.65096205333 4521084.225606878, 519547.2230467248 4521083.867932708, 519545.7669489995 4521083.6519410135, 519544.29669189453 4521083.579711914, 519542.8264347896 4521083.6519410135, 519541.37033706426 4521083.867932708, 519539.94242173573 4521084.225606878, 519538.55644040904 4521084.721518926, 519537.2257408421 4521085.350892949, 519535.96313839924 4521086.107667729, 519534.7807926321 4521086.984555114, 519533.6900901767 4521087.973110196, 519532.70153509406 4521089.063812652, 519531.82464771 4521090.246158419, 519531.0678729293 4521091.508760862, 519530.43849890685 4521092.839460429, 519529.9425868585 4521094.225441755, 519529.5849126885 4521095.653357084, 519529.36892099446 4521097.109454809, 519529.29669189453 4521098.579711914, 519529.29669189453 4521128.579711914, 519529.36892099446 4521130.049969019, 519529.5849126885 4521131.506066744, 519529.9425868585 4521132.933982073, 519530.43849890685 4521134.319963399, 519531.0678729293 4521135.650662966, 519531.82464771 4521136.913265409, 519532.70153509406 4521138.095611176, 519533.6900901767 4521139.186313632, 519534.7807926321 4521140.174868714, 519535.96313839924 4521141.051756099, 519537.2257408421 4521141.808530879, 519538.55644040904 4521142.437904902, 519539.94242173573 4521142.93381695, 519541.37033706426 4521143.29149112, 519542.8264347896 4521143.507482815, 519544.29669189453 4521143.579711914, 519545.7669489995 4521143.507482815, 519547.2230467248 4521143.29149112, 519548.65096205333 4521142.93381695, 519550.03694338 4521142.437904902, 519551.36764294695 4521141.808530879, 519552.6302453898 4521141.051756099, 519553.812591157 4521140.174868714, 519554.90329361235 4521139.186313632, 519555.891848695 4521138.095611176, 519556.76873607904 4521136.913265409, 519557.52551085973 4521135.650662966, 519558.1548848822 4521134.319963399, 519558.65079693054 4521132.933982073, 519559.0084711006 4521131.506066744, 519559.2244627946 4521130.049969019, 519559.29669189453 4521128.579711914, 519559.29669189453 4521098.579711914))",12.133221,0.13898942,0.21208303,-0.02296477,20.73501,0.15487565,0.53097045,0.3084185,0.72934276,0.40489918,0.7550293,343.69168,1.4764302,,,,0.12946557,1.905677,0.44036996,1.5323241,0.21429425,829.72797,1090.186,1282.7273,1659.8213,2116.8389,2319.065,2415.5952,2566.839,3562.0918,2694.656
