Id,Pasture,Date,Date_mean,Year,Season,Low,High,Biomass_kg_ha,geometry,DFI,NDTI,SATVI,NDII7,RDVI,MTVI1,NCI,NDVI,mARI,CHL-RED-EDGE,EVI,MCARI,MSI,NDMI,NDWI,NDMI_MoistureStress,NDCI,PSSRb1,SAVI,SIPI,PSRI,BLUE,GREEN,RED,RED-EDGE1,RED-EDGE2,RED-EDGE3,NIR-Broad,NIR1,SWIR1,SWIR2
17S_P2_2,17S,2020-06-05,2020-06-06,2020,June,2.14,9.36,515.7062308279435,"POLYGON ((525882.171081543 4520149.549499512, 525882.098852443 4520148.079242406, 525881.882860749 4520146.623144682, 525881.525186579 4520145.195229352, 525881.0292745306 4520143.809248026, 525880.3999005082 4520142.47854846, 525879.6431257275 4520141.215946017, 525878.7662383434 4520140.033600249, 525877.7776832607 4520138.942897794, 525876.6869808055 4520137.954342712, 525875.5046350383 4520137.077455327, 525874.2420325953 4520136.320680547, 525872.9113330285 4520135.691306524, 525871.5253517018 4520135.195394476, 525870.0974363732 4520134.837720306, 525868.6413386479 4520134.621728611, 525867.171081543 4520134.549499512, 525865.700824438 4520134.621728611, 525864.2447267127 4520134.837720306, 525862.8168113842 4520135.195394476, 525861.4308300575 4520135.691306524, 525860.1001304906 4520136.320680547, 525858.8375280476 4520137.077455327, 525857.6551822805 4520137.954342712, 525856.5644798252 4520138.942897794, 525855.5759247425 4520140.033600249, 525854.6990373584 4520141.215946017, 525853.9422625777 4520142.47854846, 525853.3128885553 4520143.809248026, 525852.816976507 4520145.195229352, 525852.4593023369 4520146.623144682, 525852.2433106429 4520148.079242406, 525852.171081543 4520149.549499512, 525852.171081543 4520179.549499512, 525852.2433106429 4520181.019756617, 525852.4593023369 4520182.475854342, 525852.816976507 4520183.903769671, 525853.3128885553 4520185.289750997, 525853.9422625777 4520186.620450564, 525854.6990373584 4520187.883053007, 525855.5759247425 4520189.065398774, 525856.5644798252 4520190.15610123, 525857.6551822805 4520191.144656312, 525858.8375280476 4520192.0215436965, 525860.1001304906 4520192.778318477, 525861.4308300575 4520193.407692499, 525862.8168113842 4520193.9036045475, 525864.2447267127 4520194.261278718, 525865.700824438 4520194.477270412, 525867.171081543 4520194.549499512, 525868.6413386479 4520194.477270412, 525870.0974363732 4520194.261278718, 525871.5253517018 4520193.9036045475, 525872.9113330285 4520193.407692499, 525874.2420325953 4520192.778318477, 525875.5046350383 4520192.0215436965, 525876.6869808055 4520191.144656312, 525877.7776832607 4520190.15610123, 525878.7662383434 4520189.065398774, 525879.6431257275 4520187.883053007, 525880.3999005082 4520186.620450564, 525881.0292745306 4520185.289750997, 525881.525186579 4520183.903769671, 525881.882860749 4520182.475854342, 525882.098852443 4520181.019756617, 525882.171081543 4520179.549499512, 525882.171081543 4520149.549499512))",8.941188,0.078129716,0.16513483,-0.13377392,15.35229,0.100322045,0.49867052,0.21154451,0.51971585,0.25763753,0.52196,192.67719,1.6115218,,,,0.07843093,1.5372787,0.30205402,1.8715034,0.24869856,1077.1635,1347.2788,1627.9951,1903.8422,2214.0908,2391.3281,2499.6262,2628.7854,4021.8694,3440.913
17S_P2_3,17S,2020-06-05,2020-06-06,2020,June,1.06,4.12,255.71753438787536,"POLYGON ((525776.1212768555 4520253.549499512, 525776.0490477555 4520252.079242406, 525775.8330560615 4520250.623144682, 525775.4753818915 4520249.195229352, 525774.9794698431 4520247.809248026, 525774.3500958207 4520246.47854846, 525773.59332104 4520245.215946017, 525772.7164336559 4520244.033600249, 525771.7278785732 4520242.942897794, 525770.637176118 4520241.954342712, 525769.4548303508 4520241.077455327, 525768.1922279078 4520240.320680547, 525766.861528341 4520239.691306524, 525765.4755470143 4520239.195394476, 525764.0476316857 4520238.837720306, 525762.5915339604 4520238.621728611, 525761.1212768555 4520238.549499512, 525759.6510197505 4520238.621728611, 525758.1949220252 4520238.837720306, 525756.7670066967 4520239.195394476, 525755.38102537 4520239.691306524, 525754.0503258031 4520240.320680547, 525752.7877233601 4520241.077455327, 525751.605377593 4520241.954342712, 525750.5146751377 4520242.942897794, 525749.526120055 4520244.033600249, 525748.6492326709 4520245.215946017, 525747.8924578902 4520246.47854846, 525747.2630838678 4520247.809248026, 525746.7671718195 4520249.195229352, 525746.4094976494 4520250.623144682, 525746.1935059554 4520252.079242406, 525746.1212768555 4520253.549499512, 525746.1212768555 4520283.549499512, 525746.1935059554 4520285.019756617, 525746.4094976494 4520286.475854342, 525746.7671718195 4520287.903769671, 525747.2630838678 4520289.289750997, 525747.8924578902 4520290.620450564, 525748.6492326709 4520291.883053007, 525749.526120055 4520293.065398774, 525750.5146751377 4520294.15610123, 525751.605377593 4520295.144656312, 525752.7877233601 4520296.0215436965, 525754.0503258031 4520296.778318477, 525755.38102537 4520297.407692499, 525756.7670066967 4520297.9036045475, 525758.1949220252 4520298.261278718, 525759.6510197505 4520298.477270412, 525761.1212768555 4520298.549499512, 525762.5915339604 4520298.477270412, 525764.0476316857 4520298.261278718, 525765.4755470143 4520297.9036045475, 525766.861528341 4520297.407692499, 525768.1922279078 4520296.778318477, 525769.4548303508 4520296.0215436965, 525770.637176118 4520295.144656312, 525771.7278785732 4520294.15610123, 525772.7164336559 4520293.065398774, 525773.59332104 4520291.883053007, 525774.3500958207 4520290.620450564, 525774.9794698431 4520289.289750997, 525775.4753818915 4520287.903769671, 525775.8330560615 4520286.475854342, 525776.0490477555 4520285.019756617, 525776.1212768555 4520283.549499512, 525776.1212768555 4520253.549499512))",8.942412,0.07722027,0.1713612,-0.1548194,15.032704,0.098734334,0.50613797,0.20470822,0.49375075,0.24518137,0.5209911,192.7058,1.6800491,,,,0.07648612,1.5159417,0.29229322,1.9160256,0.244976,1121.0874,1391.1783,1669.6313,1945.6646,2234.6655,2416.5283,2525.4702,2656.9438,4236.9785,3634.1555
20SE_P6_4,20SE,2020-06-05,2020-06-05,2020,June,1.43,9.36,395.6966483238714,"POLYGON ((527145.6275024414 4519188.467285156, 527145.5552733415 4519186.997028051, 527145.3392816475 4519185.540930326, 527144.9816074774 4519184.113014997, 527144.485695429 4519182.727033671, 527143.8563214067 4519181.396334104, 527143.099546626 4519180.133731661, 527142.2226592419 4519178.951385894, 527141.2341041592 4519177.860683438, 527140.1434017039 4519176.872128356, 527138.9610559368 4519175.995240971, 527137.6984534938 4519175.238466191, 527136.3677539269 4519174.6090921685, 527134.9817726002 4519174.1131801205, 527133.5538572717 4519173.75550595, 527132.0977595464 4519173.539514256, 527130.6275024414 4519173.467285156, 527129.1572453364 4519173.539514256, 527127.7011476111 4519173.75550595, 527126.2732322826 4519174.1131801205, 527124.8872509559 4519174.6090921685, 527123.556551389 4519175.238466191, 527122.293948946 4519175.995240971, 527121.1116031789 4519176.872128356, 527120.0209007236 4519177.860683438, 527119.0323456409 4519178.951385894, 527118.1554582568 4519180.133731661, 527117.3986834761 4519181.396334104, 527116.7693094538 4519182.727033671, 527116.2733974054 4519184.113014997, 527115.9157232353 4519185.540930326, 527115.6997315413 4519186.997028051, 527115.6275024414 4519188.467285156, 527115.6275024414 4519218.467285156, 527115.6997315413 4519219.937542262, 527115.9157232353 4519221.393639986, 527116.2733974054 4519222.8215553155, 527116.7693094538 4519224.2075366415, 527117.3986834761 4519225.538236208, 527118.1554582568 4519226.800838651, 527119.0323456409 4519227.983184419, 527120.0209007236 4519229.073886874, 527121.1116031789 4519230.062441956, 527122.293948946 4519230.939329341, 527123.556551389 4519231.696104121, 527124.8872509559 4519232.325478144, 527126.2732322826 4519232.821390192, 527127.7011476111 4519233.179064362, 527129.1572453364 4519233.395056057, 527130.6275024414 4519233.467285156, 527132.0977595464 4519233.395056057, 527133.5538572717 4519233.179064362, 527134.9817726002 4519232.821390192, 527136.3677539269 4519232.325478144, 527137.6984534938 4519231.696104121, 527138.9610559368 4519230.939329341, 527140.1434017039 4519230.062441956, 527141.2341041592 4519229.073886874, 527142.2226592419 4519227.983184419, 527143.099546626 4519226.800838651, 527143.8563214067 4519225.538236208, 527144.485695429 4519224.2075366415, 527144.9816074774 4519222.8215553155, 527145.3392816475 4519221.393639986, 527145.5552733415 4519219.937542262, 527145.6275024414 4519218.467285156, 527145.6275024414 4519188.467285156))",9.333585,0.08409751,0.16995937,-0.1200814,16.35412,0.11489861,0.49645907,0.22707587,0.5164737,0.2955903,0.5729668,211.25153,1.5758041,,,,0.08116114,1.5875498,0.32423148,1.8116851,0.2350882,1098.1046,1379.4478,1639.2769,1928.5077,2303.9019,2497.376,2602.6672,2718.6653,4094.0,3461.0054
20SE_P6_3,20SE,2020-06-05,2020-06-05,2020,June,2.56,12.12,626.7815741215097,"POLYGON ((527039.5775146484 4519188.467285156, 527039.5052855485 4519186.997028051, 527039.2892938545 4519185.540930326, 527038.9316196844 4519184.113014997, 527038.4357076361 4519182.727033671, 527037.8063336137 4519181.396334104, 527037.049558833 4519180.133731661, 527036.1726714489 4519178.951385894, 527035.1841163662 4519177.860683438, 527034.093413911 4519176.872128356, 527032.9110681438 4519175.995240971, 527031.6484657008 4519175.238466191, 527030.3177661339 4519174.6090921685, 527028.9317848072 4519174.1131801205, 527027.5038694787 4519173.75550595, 527026.0477717534 4519173.539514256, 527024.5775146484 4519173.467285156, 527023.1072575435 4519173.539514256, 527021.6511598182 4519173.75550595, 527020.2232444896 4519174.1131801205, 527018.837263163 4519174.6090921685, 527017.5065635961 4519175.238466191, 527016.2439611531 4519175.995240971, 527015.0616153859 4519176.872128356, 527013.9709129307 4519177.860683438, 527012.982357848 4519178.951385894, 527012.1054704639 4519180.133731661, 527011.3486956832 4519181.396334104, 527010.7193216608 4519182.727033671, 527010.2234096124 4519184.113014997, 527009.8657354424 4519185.540930326, 527009.6497437484 4519186.997028051, 527009.5775146484 4519188.467285156, 527009.5775146484 4519218.467285156, 527009.6497437484 4519219.937542262, 527009.8657354424 4519221.393639986, 527010.2234096124 4519222.8215553155, 527010.7193216608 4519224.2075366415, 527011.3486956832 4519225.538236208, 527012.1054704639 4519226.800838651, 527012.982357848 4519227.983184419, 527013.9709129307 4519229.073886874, 527015.0616153859 4519230.062441956, 527016.2439611531 4519230.939329341, 527017.5065635961 4519231.696104121, 527018.837263163 4519232.325478144, 527020.2232444896 4519232.821390192, 527021.6511598182 4519233.179064362, 527023.1072575435 4519233.395056057, 527024.5775146484 4519233.467285156, 527026.0477717534 4519233.395056057, 527027.5038694787 4519233.179064362, 527028.9317848072 4519232.821390192, 527030.3177661339 4519232.325478144, 527031.6484657008 4519231.696104121, 527032.9110681438 4519230.939329341, 527034.093413911 4519230.062441956, 527035.1841163662 4519229.073886874, 527036.1726714489 4519227.983184419, 527037.049558833 4519226.800838651, 527037.8063336137 4519225.538236208, 527038.4357076361 4519224.2075366415, 527038.9316196844 4519222.8215553155, 527039.2892938545 4519221.393639986, 527039.5052855485 4519219.937542262, 527039.5775146484 4519218.467285156, 527039.5775146484 4519188.467285156))",10.482156,0.0964551,0.1828896,-0.118132874,16.20684,0.11515856,0.50178134,0.22794221,0.49773976,0.29276526,0.6114606,218.23044,1.6229403,,,,0.084930494,1.5907648,0.3254664,1.7106822,0.2193121,1062.5146,1318.1198,1539.9264,1825.3254,2180.027,2359.0322,2449.6138,2579.9292,3967.6208,3271.5488
20SE_P6_2,20SE,2020-06-05,2020-06-05,2020,June,1.86,10.5,485.8318779972928,"POLYGON ((527145.6275024414 4519084.467285156, 527145.5552733415 4519082.997028051, 527145.3392816475 4519081.540930326, 527144.9816074774 4519080.113014997, 527144.485695429 4519078.727033671, 527143.8563214067 4519077.396334104, 527143.099546626 4519076.133731661, 527142.2226592419 4519074.951385894, 527141.2341041592 4519073.860683438, 527140.1434017039 4519072.872128356, 527138.9610559368 4519071.995240971, 527137.6984534938 4519071.238466191, 527136.3677539269 4519070.6090921685, 527134.9817726002 4519070.1131801205, 527133.5538572717 4519069.75550595, 527132.0977595464 4519069.539514256, 527130.6275024414 4519069.467285156, 527129.1572453364 4519069.539514256, 527127.7011476111 4519069.75550595, 527126.2732322826 4519070.1131801205, 527124.8872509559 4519070.6090921685, 527123.556551389 4519071.238466191, 527122.293948946 4519071.995240971, 527121.1116031789 4519072.872128356, 527120.0209007236 4519073.860683438, 527119.0323456409 4519074.951385894, 527118.1554582568 4519076.133731661, 527117.3986834761 4519077.396334104, 527116.7693094538 4519078.727033671, 527116.2733974054 4519080.113014997, 527115.9157232353 4519081.540930326, 527115.6997315413 4519082.997028051, 527115.6275024414 4519084.467285156, 527115.6275024414 4519114.467285156, 527115.6997315413 4519115.937542262, 527115.9157232353 4519117.393639986, 527116.2733974054 4519118.8215553155, 527116.7693094538 4519120.2075366415, 527117.3986834761 4519121.538236208, 527118.1554582568 4519122.800838651, 527119.0323456409 4519123.983184419, 527120.0209007236 4519125.073886874, 527121.1116031789 4519126.062441956, 527122.293948946 4519126.939329341, 527123.556551389 4519127.696104121, 527124.8872509559 4519128.325478144, 527126.2732322826 4519128.821390192, 527127.7011476111 4519129.179064362, 527129.1572453364 4519129.395056057, 527130.6275024414 4519129.467285156, 527132.0977595464 4519129.395056057, 527133.5538572717 4519129.179064362, 527134.9817726002 4519128.821390192, 527136.3677539269 4519128.325478144, 527137.6984534938 4519127.696104121, 527138.9610559368 4519126.939329341, 527140.1434017039 4519126.062441956, 527141.2341041592 4519125.073886874, 527142.2226592419 4519123.983184419, 527143.099546626 4519122.800838651, 527143.8563214067 4519121.538236208, 527144.485695429 4519120.2075366415, 527144.9816074774 4519118.8215553155, 527145.3392816475 4519117.393639986, 527145.5552733415 4519115.937542262, 527145.6275024414 4519114.467285156, 527145.6275024414 4519084.467285156))",9.05807,0.08136697,0.16665545,-0.11859512,16.432274,0.11604246,0.49314547,0.22424717,0.5150141,0.29204804,0.55796856,214.25801,1.5718747,,,,0.08144569,1.5780283,0.3201927,1.8155421,0.2381242,1099.7781,1392.346,1654.1333,1946.9258,2329.8984,2515.3115,2610.868,2743.5867,4097.0654,3482.6445
20SE_P6_1,20SE,2020-06-05,2020-06-05,2020,June,1.62,11.88,462.7537021456956,"POLYGON ((527039.5775146484 4519084.467285156, 527039.5052855485 4519082.997028051, 527039.2892938545 4519081.540930326, 527038.9316196844 4519080.113014997, 527038.4357076361 4519078.727033671, 527037.8063336137 4519077.396334104, 527037.049558833 4519076.133731661, 527036.1726714489 4519074.951385894, 527035.1841163662 4519073.860683438, 527034.093413911 4519072.872128356, 527032.9110681438 4519071.995240971, 527031.6484657008 4519071.238466191, 527030.3177661339 4519070.6090921685, 527028.9317848072 4519070.1131801205, 527027.5038694787 4519069.75550595, 527026.0477717534 4519069.539514256, 527024.5775146484 4519069.467285156, 527023.1072575435 4519069.539514256, 527021.6511598182 4519069.75550595, 527020.2232444896 4519070.1131801205, 527018.837263163 4519070.6090921685, 527017.5065635961 4519071.238466191, 527016.2439611531 4519071.995240971, 527015.0616153859 4519072.872128356, 527013.9709129307 4519073.860683438, 527012.982357848 4519074.951385894, 527012.1054704639 4519076.133731661, 527011.3486956832 4519077.396334104, 527010.7193216608 4519078.727033671, 527010.2234096124 4519080.113014997, 527009.8657354424 4519081.540930326, 527009.6497437484 4519082.997028051, 527009.5775146484 4519084.467285156, 527009.5775146484 4519114.467285156, 527009.6497437484 4519115.937542262, 527009.8657354424 4519117.393639986, 527010.2234096124 4519118.8215553155, 527010.7193216608 4519120.2075366415, 527011.3486956832 4519121.538236208, 527012.1054704639 4519122.800838651, 527012.982357848 4519123.983184419, 527013.9709129307 4519125.073886874, 527015.0616153859 4519126.062441956, 527016.2439611531 4519126.939329341, 527017.5065635961 4519127.696104121, 527018.837263163 4519128.325478144, 527020.2232444896 4519128.821390192, 527021.6511598182 4519129.179064362, 527023.1072575435 4519129.395056057, 527024.5775146484 4519129.467285156, 527026.0477717534 4519129.395056057, 527027.5038694787 4519129.179064362, 527028.9317848072 4519128.821390192, 527030.3177661339 4519128.325478144, 527031.6484657008 4519127.696104121, 527032.9110681438 4519126.939329341, 527034.093413911 4519126.062441956, 527035.1841163662 4519125.073886874, 527036.1726714489 4519123.983184419, 527037.049558833 4519122.800838651, 527037.8063336137 4519121.538236208, 527038.4357076361 4519120.2075366415, 527038.9316196844 4519118.8215553155, 527039.2892938545 4519117.393639986, 527039.5052855485 4519115.937542262, 527039.5775146484 4519114.467285156, 527039.5775146484 4519084.467285156))",10.352574,0.09389398,0.1781888,-0.11963398,15.930906,0.11205387,0.49762693,0.22390181,0.48770207,0.2860215,0.5943729,206.98868,1.6133997,,,,0.08126365,1.5770632,0.31969777,1.758665,0.2243589,1076.8453,1338.4227,1569.082,1846.373,2196.3806,2373.0188,2474.244,2597.1147,3985.739,3303.7722
17S_P2_4,17S,2020-06-05,2020-06-06,2020,June,2.17,14.25,590.9267535942881,"POLYGON ((525882.171081543 4520253.549499512, 525882.098852443 4520252.079242406, 525881.882860749 4520250.623144682, 525881.525186579 4520249.195229352, 525881.0292745306 4520247.809248026, 525880.3999005082 4520246.47854846, 525879.6431257275 4520245.215946017, 525878.7662383434 4520244.033600249, 525877.7776832607 4520242.942897794, 525876.6869808055 4520241.954342712, 525875.5046350383 4520241.077455327, 525874.2420325953 4520240.320680547, 525872.9113330285 4520239.691306524, 525871.5253517018 4520239.195394476, 525870.0974363732 4520238.837720306, 525868.6413386479 4520238.621728611, 525867.171081543 4520238.549499512, 525865.700824438 4520238.621728611, 525864.2447267127 4520238.837720306, 525862.8168113842 4520239.195394476, 525861.4308300575 4520239.691306524, 525860.1001304906 4520240.320680547, 525858.8375280476 4520241.077455327, 525857.6551822805 4520241.954342712, 525856.5644798252 4520242.942897794, 525855.5759247425 4520244.033600249, 525854.6990373584 4520245.215946017, 525853.9422625777 4520246.47854846, 525853.3128885553 4520247.809248026, 525852.816976507 4520249.195229352, 525852.4593023369 4520250.623144682, 525852.2433106429 4520252.079242406, 525852.171081543 4520253.549499512, 525852.171081543 4520283.549499512, 525852.2433106429 4520285.019756617, 525852.4593023369 4520286.475854342, 525852.816976507 4520287.903769671, 525853.3128885553 4520289.289750997, 525853.9422625777 4520290.620450564, 525854.6990373584 4520291.883053007, 525855.5759247425 4520293.065398774, 525856.5644798252 4520294.15610123, 525857.6551822805 4520295.144656312, 525858.8375280476 4520296.0215436965, 525860.1001304906 4520296.778318477, 525861.4308300575 4520297.407692499, 525862.8168113842 4520297.9036045475, 525864.2447267127 4520298.261278718, 525865.700824438 4520298.477270412, 525867.171081543 4520298.549499512, 525868.6413386479 4520298.477270412, 525870.0974363732 4520298.261278718, 525871.5253517018 4520297.9036045475, 525872.9113330285 4520297.407692499, 525874.2420325953 4520296.778318477, 525875.5046350383 4520296.0215436965, 525876.6869808055 4520295.144656312, 525877.7776832607 4520294.15610123, 525878.7662383434 4520293.065398774, 525879.6431257275 4520291.883053007, 525880.3999005082 4520290.620450564, 525881.0292745306 4520289.289750997, 525881.525186579 4520287.903769671, 525881.882860749 4520286.475854342, 525882.098852443 4520285.019756617, 525882.171081543 4520283.549499512, 525882.171081543 4520253.549499512))",8.837102,0.07939201,0.17065324,-0.12812427,16.059017,0.10881442,0.502518,0.2255615,0.5378675,0.2790825,0.56330353,213.68013,1.592768,,,,0.08456731,1.5825979,0.32206774,1.7784574,0.23926778,1051.6683,1317.0778,1579.2557,1870.1028,2203.532,2388.9512,2496.9153,2618.9375,3971.2302,3388.1743
20SE_P5_2,20SE,2020-06-05,2020-06-05,2020,June,4.69,18.94,1077.018797122858,"POLYGON ((526945.9533081055 4518816.786682129, 526945.8810790055 4518815.316425024, 526945.6650873115 4518813.860327299, 526945.3074131415 4518812.43241197, 526944.8115010931 4518811.046430644, 526944.1821270707 4518809.715731077, 526943.42535229 4518808.453128634, 526942.5484649059 4518807.2707828665, 526941.5599098232 4518806.180080411, 526940.469207368 4518805.191525329, 526939.2868616008 4518804.314637944, 526938.0242591578 4518803.557863164, 526936.693559591 4518802.928489141, 526935.3075782643 4518802.432577093, 526933.8796629357 4518802.074902923, 526932.4235652104 4518801.858911228, 526930.9533081055 4518801.786682129, 526929.4830510005 4518801.858911228, 526928.0269532752 4518802.074902923, 526926.5990379467 4518802.432577093, 526925.21305662 4518802.928489141, 526923.8823570531 4518803.557863164, 526922.6197546101 4518804.314637944, 526921.437408843 4518805.191525329, 526920.3467063877 4518806.180080411, 526919.358151305 4518807.2707828665, 526918.4812639209 4518808.453128634, 526917.7244891402 4518809.715731077, 526917.0951151178 4518811.046430644, 526916.5992030695 4518812.43241197, 526916.2415288994 4518813.860327299, 526916.0255372054 4518815.316425024, 526915.9533081055 4518816.786682129, 526915.9533081055 4518846.786682129, 526916.0255372054 4518848.256939234, 526916.2415288994 4518849.713036959, 526916.5992030695 4518851.140952288, 526917.0951151178 4518852.526933614, 526917.7244891402 4518853.857633181, 526918.4812639209 4518855.120235624, 526919.358151305 4518856.302581391, 526920.3467063877 4518857.393283847, 526921.437408843 4518858.381838929, 526922.6197546101 4518859.258726314, 526923.8823570531 4518860.015501094, 526925.21305662 4518860.644875117, 526926.5990379467 4518861.140787165, 526928.0269532752 4518861.498461335, 526929.4830510005 4518861.714453029, 526930.9533081055 4518861.786682129, 526932.4235652104 4518861.714453029, 526933.8796629357 4518861.498461335, 526935.3075782643 4518861.140787165, 526936.693559591 4518860.644875117, 526938.0242591578 4518860.015501094, 526939.2868616008 4518859.258726314, 526940.469207368 4518858.381838929, 526941.5599098232 4518857.393283847, 526942.5484649059 4518856.302581391, 526943.42535229 4518855.120235624, 526944.1821270707 4518853.857633181, 526944.8115010931 4518852.526933614, 526945.3074131415 4518851.140952288, 526945.6650873115 4518849.713036959, 526945.8810790055 4518848.256939234, 526945.9533081055 4518846.786682129, 526945.9533081055 4518816.786682129))",13.590557,0.13505545,0.21706925,-0.10118055,16.673388,0.11917513,0.5278935,0.2488213,0.5013858,0.3321165,0.6669748,214.64726,1.6935265,,,,0.08971088,1.6623039,0.3552747,1.6906669,0.2125261,937.5744,1182.4474,1359.7123,1627.8468,1989.3556,2168.5432,2261.9075,2379.3542,3823.7136,2915.4229
20SE_P5_1,20SE,2020-06-05,2020-06-05,2020,June,3.06,13.38,727.8353162004374,"POLYGON ((526839.9033203125 4518816.786682129, 526839.8310912126 4518815.316425024, 526839.6150995186 4518813.860327299, 526839.2574253485 4518812.43241197, 526838.7615133001 4518811.046430644, 526838.1321392778 4518809.715731077, 526837.3753644971 4518808.453128634, 526836.498477113 4518807.2707828665, 526835.5099220303 4518806.180080411, 526834.419219575 4518805.191525329, 526833.2368738079 4518804.314637944, 526831.9742713649 4518803.557863164, 526830.643571798 4518802.928489141, 526829.2575904713 4518802.432577093, 526827.8296751428 4518802.074902923, 526826.3735774175 4518801.858911228, 526824.9033203125 4518801.786682129, 526823.4330632075 4518801.858911228, 526821.9769654822 4518802.074902923, 526820.5490501537 4518802.432577093, 526819.163068827 4518802.928489141, 526817.8323692601 4518803.557863164, 526816.5697668171 4518804.314637944, 526815.38742105 4518805.191525329, 526814.2967185947 4518806.180080411, 526813.308163512 4518807.2707828665, 526812.4312761279 4518808.453128634, 526811.6745013472 4518809.715731077, 526811.0451273249 4518811.046430644, 526810.5492152765 4518812.43241197, 526810.1915411064 4518813.860327299, 526809.9755494124 4518815.316425024, 526809.9033203125 4518816.786682129, 526809.9033203125 4518846.786682129, 526809.9755494124 4518848.256939234, 526810.1915411064 4518849.713036959, 526810.5492152765 4518851.140952288, 526811.0451273249 4518852.526933614, 526811.6745013472 4518853.857633181, 526812.4312761279 4518855.120235624, 526813.308163512 4518856.302581391, 526814.2967185947 4518857.393283847, 526815.38742105 4518858.381838929, 526816.5697668171 4518859.258726314, 526817.8323692601 4518860.015501094, 526819.163068827 4518860.644875117, 526820.5490501537 4518861.140787165, 526821.9769654822 4518861.498461335, 526823.4330632075 4518861.714453029, 526824.9033203125 4518861.786682129, 526826.3735774175 4518861.714453029, 526827.8296751428 4518861.498461335, 526829.2575904713 4518861.140787165, 526830.643571798 4518860.644875117, 526831.9742713649 4518860.015501094, 526833.2368738079 4518859.258726314, 526834.419219575 4518858.381838929, 526835.5099220303 4518857.393283847, 526836.498477113 4518856.302581391, 526837.3753644971 4518855.120235624, 526838.1321392778 4518853.857633181, 526838.7615133001 4518852.526933614, 526839.2574253485 4518851.140952288, 526839.6150995186 4518849.713036959, 526839.8310912126 4518848.256939234, 526839.9033203125 4518846.786682129, 526839.9033203125 4518816.786682129))",12.9892845,0.13736652,0.21627599,-0.06778969,18.470737,0.13779035,0.5248758,0.27986318,0.56029254,0.38924366,0.7295215,256.86768,1.5824131,,,,0.102868214,1.7758949,0.39959767,1.5901961,0.2041691,897.45667,1154.0851,1317.544,1619.4255,2058.5637,2249.9155,2342.2559,2451.5017,3701.4585,2809.46
20SE_P4_4,20SE,2020-06-05,2020-06-05,2020,June,4.44,23.25,1100.9420749692715,"POLYGON ((526996.1342773438 4518675.303894043, 526996.0620482438 4518673.833636938, 526995.8460565498 4518672.377539213, 526995.4883823798 4518670.949623884, 526994.9924703314 4518669.563642558, 526994.363096309 4518668.232942991, 526993.6063215283 4518666.970340548, 526992.7294341442 4518665.787994781, 526991.7408790615 4518664.697292325, 526990.6501766063 4518663.708737243, 526989.4678308391 4518662.831849858, 526988.2052283961 4518662.075075078, 526986.8745288292 4518661.445701055, 526985.4885475026 4518660.949789007, 526984.060632174 4518660.592114837, 526982.6045344487 4518660.376123142, 526981.1342773438 4518660.303894043, 526979.6640202388 4518660.376123142, 526978.2079225135 4518660.592114837, 526976.780007185 4518660.949789007, 526975.3940258583 4518661.445701055, 526974.0633262914 4518662.075075078, 526972.8007238484 4518662.831849858, 526971.6183780812 4518663.708737243, 526970.527675626 4518664.697292325, 526969.5391205433 4518665.787994781, 526968.6622331592 4518666.970340548, 526967.9054583785 4518668.232942991, 526967.2760843561 4518669.563642558, 526966.7801723077 4518670.949623884, 526966.4224981377 4518672.377539213, 526966.2065064437 4518673.833636938, 526966.1342773438 4518675.303894043, 526966.1342773438 4518705.303894043, 526966.2065064437 4518706.774151148, 526966.4224981377 4518708.230248873, 526966.7801723077 4518709.658164202, 526967.2760843561 4518711.044145528, 526967.9054583785 4518712.374845095, 526968.6622331592 4518713.637447538, 526969.5391205433 4518714.819793305, 526970.527675626 4518715.910495761, 526971.6183780812 4518716.899050843, 526972.8007238484 4518717.775938228, 526974.0633262914 4518718.532713008, 526975.3940258583 4518719.162087031, 526976.780007185 4518719.657999079, 526978.2079225135 4518720.015673249, 526979.6640202388 4518720.2316649435, 526981.1342773438 4518720.303894043, 526982.6045344487 4518720.2316649435, 526984.060632174 4518720.015673249, 526985.4885475026 4518719.657999079, 526986.8745288292 4518719.162087031, 526988.2052283961 4518718.532713008, 526989.4678308391 4518717.775938228, 526990.6501766063 4518716.899050843, 526991.7408790615 4518715.910495761, 526992.7294341442 4518714.819793305, 526993.6063215283 4518713.637447538, 526994.363096309 4518712.374845095, 526994.9924703314 4518711.044145528, 526995.4883823798 4518709.658164202, 526995.8460565498 4518708.230248873, 526996.0620482438 4518706.774151148, 526996.1342773438 4518705.303894043, 526996.1342773438 4518675.303894043))",12.3628435,0.12623574,0.22393475,-0.112222925,17.583998,0.12571107,0.5450716,0.26573583,0.5406271,0.36890137,0.6939083,210.67163,1.6947166,,,,0.09082602,1.7246003,0.37942585,1.6179686,0.21339075,906.55084,1144.7341,1331.6399,1597.3545,1996.4939,2186.9634,2297.2104,2407.1145,3885.101,3017.0925
