index,Year,PastureID,on_date,off_date,on_wt_raw,on_wt,off_wt_raw,off_wt,on_ct,period_days,adg,outlier_adg_upr,outlier_adg_lwr,outlier_adg,outlier_on_wt_upr,outlier_on_wt_lwr,outlier_on_wt,outlier_off_wt_upr,outlier_off_wt_lwr,outlier_off_wt,num_animals,area_ha,on_ct_ha,on_au,on_au_ha,CP,DOM,Biomass_kg_ha,forage_kg_au,forage_kg_100kg,period
33,2003,15E,2003-05-22,2003-06-20,636.3,636.3,727.4,727.4,20.0,29.0,3.1413793103448273,5.065306469341101,1.217452151348554,0.0,747.7072188911142,524.8927811088857,0.0,885.7519065745325,569.0480934254674,0.0,20,132.26,0.15121729925903524,12.725999999999999,0.09621956751852412,12.723164285714287,67.40814999999998,720.4566653571428,1871.9078767903445,1650.7401804755616,0
34,2003,15E,2003-06-20,2003-07-18,727.4,727.4,786.1,786.1,20.0,28.0,2.0964285714285715,4.415090890884528,-0.2222337480273855,0.0,885.7519065745325,569.0480934254674,0.0,955.6769038394956,616.5230961605046,0.0,20,132.26,0.15121729925903524,14.547999999999998,0.10999546348102222,9.278893827160495,63.28693086419756,648.1286151851854,1473.0803313925046,1299.0344889553628,1
35,2003,15E,2003-09-12,2003-10-08,892.7,892.7,937.6,937.6,20.0,26.0,1.726923076923077,3.6258032399559204,-0.17195708610976634,0.0,1085.2250222971713,700.1749777028288,0.0,1126.0525907154592,749.1474092845407,0.0,20,132.26,0.15121729925903524,17.854,0.13499168304854076,5.847632000000001,62.25862133333335,949.132668,1757.7613793782905,1550.0802003157949,2
36,2003,23E,2003-05-22,2003-06-20,637.6666666666666,637.6666666666666,724.75,724.75,25.0,29.0,3.0028735632183907,4.691419232049308,1.314327894387472,0.0,752.3943214958695,522.9390118374638,0.0,851.583423793984,597.916576206016,0.0,24,119.77,0.2087334056942473,15.941666666666665,0.1331023350310317,11.993471428571429,67.09807738095238,679.7390782142858,1276.7226774342657,1125.8766785995676,0
37,2003,23E,2003-06-20,2003-07-18,724.75,724.75,800.5,800.5,25.0,28.0,2.705357142857143,4.256155159942514,1.154559125771772,0.0,851.583423793984,597.916576206016,0.0,923.8351742909998,677.1648257090002,0.0,24,119.77,0.2087334056942473,18.11875,0.15127953577690573,8.440177777777777,62.983755555555554,536.364714074074,886.3801559800186,781.653497372558,1
38,2003,23E,2003-09-12,2003-10-08,907.7391304347826,907.7391304347826,924.2173913043479,924.2173913043479,25.0,26.0,0.6337792642140468,2.7055344085047466,-1.631816459786798,0.0,1058.6822971002946,756.3177028997053,0.0,1068.0250750676323,774.8915915990344,0.0,23,119.77,0.2087334056942473,22.693478260869565,0.18947548017758675,6.280608,62.40311066666667,760.7657307999999,1003.7786024964402,885.1812057565608,2
39,2003,23W,2003-05-22,2003-06-20,635.0666666666667,635.0666666666667,728.1333333333333,728.1333333333333,15.0,29.0,3.209195402298851,4.669804395452598,1.748586409145104,0.0,750.5873512708906,519.5459820624428,0.0,857.8829823832301,598.3836842834364,0.0,15,126.48,0.11859582542694497,9.526,0.07531625553447185,12.492976190476186,67.00502261904761,859.9481842857141,2854.4574414354693,2517.2005793972853,0
40,2003,23W,2003-06-20,2003-07-18,728.1333333333333,728.1333333333333,809.2,809.2,15.0,28.0,2.895238095238095,4.215852847395271,1.574623343080919,0.0,857.8829823832301,598.3836842834364,0.0,943.3219061685515,675.0780938314485,0.0,15,126.48,0.11859582542694497,10.921999999999999,0.08635357368753951,8.874972839506173,62.776618518518525,694.872172962963,2011.7064740055753,1774.0214404449307,1
41,2003,23W,2003-09-12,2003-10-08,922.9333333333333,922.9333333333333,958.1333333333333,958.1333333333333,15.0,26.0,1.3538461538461537,3.6233935335096885,-0.9157012258173809,0.0,1080.2606536381224,765.6060130285441,0.0,1106.6727941798417,809.5938724868248,0.0,15,126.48,0.11859582542694497,13.844,0.10945604048070841,5.7890880000000005,62.50711733333332,963.4428728,2200.524677689685,1940.5305937484663,2
42,2004,15E,2004-05-19,2004-06-17,679.7894736842105,679.7894736842105,744.8421052631579,744.8421052631579,20.0,29.0,2.2431941923774956,3.960931859276496,0.5254565254784951,0.0,842.4534799897494,517.1254673786716,0.0,903.2253845507606,586.4588259755553,0.0,19,132.26,0.15121729925903524,13.59578947368421,0.10279592827524732,8.755742857142858,63.17417380952382,361.0322103571429,878.0313977768645,774.2911528929505,0
43,2004,15E,2004-06-17,2004-07-15,744.8421052631579,744.8421052631579,776.6315789473684,776.6315789473684,20.0,28.0,1.1353383458646615,2.6007468645874905,-0.330070172858167,0.0,903.2253845507606,586.4588259755553,0.0,933.8454794979107,619.4176783968262,0.0,19,132.26,0.15121729925903524,14.89684210526316,0.11263301153230879,8.727014814814813,64.45504320987654,484.74775222222235,1075.9451106462966,948.8211723193639,1
44,2004,15E,2004-07-15,2004-08-12,776.6315789473684,776.6315789473684,827.4736842105264,827.4736842105264,20.0,28.0,1.8157894736842106,3.6761106406479933,-0.04453169327957207,0.0,933.8454794979107,619.4176783968262,0.0,989.7061360228954,665.2412323981573,0.0,19,132.26,0.15121729925903524,15.532631578947369,0.11744012988770126,7.065155555555556,60.4222888888889,460.13373851851856,979.5070453313278,863.7773561590798,2
45,2004,15E,2004-08-12,2004-09-09,827.4736842105264,827.4736842105264,892.5263157894736,892.5263157894736,20.0,28.0,2.3233082706766917,4.319948843438635,0.32666769791474826,0.0,989.7061360228954,665.2412323981573,0.0,1048.4986480187913,736.553983560156,0.0,19,132.26,0.15121729925903524,16.549473684210525,0.12512833573423957,6.815962962962964,60.02846049382716,461.96724111111115,922.9868646464791,813.9350885875607,3
46,2004,15E,2004-09-09,2004-10-12,892.5263157894736,892.5263157894736,913.2631578947369,913.2631578947369,20.0,33.0,0.6283891547049442,1.8178910240651185,-0.5611127146552298,0.0,1048.4986480187913,736.553983560156,0.0,1070.6316493574918,755.8946664319819,0.0,19,132.26,0.15121729925903524,17.850526315789473,0.13496541899130102,7.086887499999999,63.168149999999976,562.8878168750001,1042.6519272156672,919.4616101815533,4
47,2004,23E,2004-05-19,2004-06-17,678.4,678.4,742.88,742.88,25.0,29.0,2.223448275862069,4.075220573444238,0.37167597827989995,0.0,845.5406593262094,511.2593406737905,0.0,929.500577643517,556.2594223564829,0.0,25,119.77,0.2087334056942473,16.96,0.14160474242297738,9.160591428571426,63.38614452380951,339.8679121428572,600.0291839232018,529.1351650586201,0
48,2004,23E,2004-06-17,2004-07-15,742.0,742.0,790.5833333333334,790.5833333333334,25.0,28.0,1.7351190476190477,3.4858541288263396,-0.1772827002549111,0.0,929.500577643517,556.2594223564829,0.0,972.0770078495381,606.322992150462,0.0,24,119.77,0.2087334056942473,18.55,0.1548801870251315,8.743323456790122,64.40727654320987,442.1469337037036,713.691890157582,629.3685144285666,1
49,2004,23E,2004-07-15,2004-08-12,789.2,789.2,843.36,843.36,25.0,28.0,1.9342857142857142,3.6761619019239813,0.19240952664744726,0.0,972.0770078495381,606.322992150462,0.0,1007.655952476012,679.0640475239879,0.0,25,119.77,0.2087334056942473,19.73,0.16473240377389997,7.127567901234568,60.944679012345674,402.4812807407408,610.8107323152373,538.6428632520756,2
50,2004,23E,2004-08-12,2004-09-09,843.36,843.36,886.28,886.28,25.0,28.0,1.5328571428571427,3.0600093545082996,0.005704931205985364,0.0,1007.655952476012,679.0640475239879,0.0,1058.811562329911,713.748437670089,0.0,25,119.77,0.2087334056942473,21.084,0.17603740502630041,6.8604888888888915,59.4699962962963,382.150891111111,542.7126283956763,478.59061508964646,3
51,2004,23E,2004-09-09,2004-10-12,886.28,886.28,886.24,886.24,25.0,33.0,-0.001212121212121211,1.7201653783119568,-1.7225896207361993,0.0,1058.811562329911,713.748437670089,0.0,1078.866477930735,693.6135220692651,0.0,25,119.77,0.2087334056942473,22.157,0.1849962427986975,7.147181250000004,63.01490208333331,463.7299599999999,626.6748353703117,552.6326074402986,4
52,2004,23W,2004-05-19,2004-06-17,682.4,682.4,763.8666666666667,763.8666666666667,15.0,29.0,2.80919540229885,4.694869537486093,0.9235212671116092,0.0,868.2921346218976,496.50786537810234,0.0,949.9560461133647,577.7772872199687,0.0,15,126.48,0.11859582542694497,10.236,0.08092979127134725,8.96679380952381,63.730445238095236,462.83945714285704,1429.7561190755314,1260.8290735362514,0
53,2004,23W,2004-06-17,2004-07-15,763.8666666666667,763.8666666666667,814.2666666666667,814.2666666666667,15.0,28.0,1.8,4.358898040890546,-0.758898040890545,0.0,949.9560461133647,577.7772872199687,0.0,967.8892096552714,660.6441236780619,0.0,15,126.48,0.11859582542694497,11.458,0.09059139784946237,8.592577777777779,64.71325308641975,566.8405088888888,1564.277962215628,1379.457032944031,1
54,2004,23W,2004-07-15,2004-08-12,814.2666666666667,814.2666666666667,880.8,880.8,15.0,28.0,2.376190476190476,3.773084156236588,0.9792967961443634,0.0,967.8892096552714,660.6441236780619,0.0,1050.593488012434,711.006511987566,0.0,15,126.48,0.11859582542694497,12.214,0.0965686274509804,7.172841975308642,61.12482716049384,538.7832588888889,1394.8196042301186,1230.0203411535501,2
55,2004,23W,2004-08-12,2004-09-09,880.8,880.8,952.2666666666667,952.2666666666667,15.0,28.0,2.552380952380952,4.525450367138552,0.5793115376233531,0.0,1050.593488012434,711.006511987566,0.0,1145.4531790618869,759.0801542714464,0.0,15,126.48,0.11859582542694497,13.211999999999998,0.1044592030360531,6.9501901234567915,59.84349382716049,532.8246107407407,1275.1978649426449,1124.5320241543259,3
56,2004,23W,2004-09-09,2004-10-12,952.2666666666667,952.2666666666667,983.7333333333333,983.7333333333333,15.0,33.0,0.9535353535353536,2.8573210144178125,-0.9502503073471051,0.0,1145.4531790618869,759.0801542714464,0.0,1156.990862545115,810.4758041215515,0.0,15,126.48,0.11859582542694497,14.284,0.1129348513598988,7.13526875,63.3546114583333,616.5814984375002,1364.9052772748357,1203.6404203843515,4
57,2005,15E,2005-05-17,2005-06-16,599.0,599.0,675.6666666666666,675.6666666666666,20.0,30.0,2.5555555555555554,6.740848458124713,-1.1008484581247147,0.0,758.4796169892578,457.32038301074215,0.0,875.0386765073436,509.96132349265633,0.0,18,132.26,0.15121729925903524,11.98,0.09057916225616211,10.972565517241382,65.26136436781611,951.9154100000002,2627.302423343072,2316.884142776098,0
58,2005,15E,2005-06-16,2005-07-14,684.421052631579,684.421052631579,756.1052631578947,756.1052631578947,20.0,28.0,2.5601503759398496,6.534485458248614,-1.8987711725343284,0.0,875.0386765073437,509.96132349265633,0.0,906.6731865089183,608.1268134910816,0.0,19,132.26,0.15121729925903524,13.688421052631579,0.10349630313497339,10.460782716049383,63.90745802469135,809.0188429629629,1954.221596465845,1723.3284558696125,1
59,2005,15E,2005-07-14,2005-08-11,757.4,757.4,846.0,846.0,20.0,28.0,3.164285714285714,5.016926295017678,1.3116451335537511,0.0,906.6731865089183,608.1268134910816,0.0,995.1449312793291,696.8550687206709,0.0,20,132.26,0.15121729925903524,15.148,0.11453198245879329,8.123244444444444,62.06012839506174,774.3726177777779,1690.2977691327058,1490.5874797961926,2
60,2005,15E,2005-08-11,2005-09-08,846.0,846.0,894.25,894.25,20.0,28.0,1.7232142857142858,3.507908543258375,-0.0614799718298038,0.0,995.1449312793291,696.8550687206709,0.0,1069.0969631601183,719.4030368398817,0.0,20,132.26,0.15121729925903524,16.919999999999998,0.1279298351731438,7.12412839506173,60.78473333333332,682.043826666667,1332.8474662371952,1175.370270216137,3
61,2005,15E,2005-09-08,2005-10-18,894.25,894.25,910.9,910.9,20.0,40.0,0.41625000000000006,1.5519295728132398,-0.7194295728132398,0.0,1069.0969631601183,719.4030368398817,0.0,1071.56083923333,750.23916076667,0.0,20,132.26,0.15121729925903524,17.884999999999998,0.13522606986239225,6.254429059829061,59.60994957264955,662.8536476923076,1225.4546190073331,1080.6659900450554,4
62,2005,23E,2005-05-17,2005-06-16,608.6666666666666,608.6666666666666,688.75,688.75,25.0,30.0,2.6694444444444443,4.060951020050803,1.1550489799491976,0.0,735.3133562711191,481.4866437288809,0.0,817.5527954021303,555.7272045978698,0.0,24,119.77,0.2087334056942473,15.216666666666665,0.1270490662658985,10.293034482758621,66.1374275862069,897.1126237931034,1765.287715526287,1556.7172926883993,0
63,2005,23E,2005-06-16,2005-07-14,686.64,686.64,774.0,774.0,25.0,28.0,3.12,5.290112383058085,0.9498876169419148,0.0,817.5527954021302,555.7272045978698,0.0,921.803924169827,626.196075830173,0.0,25,119.77,0.2087334056942473,17.166,0.14332470568589797,10.680997530864197,64.29334567901233,722.5656411111113,1260.3647739117703,1111.4514769388827,1
64,2005,23E,2005-07-14,2005-08-11,774.0,774.0,835.6,835.6,25.0,28.0,2.2,4.457640089897016,-0.0576400898970153,0.0,921.803924169827,626.196075830173,0.0,971.4639024906911,699.7360975093089,0.0,25,119.77,0.2087334056942473,19.35,0.16155965600734742,8.407545679012348,62.5692975308642,729.7587011111112,1129.2403053240023,995.8194890482856,2
65,2005,23E,2005-08-11,2005-09-08,835.6,835.6,915.48,915.48,25.0,28.0,2.8528571428571428,4.583891397814778,1.1218228878995078,0.0,971.4639024906911,699.7360975093089,0.0,1071.6652745939898,759.2947254060102,0.0,25,119.77,0.2087334056942473,20.89,0.17441763379811306,7.366659259259258,61.455823456790135,690.2683466666668,989.3901373895008,872.4927514891847,3
66,2005,23E,2005-09-08,2005-10-18,915.48,915.48,931.44,931.44,25.0,40.0,0.39899999999999997,1.519089282155668,-0.721089282155668,0.0,1071.6652745939898,759.2947254060102,0.0,1090.27500873548,772.6049912645201,0.0,25,119.77,0.2087334056942473,22.887,0.19109125824496953,6.484164102564102,59.6197111111111,614.0680464102564,803.3701437339583,708.4511970375148,4
67,2005,23W,2005-05-17,2005-06-16,605.7142857142857,605.7142857142857,697.2857142857143,697.2857142857143,14.0,30.0,3.0523809523809526,5.420344792318706,0.6844171124432,0.0,723.7800152191529,487.6485562094184,0.0,841.08571275734,553.4857158140886,0.0,14,126.48,0.11068943706514864,8.479999999999999,0.06704617330803288,11.745301149425288,66.71397126436781,979.5349734482757,3652.4641344851984,3220.9220225509503,0
68,2005,23W,2005-06-16,2005-07-14,697.2857142857143,697.2857142857143,783.4285714285714,783.4285714285714,14.0,28.0,3.0765306122448983,5.511747533432954,0.6413136910568428,0.0,841.08571275734,553.4857158140886,0.0,928.0508532374421,638.8062896197008,0.0,14,126.48,0.11068943706514864,9.762,0.07718216318785578,10.920893827160496,64.30497777777776,927.1977840740743,3003.277395249153,2648.4373141013402,1
69,2005,23W,2005-07-14,2005-08-11,783.4285714285714,783.4285714285714,866.4285714285714,866.4285714285714,14.0,28.0,2.9642857142857144,4.760573094313851,1.1679983342575766,0.0,928.0508532374421,638.8062896197008,0.0,1039.1615483573598,693.6955944997832,0.0,14,126.48,0.11068943706514864,10.968,0.08671726755218216,8.328567901234566,62.14399382716048,936.8269329629629,2700.8084992969443,2381.705405932595,2
70,2005,23W,2005-08-11,2005-09-08,866.4285714285714,866.4285714285714,935.7142857142857,935.7142857142857,14.0,28.0,2.4744897959183674,4.085983122717739,0.8629964691189957,0.0,1039.1615483573598,693.6955944997832,0.0,1088.9355220124805,782.4930494160908,0.0,14,126.48,0.11068943706514864,12.13,0.0959044908285895,6.982866666666666,61.966370370370385,992.3231703703706,2586.7484457634887,2281.121656224939,3
71,2005,23W,2005-09-08,2005-10-18,935.7142857142857,935.7142857142857,969.5714285714286,969.5714285714286,14.0,40.0,0.8464285714285714,2.526536005199099,-0.8336788623419561,0.0,1088.9355220124805,782.4930494160908,0.0,1150.295795227662,788.8470619151951,0.0,14,126.48,0.11068943706514864,13.1,0.10357368753953193,6.013352136752136,60.400935897435886,920.0210823076925,2220.6921085930717,1958.3152235061375,4
72,2006,15E,2006-05-18,2006-06-15,641.3684210526316,641.3684210526316,711.7894736842105,711.7894736842105,20.0,28.0,2.5150375939849625,4.536073582324955,0.4940016056449688,0.0,780.6386997423642,502.09814236289895,0.0,850.7699721268641,572.8089752415569,0.0,19,132.26,0.15121729925903524,12.827368421052633,0.09698600046161072,8.738318518518518,62.139565925925915,651.5064751851853,1679.3827771129363,1480.96210446656,0
73,2006,15E,2006-06-15,2006-07-13,711.7894736842105,711.7894736842105,732.5263157894736,732.5263157894736,20.0,28.0,0.7406015037593985,3.321151324856095,-1.839948317337298,0.0,850.7699721268641,572.8089752415569,0.0,874.7070754619857,590.3455561169616,0.0,19,132.26,0.15121729925903524,14.23578947368421,0.10763488185153645,7.18411111111111,60.786225925925926,547.0491755555554,1270.6131277918673,1120.488978059192,1
74,2006,15E,2006-07-13,2006-08-10,732.5263157894736,732.5263157894736,817.0526315789474,817.0526315789474,20.0,28.0,3.018796992481203,5.221348973918753,0.8162450110436521,0.0,874.7070754619857,590.3455561169616,0.0,983.6583748299245,650.4468883279702,0.0,19,132.26,0.15121729925903524,14.650526315789474,0.1107706511098554,7.626844444444443,63.44223209876544,514.6698044444444,1161.5662616581242,1024.326102891126,2
75,2006,15E,2006-08-10,2006-09-07,817.0526315789474,817.0526315789474,859.4736842105264,859.4736842105264,20.0,28.0,1.5150375939849623,2.7999161862175743,0.2301590017523507,0.0,983.6583748299245,650.4468883279702,0.0,1029.871361486517,689.0760069345358,0.0,19,132.26,0.15121729925903524,16.341052631578947,0.12355249229985595,7.148644444444447,60.000930864197535,613.8413707407408,1242.0659415978785,1095.3146690698331,3
76,2006,23E,2006-05-18,2006-06-15,647.6666666666666,647.6666666666666,697.2,697.2,30.0,28.0,1.769047619047619,3.6147065042751363,-0.07661126617989833,0.0,792.6810535866997,502.65227974663344,0.0,848.6831503091555,545.7168496908446,0.0,30,119.77,0.2504800868330968,19.43,0.162227602905569,8.795444444444444,61.92291728395062,574.0282614814815,884.6032537009398,780.0865377880493,0
77,2006,23E,2006-06-15,2006-07-13,697.2,697.2,719.6666666666666,719.6666666666666,30.0,28.0,0.8023809523809523,2.829566873459897,-1.2248049686979918,0.0,848.6831503091555,545.7168496908446,0.0,865.4920227703244,573.8413105630087,0.0,30,119.77,0.2504800868330968,20.916,0.17463471654003507,7.608799999999997,61.521929629629625,501.8884937037036,718.4832770473869,633.5937943994841,1
78,2006,23E,2006-07-13,2006-08-10,719.6666666666666,719.6666666666666,809.5333333333333,809.5333333333333,30.0,28.0,3.2095238095238097,5.17181791854585,1.2472297005017698,0.0,865.4920227703244,573.8413105630087,0.0,974.2702395682813,644.7964270983853,0.0,30,119.77,0.2504800868330968,21.59,0.18026216915755197,9.437012345679014,64.83258271604937,590.638972962963,819.1388350135951,722.3568024423294,2
79,2006,23E,2006-08-10,2006-09-07,809.5333333333333,809.5333333333333,862.1333333333333,862.1333333333333,30.0,28.0,1.8785714285714288,4.1996001929305455,-0.4424573357876873,0.0,974.2702395682813,644.7964270983853,0.0,1037.854428960113,686.4122377065536,0.0,30,119.77,0.2504800868330968,24.286,0.20277197962761961,7.402777777777777,61.950879012345695,701.7247014814815,865.1647811129562,762.9447392273871,3
80,2006,23W,2006-05-18,2006-06-15,650.9333333333333,650.9333333333333,710.9333333333333,710.9333333333333,15.0,28.0,2.1428571428571432,3.5619584065101133,0.7237558792041725,0.0,802.4491033753609,499.4175632913057,0.0,867.703957403752,554.1627092629145,0.0,15,126.48,0.11859582542694497,9.764,0.07719797596457938,8.822140740740739,62.17189358024689,762.6306359259258,2469.7235464950613,2177.9233601262395,0
81,2006,23W,2006-06-15,2006-07-13,710.9333333333333,710.9333333333333,748.5333333333333,748.5333333333333,15.0,28.0,1.3428571428571427,2.6442916507850884,0.0414226349291964,0.0,867.703957403752,554.1627092629145,0.0,894.7742304859424,602.2924361807242,0.0,15,126.48,0.11859582542694497,10.664,0.08431372549019607,7.789977777777778,61.56239851851852,665.2174451851852,1972.4470758397931,1739.4005775183505,1
82,2006,23W,2006-07-13,2006-08-10,748.5333333333333,748.5333333333333,827.8666666666667,827.8666666666667,15.0,28.0,2.8333333333333335,4.265471737316435,1.4011949293502317,0.0,894.7742304859424,602.2924361807242,0.0,998.6216289455333,657.1117043878,0.0,15,126.48,0.11859582542694497,11.228,0.0887729285262492,9.506311111111112,64.98594938271604,701.6576955555558,1975.9900546372176,1742.524950000563,2
83,2006,23W,2006-08-10,2006-09-07,827.8666666666667,827.8666666666667,885.3333333333334,885.3333333333334,15.0,28.0,2.052380952380952,4.592324249652128,-0.48756234489022304,0.0,998.6216289455333,657.1117043878,0.0,1066.325835151187,704.3408315154799,0.0,15,126.48,0.11859582542694497,12.418,0.09818153067678684,7.459224691358026,62.12454197530864,858.3576088888889,2185.639200601278,1927.4038499380206,3
84,2007,15E,2007-05-17,2007-06-14,627.4736842105264,627.4736842105264,741.7894736842105,741.7894736842105,20.0,28.0,4.082706766917293,5.466400355990588,2.699013177843998,0.0,747.3042663715617,507.64310204949106,0.0,887.0739496180433,596.5049977503778,0.0,19,132.26,0.15121729925903524,12.549473684210529,0.09488487588243255,9.650627160493825,65.3973987654321,609.6718248148148,1606.3461619801003,1416.554834888515,0
85,2007,15E,2007-06-14,2007-07-12,746.0,746.0,796.1111111111111,796.1111111111111,20.0,28.0,1.7896825396825398,4.731285194370667,-1.5884280515135243,0.0,887.0739496180432,596.5049977503778,0.0,984.7255914390527,586.8533559293684,0.0,18,132.26,0.15121729925903524,14.92,0.11280810524724029,6.740977777777778,58.5502814814815,439.8635203703703,974.8047788905022,859.6306669713179,1
86,2007,15E,2007-07-12,2007-08-09,796.1111111111111,796.1111111111111,834.3333333333334,834.3333333333334,20.0,28.0,1.3650793650793651,3.732028301334663,-0.7169907073497004,0.0,984.7255914390527,586.8533559293684,0.0,992.4262752725367,663.5737247274633,0.0,18,132.26,0.15121729925903524,15.922222222222222,0.12038577213233195,7.494659259259261,62.695227160493836,603.6463629629629,1253.5666637985576,1105.4565700023195,2
87,2007,15E,2007-08-09,2007-09-06,828.0,828.0,907.578947368421,907.578947368421,20.0,28.0,2.8421052631578947,4.609986139432093,1.0742243868836976,0.0,992.4262752725368,663.5737247274633,0.0,1095.9782992501982,719.1795954866438,0.0,19,132.26,0.15121729925903524,16.56,0.12520792378648118,9.47935061728395,63.86773827160492,889.1709999999999,1775.38883544686,1565.6249556815603,3
88,2007,23E,2007-05-17,2007-06-14,626.1333333333333,626.1333333333333,721.4,721.4,30.0,28.0,3.4023809523809523,4.694830470354285,2.109931434407619,0.0,761.7325399224068,490.5341267442599,0.0,876.3872964760839,566.4127035239161,0.0,30,119.77,0.2504800868330968,18.784,0.15683393170242965,9.791688888888885,65.64687382716049,598.9500907407408,954.7520811331257,841.9472145293146,0
89,2007,23E,2007-06-14,2007-07-12,721.4,721.4,769.0666666666667,769.0666666666667,30.0,28.0,1.7023809523809523,3.192407613582281,0.21235429117962276,0.0,876.3872964760839,566.4127035239161,0.0,937.3600066295486,600.773326703785,0.0,30,119.77,0.2504800868330968,21.642,0.180696334641396,6.639333333333333,58.8510148148148,478.5289566666668,662.0623456700707,583.8390497354006,1
90,2007,23E,2007-07-12,2007-08-09,769.0666666666667,769.0666666666667,802.1333333333333,802.1333333333333,30.0,28.0,1.180952380952381,2.3663669077241307,-0.004462145819369434,0.0,937.3600066295486,600.773326703785,0.0,961.727992305411,642.5386743612555,0.0,30,119.77,0.2504800868330968,23.072,0.19263588544710694,7.641903703703705,62.94407777777777,611.4258407407407,793.4994034491864,699.7466941070338,2
91,2007,23E,2007-08-09,2007-09-06,802.1333333333333,802.1333333333333,866.1333333333333,866.1333333333333,30.0,28.0,2.2857142857142856,3.5677286665325783,1.0036999048959918,0.0,961.727992305411,642.5386743612555,0.0,1044.6995771989527,687.5670894677139,0.0,30,119.77,0.2504800868330968,24.064,0.2009184269850547,9.58983209876543,63.99282716049382,907.7413881481481,1129.4899648697608,996.0396510812216,3
92,2007,23W,2007-05-17,2007-06-14,624.4,624.4,736.4,736.4,15.0,28.0,4.0,6.101124230518026,1.8988757694819731,0.0,743.5872476400054,505.2127523599945,0.0,880.3142601888857,592.4857398111143,0.0,15,126.48,0.11859582542694497,9.366,0.07405123339658444,9.985661728395062,65.80962592592594,782.9255262962963,2643.1886762213207,2330.893419764817,0
93,2007,23W,2007-06-14,2007-07-12,736.4,736.4,802.4,802.4,15.0,28.0,2.3571428571428568,3.2332094706890313,1.4810762435966822,0.0,880.3142601888857,592.4857398111143,0.0,940.7015339239384,664.0984660760615,0.0,15,126.48,0.11859582542694497,11.046,0.08733396584440227,6.926333333333333,58.561155555555565,585.1404781481482,1675.0083214778606,1477.1044949260151,1
94,2007,23W,2007-07-12,2007-08-09,802.4,802.4,818.4,818.4,15.0,28.0,0.5714285714285714,1.9695739485717432,-0.8267168057146004,0.0,940.7015339239384,664.0984660760615,0.0,982.0927435340806,654.7072564659194,0.0,15,126.48,0.11859582542694497,12.036,0.09516129032258064,7.425197530864199,62.4504024691358,732.6581288888889,1924.7798301318269,1697.365262234748,2
95,2007,23W,2007-08-09,2007-09-06,818.4,818.4,895.3333333333334,895.3333333333334,15.0,28.0,2.7476190476190476,4.2141553966311545,1.2810826986069404,0.0,982.0927435340806,654.7072564659194,0.0,1069.3136277840063,721.3530388826605,0.0,15,126.48,0.11859582542694497,12.276,0.09705882352941177,9.201802469135801,63.64036419753085,1206.2806407407409,3107.086498877666,2739.9812733866456,3
96,2008,15E,2008-07-10,2008-08-07,739.2631578947369,739.2631578947369,789.6842105263158,789.6842105263158,20.0,28.0,1.800751879699248,4.103454590664251,-0.8320260192356792,0.0,930.6712378620798,560.1287621379201,0.0,960.7201897616981,621.679810238302,0.0,19,132.26,0.15121729925903524,14.785263157894736,0.11178937817854784,6.281044444444445,58.54615185185186,544.8498255555555,1218.4740501135357,1074.5101820063999,0
97,2008,15E,2008-08-07,2008-09-03,791.2,791.2,813.2,813.2,20.0,27.0,0.8148148148148147,2.014771495860953,-0.38514186623132374,0.0,960.7201897616981,621.679810238302,0.0,991.7987564051712,634.6012435948289,0.0,20,132.26,0.15121729925903524,15.824,0.11964312717374868,8.040341025641027,62.88834871794874,717.7099830769232,1499.6891171915106,1322.4994214003295,1
98,2008,15E,2008-09-03,2008-10-13,813.2,813.2,891.0,891.0,20.0,40.0,1.9449999999999998,3.0482368643892244,0.8417631356107753,0.0,991.7987564051712,634.6012435948289,0.0,1090.4112386633792,691.5887613366208,0.0,20,132.26,0.15121729925903524,16.264,0.12296990775744746,9.295866666666667,63.545542735042744,894.8870925641025,1819.3213056832299,1604.36676276828,2
99,2008,23E,2008-07-10,2008-08-07,734.2758620689655,734.2758620689655,767.2413793103449,767.2413793103449,30.0,28.0,1.1773399014778323,2.4080810074624814,-0.012842912224386938,0.0,940.9421786479624,541.4578213520377,0.0,979.1678604124668,570.2988062541999,0.0,29,119.77,0.2504800868330968,22.028275862068963,0.18392148169048145,6.288377777777779,58.50819259259259,495.3559129629629,673.3252532683887,593.7712340870183,0
100,2008,23E,2008-08-07,2008-09-03,767.2413793103449,767.2413793103449,793.5862068965517,793.5862068965517,30.0,27.0,0.9757343550446997,2.200287157414342,-0.328682219142737,0.0,979.1678604124668,570.2988062541999,0.0,998.0219423578418,601.9780576421582,0.0,29,119.77,0.2504800868330968,23.017241379310345,0.19217868731160012,8.391633333333333,63.6199653846154,681.8939184615385,887.0571549850246,782.2505083011201,1
101,2008,23E,2008-09-03,2008-10-13,793.5862068965517,793.5862068965517,849.7241379310345,849.7241379310345,30.0,40.0,1.403448275862069,2.944879394521891,-0.06821272785522492,0.0,998.0219423578418,601.9780576421582,0.0,1079.3553495908538,635.7113170758128,0.0,29,119.77,0.2504800868330968,23.807586206896552,0.1987775420129962,9.185129914529915,63.57239145299147,857.3655100000001,1078.2977560210813,950.8958504051393,2
