"Year","PastureID","ID","on_date","off_date","on_wt_raw","off_wt_raw","on_wt","off_wt","Past_Year","on_ct"
2003,"23W","208",2003-09-12,2003-10-09,930,964,930,964,"23W_2003",15
2003,"23W","213",2003-09-12,2003-10-09,980,1020,980,1020,"23W_2003",15
2003,"23W","223",2003-09-12,2003-10-09,830,872,830,872,"23W_2003",15
2003,"23W","226",2003-09-12,2003-10-09,884,932,884,932,"23W_2003",15
2003,"23W","227",2003-09-12,2003-10-09,944,952,944,952,"23W_2003",15
2003,"23W","236",2003-09-12,2003-10-09,938,956,938,956,"23W_2003",15
2003,"23W","238",2003-09-12,2003-10-09,850,886,850,886,"23W_2003",15
2003,"23W","239",2003-09-12,2003-10-09,852,896,852,896,"23W_2003",15
2003,"23W","240",2003-09-12,2003-10-09,904,932,904,932,"23W_2003",15
2003,"23W","244",2003-09-12,2003-10-09,922,1010,922,1010,"23W_2003",15
2003,"23W","248",2003-09-12,2003-10-09,920,940,920,940,"23W_2003",15
2003,"23W","250",2003-09-12,2003-10-09,994,1005,994,1005,"23W_2003",15
2003,"23W","265",2003-09-12,2003-10-09,924,972,924,972,"23W_2003",15
2003,"23W","267",2003-09-12,2003-10-09,1004,1025,1004,1025,"23W_2003",15
2003,"23W","204",2003-09-12,2003-10-09,968,1010,968,1010,"23W_2003",15
2004,"15E","301",2004-05-19,2004-06-17,688,670,688,670,"15E_2004",20
2004,"15E","304",2004-05-19,2004-06-17,634,718,634,718,"15E_2004",20
2004,"15E","305",2004-05-19,2004-06-17,706,782,706,782,"15E_2004",20
2004,"15E","307",2004-05-19,2004-06-17,652,718,652,718,"15E_2004",20
2004,"15E","312",2004-05-19,2004-06-17,682,760,682,760,"15E_2004",20
2004,"15E","313",2004-05-19,2004-06-17,694,772,694,772,"15E_2004",20
2004,"15E","317",2004-05-19,2004-06-17,628,692,628,692,"15E_2004",20
2004,"15E","319",2004-05-19,2004-06-17,672,722,672,722,"15E_2004",20
2004,"15E","332",2004-05-19,2004-06-17,632,702,632,702,"15E_2004",20
2004,"15E","342",2004-05-19,2004-06-17,692,768,692,768,"15E_2004",20
2004,"15E","343",2004-05-19,2004-06-17,706,782,706,782,"15E_2004",20
2004,"15E","349",2004-05-19,2004-06-17,616,668,616,668,"15E_2004",20
2004,"15E","357",2004-05-19,2004-06-17,660,738,660,738,"15E_2004",20
2004,"15E","306",2004-05-19,2004-06-17,788,868,788,868,"15E_2004",20
2004,"15E","308",2004-05-19,2004-06-17,820,854,820,854,"15E_2004",20
2004,"15E","362",2004-05-19,2004-06-17,638,712,638,712,"15E_2004",20
2004,"15E","364",2004-05-19,2004-06-17,616,692,616,692,"15E_2004",20
2004,"15E","372",2004-05-19,2004-06-17,684,714,684,714,"15E_2004",20
2004,"15E","376",2004-05-19,2004-06-17,720,772,720,772,"15E_2004",20
2004,"15E","378",2004-05-19,2004-06-17,676,718,676,718,"15E_2004",20
2004,"23E","310",2004-05-19,2004-06-17,700,784,700,784,"23E_2004",25
2004,"23E","311",2004-05-19,2004-06-17,674,732,674,732,"23E_2004",25
2004,"23E","314",2004-05-19,2004-06-17,634,718,634,718,"23E_2004",25
2004,"23E","316",2004-05-19,2004-06-17,614,674,614,674,"23E_2004",25
2004,"23E","320",2004-05-19,2004-06-17,672,742,672,742,"23E_2004",25
2004,"23E","321",2004-05-19,2004-06-17,714,762,714,762,"23E_2004",25
2004,"23E","327",2004-05-19,2004-06-17,668,746,668,746,"23E_2004",25
2004,"23E","331",2004-05-19,2004-06-17,656,764,656,764,"23E_2004",25
2004,"23E","335",2004-05-19,2004-06-17,624,694,624,694,"23E_2004",25
2004,"23E","337",2004-05-19,2004-06-17,644,688,644,688,"23E_2004",25
2004,"23E","338",2004-05-19,2004-06-17,682,728,682,728,"23E_2004",25
2004,"23E","340",2004-05-19,2004-06-17,632,666,632,666,"23E_2004",25
2004,"23E","341",2004-05-19,2004-06-17,664,730,664,730,"23E_2004",25
2004,"23E","346",2004-05-19,2004-06-17,688,758,688,758,"23E_2004",25
2004,"23E","353",2004-05-19,2004-06-17,660,730,660,730,"23E_2004",25
2004,"23E","356",2004-05-19,2004-06-17,682,748,682,748,"23E_2004",25
2004,"23E","301",2004-05-19,2004-06-17,800,880,800,880,"23E_2004",25
2004,"23E","305",2004-05-19,2004-06-17,822,906,822,906,"23E_2004",25
2004,"23E","307",2004-05-19,2004-06-17,774,834,774,834,"23E_2004",25
2004,"23E","361",2004-05-19,2004-06-17,618,648,618,648,"23E_2004",25
2004,"23E","636",2004-05-19,2004-06-17,596,650,596,650,"23E_2004",25
2004,"23E","365",2004-05-19,2004-06-17,642,720,642,720,"23E_2004",25
2004,"23E","373",2004-05-19,2004-06-17,706,764,706,764,"23E_2004",25
2004,"23E","375",2004-05-19,2004-06-17,672,742,672,742,"23E_2004",25
2004,"23E","381",2004-05-19,2004-06-17,722,764,722,764,"23E_2004",25
2004,"23W","302",2004-05-19,2004-06-17,644,732,644,732,"23W_2004",15
2004,"23W","303",2004-05-19,2004-06-17,674,730,674,730,"23W_2004",15
2004,"23W","306",2004-05-19,2004-06-17,666,780,666,780,"23W_2004",15
2004,"23W","322",2004-05-19,2004-06-17,624,698,624,698,"23W_2004",15
2004,"23W","326",2004-05-19,2004-06-17,708,796,708,796,"23W_2004",15
2004,"23W","333",2004-05-19,2004-06-17,694,756,694,756,"23W_2004",15
2004,"23W","339",2004-05-19,2004-06-17,706,800,706,800,"23W_2004",15
2004,"23W","351",2004-05-19,2004-06-17,682,784,682,784,"23W_2004",15
2004,"23W","354",2004-05-19,2004-06-17,658,736,658,736,"23W_2004",15
2004,"23W","302",2004-05-19,2004-06-17,814,878,814,878,"23W_2004",15
2004,"23W","309",2004-05-19,2004-06-17,788,876,788,876,"23W_2004",15
2004,"23W","368",2004-05-19,2004-06-17,628,700,628,700,"23W_2004",15
2004,"23W","369",2004-05-19,2004-06-17,562,648,562,648,"23W_2004",15
2004,"23W","380",2004-05-19,2004-06-17,680,784,680,784,"23W_2004",15
2004,"23W","383",2004-05-19,2004-06-17,708,760,708,760,"23W_2004",15
2004,"15E","301",2004-06-17,2004-07-15,670,706,670,706,"15E_2004",20
2004,"15E","304",2004-06-17,2004-07-15,718,752,718,752,"15E_2004",20
2004,"15E","305",2004-06-17,2004-07-15,782,800,782,800,"15E_2004",20
2004,"15E","307",2004-06-17,2004-07-15,718,746,718,746,"15E_2004",20
2004,"15E","312",2004-06-17,2004-07-15,760,816,760,816,"15E_2004",20
2004,"15E","313",2004-06-17,2004-07-15,772,814,772,814,"15E_2004",20
2004,"15E","317",2004-06-17,2004-07-15,692,734,692,734,"15E_2004",20
2004,"15E","319",2004-06-17,2004-07-15,722,762,722,762,"15E_2004",20
2004,"15E","332",2004-06-17,2004-07-15,702,744,702,744,"15E_2004",20
2004,"15E","342",2004-06-17,2004-07-15,768,812,768,812,"15E_2004",20
2004,"15E","343",2004-06-17,2004-07-15,782,822,782,822,"15E_2004",20
2004,"15E","349",2004-06-17,2004-07-15,668,702,668,702,"15E_2004",20
2004,"15E","357",2004-06-17,2004-07-15,738,770,738,770,"15E_2004",20
2004,"15E","306",2004-06-17,2004-07-15,868,894,868,894,"15E_2004",20
2004,"15E","308",2004-06-17,2004-07-15,854,872,854,872,"15E_2004",20
2004,"15E","362",2004-06-17,2004-07-15,712,712,712,712,"15E_2004",20
2004,"15E","364",2004-06-17,2004-07-15,692,712,692,712,"15E_2004",20
2004,"15E","372",2004-06-17,2004-07-15,714,760,714,760,"15E_2004",20
2004,"15E","376",2004-06-17,2004-07-15,772,784,772,784,"15E_2004",20
2004,"15E","378",2004-06-17,2004-07-15,718,748,718,748,"15E_2004",20
2004,"23E","310",2004-06-17,2004-07-15,784,840,784,840,"23E_2004",25
2004,"23E","311",2004-06-17,2004-07-15,732,778,732,778,"23E_2004",25
2004,"23E","314",2004-06-17,2004-07-15,718,752,718,752,"23E_2004",25
2004,"23E","316",2004-06-17,2004-07-15,674,736,674,736,"23E_2004",25
2004,"23E","320",2004-06-17,2004-07-15,742,806,742,806,"23E_2004",25
2004,"23E","321",2004-06-17,2004-07-15,762,816,762,816,"23E_2004",25
2004,"23E","327",2004-06-17,2004-07-15,746,788,746,788,"23E_2004",25
2004,"23E","331",2004-06-17,2004-07-15,764,756,764,756,"23E_2004",25
2004,"23E","335",2004-06-17,2004-07-15,694,762,694,762,"23E_2004",25
2004,"23E","337",2004-06-17,2004-07-15,688,754,688,754,"23E_2004",25
2004,"23E","338",2004-06-17,2004-07-15,728,800,728,800,"23E_2004",25
2004,"23E","340",2004-06-17,2004-07-15,666,690,666,690,"23E_2004",25
2004,"23E","341",2004-06-17,2004-07-15,730,772,730,772,"23E_2004",25
2004,"23E","346",2004-06-17,2004-07-15,758,796,758,796,"23E_2004",25
2004,"23E","353",2004-06-17,2004-07-15,730,766,730,766,"23E_2004",25
2004,"23E","356",2004-06-17,2004-07-15,748,806,748,806,"23E_2004",25
2004,"23E","301",2004-06-17,2004-07-15,880,914,880,914,"23E_2004",25
2004,"23E","305",2004-06-17,2004-07-15,906,946,906,946,"23E_2004",25
2004,"23E","307",2004-06-17,2004-07-15,834,890,834,890,"23E_2004",25
2004,"23E","361",2004-06-17,2004-07-15,648,708,648,708,"23E_2004",25
2004,"23E","636",2004-06-17,2004-07-15,650,694,650,694,"23E_2004",25
2004,"23E","365",2004-06-17,2004-07-15,720,768,720,768,"23E_2004",25
2004,"23E","373",2004-06-17,2004-07-15,764,792,764,792,"23E_2004",25
2004,"23E","375",2004-06-17,2004-07-15,742,786,742,786,"23E_2004",25
2004,"23E","381",2004-06-17,2004-07-15,764,814,764,814,"23E_2004",25
2004,"23W","302",2004-06-17,2004-07-15,732,798,732,798,"23W_2004",15
2004,"23W","303",2004-06-17,2004-07-15,730,804,730,804,"23W_2004",15
2004,"23W","306",2004-06-17,2004-07-15,780,838,780,838,"23W_2004",15
2004,"23W","322",2004-06-17,2004-07-15,698,750,698,750,"23W_2004",15
2004,"23W","326",2004-06-17,2004-07-15,796,832,796,832,"23W_2004",15
2004,"23W","333",2004-06-17,2004-07-15,756,856,756,856,"23W_2004",15
2004,"23W","339",2004-06-17,2004-07-15,800,838,800,838,"23W_2004",15
2004,"23W","351",2004-06-17,2004-07-15,784,824,784,824,"23W_2004",15
2004,"23W","354",2004-06-17,2004-07-15,736,794,736,794,"23W_2004",15
2004,"23W","302",2004-06-17,2004-07-15,878,876,878,876,"23W_2004",15
2004,"23W","309",2004-06-17,2004-07-15,876,906,876,906,"23W_2004",15
2004,"23W","368",2004-06-17,2004-07-15,700,734,700,734,"23W_2004",15
2004,"23W","369",2004-06-17,2004-07-15,648,716,648,716,"23W_2004",15
2004,"23W","380",2004-06-17,2004-07-15,784,822,784,822,"23W_2004",15
2004,"23W","383",2004-06-17,2004-07-15,760,826,760,826,"23W_2004",15
2004,"15E","301",2004-07-15,2004-08-12,706,758,706,758,"15E_2004",20
2004,"15E","304",2004-07-15,2004-08-12,752,792,752,792,"15E_2004",20
2004,"15E","305",2004-07-15,2004-08-12,800,882,800,882,"15E_2004",20
2004,"15E","307",2004-07-15,2004-08-12,746,804,746,804,"15E_2004",20
2004,"15E","312",2004-07-15,2004-08-12,816,860,816,860,"15E_2004",20
2004,"15E","313",2004-07-15,2004-08-12,814,844,814,844,"15E_2004",20
2004,"15E","317",2004-07-15,2004-08-12,734,776,734,776,"15E_2004",20
2004,"15E","319",2004-07-15,2004-08-12,762,818,762,818,"15E_2004",20
2004,"15E","332",2004-07-15,2004-08-12,744,826,744,826,"15E_2004",20
2004,"15E","342",2004-07-15,2004-08-12,812,872,812,872,"15E_2004",20
2004,"15E","343",2004-07-15,2004-08-12,822,896,822,896,"15E_2004",20
2004,"15E","349",2004-07-15,2004-08-12,702,744,702,744,"15E_2004",20
2004,"15E","357",2004-07-15,2004-08-12,770,828,770,828,"15E_2004",20
2004,"15E","306",2004-07-15,2004-08-12,894,936,894,936,"15E_2004",20
2004,"15E","308",2004-07-15,2004-08-12,872,918,872,918,"15E_2004",20
2004,"15E","362",2004-07-15,2004-08-12,712,780,712,780,"15E_2004",20
2004,"15E","364",2004-07-15,2004-08-12,712,768,712,768,"15E_2004",20
2004,"15E","372",2004-07-15,2004-08-12,760,796,760,796,"15E_2004",20
2004,"15E","376",2004-07-15,2004-08-12,784,810,784,810,"15E_2004",20
2004,"15E","378",2004-07-15,2004-08-12,748,772,748,772,"15E_2004",20
2004,"23E","310",2004-07-15,2004-08-12,840,886,840,886,"23E_2004",25
2004,"23E","311",2004-07-15,2004-08-12,778,814,778,814,"23E_2004",25
2004,"23E","314",2004-07-15,2004-08-12,752,836,752,836,"23E_2004",25
2004,"23E","316",2004-07-15,2004-08-12,736,794,736,794,"23E_2004",25
2004,"23E","320",2004-07-15,2004-08-12,806,850,806,850,"23E_2004",25
2004,"23E","321",2004-07-15,2004-08-12,816,862,816,862,"23E_2004",25
2004,"23E","327",2004-07-15,2004-08-12,788,878,788,878,"23E_2004",25
2004,"23E","331",2004-07-15,2004-08-12,756,838,756,838,"23E_2004",25
2004,"23E","335",2004-07-15,2004-08-12,762,802,762,802,"23E_2004",25
2004,"23E","337",2004-07-15,2004-08-12,754,810,754,810,"23E_2004",25
2004,"23E","338",2004-07-15,2004-08-12,800,860,800,860,"23E_2004",25
2004,"23E","340",2004-07-15,2004-08-12,690,768,690,768,"23E_2004",25
2004,"23E","341",2004-07-15,2004-08-12,772,824,772,824,"23E_2004",25
2004,"23E","346",2004-07-15,2004-08-12,796,864,796,864,"23E_2004",25
2004,"23E","353",2004-07-15,2004-08-12,766,820,766,820,"23E_2004",25
2004,"23E","356",2004-07-15,2004-08-12,806,850,806,850,"23E_2004",25
2004,"23E","301",2004-07-15,2004-08-12,914,956,914,956,"23E_2004",25
2004,"23E","305",2004-07-15,2004-08-12,946,986,946,986,"23E_2004",25
2004,"23E","307",2004-07-15,2004-08-12,890,936,890,936,"23E_2004",25
2004,"23E","361",2004-07-15,2004-08-12,708,776,708,776,"23E_2004",25
2004,"23E","636",2004-07-15,2004-08-12,694,758,694,758,"23E_2004",25
2004,"23E","365",2004-07-15,2004-08-12,768,814,768,814,"23E_2004",25
2004,"23E","373",2004-07-15,2004-08-12,792,832,792,832,"23E_2004",25
2004,"23E","375",2004-07-15,2004-08-12,786,820,786,820,"23E_2004",25
2004,"23E","381",2004-07-15,2004-08-12,814,850,814,850,"23E_2004",25
2004,"23W","302",2004-07-15,2004-08-12,798,866,798,866,"23W_2004",15
2004,"23W","303",2004-07-15,2004-08-12,804,852,804,852,"23W_2004",15
2004,"23W","306",2004-07-15,2004-08-12,838,904,838,904,"23W_2004",15
2004,"23W","322",2004-07-15,2004-08-12,750,808,750,808,"23W_2004",15
2004,"23W","326",2004-07-15,2004-08-12,832,906,832,906,"23W_2004",15
2004,"23W","333",2004-07-15,2004-08-12,856,896,856,896,"23W_2004",15
2004,"23W","339",2004-07-15,2004-08-12,838,914,838,914,"23W_2004",15
2004,"23W","351",2004-07-15,2004-08-12,824,896,824,896,"23W_2004",15
2004,"23W","354",2004-07-15,2004-08-12,794,856,794,856,"23W_2004",15
2004,"23W","302",2004-07-15,2004-08-12,876,974,876,974,"23W_2004",15
2004,"23W","309",2004-07-15,2004-08-12,906,974,906,974,"23W_2004",15
2004,"23W","368",2004-07-15,2004-08-12,734,796,734,796,"23W_2004",15
2004,"23W","369",2004-07-15,2004-08-12,716,780,716,780,"23W_2004",15
2004,"23W","380",2004-07-15,2004-08-12,822,892,822,892,"23W_2004",15
2004,"23W","383",2004-07-15,2004-08-12,826,898,826,898,"23W_2004",15
2004,"15E","301",2004-08-12,2004-09-09,758,818,758,818,"15E_2004",20
2004,"15E","304",2004-08-12,2004-09-09,792,858,792,858,"15E_2004",20
2004,"15E","305",2004-08-12,2004-09-09,882,958,882,958,"15E_2004",20
2004,"15E","307",2004-08-12,2004-09-09,804,882,804,882,"15E_2004",20
2004,"15E","312",2004-08-12,2004-09-09,860,944,860,944,"15E_2004",20
2004,"15E","313",2004-08-12,2004-09-09,844,898,844,898,"15E_2004",20
2004,"15E","317",2004-08-12,2004-09-09,776,866,776,866,"15E_2004",20
2004,"15E","319",2004-08-12,2004-09-09,818,878,818,878,"15E_2004",20
2004,"15E","332",2004-08-12,2004-09-09,826,886,826,886,"15E_2004",20
2004,"15E","342",2004-08-12,2004-09-09,872,926,872,926,"15E_2004",20
2004,"15E","343",2004-08-12,2004-09-09,896,962,896,962,"15E_2004",20
2004,"15E","349",2004-08-12,2004-09-09,744,826,744,826,"15E_2004",20
2004,"15E","357",2004-08-12,2004-09-09,828,880,828,880,"15E_2004",20
2004,"15E","306",2004-08-12,2004-09-09,936,976,936,976,"15E_2004",20
2004,"15E","308",2004-08-12,2004-09-09,918,966,918,966,"15E_2004",20
2004,"15E","362",2004-08-12,2004-09-09,780,832,780,832,"15E_2004",20
2004,"15E","364",2004-08-12,2004-09-09,768,792,768,792,"15E_2004",20
2004,"15E","372",2004-08-12,2004-09-09,796,894,796,894,"15E_2004",20
2004,"15E","376",2004-08-12,2004-09-09,810,894,810,894,"15E_2004",20
2004,"15E","378",2004-08-12,2004-09-09,772,840,772,840,"15E_2004",20
2004,"23E","310",2004-08-12,2004-09-09,886,940,886,940,"23E_2004",25
2004,"23E","311",2004-08-12,2004-09-09,814,866,814,866,"23E_2004",25
2004,"23E","314",2004-08-12,2004-09-09,836,878,836,878,"23E_2004",25
2004,"23E","316",2004-08-12,2004-09-09,794,834,794,834,"23E_2004",25
2004,"23E","320",2004-08-12,2004-09-09,850,908,850,908,"23E_2004",25
2004,"23E","321",2004-08-12,2004-09-09,862,926,862,926,"23E_2004",25
2004,"23E","327",2004-08-12,2004-09-09,878,916,878,916,"23E_2004",25
2004,"23E","331",2004-08-12,2004-09-09,838,866,838,866,"23E_2004",25
2004,"23E","335",2004-08-12,2004-09-09,802,856,802,856,"23E_2004",25
2004,"23E","337",2004-08-12,2004-09-09,810,846,810,846,"23E_2004",25
2004,"23E","338",2004-08-12,2004-09-09,860,896,860,896,"23E_2004",25
2004,"23E","340",2004-08-12,2004-09-09,768,794,768,794,"23E_2004",25
2004,"23E","341",2004-08-12,2004-09-09,824,876,824,876,"23E_2004",25
2004,"23E","346",2004-08-12,2004-09-09,864,902,864,902,"23E_2004",25
2004,"23E","353",2004-08-12,2004-09-09,820,852,820,852,"23E_2004",25
2004,"23E","356",2004-08-12,2004-09-09,850,918,850,918,"23E_2004",25
2004,"23E","301",2004-08-12,2004-09-09,956,986,956,986,"23E_2004",25
2004,"23E","305",2004-08-12,2004-09-09,986,1015,986,1015,"23E_2004",25
2004,"23E","307",2004-08-12,2004-09-09,936,988,936,988,"23E_2004",25
2004,"23E","361",2004-08-12,2004-09-09,776,806,776,806,"23E_2004",25
2004,"23E","636",2004-08-12,2004-09-09,758,782,758,782,"23E_2004",25
2004,"23E","365",2004-08-12,2004-09-09,814,842,814,842,"23E_2004",25
2004,"23E","373",2004-08-12,2004-09-09,832,882,832,882,"23E_2004",25
2004,"23E","375",2004-08-12,2004-09-09,820,896,820,896,"23E_2004",25
2004,"23E","381",2004-08-12,2004-09-09,850,886,850,886,"23E_2004",25
2004,"23W","302",2004-08-12,2004-09-09,866,924,866,924,"23W_2004",15
2004,"23W","303",2004-08-12,2004-09-09,852,938,852,938,"23W_2004",15
2004,"23W","306",2004-08-12,2004-09-09,904,998,904,998,"23W_2004",15
2004,"23W","322",2004-08-12,2004-09-09,808,890,808,890,"23W_2004",15
2004,"23W","326",2004-08-12,2004-09-09,906,968,906,968,"23W_2004",15
2004,"23W","333",2004-08-12,2004-09-09,896,996,896,996,"23W_2004",15
2004,"23W","339",2004-08-12,2004-09-09,914,992,914,992,"23W_2004",15
2004,"23W","351",2004-08-12,2004-09-09,896,952,896,952,"23W_2004",15
2004,"23W","354",2004-08-12,2004-09-09,856,916,856,916,"23W_2004",15
2004,"23W","302",2004-08-12,2004-09-09,974,1050,974,1050,"23W_2004",15
2004,"23W","309",2004-08-12,2004-09-09,974,1070,974,1070,"23W_2004",15
2004,"23W","368",2004-08-12,2004-09-09,796,860,796,860,"23W_2004",15
2004,"23W","369",2004-08-12,2004-09-09,780,838,780,838,"23W_2004",15
2004,"23W","380",2004-08-12,2004-09-09,892,924,892,924,"23W_2004",15
2004,"23W","383",2004-08-12,2004-09-09,898,968,898,968,"23W_2004",15
2004,"15E","301",2004-09-09,2004-10-14,818,854,818,854,"15E_2004",20
2004,"15E","304",2004-09-09,2004-10-14,858,884,858,884,"15E_2004",20
2004,"15E","305",2004-09-09,2004-10-14,958,950,958,950,"15E_2004",20
2004,"15E","307",2004-09-09,2004-10-14,882,906,882,906,"15E_2004",20
2004,"15E","312",2004-09-09,2004-10-14,944,970,944,970,"15E_2004",20
2004,"15E","313",2004-09-09,2004-10-14,898,916,898,916,"15E_2004",20
2004,"15E","317",2004-09-09,2004-10-14,866,900,866,900,"15E_2004",20
2004,"15E","319",2004-09-09,2004-10-14,878,910,878,910,"15E_2004",20
2004,"15E","332",2004-09-09,2004-10-14,886,908,886,908,"15E_2004",20
2004,"15E","342",2004-09-09,2004-10-14,926,944,926,944,"15E_2004",20
2004,"15E","343",2004-09-09,2004-10-14,962,992,962,992,"15E_2004",20
2004,"15E","349",2004-09-09,2004-10-14,826,856,826,856,"15E_2004",20
2004,"15E","357",2004-09-09,2004-10-14,880,890,880,890,"15E_2004",20
2004,"15E","306",2004-09-09,2004-10-14,976,1004,976,1004,"15E_2004",20
2004,"15E","308",2004-09-09,2004-10-14,966,992,966,992,"15E_2004",20
2004,"15E","362",2004-09-09,2004-10-14,832,850,832,850,"15E_2004",20
2004,"15E","364",2004-09-09,2004-10-14,792,822,792,822,"15E_2004",20
2004,"15E","372",2004-09-09,2004-10-14,894,886,894,886,"15E_2004",20
2004,"15E","376",2004-09-09,2004-10-14,894,930,894,930,"15E_2004",20
2004,"15E","378",2004-09-09,2004-10-14,840,842,840,842,"15E_2004",20
2004,"23E","310",2004-09-09,2004-10-14,940,966,940,966,"23E_2004",25
2004,"23E","311",2004-09-09,2004-10-14,866,834,866,834,"23E_2004",25
2004,"23E","314",2004-09-09,2004-10-14,878,894,878,894,"23E_2004",25
2004,"23E","316",2004-09-09,2004-10-14,834,822,834,822,"23E_2004",25
2004,"23E","320",2004-09-09,2004-10-14,908,926,908,926,"23E_2004",25
2004,"23E","321",2004-09-09,2004-10-14,926,912,926,912,"23E_2004",25
2004,"23E","327",2004-09-09,2004-10-14,916,954,916,954,"23E_2004",25
2004,"23E","331",2004-09-09,2004-10-14,866,864,866,864,"23E_2004",25
2004,"23E","335",2004-09-09,2004-10-14,856,862,856,862,"23E_2004",25
2004,"23E","337",2004-09-09,2004-10-14,846,858,846,858,"23E_2004",25
2004,"23E","338",2004-09-09,2004-10-14,896,896,896,896,"23E_2004",25
2004,"23E","340",2004-09-09,2004-10-14,794,800,794,800,"23E_2004",25
2004,"23E","341",2004-09-09,2004-10-14,876,902,876,902,"23E_2004",25
2004,"23E","346",2004-09-09,2004-10-14,902,904,902,904,"23E_2004",25
2004,"23E","353",2004-09-09,2004-10-14,852,854,852,854,"23E_2004",25
2004,"23E","356",2004-09-09,2004-10-14,918,912,918,912,"23E_2004",25
2004,"23E","301",2004-09-09,2004-10-14,986,966,986,966,"23E_2004",25
2004,"23E","305",2004-09-09,2004-10-14,1015,1020,1015,1020,"23E_2004",25
2004,"23E","307",2004-09-09,2004-10-14,988,984,988,984,"23E_2004",25
2004,"23E","361",2004-09-09,2004-10-14,806,792,806,792,"23E_2004",25
2004,"23E","636",2004-09-09,2004-10-14,782,746,782,746,"23E_2004",25
2004,"23E","365",2004-09-09,2004-10-14,842,822,842,822,"23E_2004",25
2004,"23E","373",2004-09-09,2004-10-14,882,906,882,906,"23E_2004",25
2004,"23E","375",2004-09-09,2004-10-14,896,870,896,870,"23E_2004",25
2004,"23E","381",2004-09-09,2004-10-14,886,890,886,890,"23E_2004",25
2004,"23W","302",2004-09-09,2004-10-14,924,966,924,966,"23W_2004",15
2004,"23W","303",2004-09-09,2004-10-14,938,982,938,982,"23W_2004",15
2004,"23W","306",2004-09-09,2004-10-14,998,1014,998,1014,"23W_2004",15
2004,"23W","322",2004-09-09,2004-10-14,890,910,890,910,"23W_2004",15
2004,"23W","326",2004-09-09,2004-10-14,968,984,968,984,"23W_2004",15
2004,"23W","333",2004-09-09,2004-10-14,996,1038,996,1038,"23W_2004",15
2004,"23W","339",2004-09-09,2004-10-14,992,1012,992,1012,"23W_2004",15
2004,"23W","351",2004-09-09,2004-10-14,952,998,952,998,"23W_2004",15
2004,"23W","354",2004-09-09,2004-10-14,916,950,916,950,"23W_2004",15
2004,"23W","302",2004-09-09,2004-10-14,1050,1072,1050,1072,"23W_2004",15
2004,"23W","309",2004-09-09,2004-10-14,1070,1072,1070,1072,"23W_2004",15
2004,"23W","368",2004-09-09,2004-10-14,860,898,860,898,"23W_2004",15
2004,"23W","369",2004-09-09,2004-10-14,838,878,838,878,"23W_2004",15
2004,"23W","380",2004-09-09,2004-10-14,924,1010,924,1010,"23W_2004",15
2004,"23W","383",2004-09-09,2004-10-14,968,972,968,972,"23W_2004",15
2005,"15E","406",2005-05-17,2005-06-16,554,628,554,628,"15E_2005",20
2005,"15E","408",2005-05-17,2005-06-16,622,674,622,674,"15E_2005",20
2005,"15E","409",2005-05-17,2005-06-16,574,642,574,642,"15E_2005",20
2005,"15E","410",2005-05-17,2005-06-16,594,688,594,688,"15E_2005",20
2005,"15E","414",2005-05-17,2005-06-16,600,680,600,680,"15E_2005",20
2005,"15E","415",2005-05-17,2005-06-16,588,646,588,646,"15E_2005",20
2005,"15E","416",2005-05-17,2005-06-16,632,728,632,728,"15E_2005",20
2005,"15E","417",2005-05-17,2005-06-16,616,718,616,718,"15E_2005",20
2005,"15E","422",2005-05-17,2005-06-16,628,696,628,696,"15E_2005",20
2005,"15E","428",2005-05-17,2005-06-16,502,594,502,594,"15E_2005",20
2005,"15E","431",2005-05-17,2005-06-16,570,654,570,654,"15E_2005",20
2005,"15E","432",2005-05-17,2005-06-16,642,702,642,702,"15E_2005",20
2005,"15E","436",2005-05-17,2005-06-16,578,676,578,676,"15E_2005",20
2005,"15E","439",2005-05-17,2005-06-16,652,706,652,706,"15E_2005",20
2005,"15E","443",2005-05-17,2005-06-16,636,670,636,670,"15E_2005",20
2005,"15E","444",2005-05-17,2005-06-16,582,664,582,664,"15E_2005",20
2005,"15E","446",2005-05-17,2005-06-16,604,700,604,700,"15E_2005",20
2005,"15E","447",2005-05-17,2005-06-16,614,846,614,846,"15E_2005",20
2005,"15E","464",2005-05-17,2005-06-16,762,842,762,842,"15E_2005",20
2005,"15E","465",2005-05-17,2005-06-16,608,696,608,696,"15E_2005",20
2005,"23E","402",2005-05-17,2005-06-16,602,636,602,636,"23E_2005",25
2005,"23E","403",2005-05-17,2005-06-16,626,696,626,696,"23E_2005",25
2005,"23E","404",2005-05-17,2005-06-16,652,744,652,744,"23E_2005",25
2005,"23E","405",2005-05-17,2005-06-16,574,642,574,642,"23E_2005",25
2005,"23E","411",2005-05-17,2005-06-16,578,678,578,678,"23E_2005",25
2005,"23E","412",2005-05-17,2005-06-16,600,678,600,678,"23E_2005",25
2005,"23E","418",2005-05-17,2005-06-16,616,708,616,708,"23E_2005",25
2005,"23E","419",2005-05-17,2005-06-16,562,640,562,640,"23E_2005",25
2005,"23E","420",2005-05-17,2005-06-16,580,666,580,666,"23E_2005",25
2005,"23E","421",2005-05-17,2005-06-16,590,674,590,674,"23E_2005",25
2005,"23E","424",2005-05-17,2005-06-16,620,696,620,696,"23E_2005",25
2005,"23E","427",2005-05-17,2005-06-16,654,718,654,718,"23E_2005",25
