"Year","Pasture","Treatment","Allocation.number","AnimalEID","Tag","Tag.Color","Owner","Coat","Field.Notes","QAQC.Notes","Processing.Notes","Record.Type","Date","Weight","Percent_Shrink","Weight_Shrunk","Use_Flag","Outlier_Flag1"
2001,"23W","LTGI_LHT","15",NA,53,"Brown","Local",NA,NA,NA,NA,"mid-season",2001-06-14,666,0,666,"Yes","good"
2001,"23W","LTGI_LHT","15",NA,53,"Brown","Local",NA,NA,NA,NA,"mid-season",2001-07-13,726,0,726,"Yes","good"
2001,"23W","LTGI_LHT","15",NA,53,"Brown","Local",NA,NA,NA,NA,"mid-season",2001-08-10,786,0,786,"Yes","good"
2001,"23W","LTGI_LHT","15",NA,53,"Brown","Local",NA,NA,NA,NA,"mid-season",2001-09-07,832,0,832,"Yes","good"
2001,"23W","LTGI_LHT","15",NA,53,"Brown","Local",NA,NA,NA,NA,"off-study",2001-10-03,854,0,854,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,102,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,776,0,776,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,102,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,790,0,790,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,102,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,804,0,804,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,102,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,864,0,864,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,105,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,758,0,758,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,105,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,756,0,756,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,105,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,806,0,806,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,105,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,836,0,836,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,106,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,754,0,754,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,106,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,758,0,758,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,106,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,818,0,818,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,106,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,852,0,852,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,120,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,774,0,774,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,120,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,594,0,594,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,120,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,798,0,798,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,120,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,616,0,616,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,120,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,810,0,810,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,120,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,648,0,648,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,120,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,886,0,886,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,120,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,692,0,692,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,121,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,580,0,580,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,121,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,602,0,602,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,121,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,646,0,646,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,121,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,690,0,690,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,122,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,548,0,548,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,122,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,570,0,570,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,122,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,630,0,630,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,122,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,692,0,692,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,126,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,596,0,596,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,126,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,634,0,634,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,126,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,684,0,684,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,126,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,722,0,722,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,129,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,610,0,610,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,129,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,660,0,660,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,129,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,704,0,704,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,129,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,748,0,748,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,131,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,558,0,558,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,131,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,592,0,592,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,131,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,638,0,638,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,131,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,686,0,686,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,133,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,568,0,568,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,133,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,596,0,596,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,133,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,638,0,638,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,133,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,696,0,696,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,138,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,542,0,542,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,138,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,576,0,576,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,138,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,620,0,620,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,138,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,670,0,670,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,141,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,572,0,572,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,141,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,610,0,610,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,141,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,658,0,658,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,141,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,686,0,686,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,143,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,638,0,638,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,143,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,702,0,702,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,143,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,740,0,740,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,143,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,794,0,794,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,144,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,682,0,682,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,144,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,692,0,692,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,144,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,714,0,714,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,144,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,764,0,764,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,145,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,596,0,596,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,145,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,610,0,610,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,145,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,680,0,680,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,145,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,728,0,728,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,149,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,650,0,650,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,149,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,636,0,636,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,149,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,684,0,684,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,149,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,720,0,720,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,151,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,564,0,564,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,151,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,576,0,576,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,151,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,636,0,636,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,151,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,694,0,694,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,152,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,674,0,674,"Yes","outlier"
2002,"15E","LTGI_MOD","20",NA,152,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,586,0,586,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,152,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,666,0,666,"Yes","outlier"
2002,"15E","LTGI_MOD","20",NA,152,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,630,0,630,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,152,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,712,0,712,"Yes","outlier"
2002,"15E","LTGI_MOD","20",NA,152,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,666,0,666,"Yes","good"
2002,"15E","LTGI_MOD","20",NA,152,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,730,0,730,"Yes","outlier"
2002,"15E","LTGI_MOD","20",NA,152,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,724,0,724,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,103,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,564,0,564,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,103,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,622,0,622,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,103,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,684,0,684,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,103,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,724,0,724,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,104,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,786,0,786,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,104,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,570,0,570,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,104,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,824,0,824,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,104,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,618,0,618,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,104,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,862,0,862,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,104,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,660,0,660,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,104,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,922,0,922,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,104,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,716,0,716,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,107,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,760,0,760,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,107,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,560,0,560,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,107,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,800,0,800,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,107,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,602,0,602,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,107,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,832,0,832,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,107,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,638,0,638,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,107,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,882,0,882,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,107,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,686,0,686,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,109,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,754,0,754,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,109,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,778,0,778,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,109,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,838,0,838,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,109,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,886,0,886,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,111,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,588,0,588,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,111,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,630,0,630,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,111,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,690,0,690,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,111,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,742,0,742,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,112,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,562,0,562,"Yes","outlier"
2002,"23E","LTGI_HVY","25",NA,112,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,600,0,600,"Yes","outlier"
2002,"23E","LTGI_HVY","25",NA,112,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,666,0,666,"Yes","outlier"
2002,"23E","LTGI_HVY","25",NA,112,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,742,0,742,"Yes","outlier"
2002,"23E","LTGI_HVY","25",NA,113,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,804,0,804,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,113,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,840,0,840,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,113,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,880,0,880,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,113,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,932,0,932,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,114,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,562,0,562,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,114,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,622,0,622,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,114,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,672,0,672,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,114,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,734,0,734,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,115,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,774,0,774,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,115,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,834,0,834,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,115,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,896,0,896,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,115,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,926,0,926,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,121,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,596,0,596,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,121,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,640,0,640,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,121,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,680,0,680,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,121,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,736,0,736,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,124,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,560,0,560,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,124,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,600,0,600,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,124,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,678,0,678,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,124,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,722,0,722,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,127,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,554,0,554,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,127,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,582,0,582,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,127,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,620,0,620,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,127,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,678,0,678,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,136,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,670,0,670,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,136,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,712,0,712,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,136,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,756,0,756,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,136,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,792,0,792,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,137,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,592,0,592,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,137,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,610,0,610,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,137,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,678,0,678,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,137,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,728,0,728,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,139,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,690,0,690,"Yes","outlier"
2002,"23E","LTGI_HVY","25",NA,139,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,712,0,712,"Yes","outlier"
2002,"23E","LTGI_HVY","25",NA,139,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,742,0,742,"Yes","outlier"
2002,"23E","LTGI_HVY","25",NA,139,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,772,0,772,"Yes","outlier"
2002,"23E","LTGI_HVY","25",NA,142,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,680,0,680,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,142,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,566,0,566,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,142,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,728,0,728,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,142,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,594,0,594,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,142,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,774,0,774,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,142,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,634,0,634,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,142,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,826,0,826,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,142,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,670,0,670,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,144,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,562,0,562,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,144,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,584,0,584,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,144,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,656,0,656,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,144,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,688,0,688,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,147,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,580,0,580,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,147,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,608,0,608,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,147,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,668,0,668,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,147,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,708,0,708,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,148,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,662,0,662,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,148,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,706,0,706,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,148,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,744,0,744,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,148,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,788,0,788,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,150,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,632,0,632,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,150,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,546,0,546,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,150,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,660,0,660,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,150,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,588,0,588,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,150,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,704,0,704,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,150,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,644,0,644,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,150,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,776,0,776,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,150,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,698,0,698,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,154,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,648,0,648,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,154,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,666,0,666,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,154,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,716,0,716,"Yes","good"
2002,"23E","LTGI_HVY","25",NA,154,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,768,0,768,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,101,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,802,0,802,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,101,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,818,0,818,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,101,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,886,0,886,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,101,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,938,0,938,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,102,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,594,0,594,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,102,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,618,0,618,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,102,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,710,0,710,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,102,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,770,0,770,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,108,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,744,0,744,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,108,"Brown","Local",NA,NA,NA,NA,"on",2002-05-17,586,0,586,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,108,"Green","Local",NA,NA,NA,NA,"mid-season",2002-06-14,790,0,790,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,108,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-06-14,610,0,610,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,108,"Green","Local",NA,NA,NA,NA,"mid-season",2002-07-12,840,0,840,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,108,"Brown","Local",NA,NA,NA,NA,"mid-season",2002-07-12,674,0,674,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,108,"Green","Local",NA,NA,NA,NA,"off-study",2002-08-06,906,0,906,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,108,"Brown","Local",NA,NA,NA,NA,"off-study",2002-08-06,742,0,742,"Yes","good"
2002,"23W","LTGI_LHT","15",NA,118,"Green","Local",NA,NA,NA,NA,"on",2002-05-17,776,0,776,"Yes","good"
