"Year","Pasture","Treatment","Allocation.number","AnimalEID","Tag","Tag.Color","Owner","Coat","Field.Notes","QAQC.Notes","Processing.Notes","Record.Type","Date","Weight","Percent_Shrink","Weight_Shrunk","Use_Flag","Outlier_Flag1"
2011,"23W","LTGI_LHT","15",NA,572,NA,"Local",NA,NA," Adams, Anderson and spring plover steers weighed 5-9; Timm, T/W, GMS and Collins steers weighed 5-10.",NA,"on",2011-05-12,658,0,658,"Yes","good"
2011,"23W","LTGI_LHT","15",NA,572,NA,"Local",NA,NA," Adams, Anderson and spring plover steers weighed 5-9; Timm, T/W, GMS and Collins steers weighed 5-10.",NA,"mid-season",2011-06-09,762,0,762,"Yes","good"
2011,"23W","LTGI_LHT","15",NA,572,NA,"Local",NA,NA," Adams, Anderson and spring plover steers weighed 5-9; Timm, T/W, GMS and Collins steers weighed 5-10.",NA,"mid-season",2011-07-07,860,0,860,"Yes","good"
2011,"23W","LTGI_LHT","15",NA,572,NA,"Local",NA,NA," Adams, Anderson and spring plover steers weighed 5-9; Timm, T/W, GMS and Collins steers weighed 5-10.",NA,"mid-season",2011-08-04,932,0,932,"Yes","good"
2011,"23W","LTGI_LHT","15",NA,572,NA,"Local",NA,NA," Adams, Anderson and spring plover steers weighed 5-9; Timm, T/W, GMS and Collins steers weighed 5-10.",NA,"mid-season",2011-09-01,980,0,980,"Yes","good"
2011,"23W","LTGI_LHT","15",NA,572,NA,"Local",NA,NA," Adams, Anderson and spring plover steers weighed 5-9; Timm, T/W, GMS and Collins steers weighed 5-10.",NA,"off-study",2011-09-27,980,0,980,"Yes","good"
2011,"23W","LTGI_LHT","15",NA,872,NA,"Local",NA,NA," Adams, Anderson and spring plover steers weighed 5-9; Timm, T/W, GMS and Collins steers weighed 5-10.",NA,"on",2011-05-12,630,0,630,"Yes","good"
2011,"23W","LTGI_LHT","15",NA,872,NA,"Local",NA,NA," Adams, Anderson and spring plover steers weighed 5-9; Timm, T/W, GMS and Collins steers weighed 5-10.",NA,"mid-season",2011-06-09,680,0,680,"Yes","good"
2011,"23W","LTGI_LHT","15",NA,872,NA,"Local",NA,NA," Adams, Anderson and spring plover steers weighed 5-9; Timm, T/W, GMS and Collins steers weighed 5-10.",NA,"mid-season",2011-07-07,780,0,780,"Yes","good"
2011,"23W","LTGI_LHT","15",NA,872,NA,"Local",NA,NA," Adams, Anderson and spring plover steers weighed 5-9; Timm, T/W, GMS and Collins steers weighed 5-10.",NA,"mid-season",2011-08-04,836,0,836,"Yes","good"
2011,"23W","LTGI_LHT","15",NA,872,NA,"Local",NA,NA," Adams, Anderson and spring plover steers weighed 5-9; Timm, T/W, GMS and Collins steers weighed 5-10.",NA,"mid-season",2011-09-01,876,0,876,"Yes","good"
2011,"23W","LTGI_LHT","15",NA,872,NA,"Local",NA,NA," Adams, Anderson and spring plover steers weighed 5-9; Timm, T/W, GMS and Collins steers weighed 5-10.",NA,"off-study",2011-09-27,898,0,898,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,40,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,738,0,738,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,40,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,778,0,778,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,40,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,826,0,826,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,40,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,864,0,864,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,40,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,946,0,946,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,40,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,938,0,938,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,61,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,672,0,672,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,61,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,692,0,692,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,61,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,738,0,738,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,61,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,804,0,804,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,61,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,850,0,850,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,61,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,874,0,874,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,128,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,616,0,616,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,128,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,640,0,640,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,128,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,668,0,668,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,128,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,680,0,680,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,128,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,742,0,742,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,128,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,750,0,750,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,134,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,724,0,724,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,134,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,738,0,738,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,134,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,786,0,786,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,134,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,798,0,798,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,134,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,882,0,882,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,134,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,894,0,894,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,241,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,554,0,554,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,241,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,582,0,582,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,241,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,584,0,584,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,241,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,654,0,654,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,241,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,694,0,694,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,241,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,686,0,686,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,250,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,672,0,672,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,250,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,674,0,674,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,250,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,704,0,704,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,250,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,756,0,756,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,250,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,812,0,812,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,250,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,826,0,826,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,259,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,682,0,682,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,259,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,678,0,678,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,259,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,714,0,714,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,259,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,746,0,746,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,259,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,800,0,800,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,259,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,798,0,798,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,277,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,658,0,658,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,277,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,692,0,692,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,277,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,732,0,732,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,277,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,790,0,790,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,277,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,848,0,848,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,277,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,864,0,864,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,308,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,646,0,646,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,308,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,700,0,700,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,308,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,708,0,708,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,308,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,762,0,762,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,308,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,842,0,842,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,308,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,832,0,832,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,312,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,724,0,724,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,312,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,764,0,764,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,312,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,792,0,792,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,312,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,810,0,810,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,312,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,876,0,876,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,312,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,862,0,862,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,425,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,592,0,592,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,425,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,622,0,622,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,425,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,650,0,650,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,425,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,704,0,704,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,425,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,782,0,782,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,425,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,778,0,778,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,435,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,640,0,640,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,435,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,668,0,668,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,435,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,720,0,720,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,435,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,772,0,772,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,435,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,848,0,848,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,435,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,858,0,858,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,443,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,608,0,608,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,443,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,604,0,604,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,443,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,646,0,646,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,443,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,692,0,692,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,443,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,728,0,728,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,443,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,718,0,718,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,464,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,698,0,698,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,464,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,752,0,752,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,464,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,786,0,786,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,464,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,816,0,816,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,464,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-09-06,892,0,892,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,464,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","off-study",2012-09-22,894,0,894,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,470,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","on",2012-05-17,632,0,632,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,470,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-06-14,630,0,630,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,470,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-07-12,686,0,686,"Yes","good"
2012,"15E","LTGI_MOD","20",NA,470,NA,"Local",NA,NA,"Adams, Anderson, GMS and spring plover steers weighed 5-14; Timm, T/W and Collins steers weighed 5-15-12.","5/15 weight changed to onDate of 5/17, but was taken on 5/15","mid-season",2012-08-09,728,0,728,"Yes","good"
