"Year","Treatment","Herd","Allocation.number","Tag","Season.on.date","Season.off.date","Weight_Shrunk.on","Weight_Shrunk.off","Season.Days","Gain_shrunk","ADG_shrunk"
2015,"TRM","20SE","23",718,2015-05-15,2015-10-02,608.22,900.24,140,292.02,2.08585714285714
2015,"TRM","20SE","23",721,2015-05-15,2015-10-02,587.76,890.94,140,303.18,2.16557142857143
2015,"TRM","20SE","23",732,2015-05-15,2015-10-02,626.82,920.7,140,293.88,2.09914285714286
2015,"TRM","20SE","23",937,2015-05-15,2015-10-02,541.26,930,140,388.74,2.77671428571428
2015,"TRM","20SE","23",1045,2015-05-15,2015-10-02,531.96,915.12,140,383.16,2.73685714285714
2015,"TRM","20SE","23",1059,2015-05-15,2015-10-02,652.86,1054.62,140,401.76,2.86971428571429
2015,"TRM","24W","21",156,2015-05-15,2015-10-02,584.04,861.18,140,277.14,1.97957142857143
2015,"TRM","24W","21",172,2015-05-15,2015-10-02,704.94,1036.02,140,331.08,2.36485714285714
2015,"TRM","24W","21",190,2015-05-15,2015-10-02,660.3,939.3,140,279,1.99285714285714
2015,"TRM","24W","21",226,2015-05-15,2015-10-02,606.36,909.54,140,303.18,2.16557142857143
2015,"TRM","24W","21",236,2015-05-15,2015-10-02,634.26,889.08,140,254.82,1.82014285714286
2015,"TRM","24W","21",463,2015-05-15,2015-10-02,589.62,907.68,140,318.06,2.27185714285714
2015,"TRM","24W","21",470,2015-05-15,2015-10-02,643.56,943.02,140,299.46,2.139
2015,"TRM","24W","21",511,2015-05-15,2015-10-02,591.48,896.52,140,305.04,2.17885714285714
2015,"TRM","24W","21",518,2015-05-15,2015-10-02,552.42,838.86,140,286.44,2.046
2015,"TRM","24W","21",600,2015-05-15,2015-10-02,598.92,885.36,140,286.44,2.046
2015,"TRM","24W","21",609,2015-05-15,2015-10-02,675.18,944.88,140,269.7,1.92642857142857
2015,"TRM","24W","21",612,2015-05-15,2015-10-02,621.24,922.56,140,301.32,2.15228571428571
2015,"TRM","24W","21",663,2015-05-15,2015-10-02,630.54,905.82,140,275.28,1.96628571428571
2015,"TRM","24W","21",788,2015-05-15,2015-10-02,647.28,989.52,140,342.24,2.44457142857143
2015,"TRM","24W","21",819,2015-05-15,2015-10-02,665.88,937.44,140,271.56,1.93971428571429
2015,"TRM","24W","21",820,2015-05-15,2015-10-02,695.64,1060.2,140,364.56,2.604
2015,"TRM","24W","21",947,2015-05-15,2015-10-02,544.98,848.16,140,303.18,2.16557142857143
2015,"TRM","24W","21",1032,2015-05-15,2015-10-02,569.16,838.86,140,269.7,1.92642857142857
2015,"TRM","24W","21",1038,2015-05-15,2015-10-02,556.14,965.34,140,409.2,2.92285714285714
2015,"TRM","24W","21",1068,2015-05-15,2015-10-02,576.6,943.02,140,366.42,2.61728571428571
2015,"TRM","24W","21",1069,2015-05-15,2015-10-02,615.66,969.06,140,353.4,2.52428571428571
2015,"TRM","25SE","21",165,2015-05-15,2015-10-02,589.62,859.32,140,269.7,1.92642857142857
2015,"TRM","25SE","21",180,2015-05-15,2015-10-02,645.42,926.28,140,280.86,2.00614285714286
2015,"TRM","25SE","21",187,2015-05-15,2015-10-02,664.02,1052.76,140,388.74,2.77671428571429
2015,"TRM","25SE","21",210,2015-05-15,2015-10-02,613.8,868.62,140,254.82,1.82014285714286
2015,"TRM","25SE","21",214,2015-05-15,2015-10-02,682.62,976.5,140,293.88,2.09914285714286
2015,"TRM","25SE","21",219,2015-05-15,2015-10-02,704.94,1032.3,140,327.36,2.33828571428571
2015,"TRM","25SE","21",221,2015-05-15,2015-10-02,580.32,915.12,140,334.8,2.39142857142857
2015,"TRM","25SE","21",227,2015-05-15,2015-10-02,673.32,956.04,140,282.72,2.01942857142857
2015,"TRM","25SE","21",233,2015-05-15,2015-10-02,561.72,842.58,140,280.86,2.00614285714286
2015,"TRM","25SE","21",246,2015-05-15,2015-10-02,686.34,998.82,140,312.48,2.232
2015,"TRM","25SE","21",296,2015-05-15,2015-10-02,621.24,870.48,140,249.24,1.78028571428571
2015,"TRM","25SE","21",303,2015-05-15,2015-10-02,636.12,877.92,140,241.8,1.72714285714286
2015,"TRM","25SE","21",320,2015-05-15,2015-10-02,654.72,956.04,140,301.32,2.15228571428571
2015,"TRM","25SE","21",461,2015-05-15,2015-10-02,626.82,876.06,140,249.24,1.78028571428571
2015,"TRM","25SE","21",520,2015-05-15,2015-10-02,597.06,851.88,140,254.82,1.82014285714286
2015,"TRM","25SE","21",619,2015-05-15,2015-10-02,584.04,905.82,140,321.78,2.29842857142857
2015,"TRM","25SE","21",634,2015-05-15,2015-10-02,552.42,786.78,140,234.36,1.674
2015,"TRM","25SE","21",665,2015-05-15,2015-10-02,567.3,876.06,140,308.76,2.20542857142857
2015,"TRM","25SE","21",669,2015-05-15,2015-10-02,602.64,890.94,140,288.3,2.05928571428571
2015,"TRM","25SE","21",814,2015-05-15,2015-10-02,606.36,877.92,140,271.56,1.93971428571429
2015,"TRM","25SE","21",928,2015-05-15,2015-10-02,548.7,844.44,140,295.74,2.11242857142857
2015,"TRM","26E","21",176,2015-05-15,2015-10-02,651,939.3,140,288.3,2.05928571428571
2015,"TRM","26E","21",188,2015-05-15,2015-10-02,628.68,969.06,140,340.38,2.43128571428571
2015,"TRM","26E","21",201,2015-05-15,2015-10-02,691.92,987.66,140,295.74,2.11242857142857
2015,"TRM","26E","21",209,2015-05-15,2015-10-02,675.18,978.36,140,303.18,2.16557142857143
2015,"TRM","26E","21",212,2015-05-15,2015-10-02,719.82,1029.51,140,309.69,2.21207142857143
2015,"TRM","26E","21",426,2015-05-15,2015-10-02,554.28,810.96,140,256.68,1.83342857142857
2015,"TRM","26E","21",440,2015-05-15,2015-10-02,593.34,820.26,140,226.92,1.62085714285714
2015,"TRM","26E","21",441,2015-05-15,2015-10-02,610.08,859.32,140,249.24,1.78028571428571
2015,"TRM","26E","21",447,2015-05-15,2015-10-02,634.26,965.34,140,331.08,2.36485714285714
2015,"TRM","26E","21",473,2015-05-15,2015-10-02,658.44,972.78,140,314.34,2.24528571428571
2015,"TRM","26E","21",499,2015-05-15,2015-10-02,611.94,1004.4,140,392.46,2.80328571428571
2015,"TRM","26E","21",500,2015-05-15,2015-10-02,580.32,859.32,140,279,1.99285714285714
2015,"TRM","26E","21",501,2015-05-15,2015-10-02,541.26,669.6,140,128.34,0.916714285714285
2015,"TRM","26E","21",505,2015-05-15,2015-10-02,664.02,911.4,140,247.38,1.767
2015,"TRM","26E","21",525,2015-05-15,2015-10-02,559.86,868.62,140,308.76,2.20542857142857
2015,"TRM","26E","21",534,2015-05-15,2015-10-02,580.32,866.76,140,286.44,2.046
2015,"TRM","26E","21",803,2015-05-15,2015-10-02,602.64,1047.18,140,444.54,3.17528571428571
2015,"TRM","26E","21",929,2015-05-15,2015-10-02,569.16,844.44,140,275.28,1.96628571428571
2015,"TRM","26E","21",978,2015-05-15,2015-10-02,587.76,850.02,140,262.26,1.87328571428571
2015,"TRM","26E","21",1027,2015-05-15,2015-10-02,639.84,1039.74,140,399.9,2.85642857142857
2015,"TRM","26E","21",1062,2015-05-15,2015-10-02,619.38,950.46,140,331.08,2.36485714285714
2015,"TRM","31E","25",2,2015-05-15,2015-10-02,673.32,922.56,140,249.24,1.78028571428571
2015,"TRM","31E","25",30,2015-05-15,2015-10-02,533.82,814.68,140,280.86,2.00614285714286
2015,"TRM","31E","25",59,2015-05-15,2015-10-02,652.86,920.7,140,267.84,1.91314285714286
2015,"TRM","31E","25",69,2015-05-15,2015-10-02,608.22,946.74,140,338.52,2.418
2015,"TRM","31E","25",78,2015-05-15,2015-10-02,712.38,954.18,140,241.8,1.72714285714286
2015,"TRM","31E","25",81,2015-05-15,2015-10-02,682.62,985.8,140,303.18,2.16557142857143
2015,"TRM","31E","25",102,2015-05-15,2015-10-02,664.02,937.44,140,273.42,1.953
2015,"TRM","31E","25",110,2015-05-15,2015-10-02,723.54,978.36,140,254.82,1.82014285714286
2015,"TRM","31E","25",112,2015-05-15,2015-10-02,652.86,928.14,140,275.28,1.96628571428571
2015,"TRM","31E","25",113,2015-05-15,2015-10-02,636.12,913.26,140,277.14,1.97957142857143
2015,"TRM","31E","25",149,2015-05-15,2015-10-02,699.36,928.14,140,228.78,1.63414285714286
2015,"TRM","31E","25",263,2015-05-15,2015-10-02,615.66,918.84,140,303.18,2.16557142857143
2015,"TRM","31E","25",456,2015-05-15,2015-10-02,576.6,848.16,140,271.56,1.93971428571429
2015,"TRM","31E","25",490,2015-05-15,2015-10-02,552.42,850.02,140,297.6,2.12571428571429
2015,"TRM","31E","25",498,2015-05-15,2015-10-02,619.38,842.58,140,223.2,1.59428571428571
2015,"TRM","31E","25",562,2015-05-15,2015-10-02,623.1,922.56,140,299.46,2.139
2015,"TRM","31E","25",589,2015-05-15,2015-10-02,641.7,943.02,140,301.32,2.15228571428571
2015,"TRM","31E","25",712,2015-05-15,2015-10-02,571.02,840.72,140,269.7,1.92642857142857
2015,"TRM","31E","25",750,2015-05-15,2015-10-02,598.92,905.82,140,306.9,2.19214285714286
2015,"TRM","31E","25",902,2015-05-15,2015-10-02,561.72,771.9,140,210.18,1.50128571428571
2015,"TRM","31E","25",918,2015-05-15,2015-10-02,593.34,840.72,140,247.38,1.767
2015,"TRM","31E","25",945,2015-05-15,2015-10-02,582.18,859.32,140,277.14,1.97957142857143
2015,"TRM","31E","25",1010,2015-05-15,2015-10-02,533.82,831.42,140,297.6,2.12571428571429
2015,"TRM","31E","25",1036,2015-05-15,2015-10-02,602.64,954.18,140,351.54,2.511
2015,"TRM","5E","23",3,2015-05-15,2015-10-02,569.16,887.22,140,318.06,2.27185714285714
2015,"TRM","5E","23",4,2015-05-15,2015-10-02,611.94,970.92,140,358.98,2.56414285714286
2015,"TRM","5E","23",49,2015-05-15,2015-10-02,665.88,956.04,140,290.16,2.07257142857143
2015,"TRM","5E","23",76,2015-05-15,2015-10-02,658.44,974.64,140,316.2,2.25857142857143
2015,"TRM","5E","23",82,2015-05-15,2015-10-02,690.06,1009.98,140,319.92,2.28514285714286
2015,"TRM","5E","23",99,2015-05-15,2015-10-02,708.66,978.36,140,269.7,1.92642857142857
2015,"TRM","5E","23",124,2015-05-15,2015-10-02,671.46,978.36,140,306.9,2.19214285714286
2015,"TRM","5E","23",126,2015-05-15,2015-10-02,719.82,961.62,140,241.8,1.72714285714286
2015,"TRM","5E","23",270,2015-05-15,2015-10-02,610.08,848.16,140,238.08,1.70057142857143
2015,"TRM","5E","23",273,2015-05-15,2015-10-02,602.64,863.04,140,260.4,1.86
2015,"TRM","5E","23",405,2015-05-15,2015-10-02,645.42,1000.68,140,355.26,2.53757142857143
2015,"TRM","5E","23",481,2015-05-15,2015-10-02,524.52,887.22,140,362.7,2.59071428571429
2015,"TRM","5E","23",492,2015-05-15,2015-10-02,550.56,786.78,140,236.22,1.68728571428571
2015,"TRM","5E","23",578,2015-05-15,2015-10-02,591.48,909.54,140,318.06,2.27185714285714
2015,"TRM","5E","23",585,2015-05-15,2015-10-02,639.84,939.3,140,299.46,2.139
2015,"TRM","5E","23",593,2015-05-15,2015-10-02,597.06,935.58,140,338.52,2.418
2015,"TRM","5E","23",656,2015-05-15,2015-10-02,634.26,916.98,140,282.72,2.01942857142857
2015,"TRM","5E","23",661,2015-05-15,2015-10-02,580.32,868.62,140,288.3,2.05928571428571
2015,"TRM","5E","23",674,2015-05-15,2015-10-02,677.04,959.76,140,282.72,2.01942857142857
2015,"TRM","5E","23",706,2015-05-15,2015-10-02,574.74,883.5,140,308.76,2.20542857142857
2015,"TRM","5E","23",736,2015-05-15,2015-10-02,559.86,840.72,140,280.86,2.00614285714286
2015,"TRM","5E","23",746,2015-05-15,2015-10-02,541.26,805.38,140,264.12,1.88657142857143
2015,"TRM","5E","23",759,2015-05-15,2015-10-02,623.1,872.34,140,249.24,1.78028571428571
2015,"TRM","7NW","21",28,2015-05-15,2015-10-02,539.4,786.78,140,247.38,1.767
2015,"TRM","7NW","21",41,2015-05-15,2015-10-02,604.5,877.92,140,273.42,1.953
2015,"TRM","7NW","21",46,2015-05-15,2015-10-02,717.96,1002.54,140,284.58,2.03271428571429
2015,"TRM","7NW","21",58,2015-05-15,2015-10-02,624.96,933.72,140,308.76,2.20542857142857
2015,"TRM","7NW","21",62,2015-05-15,2015-10-02,652.86,937.44,140,284.58,2.03271428571429
2015,"TRM","7NW","21",64,2015-05-15,2015-10-02,649.14,957.9,140,308.76,2.20542857142857
2015,"TRM","7NW","21",104,2015-05-15,2015-10-02,637.98,943.02,140,305.04,2.17885714285714
2015,"TRM","7NW","21",117,2015-05-15,2015-10-02,582.18,876.06,140,293.88,2.09914285714286
2015,"TRM","7NW","21",144,2015-05-15,2015-10-02,712.38,1019.28,140,306.9,2.19214285714286
2015,"TRM","7NW","21",267,2015-05-15,2015-10-02,645.42,993.24,140,347.82,2.48442857142857
2015,"TRM","7NW","21",287,2015-05-15,2015-10-02,563.58,797.94,140,234.36,1.674
2015,"TRM","7NW","21",552,2015-05-15,2015-10-02,658.44,924.42,140,265.98,1.89985714285714
2015,"TRM","7NW","21",557,2015-05-15,2015-10-02,571.02,866.76,140,295.74,2.11242857142857
2015,"TRM","7NW","21",569,2015-05-15,2015-10-02,531.96,794.22,140,262.26,1.87328571428571
2015,"TRM","7NW","21",581,2015-05-15,2015-10-02,598.92,892.8,140,293.88,2.09914285714286
2015,"TRM","7NW","21",643,2015-05-15,2015-10-02,576.6,909.54,140,332.94,2.37814285714286
2015,"TRM","7NW","21",703,2015-05-15,2015-10-02,692.85,1056.48,140,363.63,2.59735714285714
2015,"TRM","7NW","21",726,2015-05-15,2015-10-02,665.88,969.06,140,303.18,2.16557142857143
2015,"TRM","7NW","21",963,2015-05-15,2015-10-02,554.28,905.82,140,351.54,2.511
2015,"TRM","7NW","21",1005,2015-05-15,2015-10-02,589.62,898.38,140,308.76,2.20542857142857
2015,"TRM","7NW","21",1065,2015-05-15,2015-10-02,680.76,1045.32,140,364.56,2.604
2016,"CARM","CARM","234",4,2016-05-13,2016-09-30,691.92,983.94,140,292.02,2.08585714285714
2016,"CARM","CARM","234",24,2016-05-13,2016-09-30,649.14,915.12,140,265.98,1.89985714285714
2016,"CARM","CARM","234",26,2016-05-13,2016-09-30,591.48,840.72,140,249.24,1.78028571428571
2016,"CARM","CARM","234",27,2016-05-13,2016-09-30,710.52,950.46,140,239.94,1.71385714285714
2016,"CARM","CARM","234",37,2016-05-13,2016-09-30,639.84,913.26,140,273.42,1.953
2016,"CARM","CARM","234",53,2016-05-13,2016-09-30,608.22,887.22,140,279,1.99285714285714
2016,"CARM","CARM","234",55,2016-05-13,2016-09-30,565.44,816.54,140,251.1,1.79357142857143
2016,"CARM","CARM","234",74,2016-05-13,2016-09-30,673.32,935.58,140,262.26,1.87328571428571
2016,"CARM","CARM","234",79,2016-05-13,2016-09-30,643.56,851.88,140,208.32,1.488
2016,"CARM","CARM","234",82,2016-05-13,2016-09-30,587.76,902.1,140,314.34,2.24528571428571
2016,"CARM","CARM","234",87,2016-05-13,2016-09-30,580.32,868.62,140,288.3,2.05928571428571
2016,"CARM","CARM","234",91,2016-05-13,2016-09-30,578.46,876.06,140,297.6,2.12571428571429
2016,"CARM","CARM","234",92,2016-05-13,2016-09-30,500.34,773.76,140,273.42,1.953
2016,"CARM","CARM","234",94,2016-05-13,2016-09-30,686.34,957.9,140,271.56,1.93971428571429
2016,"CARM","CARM","234",97,2016-05-13,2016-09-30,662.16,978.36,140,316.2,2.25857142857143
2016,"CARM","CARM","234",99,2016-05-13,2016-09-30,572.88,868.62,140,295.74,2.11242857142857
2016,"CARM","CARM","234",108,2016-05-13,2016-09-30,598.92,877.92,140,279,1.99285714285714
2016,"CARM","CARM","234",110,2016-05-13,2016-09-30,699.36,970.92,140,271.56,1.93971428571429
2016,"CARM","CARM","234",116,2016-05-13,2016-09-30,565.44,850.02,140,284.58,2.03271428571429
2016,"CARM","CARM","234",118,2016-05-13,2016-09-30,617.52,907.68,140,290.16,2.07257142857143
2016,"CARM","CARM","234",123,2016-05-13,2016-09-30,628.68,930,140,301.32,2.15228571428571
2016,"CARM","CARM","234",124,2016-05-13,2016-09-30,552.42,833.28,140,280.86,2.00614285714286
2016,"CARM","CARM","234",126,2016-05-13,2016-09-30,598.92,814.68,140,215.76,1.54114285714286
2016,"CARM","CARM","234",130,2016-05-13,2016-09-30,637.98,956.04,140,318.06,2.27185714285714
2016,"CARM","CARM","234",132,2016-05-13,2016-09-30,662.16,965.34,140,303.18,2.16557142857143
2016,"CARM","CARM","234",133,2016-05-13,2016-09-30,535.68,812.82,140,277.14,1.97957142857143
2016,"CARM","CARM","234",139,2016-05-13,2016-09-30,647.28,903.96,140,256.68,1.83342857142857
2016,"CARM","CARM","234",140,2016-05-13,2016-09-30,675.18,970.92,140,295.74,2.11242857142857
2016,"CARM","CARM","234",141,2016-05-13,2016-09-30,548.7,823.98,140,275.28,1.96628571428571
2016,"CARM","CARM","234",143,2016-05-13,2016-09-30,637.98,898.38,140,260.4,1.86
2016,"CARM","CARM","234",145,2016-05-13,2016-09-30,686.34,946.74,140,260.4,1.86
2016,"CARM","CARM","234",146,2016-05-13,2016-09-30,656.58,922.56,140,265.98,1.89985714285714
2016,"CARM","CARM","234",154,2016-05-13,2016-09-30,580.32,905.82,140,325.5,2.325
2016,"CARM","CARM","234",160,2016-05-13,2016-09-30,600.78,825.84,140,225.06,1.60757142857143
2016,"CARM","CARM","234",161,2016-05-13,2016-09-30,651,859.32,140,208.32,1.488
2016,"CARM","CARM","234",166,2016-05-13,2016-09-30,714.24,1039.74,140,325.5,2.325
2016,"CARM","CARM","234",168,2016-05-13,2016-09-30,563.58,842.58,140,279,1.99285714285714
2016,"CARM","CARM","234",169,2016-05-13,2016-09-30,584.04,823.98,140,239.94,1.71385714285714
2016,"CARM","CARM","234",170,2016-05-13,2016-09-30,634.26,922.56,140,288.3,2.05928571428571
2016,"CARM","CARM","234",174,2016-05-13,2016-09-30,589.62,835.14,140,245.52,1.75371428571429
2016,"CARM","CARM","234",176,2016-05-13,2016-09-30,513.36,792.36,140,279,1.99285714285714
2016,"CARM","CARM","234",179,2016-05-13,2016-09-30,524.52,796.08,140,271.56,1.93971428571429
2016,"CARM","CARM","234",180,2016-05-13,2016-09-30,604.5,915.12,140,310.62,2.21871428571428
2016,"CARM","CARM","234",183,2016-05-13,2016-09-30,623.1,937.44,140,314.34,2.24528571428571
2016,"CARM","CARM","234",184,2016-05-13,2016-09-30,624.96,898.38,140,273.42,1.953
2016,"CARM","CARM","234",186,2016-05-13,2016-09-30,660.3,991.38,140,331.08,2.36485714285714
2016,"CARM","CARM","234",188,2016-05-13,2016-09-30,515.22,773.76,140,258.54,1.84671428571429
2016,"CARM","CARM","234",209,2016-05-13,2016-09-30,690.06,954.18,140,264.12,1.88657142857143
2016,"CARM","CARM","234",212,2016-05-13,2016-09-30,665.88,944.88,140,279,1.99285714285714
2016,"CARM","CARM","234",214,2016-05-13,2016-09-30,580.32,848.16,140,267.84,1.91314285714286
2016,"CARM","CARM","234",215,2016-05-13,2016-09-30,593.34,850.02,140,256.68,1.83342857142857
2016,"CARM","CARM","234",226,2016-05-13,2016-09-30,530.1,796.08,140,265.98,1.89985714285714
2016,"CARM","CARM","234",231,2016-05-13,2016-09-30,598.92,907.68,140,308.76,2.20542857142857
2016,"CARM","CARM","234",239,2016-05-13,2016-09-30,730.98,993.24,140,262.26,1.87328571428571
2016,"CARM","CARM","234",240,2016-05-13,2016-09-30,651,898.38,140,247.38,1.767
2016,"CARM","CARM","234",241,2016-05-13,2016-09-30,643.56,913.26,140,269.7,1.92642857142857
2016,"CARM","CARM","234",244,2016-05-13,2016-09-30,634.26,902.1,140,267.84,1.91314285714286
2016,"CARM","CARM","234",245,2016-05-13,2016-09-30,727.26,1004.4,140,277.14,1.97957142857143
2016,"CARM","CARM","234",256,2016-05-13,2016-09-30,533.82,890.94,140,357.12,2.55085714285714
2016,"CARM","CARM","234",260,2016-05-13,2016-09-30,528.24,814.68,140,286.44,2.046
2016,"CARM","CARM","234",261,2016-05-13,2016-09-30,531.96,946.74,140,414.78,2.96271428571429
2016,"CARM","CARM","234",267,2016-05-13,2016-09-30,636.12,915.12,140,279,1.99285714285714
2016,"CARM","CARM","234",271,2016-05-13,2016-09-30,691.92,870.48,140,178.56,1.27542857142857
2016,"CARM","CARM","234",280,2016-05-13,2016-09-30,615.66,894.66,140,279,1.99285714285714
2016,"CARM","CARM","234",284,2016-05-13,2016-09-30,645.42,889.08,140,243.66,1.74042857142857
2016,"CARM","CARM","234",285,2016-05-13,2016-09-30,533.82,773.76,140,239.94,1.71385714285714
2016,"CARM","CARM","234",291,2016-05-13,2016-09-30,600.78,877.92,140,277.14,1.97957142857143
2016,"CARM","CARM","234",292,2016-05-13,2016-09-30,485.46,740.28,140,254.82,1.82014285714286
2016,"CARM","CARM","234",294,2016-05-13,2016-09-30,617.52,879.78,140,262.26,1.87328571428571
2016,"CARM","CARM","234",307,2016-05-13,2016-09-30,597.06,810.96,140,213.9,1.52785714285714
2016,"CARM","CARM","234",315,2016-05-13,2016-09-30,634.26,956.04,140,321.78,2.29842857142857
2016,"CARM","CARM","234",316,2016-05-13,2016-09-30,589.62,922.56,140,332.94,2.37814285714286
2016,"CARM","CARM","234",321,2016-05-13,2016-09-30,550.56,842.58,140,292.02,2.08585714285714
2016,"CARM","CARM","234",329,2016-05-13,2016-09-30,507.78,662.16,140,154.38,1.10271428571429
2016,"CARM","CARM","234",331,2016-05-13,2016-09-30,597.06,801.66,140,204.6,1.46142857142857
2016,"CARM","CARM","234",336,2016-05-13,2016-09-30,597.06,877.92,140,280.86,2.00614285714286
2016,"CARM","CARM","234",342,2016-05-13,2016-09-30,639.84,881.64,140,241.8,1.72714285714286
2016,"CARM","CARM","234",343,2016-05-13,2016-09-30,602.64,915.12,140,312.48,2.232
2016,"CARM","CARM","234",369,2016-05-13,2016-09-30,515.22,810.96,140,295.74,2.11242857142857
2016,"CARM","CARM","234",370,2016-05-13,2016-09-30,500.34,779.34,140,279,1.99285714285714
2016,"CARM","CARM","234",373,2016-05-13,2016-09-30,565.44,814.68,140,249.24,1.78028571428571
2016,"CARM","CARM","234",378,2016-05-13,2016-09-30,591.48,874.2,140,282.72,2.01942857142857
2016,"CARM","CARM","234",382,2016-05-13,2016-09-30,716.1,991.38,140,275.28,1.96628571428571
2016,"CARM","CARM","234",385,2016-05-13,2016-09-30,645.42,954.18,140,308.76,2.20542857142857
2016,"CARM","CARM","234",389,2016-05-13,2016-09-30,624.96,833.28,140,208.32,1.488
2016,"CARM","CARM","234",394,2016-05-13,2016-09-30,619.38,939.3,140,319.92,2.28514285714286
2016,"CARM","CARM","234",399,2016-05-13,2016-09-30,578.46,851.88,140,273.42,1.953
2016,"CARM","CARM","234",401,2016-05-13,2016-09-30,507.78,781.2,140,273.42,1.953
2016,"CARM","CARM","234",402,2016-05-13,2016-09-30,600.78,844.44,140,243.66,1.74042857142857
2016,"CARM","CARM","234",404,2016-05-13,2016-09-30,686.34,965.34,140,279,1.99285714285714
2016,"CARM","CARM","234",409,2016-05-13,2016-09-30,574.74,876.06,140,301.32,2.15228571428571
2016,"CARM","CARM","234",414,2016-05-13,2016-09-30,615.66,879.78,140,264.12,1.88657142857143
2016,"CARM","CARM","234",415,2016-05-13,2016-09-30,615.66,877.92,140,262.26,1.87328571428571
2016,"CARM","CARM","234",416,2016-05-13,2016-09-30,550.56,803.52,140,252.96,1.80685714285714
2016,"CARM","CARM","234",419,2016-05-13,2016-09-30,526.38,844.44,140,318.06,2.27185714285714
2016,"CARM","CARM","234",422,2016-05-13,2016-09-30,569.16,866.76,140,297.6,2.12571428571429
2016,"CARM","CARM","234",423,2016-05-13,2016-09-30,561.72,797.94,140,236.22,1.68728571428571
2016,"CARM","CARM","234",427,2016-05-13,2016-09-30,626.82,838.86,140,212.04,1.51457142857143
2016,"CARM","CARM","234",429,2016-05-13,2016-09-30,582.18,876.06,140,293.88,2.09914285714286
2016,"CARM","CARM","234",430,2016-05-13,2016-09-30,492.9,790.5,140,297.6,2.12571428571429
2016,"CARM","CARM","234",431,2016-05-13,2016-09-30,571.02,803.52,140,232.5,1.66071428571429
2016,"CARM","CARM","234",433,2016-05-13,2016-09-30,531.96,792.36,140,260.4,1.86
2016,"CARM","CARM","234",435,2016-05-13,2016-09-30,611.94,902.1,140,290.16,2.07257142857143
2016,"CARM","CARM","234",438,2016-05-13,2016-09-30,589.62,876.06,140,286.44,2.046
2016,"CARM","CARM","234",439,2016-05-13,2016-09-30,593.34,872.34,140,279,1.99285714285714
2016,"CARM","CARM","234",441,2016-05-13,2016-09-30,637.98,831.42,140,193.44,1.38171428571429
2016,"CARM","CARM","234",447,2016-05-13,2016-09-30,554.28,823.98,140,269.7,1.92642857142857
2016,"CARM","CARM","234",449,2016-05-13,2016-09-30,613.8,924.42,140,310.62,2.21871428571429
2016,"CARM","CARM","234",450,2016-05-13,2016-09-30,697.5,987.66,140,290.16,2.07257142857143
2016,"CARM","CARM","234",455,2016-05-13,2016-09-30,537.54,863.04,140,325.5,2.325
2016,"CARM","CARM","234",456,2016-05-13,2016-09-30,571.02,801.66,140,230.64,1.64742857142857
2016,"CARM","CARM","234",459,2016-05-13,2016-09-30,561.72,851.88,140,290.16,2.07257142857143
2016,"CARM","CARM","234",464,2016-05-13,2016-09-30,684.48,959.76,140,275.28,1.96628571428571
2016,"CARM","CARM","234",468,2016-05-13,2016-09-30,561.72,859.32,140,297.6,2.12571428571429
2016,"CARM","CARM","234",469,2016-05-13,2016-09-30,507.78,738.42,140,230.64,1.64742857142857
2016,"CARM","CARM","234",478,2016-05-13,2016-09-30,574.74,850.02,140,275.28,1.96628571428571
2016,"CARM","CARM","234",485,2016-05-13,2016-09-30,544.98,820.26,140,275.28,1.96628571428571
2016,"CARM","CARM","234",490,2016-05-13,2016-09-30,604.5,892.8,140,288.3,2.05928571428571
2016,"CARM","CARM","234",502,2016-05-13,2016-09-30,578.46,881.64,140,303.18,2.16557142857143
2016,"CARM","CARM","234",503,2016-05-13,2016-09-30,541.26,822.12,140,280.86,2.00614285714286
2016,"CARM","CARM","234",508,2016-05-13,2016-09-30,556.14,807.24,140,251.1,1.79357142857143
2016,"CARM","CARM","234",516,2016-05-13,2016-09-30,580.32,810.96,140,230.64,1.64742857142857
2016,"CARM","CARM","234",525,2016-05-13,2016-09-30,582.18,820.26,140,238.08,1.70057142857143
2016,"CARM","CARM","234",539,2016-05-13,2016-09-30,647.28,916.98,140,269.7,1.92642857142857
2016,"CARM","CARM","234",540,2016-05-13,2016-09-30,593.34,827.7,140,234.36,1.674
2016,"CARM","CARM","234",546,2016-05-13,2016-09-30,565.44,818.4,140,252.96,1.80685714285714
2016,"CARM","CARM","234",548,2016-05-13,2016-09-30,615.66,857.46,140,241.8,1.72714285714286
2016,"CARM","CARM","234",549,2016-05-13,2016-09-30,587.76,801.66,140,213.9,1.52785714285714
2016,"CARM","CARM","234",554,2016-05-13,2016-09-30,526.38,801.66,140,275.28,1.96628571428571
2016,"CARM","CARM","234",556,2016-05-13,2016-09-30,546.84,803.52,140,256.68,1.83342857142857
2016,"CARM","CARM","234",561,2016-05-13,2016-09-30,515.22,732.84,140,217.62,1.55442857142857
2016,"CARM","CARM","234",563,2016-05-13,2016-09-30,485.46,764.46,140,279,1.99285714285714
2016,"CARM","CARM","234",570,2016-05-13,2016-09-30,597.06,877.92,140,280.86,2.00614285714286
2016,"CARM","CARM","234",574,2016-05-13,2016-09-30,611.94,838.86,140,226.92,1.62085714285714
2016,"CARM","CARM","234",576,2016-05-13,2016-09-30,513.36,775.62,140,262.26,1.87328571428571
