index,model,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
0,Temporal,1,np.log(Biomass_kg_ha) ~ dfi,simp,0.1241,0.1237,3428.4425,469.1928,161.021,0.1592,0.5229,0.0968,0.7275,349.3385,105.9919,0.4168,0.0858,0.5226,0.0978,0.0789,0.0167,296.4424,0.5916,0.6336,601.6475,0.3982,0.0977,0.6491
1,Temporal,1,np.log(Biomass_kg_ha) ~ ndvi,simp,0.2297,0.2294,3133.9219,444.4394,142.4161,0.1516,0.4933,0.0594,0.5721,332.9666,88.056,0.3953,0.0683,0.4922,0.0832,0.0743,0.0144,296.524,0.5885,0.5715,491.7857,0.3782,0.0645,0.5118
2,Temporal,1,np.log(Biomass_kg_ha) ~ ndti,simp,0.5731,0.5729,1781.1549,376.7349,178.5033,0.087,0.4031,0.1021,0.6594,266.088,121.5326,0.2871,0.0526,0.3643,0.0654,0.0548,0.01,231.6737,0.4522,0.3576,556.1028,0.2885,0.0705,0.4746
3,Temporal,1,np.log(Biomass_kg_ha) ~ satvi,simp,0.2476,0.2473,3079.9783,446.9908,159.0323,0.1375,0.4941,0.0794,0.6205,329.894,101.4219,0.3868,0.0737,0.4858,0.0834,0.0732,0.0137,296.9563,0.5843,0.5449,544.2636,0.372,0.0709,0.5314
4,Temporal,1,np.log(Biomass_kg_ha) ~ ndii7,simp,0.2363,0.236,3114.0769,436.4836,144.4867,0.1491,0.4846,0.0698,0.5718,329.8979,93.3726,0.3928,0.07,0.4892,0.0879,0.0739,0.0153,306.2469,0.6088,0.5822,509.8027,0.3733,0.0665,0.5018
5,Temporal,1,np.log(Biomass_kg_ha) ~ nir,simp,0.0634,0.063,3582.0363,486.1462,163.6751,0.1761,0.5456,0.1112,0.7728,368.7401,112.0652,0.4374,0.1048,0.5364,0.1182,0.081,0.02,305.5547,0.6122,0.6795,627.4689,0.4236,0.1181,0.705
6,Temporal,1,np.log(Biomass_kg_ha) ~ swir1,simp,0.5179,0.5177,2059.8965,359.7466,99.0024,0.0861,0.4071,0.0807,0.563,254.0473,57.6315,0.293,0.0609,0.3758,0.0847,0.0569,0.0148,252.2985,0.4988,0.4149,333.3702,0.291,0.0587,0.4205
7,Temporal,1,np.log(Biomass_kg_ha) ~ swir2,simp,0.62,0.6198,1514.4138,330.479,106.5236,0.0666,0.3677,0.0628,0.4646,232.0104,70.7665,0.2625,0.0531,0.3359,0.0726,0.0507,0.0123,220.9006,0.4334,0.3432,368.1238,0.261,0.0483,0.3234
8,Temporal,1,np.log(Biomass_kg_ha) ~ bai_126,simp,0.0036,0.0032,3723.7713,501.5197,161.0618,0.1887,0.5667,0.123,0.8393,378.3584,105.4054,0.45,0.1086,0.554,0.1263,0.0838,0.0218,300.1079,0.6089,0.7088,614.9244,0.4395,0.1327,0.7666
9,Temporal,1,np.log(Biomass_kg_ha) ~ bai_136,simp,0.1106,0.1102,3463.4445,472.4626,163.8657,0.1631,0.5289,0.1085,0.7233,354.7799,106.0808,0.4248,0.1017,0.5262,0.1143,0.0795,0.0191,291.2775,0.5835,0.6206,591.1853,0.4078,0.1111,0.6659
10,Temporal,1,np.log(Biomass_kg_ha) ~ bai_146,simp,0.074,0.0736,3555.8172,483.9346,153.7625,0.1774,0.5439,0.1006,0.7424,364.3827,98.2929,0.4337,0.0954,0.5368,0.113,0.0812,0.0196,307.131,0.6188,0.6735,562.7566,0.4202,0.1086,0.6708
11,Temporal,1,np.log(Biomass_kg_ha) ~ bai_236,simp,0.1683,0.1679,3309.7528,458.1202,152.6905,0.1592,0.5109,0.0849,0.6546,344.7846,94.765,0.4135,0.0867,0.5128,0.1012,0.0774,0.0171,291.5395,0.5816,0.591,539.304,0.3945,0.0871,0.5953
12,Temporal,1,np.log(Biomass_kg_ha) ~ bai_246,simp,0.0888,0.0884,3519.0016,480.3642,152.8969,0.1752,0.539,0.0956,0.7226,361.8288,97.2751,0.4307,0.0926,0.5332,0.1096,0.0806,0.019,308.2708,0.6199,0.6656,555.5584,0.4165,0.1036,0.6526
13,Temporal,1,np.log(Biomass_kg_ha) ~ bai_346,simp,0.1218,0.1214,3434.4814,472.1676,150.187,0.1714,0.5286,0.0863,0.686,356.2191,94.6648,0.4241,0.0871,0.5247,0.1036,0.0793,0.018,308.3378,0.6184,0.6434,545.5837,0.409,0.0949,0.6191
14,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + ndvi + dfi:ndvi,simp,0.6169,0.6164,1536.8475,335.7943,122.7127,0.0675,0.3659,0.0573,0.442,237.9672,79.0475,0.269,0.04,0.3438,0.0546,0.0518,0.0087,230.4747,0.4497,0.3337,376.4789,0.2622,0.0343,0.3075
15,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + ndti + dfi:ndti,simp,0.589,0.5885,1697.9598,367.4981,162.0689,0.0844,0.3958,0.0896,0.6047,257.2185,107.9912,0.2826,0.0517,0.3618,0.0664,0.0545,0.0104,224.5197,0.439,0.3498,506.7731,0.2811,0.0618,0.4325
16,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + satvi + dfi:satvi,simp,0.452,0.4513,2357.3268,400.4777,156.6269,0.09,0.4363,0.0736,0.5915,291.9454,103.9512,0.3311,0.0548,0.4152,0.0605,0.0624,0.009,286.1038,0.5545,0.4461,533.7899,0.3216,0.0502,0.4164
17,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + ndii7 + dfi:ndii7,simp,0.4663,0.4656,2297.1146,378.6181,133.8312,0.0979,0.4151,0.0663,0.4828,276.7837,86.9239,0.3191,0.0418,0.4086,0.0495,0.0616,0.0088,273.8814,0.5379,0.4575,433.7514,0.3071,0.0448,0.3666
18,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + nir + dfi:nir,simp,0.1335,0.1324,3407.5939,471.4557,161.9962,0.1665,0.525,0.0951,0.7122,355.6811,110.3926,0.4246,0.0872,0.5279,0.0981,0.0797,0.0166,302.0338,0.6015,0.6427,600.6624,0.4042,0.0958,0.6358
19,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + swir1 + dfi:swir1,simp,0.549,0.5484,1911.1831,356.448,97.2117,0.0806,0.4039,0.0755,0.5472,255.0648,52.8754,0.2982,0.0575,0.3775,0.0792,0.0571,0.0141,256.1422,0.5052,0.4084,349.3418,0.2931,0.0537,0.3959
20,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + swir2 + dfi:swir2,simp,0.6336,0.6331,1435.1504,327.015,96.3498,0.067,0.3668,0.0622,0.4639,229.3991,59.4677,0.2657,0.0585,0.3405,0.0777,0.0515,0.0134,220.2672,0.4325,0.3411,324.1009,0.2609,0.0493,0.3365
21,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + bai_126 + dfi:bai_126,simp,0.1508,0.1497,3361.4062,471.2307,152.8343,0.1609,0.5263,0.0867,0.7088,348.5976,99.5295,0.4132,0.0719,0.5234,0.0864,0.079,0.0154,304.0822,0.608,0.6354,580.7805,0.3966,0.0848,0.614
22,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + bai_136 + dfi:bai_136,simp,0.407,0.4062,2538.3058,398.4851,163.9873,0.1009,0.4359,0.0856,0.6149,296.5481,114.8293,0.3434,0.0779,0.4276,0.0857,0.0643,0.0128,278.4745,0.5443,0.4653,574.2586,0.328,0.0655,0.448
23,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + bai_146 + dfi:bai_146,simp,0.3452,0.3443,2765.6309,421.3551,144.8901,0.1197,0.4628,0.064,0.5339,309.0493,92.4226,0.3576,0.0445,0.4552,0.0515,0.0686,0.0095,296.0372,0.5836,0.5351,478.9198,0.3446,0.0472,0.4238
24,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + bai_236 + dfi:bai_236,simp,0.5802,0.5797,1746.4541,355.086,131.9803,0.0698,0.3873,0.0599,0.4919,256.3561,85.1021,0.2885,0.0366,0.3639,0.0427,0.0547,0.0066,248.6646,0.4813,0.3528,428.5879,0.282,0.0324,0.34
25,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + bai_246 + dfi:bai_246,simp,0.3769,0.3761,2651.8689,413.1116,145.6269,0.113,0.4521,0.0645,0.5258,303.0489,93.6836,0.3492,0.0423,0.444,0.0488,0.0669,0.0088,291.8015,0.574,0.5154,471.9839,0.3364,0.0445,0.3948
26,Temporal,2,np.log(Biomass_kg_ha) ~ dfi + bai_346 + dfi:bai_346,simp,0.4532,0.4525,2352.3031,388.7571,142.5581,0.0977,0.4233,0.0637,0.5101,284.6747,92.5478,0.3268,0.0396,0.4148,0.0474,0.0625,0.0081,279.7021,0.5488,0.4593,455.7523,0.314,0.0405,0.362
27,Temporal,2,np.log(Biomass_kg_ha) ~ ndvi + ndti + ndvi:ndti,simp,0.6251,0.6246,1487.2285,331.1786,125.1627,0.0672,0.3608,0.0587,0.4693,235.8989,79.5373,0.267,0.0392,0.3403,0.0529,0.0512,0.0084,233.1513,0.4539,0.33,402.0416,0.2597,0.0337,0.3136
28,Temporal,2,np.log(Biomass_kg_ha) ~ ndvi + satvi + ndvi:satvi,simp,0.2953,0.2944,2933.9892,436.3886,148.0762,0.1387,0.482,0.0649,0.5741,322.777,92.0388,0.3796,0.0683,0.4753,0.0808,0.0716,0.0132,295.4975,0.5823,0.5353,486.2426,0.364,0.058,0.4617
29,Temporal,2,np.log(Biomass_kg_ha) ~ ndvi + nir + ndvi:nir,simp,0.4458,0.445,2383.4726,409.8338,174.2796,0.1177,0.4467,0.1029,0.6515,301.085,136.0313,0.3369,0.0865,0.423,0.0953,0.0637,0.0148,265.1149,0.5201,0.4431,643.7267,0.3311,0.0884,0.5493
30,Temporal,2,np.log(Biomass_kg_ha) ~ ndvi + swir1 + ndvi:swir1,simp,0.5417,0.5411,1947.8913,362.7724,112.6551,0.089,0.4058,0.0781,0.5364,257.2626,74.1896,0.2929,0.0628,0.3737,0.0863,0.0564,0.0145,259.4546,0.5103,0.4118,399.5445,0.2904,0.0576,0.4136
31,Temporal,2,np.log(Biomass_kg_ha) ~ ndvi + swir2 + ndvi:swir2,simp,0.6325,0.632,1441.9329,329.8536,106.7424,0.0651,0.3672,0.0629,0.461,231.2338,66.3201,0.2623,0.0505,0.336,0.071,0.0507,0.012,233.7965,0.4574,0.3478,339.2693,0.2602,0.0434,0.332
32,Temporal,2,np.log(Biomass_kg_ha) ~ ndvi + bai_126 + ndvi:bai_126,simp,0.2518,0.2508,3071.2608,446.6346,153.0511,0.1412,0.4942,0.0677,0.6007,334.3867,101.1317,0.3959,0.0803,0.4923,0.0928,0.0742,0.0152,289.2703,0.573,0.5428,522.4397,0.3777,0.0685,0.4991
33,Temporal,2,np.log(Biomass_kg_ha) ~ ndvi + bai_136 + ndvi:bai_136,simp,0.2347,0.2337,3122.9462,448.4857,145.0894,0.149,0.4978,0.0642,0.5783,336.305,91.5159,0.4011,0.0752,0.4991,0.0891,0.0753,0.015,294.9223,0.5853,0.5593,488.6268,0.3819,0.0682,0.5182
34,Temporal,2,np.log(Biomass_kg_ha) ~ ndti + satvi + ndti:satvi,simp,0.6332,0.6327,1437.4407,329.5571,120.7519,0.0633,0.3597,0.0564,0.4508,235.0105,77.6658,0.2636,0.0372,0.3349,0.0481,0.0504,0.0077,236.7936,0.4607,0.3359,394.8733,0.2586,0.0316,0.308
35,Temporal,2,np.log(Biomass_kg_ha) ~ ndti + ndii7 + ndti:ndii7,simp,0.6087,0.6081,1585.8118,352.3015,148.1272,0.0714,0.3796,0.0747,0.487,250.0563,100.9766,0.2761,0.05,0.3511,0.0638,0.0528,0.0097,230.2989,0.4486,0.3303,438.912,0.2725,0.0518,0.3745
36,Temporal,2,np.log(Biomass_kg_ha) ~ ndti + nir + ndti:nir,simp,0.6147,0.6142,1550.1008,376.1956,207.6455,0.0837,0.4017,0.1382,0.7688,256.2748,132.7696,0.2722,0.0624,0.3501,0.0799,0.0527,0.0122,215.3762,0.4204,0.3284,605.2928,0.2782,0.0893,0.5165
37,Temporal,2,np.log(Biomass_kg_ha) ~ ndti + swir1 + ndti:swir1,simp,0.6395,0.6391,1397.3712,342.4644,132.6519,0.0718,0.3742,0.0717,0.4785,240.1046,92.5035,0.2637,0.0532,0.3379,0.072,0.0509,0.0115,233.2701,0.4558,0.3422,437.5456,0.2647,0.0537,0.3734
38,Temporal,2,np.log(Biomass_kg_ha) ~ ndti + bai_126 + ndti:bai_126,simp,0.5948,0.5943,1665.3667,377.6347,195.5575,0.0824,0.404,0.1241,0.7283,260.3252,127.6153,0.278,0.0591,0.3547,0.0743,0.0534,0.0113,224.5128,0.4375,0.3398,587.5206,0.2828,0.0816,0.5014
39,Temporal,2,np.log(Biomass_kg_ha) ~ ndti + bai_136 + ndti:bai_136,simp,0.6219,0.6214,1507.1589,344.7827,128.434,0.0706,0.3743,0.0553,0.4606,244.9649,88.5667,0.2692,0.0395,0.3425,0.051,0.0515,0.0079,236.6767,0.4599,0.3359,412.2892,0.2675,0.0363,0.3216
40,Temporal,2,np.log(Biomass_kg_ha) ~ ndti + bai_146 + ndti:bai_146,simp,0.6134,0.6129,1557.8313,360.664,166.8907,0.0733,0.3869,0.0945,0.5837,252.3863,112.5736,0.2754,0.0563,0.3512,0.0709,0.0528,0.0108,218.3895,0.4265,0.3209,496.8882,0.2745,0.0654,0.424
41,Temporal,2,np.log(Biomass_kg_ha) ~ ndti + bai_236 + ndti:bai_236,simp,0.6338,0.6333,1433.4602,331.2697,120.8152,0.0663,0.3616,0.0537,0.4601,235.6073,77.6412,0.263,0.0352,0.3345,0.0473,0.0503,0.0075,234.4763,0.4557,0.3246,399.3213,0.2592,0.0295,0.3115
42,Temporal,2,np.log(Biomass_kg_ha) ~ ndti + bai_246 + ndti:bai_246,simp,0.6152,0.6147,1546.883,357.7704,161.8836,0.0723,0.3842,0.0893,0.5569,251.3869,110.128,0.2754,0.0555,0.3508,0.0698,0.0528,0.0106,218.7177,0.4271,0.3204,482.3042,0.2734,0.0626,0.4116
43,Temporal,2,np.log(Biomass_kg_ha) ~ ndti + bai_346 + ndti:bai_346,simp,0.6186,0.6181,1526.6807,348.7171,145.4402,0.0707,0.3763,0.0736,0.479,246.7921,99.0243,0.2737,0.0502,0.3482,0.0644,0.0524,0.0099,222.7732,0.4349,0.323,432.1355,0.2694,0.0516,0.3688
44,Temporal,2,np.log(Biomass_kg_ha) ~ satvi + ndii7 + satvi:ndii7,simp,0.4266,0.4258,2461.3888,407.4985,154.5692,0.112,0.4416,0.0626,0.5721,298.9077,102.6486,0.3371,0.0518,0.4245,0.0638,0.0638,0.0095,306.3425,0.5957,0.4869,504.5443,0.3279,0.0447,0.3936
45,Temporal,2,np.log(Biomass_kg_ha) ~ satvi + nir + satvi:nir,simp,0.2654,0.2645,3029.0855,445.2669,160.2636,0.1395,0.492,0.0812,0.6236,331.229,104.9204,0.388,0.0738,0.4854,0.0826,0.0731,0.0135,304.6769,0.5983,0.5525,561.3597,0.3725,0.0703,0.523
46,Temporal,2,np.log(Biomass_kg_ha) ~ satvi + swir1 + satvi:swir1,simp,0.5389,0.5383,1961.7003,372.5339,123.2627,0.0853,0.4147,0.085,0.54,265.9658,88.4201,0.3009,0.0716,0.3809,0.0905,0.0575,0.015,255.0239,0.5016,0.3997,462.0197,0.2986,0.0677,0.4191
47,Temporal,2,np.log(Biomass_kg_ha) ~ satvi + swir2 + satvi:swir2,simp,0.6286,0.6281,1465.9868,336.7766,112.3026,0.0644,0.3734,0.0649,0.4605,237.4313,75.211,0.2683,0.0551,0.341,0.0742,0.0515,0.0124,231.5018,0.4532,0.3451,387.2493,0.2659,0.0492,0.3334
48,Temporal,2,np.log(Biomass_kg_ha) ~ satvi + bai_126 + satvi:bai_126,simp,0.3012,0.3003,2914.7274,440.6094,157.6022,0.1348,0.484,0.0732,0.601,324.9637,100.2733,0.3769,0.0637,0.4742,0.0754,0.0714,0.0122,297.6039,0.5835,0.5204,517.5634,0.3639,0.0607,0.4689
49,Temporal,2,np.log(Biomass_kg_ha) ~ satvi + bai_146 + satvi:bai_146,simp,0.3036,0.3027,2906.7173,438.3602,156.4927,0.1406,0.4817,0.0681,0.6065,324.8775,99.8427,0.3787,0.0638,0.4744,0.0748,0.0714,0.012,306.6095,0.6015,0.5471,527.6898,0.3635,0.0555,0.4398
50,Temporal,2,np.log(Biomass_kg_ha) ~ satvi + bai_246 + satvi:bai_246,simp,0.304,0.303,2905.6208,438.5467,155.7895,0.1406,0.4821,0.0674,0.6048,324.8659,99.3801,0.3787,0.0641,0.4741,0.0751,0.0714,0.012,306.7207,0.602,0.549,526.2175,0.3637,0.0554,0.4388
51,Temporal,2,np.log(Biomass_kg_ha) ~ satvi + bai_346 + satvi:bai_346,simp,0.2958,0.2948,2932.4706,440.7866,153.6097,0.1449,0.4859,0.0685,0.5992,326.8738,96.9509,0.3822,0.0675,0.4781,0.0787,0.072,0.0127,305.1954,0.6005,0.5515,517.1882,0.3674,0.0594,0.4549
52,Temporal,2,np.log(Biomass_kg_ha) ~ ndii7 + nir + ndii7:nir,simp,0.6134,0.6129,1558.0023,356.1068,162.7422,0.081,0.389,0.1053,0.6419,248.9663,116.3077,0.2686,0.0644,0.3451,0.0847,0.0521,0.0137,209.6982,0.4132,0.3292,558.7524,0.2752,0.0813,0.4768
53,Temporal,2,np.log(Biomass_kg_ha) ~ ndii7 + swir1 + ndii7:swir1,simp,0.5523,0.5517,1894.0201,352.8732,107.7786,0.0837,0.3956,0.0726,0.5269,250.2428,69.1862,0.2864,0.0558,0.367,0.0814,0.0555,0.0139,253.8233,0.5003,0.4042,360.9041,0.2831,0.0511,0.3788
54,Temporal,2,np.log(Biomass_kg_ha) ~ ndii7 + swir2 + ndii7:swir2,simp,0.6288,0.6283,1464.5501,329.1585,107.3024,0.0646,0.3664,0.0624,0.4616,230.667,68.0954,0.2619,0.0507,0.3361,0.0712,0.0508,0.0121,230.7402,0.4522,0.3477,347.4402,0.2596,0.0444,0.3165
55,Temporal,2,np.log(Biomass_kg_ha) ~ ndii7 + bai_126 + ndii7:bai_126,simp,0.4152,0.4145,2506.2796,407.8469,153.2834,0.112,0.4471,0.076,0.5963,300.8242,115.0921,0.3442,0.0801,0.428,0.0888,0.0645,0.0141,267.4019,0.525,0.4478,579.0114,0.334,0.0708,0.4941
56,Temporal,2,np.log(Biomass_kg_ha) ~ ndii7 + bai_136 + ndii7:bai_136,simp,0.3352,0.3343,2800.4096,428.1278,161.7073,0.1361,0.4668,0.0642,0.6095,323.8939,109.7892,0.3758,0.0593,0.4646,0.0745,0.0699,0.0118,313.5184,0.6153,0.5314,561.7645,0.3588,0.0497,0.4382
57,Temporal,2,np.log(Biomass_kg_ha) ~ ndii7 + bai_236 + ndii7:bai_236,simp,0.2919,0.291,2944.9937,436.6829,153.8201,0.139,0.4798,0.0632,0.6016,332.5257,99.4845,0.3928,0.0636,0.4844,0.077,0.073,0.0129,309.2008,0.6104,0.5347,533.1619,0.3725,0.0581,0.4867
58,Temporal,2,np.log(Biomass_kg_ha) ~ nir + swir1 + nir:swir1,simp,0.5258,0.5251,2026.1546,362.2724,104.3594,0.0913,0.4083,0.0806,0.5728,256.2996,65.9088,0.2934,0.0591,0.3765,0.0846,0.0569,0.0146,254.1107,0.5026,0.4189,356.4967,0.2916,0.0567,0.4064
59,Temporal,2,np.log(Biomass_kg_ha) ~ nir + swir2 + nir:swir2,simp,0.6254,0.6249,1485.647,335.3649,114.5485,0.0725,0.3719,0.0678,0.4721,236.2565,81.2319,0.2637,0.0557,0.3368,0.0749,0.0509,0.0125,218.2878,0.4283,0.3405,418.3044,0.2645,0.0549,0.357
60,Temporal,2,np.log(Biomass_kg_ha) ~ nir + bai_136 + nir:bai_136,simp,0.15,0.1489,3363.5328,469.817,162.6268,0.1577,0.5264,0.1122,0.7346,354.485,109.0196,0.4206,0.1001,0.5174,0.1103,0.0781,0.0186,303.2697,0.6048,0.6151,598.5167,0.4064,0.1132,0.6762
61,Temporal,2,np.log(Biomass_kg_ha) ~ nir + bai_146 + nir:bai_146,simp,0.6192,0.6187,1523.0087,341.2321,126.6518,0.0728,0.3759,0.0788,0.4961,239.685,91.1823,0.2649,0.0614,0.3394,0.0841,0.0512,0.0136,220.3748,0.4324,0.3371,454.2375,0.2666,0.0631,0.3876
62,Temporal,2,np.log(Biomass_kg_ha) ~ nir + bai_236 + nir:bai_236,simp,0.2649,0.264,3030.6271,439.0379,157.686,0.1387,0.4861,0.0869,0.6018,328.0919,103.8338,0.3887,0.0816,0.4865,0.0954,0.0733,0.0155,293.1236,0.5785,0.5518,537.0518,0.3696,0.0743,0.4993
63,Temporal,2,np.log(Biomass_kg_ha) ~ nir + bai_246 + nir:bai_246,simp,0.6022,0.6017,1623.3593,346.3845,127.9766,0.0748,0.3816,0.081,0.4947,244.076,92.8089,0.2706,0.065,0.3458,0.0862,0.0522,0.0139,226.2613,0.4433,0.3475,463.0708,0.2713,0.0651,0.3952
64,Temporal,2,np.log(Biomass_kg_ha) ~ nir + bai_346 + nir:bai_346,simp,0.5718,0.5712,1792.2032,356.7399,137.0652,0.0844,0.3913,0.0863,0.4982,254.7473,100.799,0.2835,0.0694,0.3602,0.0874,0.0543,0.014,230.6612,0.4517,0.3591,486.844,0.2815,0.0682,0.4155
65,Temporal,2,np.log(Biomass_kg_ha) ~ swir1 + bai_126 + swir1:bai_126,simp,0.5384,0.5378,1964.0569,358.0501,104.495,0.0872,0.4034,0.0762,0.5534,254.4,66.775,0.2919,0.0589,0.3744,0.0838,0.0566,0.0145,250.9454,0.4969,0.4082,373.7469,0.2894,0.0549,0.3901
66,Temporal,2,np.log(Biomass_kg_ha) ~ swir1 + bai_136 + swir1:bai_136,simp,0.519,0.5184,2058.4456,368.8655,101.5907,0.0819,0.4173,0.0828,0.5608,261.9424,62.6788,0.3028,0.0696,0.3854,0.0902,0.0583,0.0157,257.2939,0.5089,0.4129,356.7643,0.3001,0.0649,0.452
67,Temporal,2,np.log(Biomass_kg_ha) ~ swir1 + bai_146 + swir1:bai_146,simp,0.5455,0.5449,1928.8959,355.5179,104.9523,0.0875,0.3998,0.077,0.5547,251.8017,66.4386,0.2885,0.0567,0.3693,0.0837,0.0558,0.0143,255.0915,0.5031,0.411,354.2274,0.2856,0.0533,0.3869
68,Temporal,2,np.log(Biomass_kg_ha) ~ swir1 + bai_236 + swir1:bai_236,simp,0.5254,0.5248,2027.8406,371.6572,113.4655,0.0873,0.4167,0.0826,0.5473,263.5032,77.0325,0.3009,0.0708,0.3837,0.0904,0.058,0.0153,258.4272,0.5098,0.4112,421.1454,0.2985,0.0657,0.44
69,Temporal,2,np.log(Biomass_kg_ha) ~ swir1 + bai_246 + swir1:bai_246,simp,0.5463,0.5457,1924.8989,355.6382,105.5394,0.0873,0.3997,0.077,0.5521,251.7929,66.7043,0.2883,0.0569,0.3688,0.0837,0.0557,0.0142,255.8495,0.5043,0.4117,354.8652,0.2854,0.0533,0.3899
70,Temporal,2,np.log(Biomass_kg_ha) ~ swir1 + bai_346 + swir1:bai_346,simp,0.5508,0.5502,1901.7988,355.4635,107.0556,0.088,0.3987,0.076,0.5443,251.7102,68.2117,0.2876,0.0572,0.3676,0.0836,0.0555,0.0141,255.9587,0.504,0.4085,362.2474,0.2847,0.0531,0.3918
71,Temporal,2,np.log(Biomass_kg_ha) ~ swir2 + bai_126 + swir2:bai_126,simp,0.6245,0.624,1490.9837,332.1417,108.4077,0.0686,0.3696,0.0635,0.4649,234.2496,74.2362,0.2647,0.0546,0.3385,0.0738,0.0511,0.0125,223.0167,0.438,0.3438,379.7096,0.2633,0.05,0.324
72,Temporal,2,np.log(Biomass_kg_ha) ~ swir2 + bai_136 + swir2:bai_136,simp,0.6244,0.6239,1491.9114,338.8937,110.7593,0.0651,0.377,0.0657,0.4604,239.1994,75.794,0.2711,0.0598,0.3448,0.0776,0.0521,0.0131,228.2856,0.4481,0.3462,391.641,0.269,0.0533,0.3477
73,Temporal,2,np.log(Biomass_kg_ha) ~ swir2 + bai_146 + swir2:bai_146,simp,0.6331,0.6326,1438.0675,327.4372,104.4684,0.0652,0.365,0.062,0.4683,229.0657,65.9049,0.2598,0.0498,0.3337,0.0707,0.0504,0.012,227.1618,0.4451,0.3436,345.2847,0.2581,0.0442,0.3227
74,Temporal,2,np.log(Biomass_kg_ha) ~ swir2 + bai_236 + swir2:bai_236,simp,0.6283,0.6278,1467.8052,334.4681,107.5513,0.0643,0.3724,0.0644,0.46,235.2445,69.7274,0.2673,0.056,0.3405,0.0752,0.0514,0.0127,231.2231,0.453,0.344,366.1071,0.2648,0.0485,0.346
75,Temporal,2,np.log(Biomass_kg_ha) ~ swir2 + bai_246 + swir2:bai_246,simp,0.634,0.6336,1432.0518,327.5073,105.0065,0.0648,0.365,0.062,0.4672,229.0997,65.8319,0.2596,0.0492,0.3335,0.0702,0.0504,0.0119,228.1084,0.4468,0.3443,340.8492,0.258,0.0435,0.3212
76,Temporal,2,np.log(Biomass_kg_ha) ~ swir2 + bai_346 + swir2:bai_346,simp,0.637,0.6365,1413.4291,327.2854,105.431,0.0652,0.3643,0.061,0.4624,228.9616,65.5008,0.2591,0.0477,0.3328,0.069,0.0503,0.0117,230.1578,0.4505,0.3441,334.8811,0.2575,0.0415,0.3177
77,Temporal,2,np.log(Biomass_kg_ha) ~ bai_126 + bai_136 + bai_126:bai_136,simp,0.1783,0.1772,3286.109,459.8294,153.2175,0.1609,0.513,0.0862,0.6636,348.0986,95.0703,0.4187,0.0853,0.5182,0.1004,0.0782,0.017,293.1411,0.5856,0.5869,548.0141,0.3984,0.088,0.6036
78,Temporal,2,np.log(Biomass_kg_ha) ~ bai_126 + bai_236 + bai_126:bai_236,simp,0.1743,0.1732,3297.2213,463.5342,163.2514,0.1538,0.5149,0.0872,0.6536,351.5215,105.0571,0.4218,0.088,0.5211,0.1038,0.0786,0.0172,287.4509,0.574,0.5778,591.73,0.3999,0.0852,0.5838
79,Temporal,2,np.log(Biomass_kg_ha) ~ bai_126 + bai_246 + bai_126:bai_246,simp,0.1657,0.1646,3320.7617,470.8453,152.6039,0.1586,0.5246,0.0748,0.6461,353.6321,96.6181,0.4201,0.0852,0.5189,0.0964,0.0783,0.0162,309.9998,0.6163,0.6182,535.3631,0.4037,0.083,0.5836
80,Temporal,2,np.log(Biomass_kg_ha) ~ bai_126 + bai_346 + bai_126:bai_346,simp,0.1881,0.187,3258.5157,464.2715,152.1773,0.1554,0.5167,0.0736,0.628,349.2166,95.8194,0.4155,0.0833,0.5128,0.0955,0.0774,0.016,303.7986,0.6042,0.5963,534.3858,0.3983,0.0798,0.5651
81,Temporal,2,np.log(Biomass_kg_ha) ~ bai_136 + bai_146 + bai_136:bai_146,simp,0.1849,0.1838,3267.6388,462.8536,150.6696,0.1637,0.516,0.0788,0.6496,349.6468,93.109,0.4187,0.0823,0.5177,0.0959,0.0782,0.0163,304.347,0.6062,0.6028,532.4329,0.3998,0.0833,0.5885
82,Temporal,2,np.log(Biomass_kg_ha) ~ bai_136 + bai_246 + bai_136:bai_246,simp,0.1871,0.186,3261.402,462.824,150.4051,0.1628,0.5159,0.0775,0.6451,349.3407,93.0091,0.4181,0.0822,0.517,0.0956,0.078,0.0162,304.5682,0.6064,0.6021,529.5102,0.3993,0.0824,0.5839
