index,model,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
83,Temporal,2,np.log(Biomass_kg_ha) ~ bai_136 + bai_346 + bai_136:bai_346,simp,0.1909,0.1898,3250.7054,461.3844,148.4677,0.1617,0.515,0.0788,0.6506,348.2376,91.8746,0.417,0.084,0.5156,0.0977,0.0778,0.0166,299.0198,0.5962,0.5907,523.6019,0.3987,0.0848,0.5887
84,Temporal,2,np.log(Biomass_kg_ha) ~ bai_146 + bai_236 + bai_146:bai_236,simp,0.18,0.179,3281.1655,465.2946,161.9548,0.1583,0.5171,0.0863,0.6492,352.7432,102.833,0.4226,0.0877,0.5218,0.104,0.0787,0.0172,293.1549,0.5857,0.5866,580.5026,0.4019,0.0861,0.5741
85,Temporal,2,np.log(Biomass_kg_ha) ~ bai_236 + bai_246 + bai_236:bai_246,simp,0.182,0.1809,3275.6677,465.4257,160.8773,0.1588,0.5174,0.0854,0.645,352.6269,101.7525,0.4222,0.0872,0.5213,0.1033,0.0787,0.0172,294.6051,0.5885,0.5877,574.1843,0.4019,0.0859,0.5711
86,Temporal,2,np.log(Biomass_kg_ha) ~ bai_236 + bai_346 + bai_236:bai_346,simp,0.1805,0.1794,3279.986,465.6336,155.3647,0.1618,0.5185,0.0826,0.6364,352.4605,97.0105,0.422,0.0856,0.5213,0.1013,0.0787,0.0171,297.8238,0.5951,0.5928,550.5372,0.4026,0.086,0.5758
87,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + ndti + dfi:ndvi + dfi:ndti + ndvi:ndti,simp,0.6252,0.6242,1493.076,334.6074,126.4343,0.0691,0.3647,0.0613,0.4731,237.7162,80.3203,0.269,0.0403,0.3441,0.0556,0.0518,0.0088,236.6805,0.4613,0.3365,405.1103,0.2617,0.0348,0.316
88,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + satvi + dfi:ndvi + dfi:satvi + ndvi:satvi,simp,0.6417,0.6407,1389.6955,325.3742,120.9347,0.0662,0.3559,0.0625,0.4548,230.4538,77.0644,0.2599,0.0418,0.332,0.0564,0.05,0.009,236.1078,0.4603,0.3327,396.4025,0.2541,0.0358,0.3092
89,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + nir + dfi:ndvi + dfi:nir + ndvi:nir,simp,0.6529,0.652,1316.7036,354.5512,161.9824,0.0722,0.3825,0.0982,0.6006,248.0838,116.8105,0.2662,0.0614,0.3402,0.0775,0.0512,0.0118,228.966,0.4459,0.3196,540.5257,0.27,0.0754,0.4613
90,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + swir1 + dfi:ndvi + dfi:swir1 + ndvi:swir1,simp,0.6631,0.6622,1248.5027,330.3778,114.5821,0.0648,0.3646,0.065,0.4722,229.2279,76.3421,0.2563,0.0512,0.3313,0.0711,0.05,0.0116,224.3161,0.439,0.3224,369.6443,0.2551,0.0455,0.3198
91,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + swir2 + dfi:ndvi + dfi:swir2 + ndvi:swir2,simp,0.6675,0.6667,1218.0618,324.8704,111.0856,0.0627,0.359,0.0602,0.4398,225.81,70.9359,0.2545,0.0497,0.3291,0.0686,0.0497,0.0114,222.3124,0.4341,0.3203,346.3134,0.252,0.0413,0.3064
92,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + bai_126 + dfi:ndvi + dfi:bai_126 + ndvi:bai_126,simp,0.6362,0.6352,1424.7898,341.1195,129.085,0.0637,0.3709,0.0628,0.4579,240.2195,85.7232,0.2666,0.0446,0.341,0.0585,0.0513,0.0091,230.9555,0.4492,0.328,384.8849,0.2636,0.0409,0.3284
93,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndvi + bai_136 + dfi:ndvi + dfi:bai_136 + ndvi:bai_136,simp,0.6443,0.6433,1373.1335,334.4066,123.0668,0.0669,0.3644,0.0571,0.4517,235.3019,79.3994,0.2626,0.0397,0.3357,0.0528,0.0505,0.0083,233.9667,0.4547,0.3265,381.3529,0.2586,0.0336,0.2975
94,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndti + satvi + dfi:ndti + dfi:satvi + ndti:satvi,simp,0.6435,0.6425,1378.3799,325.8701,117.8569,0.07,0.3574,0.0598,0.4488,231.304,78.0353,0.2598,0.0415,0.3318,0.0549,0.05,0.0088,231.0282,0.4498,0.3295,401.1951,0.255,0.036,0.313
95,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndti + ndii7 + dfi:ndti + dfi:ndii7 + ndti:ndii7,simp,0.6096,0.6086,1586.1458,360.018,154.98,0.0744,0.3873,0.0794,0.5207,255.4537,106.5385,0.2806,0.0516,0.3568,0.0658,0.0537,0.01,231.936,0.4516,0.3317,468.0813,0.2779,0.0561,0.3994
96,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + dfi:ndti + dfi:nir + ndti:nir,simp,0.6158,0.6148,1549.6801,411.2562,286.1661,0.0971,0.4342,0.2076,1.0278,277.3417,179.4817,0.2835,0.0759,0.365,0.0973,0.0549,0.0146,222.0541,0.4334,0.3366,781.468,0.2978,0.1295,0.6669
97,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + dfi:ndti + dfi:swir1 + ndti:swir1,simp,0.6506,0.6497,1331.9467,340.1566,124.2972,0.0747,0.3746,0.0706,0.4635,237.9763,85.3081,0.2657,0.0591,0.3418,0.0795,0.0516,0.013,226.7027,0.4443,0.3383,414.6595,0.2649,0.0546,0.3539
98,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_126 + dfi:ndti + dfi:bai_126 + ndti:bai_126,simp,0.6043,0.6033,1617.2334,389.8636,219.8628,0.085,0.4151,0.145,0.8087,266.666,140.4214,0.2827,0.063,0.3627,0.0804,0.0546,0.0122,223.9306,0.4369,0.3413,635.4276,0.2886,0.0926,0.5422
99,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_136 + dfi:ndti + dfi:bai_136 + ndti:bai_136,simp,0.6353,0.6343,1430.2009,349.3098,134.7902,0.0781,0.3791,0.0647,0.478,245.9708,93.7541,0.2704,0.0459,0.3449,0.0597,0.0519,0.0093,232.2615,0.4515,0.3336,434.9264,0.2689,0.0471,0.3711
100,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_146 + dfi:ndti + dfi:bai_146 + ndti:bai_146,simp,0.6149,0.6138,1555.1943,380.054,202.1067,0.078,0.4045,0.1267,0.7213,264.9628,136.0894,0.2822,0.0639,0.3589,0.0797,0.054,0.0119,222.587,0.4341,0.3219,596.1896,0.2858,0.0861,0.5088
101,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_236 + dfi:ndti + dfi:bai_236 + ndti:bai_236,simp,0.6427,0.6417,1383.4268,330.4625,122.2121,0.0658,0.3609,0.0575,0.4621,232.5069,76.8737,0.2609,0.0386,0.3341,0.0509,0.0503,0.0081,230.0516,0.4471,0.3166,392.8585,0.2563,0.0319,0.3065
102,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_246 + dfi:ndti + dfi:bai_246 + ndti:bai_246,simp,0.6181,0.6171,1535.6429,377.8559,197.4122,0.0769,0.4022,0.1219,0.6991,264.1596,133.7854,0.2818,0.0631,0.3581,0.0786,0.0538,0.0117,222.9111,0.4346,0.3203,583.4613,0.2849,0.0835,0.4979
103,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndti + bai_346 + dfi:ndti + dfi:bai_346 + ndti:bai_346,simp,0.6251,0.6241,1493.5624,370.034,180.5575,0.0741,0.3952,0.1054,0.6276,260.1604,124.014,0.2795,0.0603,0.3549,0.0755,0.0534,0.0112,226.3922,0.4409,0.3189,537.3555,0.281,0.0737,0.4586
104,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + satvi + ndii7 + dfi:satvi + dfi:ndii7 + satvi:ndii7,simp,0.6156,0.6146,1550.5732,339.7482,128.7523,0.0728,0.3692,0.0586,0.4788,240.9477,82.8558,0.2704,0.0384,0.3462,0.0498,0.0521,0.0077,244.2012,0.4738,0.3516,415.79,0.2642,0.0325,0.3244
105,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + satvi + nir + dfi:satvi + dfi:nir + satvi:nir,simp,0.4674,0.466,2298.2973,407.025,155.8451,0.0949,0.4436,0.0732,0.5861,296.5469,105.0729,0.3318,0.0511,0.4167,0.0573,0.0626,0.0083,296.7298,0.5734,0.4529,527.2542,0.326,0.0492,0.4113
106,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + satvi + swir1 + dfi:satvi + dfi:swir1 + satvi:swir1,simp,0.6085,0.6074,1592.9547,372.6812,146.8253,0.0806,0.4086,0.0893,0.5631,266.2877,101.905,0.2951,0.0621,0.3702,0.0807,0.0558,0.0131,253.2057,0.4948,0.3697,505.4379,0.2949,0.0664,0.4313
107,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + satvi + swir2 + dfi:satvi + dfi:swir2 + satvi:swir2,simp,0.6481,0.6472,1348.2384,344.4173,123.5787,0.0725,0.3803,0.0733,0.4791,241.9996,83.9234,0.2722,0.0622,0.3468,0.0814,0.0524,0.0135,233.0579,0.4553,0.3419,434.8988,0.2705,0.0577,0.3711
108,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + satvi + bai_126 + dfi:satvi + dfi:bai_126 + satvi:bai_126,simp,0.5272,0.526,2025.0346,382.8746,148.3314,0.0811,0.4158,0.0675,0.5504,273.7578,94.9946,0.3067,0.0431,0.3898,0.0508,0.0586,0.0077,262.9617,0.5104,0.3878,480.5064,0.301,0.0404,0.3748
109,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + satvi + bai_146 + dfi:satvi + dfi:bai_146 + satvi:bai_146,simp,0.5575,0.5564,1873.199,368.2761,143.6726,0.0786,0.3989,0.0641,0.5312,263.7682,93.403,0.2944,0.0397,0.3743,0.0475,0.0563,0.007,264.3065,0.5119,0.3885,465.6044,0.2884,0.0355,0.3632
110,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + satvi + bai_246 + dfi:satvi + dfi:bai_246 + satvi:bai_246,simp,0.5627,0.5615,1846.3941,365.601,142.4104,0.0776,0.3961,0.0635,0.5269,261.9202,92.8923,0.2922,0.0396,0.3713,0.0474,0.0558,0.007,263.5426,0.5104,0.3874,462.7777,0.2863,0.035,0.361
111,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + satvi + bai_346 + dfi:satvi + dfi:bai_346 + satvi:bai_346,simp,0.5795,0.5784,1756.7365,356.9204,139.9726,0.0752,0.3868,0.0633,0.5182,255.1898,90.6876,0.2852,0.0402,0.3629,0.0486,0.0546,0.0073,256.8693,0.4983,0.3733,454.6749,0.279,0.0349,0.3547
112,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndii7 + nir + dfi:ndii7 + dfi:nir + ndii7:nir,simp,0.6429,0.642,1381.6441,345.8534,137.9679,0.0759,0.3806,0.0837,0.5653,240.7363,97.5366,0.2656,0.0601,0.3426,0.0786,0.0518,0.013,209.3701,0.4121,0.3179,493.7197,0.2684,0.0673,0.4213
113,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndii7 + swir1 + dfi:ndii7 + dfi:swir1 + ndii7:swir1,simp,0.6149,0.6139,1555.0364,333.3289,97.71,0.0726,0.3743,0.0634,0.4945,235.2155,61.0002,0.2721,0.0522,0.3519,0.0716,0.0532,0.0125,233.4429,0.4604,0.3639,340.3536,0.2669,0.0448,0.3285
114,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndii7 + swir2 + dfi:ndii7 + dfi:swir2 + ndii7:swir2,simp,0.6471,0.6462,1354.7345,323.0565,100.5185,0.0651,0.3611,0.0605,0.4485,226.5276,63.1898,0.2611,0.0551,0.3368,0.0748,0.0509,0.0128,220.7379,0.4335,0.3366,329.1481,0.2563,0.0457,0.3161
115,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndii7 + bai_126 + dfi:ndii7 + dfi:bai_126 + ndii7:bai_126,simp,0.6275,0.6265,1478.6963,343.9803,121.5654,0.0666,0.3785,0.0659,0.4483,242.7658,80.2439,0.271,0.0475,0.3454,0.0634,0.0521,0.0104,225.9466,0.442,0.3369,395.0802,0.2698,0.0453,0.3371
116,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndii7 + bai_136 + dfi:ndii7 + dfi:bai_136 + ndii7:bai_136,simp,0.6523,0.6514,1320.9644,327.4576,118.9518,0.0676,0.3577,0.0537,0.4365,231.6007,77.1253,0.2598,0.0392,0.3312,0.0521,0.0499,0.0084,225.0955,0.4381,0.3192,362.9952,0.2556,0.0337,0.3018
117,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + ndii7 + bai_236 + dfi:ndii7 + dfi:bai_236 + ndii7:bai_236,simp,0.6309,0.6299,1457.7674,333.0331,128.1482,0.0656,0.3621,0.0575,0.4826,236.0988,79.8246,0.267,0.0388,0.3415,0.0481,0.0514,0.0076,231.6759,0.4504,0.3212,409.6224,0.2601,0.0322,0.3195
118,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + nir + swir1 + dfi:nir + dfi:swir1 + nir:swir1,simp,0.5901,0.5891,1697.8284,343.2929,97.0275,0.0801,0.3882,0.0743,0.5409,242.7382,58.0499,0.2827,0.056,0.3651,0.0771,0.0553,0.0135,247.9184,0.49,0.3926,354.0598,0.2772,0.0496,0.3471
119,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + nir + swir2 + dfi:nir + dfi:swir2 + nir:swir2,simp,0.6446,0.6437,1370.6992,330.9016,105.3225,0.0721,0.3686,0.0614,0.4542,233.4573,72.9728,0.2661,0.0591,0.3415,0.0785,0.0516,0.0132,218.9679,0.4302,0.3401,379.9622,0.2629,0.0514,0.3242
120,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + nir + bai_136 + dfi:nir + dfi:bai_136 + nir:bai_136,simp,0.4806,0.4793,2240.4991,396.3188,151.4202,0.0955,0.4332,0.0697,0.5814,290.5277,103.2521,0.327,0.0555,0.4105,0.06,0.0617,0.0089,277.3675,0.5378,0.4254,530.865,0.3202,0.0496,0.4141
121,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + nir + bai_146 + dfi:nir + dfi:bai_146 + nir:bai_146,simp,0.6607,0.6598,1264.6361,323.4823,106.3298,0.0648,0.359,0.0635,0.4665,225.0205,70.8377,0.2553,0.0551,0.3302,0.0763,0.0499,0.0127,214.3083,0.4204,0.3137,363.3726,0.2525,0.0486,0.3249
122,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + nir + bai_236 + dfi:nir + dfi:bai_236 + nir:bai_236,simp,0.5844,0.5833,1729.8105,363.9824,141.5411,0.0783,0.394,0.06,0.5114,265.7274,97.0377,0.2962,0.041,0.3717,0.0463,0.0559,0.0067,250.8428,0.4855,0.3623,453.1714,0.2895,0.0364,0.3535
123,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + nir + bai_246 + dfi:nir + dfi:bai_246 + nir:bai_246,simp,0.6637,0.6628,1244.6208,322.4984,106.8263,0.0623,0.3577,0.0648,0.4617,224.2537,69.2146,0.2543,0.0538,0.3284,0.0749,0.0496,0.0124,217.0867,0.4251,0.3132,347.5435,0.2513,0.0464,0.3218
124,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + nir + bai_346 + dfi:nir + dfi:bai_346 + nir:bai_346,simp,0.6827,0.6818,1111.2331,315.546,111.6402,0.0581,0.3475,0.0632,0.4375,218.8684,72.3109,0.2452,0.0488,0.3165,0.069,0.0477,0.0112,211.8094,0.4141,0.2934,345.1794,0.2432,0.0429,0.3019
125,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + swir1 + bai_126 + dfi:swir1 + dfi:bai_126 + swir1:bai_126,simp,0.5791,0.578,1758.8367,346.8696,92.3044,0.0827,0.3928,0.0682,0.5285,246.2049,54.4724,0.2887,0.0582,0.3711,0.0783,0.0562,0.0139,246.8477,0.4883,0.3941,342.4487,0.2824,0.0511,0.3619
126,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + swir1 + bai_136 + dfi:swir1 + dfi:bai_136 + swir1:bai_136,simp,0.5793,0.5782,1757.6697,375.4611,135.5378,0.0798,0.4159,0.0871,0.5338,269.2525,88.6112,0.304,0.0665,0.3806,0.0842,0.0575,0.0142,252.8579,0.4977,0.3842,445.7002,0.302,0.0641,0.4074
127,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + swir1 + bai_146 + dfi:swir1 + dfi:bai_146 + swir1:bai_146,simp,0.615,0.614,1554.4153,333.2043,98.5498,0.0736,0.3746,0.0678,0.5086,234.9164,61.2081,0.2718,0.0525,0.3522,0.0736,0.0532,0.0127,236.089,0.4656,0.3693,344.9916,0.2665,0.0456,0.3354
128,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + swir1 + bai_236 + dfi:swir1 + dfi:bai_236 + swir1:bai_236,simp,0.6403,0.6393,1398.6194,350.8862,127.949,0.071,0.3857,0.0704,0.4882,245.8248,86.0169,0.2737,0.0503,0.35,0.0686,0.0528,0.0113,233.5764,0.456,0.333,433.5309,0.2728,0.0497,0.37
129,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + swir1 + bai_246 + dfi:swir1 + dfi:bai_246 + swir1:bai_246,simp,0.621,0.62,1518.3279,331.4218,99.7463,0.0718,0.3721,0.068,0.5038,233.3652,62.0809,0.2694,0.0516,0.3491,0.0731,0.0528,0.0126,234.9439,0.4631,0.3654,346.1565,0.2643,0.0449,0.3326
130,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + swir1 + bai_346 + dfi:swir1 + dfi:bai_346 + swir1:bai_346,simp,0.6427,0.6417,1383.3154,323.6393,101.3113,0.0672,0.3619,0.0652,0.4869,227.0936,63.5612,0.2608,0.0486,0.3381,0.0709,0.0511,0.012,228.7541,0.4504,0.3449,341.7225,0.2559,0.0417,0.3203
131,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + swir2 + bai_126 + dfi:swir2 + dfi:bai_126 + swir2:bai_126,simp,0.6413,0.6403,1392.3562,327.8409,98.1412,0.0699,0.3675,0.0619,0.4605,231.465,64.9827,0.2679,0.0623,0.3432,0.0809,0.0519,0.0138,219.5871,0.4322,0.3414,355.5143,0.263,0.0527,0.3391
132,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + swir2 + bai_136 + dfi:swir2 + dfi:bai_136 + swir2:bai_136,simp,0.6434,0.6424,1378.9062,353.3758,143.0083,0.0746,0.389,0.0912,0.569,248.1629,99.4082,0.2763,0.0699,0.3508,0.0889,0.053,0.0146,228.6339,0.4483,0.3439,502.5003,0.2771,0.0723,0.4288
133,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + swir2 + bai_146 + dfi:swir2 + dfi:bai_146 + swir2:bai_146,simp,0.6501,0.6492,1335.138,321.58,100.2471,0.065,0.3594,0.0606,0.4512,225.3149,62.6186,0.2596,0.054,0.3351,0.0742,0.0507,0.0126,220.5622,0.4329,0.3373,326.5154,0.2548,0.0449,0.315
134,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + swir2 + bai_236 + dfi:swir2 + dfi:bai_236 + swir2:bai_236,simp,0.6592,0.6583,1275.0103,335.3999,116.4958,0.0668,0.3701,0.0636,0.4314,233.8288,76.9083,0.263,0.0528,0.3381,0.0713,0.051,0.0119,225.3487,0.4395,0.3236,393.4981,0.2609,0.0467,0.3358
135,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + swir2 + bai_246 + dfi:swir2 + dfi:bai_246 + swir2:bai_246,simp,0.652,0.6511,1322.7668,321.0452,101.202,0.0642,0.3585,0.0608,0.449,224.688,62.6396,0.2586,0.0529,0.3341,0.0731,0.0505,0.0124,221.2343,0.434,0.3369,330.8272,0.2538,0.0438,0.3131
136,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + swir2 + bai_346 + dfi:swir2 + dfi:bai_346 + swir2:bai_346,simp,0.6601,0.6593,1268.457,318.4694,103.3788,0.0627,0.3545,0.0595,0.4393,222.61,63.8769,0.2552,0.0499,0.3299,0.0701,0.0498,0.0118,220.3838,0.4319,0.3293,335.2093,0.2505,0.0411,0.306
137,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + bai_126 + bai_136 + dfi:bai_126 + dfi:bai_136 + bai_126:bai_136,simp,0.603,0.602,1624.71,350.2661,133.7106,0.072,0.3813,0.0597,0.4975,251.1573,85.7541,0.2832,0.0408,0.3592,0.0466,0.0541,0.0074,234.627,0.456,0.3315,431.1386,0.2767,0.036,0.3389
138,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + bai_126 + bai_236 + dfi:bai_126 + dfi:bai_236 + bai_126:bai_236,simp,0.5939,0.5928,1676.8052,354.2453,139.1406,0.0705,0.3839,0.0637,0.5084,254.8245,89.9573,0.287,0.0417,0.3634,0.0478,0.0546,0.0072,239.9873,0.4654,0.3432,442.8367,0.2793,0.0369,0.3455
139,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + bai_126 + bai_246 + dfi:bai_126 + dfi:bai_246 + bai_126:bai_246,simp,0.552,0.5508,1901.7275,371.5743,136.9489,0.0737,0.4055,0.0651,0.507,265.531,89.8956,0.2954,0.0408,0.3758,0.0512,0.0565,0.0078,262.1181,0.5092,0.4015,446.8747,0.2917,0.0375,0.3486
140,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + bai_126 + bai_346 + dfi:bai_126 + dfi:bai_346 + bai_126:bai_346,simp,0.603,0.602,1624.7066,347.5776,130.5228,0.0652,0.3792,0.062,0.493,247.2883,84.3822,0.2762,0.0405,0.3515,0.0504,0.0529,0.0078,246.6229,0.4792,0.3611,429.5691,0.2718,0.035,0.3351
141,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + bai_136 + bai_146 + dfi:bai_136 + dfi:bai_146 + bai_136:bai_146,simp,0.6214,0.6204,1515.8371,340.399,127.9572,0.0685,0.3704,0.0555,0.4835,242.1877,81.9252,0.2717,0.0363,0.3457,0.0444,0.052,0.0069,240.3266,0.466,0.3407,413.8973,0.2661,0.0304,0.3229
142,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + bai_136 + bai_246 + dfi:bai_136 + dfi:bai_246 + bai_136:bai_246,simp,0.6221,0.6211,1511.4666,339.9197,127.0474,0.0679,0.3702,0.0553,0.4818,241.7852,81.6097,0.271,0.0364,0.3448,0.0447,0.0519,0.007,240.9545,0.4672,0.3416,413.6255,0.2657,0.0303,0.3227
143,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + bai_136 + bai_346 + dfi:bai_136 + dfi:bai_346 + bai_136:bai_346,simp,0.6296,0.6286,1465.6929,335.8202,127.6997,0.0665,0.3655,0.0569,0.4837,238.5455,81.5111,0.2674,0.0375,0.3405,0.0459,0.0512,0.0072,237.2106,0.4604,0.3335,415.0402,0.262,0.0311,0.3238
144,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + bai_146 + bai_236 + dfi:bai_146 + dfi:bai_236 + bai_146:bai_236,simp,0.6112,0.6102,1576.7518,345.5672,140.7397,0.0675,0.3739,0.0651,0.5228,247.4892,91.0687,0.2789,0.0447,0.3541,0.0517,0.0532,0.0077,238.1111,0.462,0.3357,457.44,0.2708,0.0378,0.3568
145,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + bai_236 + bai_246 + dfi:bai_236 + dfi:bai_246 + bai_236:bai_246,simp,0.6149,0.6139,1554.7493,343.6649,139.6738,0.0667,0.372,0.0646,0.5208,245.8028,90.1053,0.2768,0.0444,0.3516,0.0517,0.0529,0.0077,237.8195,0.4615,0.3343,454.7037,0.269,0.0374,0.3547
146,Temporal,3,np.log(Biomass_kg_ha) ~ dfi + bai_236 + bai_346 + dfi:bai_236 + dfi:bai_346 + bai_236:bai_346,simp,0.6204,0.6194,1521.8806,340.5291,137.9075,0.067,0.3688,0.0644,0.5148,242.9266,88.446,0.2733,0.0441,0.3479,0.0521,0.0523,0.0079,236.7156,0.4598,0.3308,447.8577,0.2661,0.0372,0.3494
147,Temporal,3,np.log(Biomass_kg_ha) ~ ndvi + ndti + satvi + ndvi:ndti + ndvi:satvi + ndti:satvi,simp,0.6447,0.6438,1370.166,323.1623,118.72,0.0671,0.354,0.0608,0.4482,229.1372,76.1094,0.2585,0.0413,0.33,0.0545,0.0497,0.0087,234.2435,0.456,0.332,393.1703,0.2529,0.0353,0.3067
148,Temporal,3,np.log(Biomass_kg_ha) ~ ndvi + ndti + nir + ndvi:ndti + ndvi:nir + ndti:nir,simp,0.6623,0.6614,1253.9936,339.4191,139.0133,0.0666,0.3681,0.0752,0.4801,239.7836,95.5401,0.2621,0.054,0.3339,0.07,0.0502,0.0108,225.6859,0.4387,0.3056,412.1457,0.262,0.0532,0.3517
149,Temporal,3,np.log(Biomass_kg_ha) ~ ndvi + ndti + swir1 + ndvi:ndti + ndvi:swir1 + ndti:swir1,simp,0.6859,0.6851,1087.5089,313.5848,107.4393,0.062,0.3488,0.0755,0.5119,216.8798,68.1789,0.2443,0.0525,0.3154,0.0776,0.0476,0.0127,212.5768,0.4183,0.2993,327.9079,0.2434,0.0495,0.339
150,Temporal,3,np.log(Biomass_kg_ha) ~ ndvi + ndti + bai_126 + ndvi:ndti + ndvi:bai_126 + ndti:bai_126,simp,0.644,0.643,1375.1709,335.2349,127.7904,0.0634,0.3653,0.062,0.4793,235.8948,82.6718,0.2627,0.0442,0.336,0.0574,0.0506,0.0089,230.0821,0.4468,0.3205,407.068,0.2592,0.0377,0.3175
151,Temporal,3,np.log(Biomass_kg_ha) ~ ndvi + ndti + bai_136 + ndvi:ndti + ndvi:bai_136 + ndti:bai_136,simp,0.6461,0.6452,1361.1191,332.2573,124.6435,0.0639,0.3624,0.0588,0.4709,233.8035,79.2499,0.2613,0.0404,0.3343,0.0525,0.0503,0.0083,231.0127,0.4483,0.3199,398.5545,0.2573,0.0338,0.3109
152,Temporal,3,np.log(Biomass_kg_ha) ~ ndvi + satvi + nir + ndvi:satvi + ndvi:nir + satvi:nir,simp,0.4995,0.4981,2155.9259,394.9056,147.1368,0.1136,0.4377,0.1065,0.5861,284.2556,111.2141,0.3202,0.0866,0.4046,0.103,0.0611,0.0167,251.1496,0.4971,0.4218,559.9582,0.3184,0.0898,0.4778
153,Temporal,3,np.log(Biomass_kg_ha) ~ ndvi + satvi + swir1 + ndvi:satvi + ndvi:swir1 + satvi:swir1,simp,0.5509,0.5498,1907.1479,368.4136,117.9339,0.0914,0.4109,0.0843,0.5467,262.6931,83.6,0.2982,0.0691,0.3785,0.0904,0.0571,0.0149,258.0472,0.5073,0.4056,432.9967,0.2947,0.064,0.4152
154,Temporal,3,np.log(Biomass_kg_ha) ~ ndvi + satvi + swir2 + ndvi:satvi + ndvi:swir2 + satvi:swir2,simp,0.638,0.637,1413.4889,331.1443,104.0673,0.0674,0.3696,0.065,0.4646,232.8835,67.8848,0.2642,0.0521,0.3376,0.0734,0.051,0.0124,233.6125,0.4576,0.3469,343.2378,0.2619,0.0458,0.3393
