,model,kfold,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_146 + ndti:nir + ndti:bai_146 + nir:bai_146,simp,0.6915,0.6906,968.934,329.6859,0.1579,0.4692,0.4601,0.0716,276.234,0.5966,0.3606,233.7078,0.3326,0.3358
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_146 + ndti:nir + ndti:bai_146 + nir:bai_146,simp,0.6613,0.6604,1039.224,592.468,-0.0219,0.4622,0.3832,0.0546,297.2748,0.5715,0.4808,385.2677,0.3005,0.303
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_146 + ndti:nir + ndti:bai_146 + nir:bai_146,simp,0.6813,0.6803,1018.6863,612.7269,0.3803,0.5229,0.4309,0.0617,494.4937,0.942,0.8094,469.9716,0.4011,0.3454
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_146 + ndti:nir + ndti:bai_146 + nir:bai_146,simp,0.6544,0.6534,1174.1993,376.2965,0.0404,0.3355,0.263,0.0381,163.9993,0.2975,0.3076,230.9711,0.2059,0.1998
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_146 + ndti:nir + ndti:bai_146 + nir:bai_146,simp,0.6712,0.6702,1193.3761,240.8859,0.097,0.2597,0.2443,0.0361,233.717,0.4031,0.357,184.6038,0.1991,0.1974
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_146 + ndti:nir + ndti:bai_146 + nir:bai_146,simp,0.6637,0.6627,1173.7248,327.8561,-0.0529,0.3399,0.2676,0.0396,127.7672,0.2461,0.0455,213.5821,0.2214,0.2104
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_146 + ndti:nir + ndti:bai_146 + nir:bai_146,simp,0.6701,0.6691,1207.4995,197.4715,0.0712,0.2411,0.2298,0.0346,175.0634,0.3162,0.2343,150.2227,0.1834,0.1839
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_146 + ndti:nir + ndti:bai_146 + nir:bai_146,simp,0.6295,0.6284,1144.6913,147.7783,0.017,0.3052,0.2847,0.0467,111.6954,0.2675,0.0603,110.1491,0.2275,0.2296
8,Temporal,2021,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_146 + ndti:nir + ndti:bai_146 + nir:bai_146,simp,0.6876,0.6866,1020.7854,385.6866,-0.0219,0.4074,0.3559,0.0528,200.0664,0.3828,0.3055,266.9718,0.282,0.2847
9,Temporal,2022,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_146 + ndti:nir + ndti:bai_146 + nir:bai_146,simp,0.6575,0.6565,944.3558,221.1645,0.0246,0.3785,0.3959,0.0634,133.9968,0.2982,0.1367,164.1459,0.2809,0.3065
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6792,0.6783,1052.7281,299.55,0.1317,0.4263,0.4193,0.0652,246.6202,0.5327,0.3137,213.739,0.3042,0.3115
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6616,0.6607,1037.3104,604.224,-0.0501,0.4713,0.3935,0.056,280.7409,0.5397,0.3304,394.6579,0.3079,0.312
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6687,0.6678,1098.4234,484.2119,0.3091,0.4132,0.3857,0.0552,457.4975,0.8715,0.7808,387.1448,0.3304,0.3118
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6513,0.6503,1192.6863,388.1069,0.0596,0.346,0.2695,0.039,176.2024,0.3197,0.3131,237.8876,0.2121,0.2056
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6663,0.6654,1223.6496,237.8286,0.0821,0.2564,0.2387,0.0353,233.9337,0.4034,0.3059,178.2812,0.1922,0.1887
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6647,0.6637,1167.1435,351.2767,0.0175,0.3641,0.2948,0.0436,168.0436,0.3237,0.2442,230.5588,0.239,0.2304
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6728,0.6719,1190.7292,233.109,0.0696,0.2847,0.2649,0.0399,198.7197,0.3589,0.2416,175.2951,0.2141,0.213
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6229,0.6218,1181.1785,140.0264,0.1125,0.2892,0.279,0.0458,113.8105,0.2726,0.1552,105.633,0.2182,0.2216
8,Temporal,2021,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6878,0.6869,1019.0987,394.9229,-0.042,0.4172,0.3686,0.0546,179.1655,0.3428,0.2385,273.7465,0.2892,0.2939
9,Temporal,2022,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6497,0.6486,990.2504,218.4108,-0.042,0.3738,0.3879,0.0622,122.3398,0.2722,0.0508,159.7751,0.2734,0.3043
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6878,0.6869,994.1288,323.481,0.1523,0.4603,0.4525,0.0704,270.5811,0.5844,0.352,229.6429,0.3268,0.3312
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6614,0.6604,1038.7001,604.0566,-0.03,0.4712,0.3946,0.0562,302.4021,0.5814,0.477,396.5899,0.3094,0.3132
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6788,0.6778,1034.7199,608.5108,0.3598,0.5193,0.4291,0.0614,492.0338,0.9373,0.791,466.7313,0.3983,0.3443
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6522,0.6512,1187.3158,377.1008,0.0463,0.3362,0.2632,0.0381,166.449,0.302,0.31,231.3104,0.2062,0.2002
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6696,0.6687,1203.2368,241.3748,0.1086,0.2603,0.2478,0.0366,244.425,0.4215,0.3703,186.5079,0.2011,0.1997
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6623,0.6613,1182.1847,332.1045,-0.0459,0.3443,0.2712,0.0401,132.6826,0.2556,0.0684,215.7221,0.2236,0.2122
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6696,0.6686,1210.7244,203.7534,0.0818,0.2488,0.2384,0.0359,186.7461,0.3373,0.2485,155.6389,0.1901,0.1902
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.625,0.6239,1169.594,142.2818,0.0327,0.2939,0.2756,0.0452,108.5925,0.2601,0.0749,106.1205,0.2192,0.2213
8,Temporal,2021,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6858,0.6848,1032.3677,389.3525,-0.0252,0.4113,0.3577,0.053,198.2306,0.3793,0.2991,268.4432,0.2836,0.2859
9,Temporal,2022,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6565,0.6555,950.3037,229.526,0.0079,0.3928,0.4024,0.0645,134.7218,0.2998,0.1202,169.0196,0.2893,0.3147
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6888,0.688,987.1595,313.58,0.1747,0.4462,0.4414,0.0687,271.8954,0.5872,0.3713,222.604,0.3168,0.32
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6662,0.6653,1009.0501,611.39,-0.0471,0.4769,0.3995,0.0569,292.8102,0.5629,0.4359,402.6851,0.3141,0.3177
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6795,0.6786,1029.9138,573.8474,0.3293,0.4897,0.417,0.0597,479.2665,0.913,0.7579,445.5845,0.3802,0.3357
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6552,0.6542,1169.4452,377.5849,0.0541,0.3367,0.2621,0.0379,167.3786,0.3036,0.3037,230.9891,0.206,0.1998
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6733,0.6724,1179.9427,242.4785,0.1272,0.2615,0.2519,0.0372,259.744,0.4479,0.383,187.9657,0.2027,0.2012
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6658,0.6648,1160.5773,332.792,-0.0345,0.345,0.2721,0.0403,139.3409,0.2684,0.0861,216.6367,0.2246,0.213
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6748,0.6738,1178.628,212.3613,0.0834,0.2593,0.2483,0.0374,195.7338,0.3535,0.2505,163.1903,0.1993,0.1987
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6266,0.6255,1160.7723,135.646,0.051,0.2802,0.2669,0.0438,107.1356,0.2566,0.09,101.7494,0.2102,0.2129
8,Temporal,2021,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6899,0.689,1005.6022,394.2489,-0.0389,0.4164,0.3588,0.0532,189.5325,0.3627,0.278,269.7554,0.2849,0.2863
9,Temporal,2022,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6575,0.6565,944.6763,224.2113,-0.0171,0.3837,0.3927,0.0629,130.6538,0.2907,0.0847,164.672,0.2818,0.3092
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6676,0.6667,1128.3845,325.7007,0.1384,0.4635,0.4563,0.071,280.9398,0.6068,0.3442,223.7407,0.3184,0.3282
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6339,0.6328,1200.3001,558.0899,0.0424,0.4354,0.3562,0.0507,317.5475,0.6105,0.5353,357.9481,0.2792,0.2798
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6629,0.6619,1134.3453,633.1302,0.3575,0.5403,0.44,0.063,516.1569,0.9833,0.8467,480.8258,0.4103,0.3532
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6336,0.6325,1295.2167,395.2257,0.0144,0.3524,0.279,0.0404,161.5034,0.293,0.3145,242.8621,0.2165,0.2098
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6474,0.6464,1337.3457,237.6845,0.0618,0.2563,0.2352,0.0348,217.4687,0.375,0.3165,176.8449,0.1907,0.1877
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6417,0.6407,1305.0061,339.0161,-0.0341,0.3514,0.2737,0.0405,129.2057,0.2489,0.1371,216.2662,0.2242,0.2106
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6485,0.6474,1336.3406,202.2272,0.0849,0.2469,0.236,0.0355,183.1602,0.3308,0.25,154.7911,0.189,0.189
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6123,0.6112,1238.3045,165.9843,0.0157,0.3428,0.3273,0.0537,129.5851,0.3104,0.0644,128.6174,0.2657,0.2723
8,Temporal,2021,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6666,0.6656,1152.4942,389.3757,-0.0131,0.4113,0.3621,0.0537,209.4847,0.4009,0.3281,270.1036,0.2853,0.2895
9,Temporal,2022,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6404,0.6393,1043.4104,238.3705,0.0254,0.4079,0.4318,0.0692,140.4826,0.3126,0.1495,175.377,0.3001,0.3301
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6796,0.6787,1049.6832,330.9597,0.1171,0.471,0.4534,0.0706,284.6733,0.6148,0.3152,227.192,0.3233,0.3305
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6497,0.6487,1109.0914,547.9729,0.1113,0.4275,0.3594,0.0512,358.6854,0.6896,0.4956,373.0053,0.291,0.2878
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6678,0.6668,1104.3707,474.5555,0.3046,0.405,0.3948,0.0565,517.2602,0.9854,0.9014,388.628,0.3316,0.3216
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6501,0.6491,1199.8612,419.436,-0.0051,0.374,0.2944,0.0426,168.3282,0.3054,0.3108,259.0214,0.2309,0.2226
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6611,0.6601,1255.8133,255.4778,0.0281,0.2755,0.2422,0.0358,189.6778,0.3271,0.2795,180.7108,0.1949,0.1895
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6599,0.659,1196.5912,353.297,0.0205,0.3662,0.3022,0.0447,172.3996,0.3321,0.2945,234.4658,0.243,0.2381
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.66,0.659,1268.8439,201.1818,0.0411,0.2457,0.2289,0.0345,156.5938,0.2828,0.1932,150.2344,0.1835,0.1837
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6188,0.6177,1203.2138,157.2077,0.005,0.3247,0.2964,0.0486,113.3461,0.2715,0.0504,116.7803,0.2412,0.2416
8,Temporal,2021,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6755,0.6745,1097.6554,373.6899,-0.0019,0.3947,0.3475,0.0515,198.3236,0.3795,0.2862,261.2301,0.2759,0.2778
9,Temporal,2022,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6505,0.6495,985.2933,239.9115,0.0336,0.4106,0.4291,0.0688,143.527,0.3194,0.1582,178.0915,0.3048,0.334
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6938,0.693,952.5897,334.6829,0.1643,0.4763,0.4619,0.0719,297.9973,0.6436,0.3715,228.2757,0.3249,0.3287
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6612,0.6603,1039.8209,570.9556,0.0005,0.4454,0.3682,0.0524,301.2661,0.5792,0.4961,370.6884,0.2892,0.2912
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6804,0.6794,1024.4392,543.5843,0.3555,0.4639,0.4033,0.0577,467.8292,0.8912,0.8157,420.0103,0.3584,0.3214
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6549,0.6539,1171.1205,363.922,0.0305,0.3245,0.2539,0.0367,146.8185,0.2663,0.2811,221.7769,0.1977,0.1935
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6713,0.6703,1192.7197,232.4649,0.0641,0.2507,0.2319,0.0343,209.525,0.3613,0.3085,175.1827,0.1889,0.1867
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6669,0.6659,1153.4868,328.8429,-0.0686,0.3409,0.2765,0.0409,131.5234,0.2534,0.0379,214.3456,0.2222,0.215
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.669,0.668,1214.3052,181.7548,0.0465,0.2219,0.211,0.0318,146.1255,0.2639,0.2028,136.4128,0.1666,0.1688
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6369,0.6358,1102.8973,156.2333,0.0464,0.3227,0.3068,0.0503,123.0164,0.2947,0.0943,119.4573,0.2467,0.2511
8,Temporal,2021,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6866,0.6856,1027.1994,370.5145,-0.0131,0.3914,0.3463,0.0513,196.3188,0.3757,0.3124,259.2554,0.2739,0.2776
9,Temporal,2022,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6642,0.6633,904.1245,223.4199,0.029,0.3823,0.4064,0.0651,139.7903,0.3111,0.1412,167.4049,0.2865,0.314
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_236 + ndti:swir1 + ndti:bai_236 + swir1:bai_236,simp,0.7105,0.7097,832.762,343.1301,0.2041,0.4883,0.4562,0.071,316.4943,0.6836,0.4202,226.1627,0.3218,0.3166
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_236 + ndti:swir1 + ndti:bai_236 + swir1:bai_236,simp,0.6773,0.6763,939.5438,522.1721,0.0752,0.4073,0.3397,0.0484,314.2397,0.6041,0.417,341.9474,0.2667,0.2677
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_236 + ndti:swir1 + ndti:bai_236 + swir1:bai_236,simp,0.693,0.6921,940.8901,429.4534,0.2649,0.3665,0.3625,0.0519,486.468,0.9267,0.8755,344.388,0.2939,0.2911
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_236 + ndti:swir1 + ndti:bai_236 + swir1:bai_236,simp,0.675,0.674,1047.6463,385.5424,-0.0079,0.3438,0.2623,0.038,141.8584,0.2573,0.2465,232.0549,0.2069,0.1974
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_236 + ndti:swir1 + ndti:bai_236 + swir1:bai_236,simp,0.6891,0.6882,1077.7896,250.3884,0.034,0.27,0.2337,0.0345,178.1713,0.3073,0.2591,176.6464,0.1905,0.1839
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_236 + ndti:swir1 + ndti:bai_236 + swir1:bai_236,simp,0.6844,0.6835,1041.0839,337.4372,-0.0312,0.3498,0.2706,0.04,122.986,0.2369,0.154,215.5852,0.2235,0.2105
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_236 + ndti:swir1 + ndti:bai_236 + swir1:bai_236,simp,0.6885,0.6876,1091.2272,198.5061,0.0089,0.2424,0.2224,0.0335,135.156,0.2441,0.1377,142.8349,0.1744,0.1766
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_236 + ndti:swir1 + ndti:bai_236 + swir1:bai_236,simp,0.6497,0.6487,1028.6463,150.4967,0.024,0.3108,0.2771,0.0454,104.3633,0.25,0.0699,109.2075,0.2256,0.2244
8,Temporal,2021,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_236 + ndti:swir1 + ndti:bai_236 + swir1:bai_236,simp,0.6997,0.6988,940.7583,341.399,0.0346,0.3606,0.3234,0.0479,196.3521,0.3757,0.2943,245.4742,0.2593,0.2611
9,Temporal,2022,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_236 + ndti:swir1 + ndti:bai_236 + swir1:bai_236,simp,0.684,0.6831,780.8922,236.6368,0.0021,0.405,0.4159,0.0666,132.8717,0.2957,0.1123,174.446,0.2985,0.3252
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_246 + ndti:swir1 + ndti:bai_246 + swir1:bai_246,simp,0.697,0.6962,929.9472,336.5748,0.1679,0.479,0.4628,0.072,300.7658,0.6496,0.3761,229.0872,0.326,0.3288
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_246 + ndti:swir1 + ndti:bai_246 + swir1:bai_246,simp,0.6645,0.6635,1019.9586,569.6909,0.0006,0.4444,0.3684,0.0525,299.711,0.5762,0.4948,370.0262,0.2887,0.2915
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_246 + ndti:swir1 + ndti:bai_246 + swir1:bai_246,simp,0.6826,0.6816,1010.1392,531.1272,0.355,0.4532,0.3987,0.0571,464.7618,0.8854,0.8183,411.9179,0.3515,0.3182
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_246 + ndti:swir1 + ndti:bai_246 + swir1:bai_246,simp,0.6577,0.6567,1154.469,361.9268,0.0293,0.3227,0.2519,0.0364,144.2782,0.2617,0.2749,220.4296,0.1965,0.1923
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_246 + ndti:swir1 + ndti:bai_246 + swir1:bai_246,simp,0.6743,0.6733,1174.1041,232.917,0.0629,0.2512,0.232,0.0343,208.0111,0.3587,0.3069,175.4283,0.1892,0.1869
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_246 + ndti:swir1 + ndti:bai_246 + swir1:bai_246,simp,0.6701,0.6692,1133.4002,328.2123,-0.0725,0.3402,0.278,0.0411,132.5223,0.2553,0.0279,214.7697,0.2226,0.2167
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_246 + ndti:swir1 + ndti:bai_246 + swir1:bai_246,simp,0.6718,0.6708,1197.2603,180.8084,0.0404,0.2208,0.2095,0.0315,141.8084,0.2561,0.1952,135.0232,0.1649,0.1671
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_246 + ndti:swir1 + ndti:bai_246 + swir1:bai_246,simp,0.64,0.6389,1085.3973,155.9107,0.0461,0.322,0.3057,0.0501,122.6598,0.2938,0.0935,118.8756,0.2455,0.2496
8,Temporal,2021,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_246 + ndti:swir1 + ndti:bai_246 + swir1:bai_246,simp,0.689,0.688,1011.7293,367.5252,-0.0115,0.3882,0.3441,0.051,195.9237,0.3749,0.3124,257.7679,0.2723,0.276
9,Temporal,2022,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_246 + ndti:swir1 + ndti:bai_246 + swir1:bai_246,simp,0.6666,0.6656,889.985,221.2904,0.0317,0.3787,0.403,0.0646,140.0004,0.3115,0.1429,166.23,0.2845,0.3115
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_346 + ndti:swir1 + ndti:bai_346 + swir1:bai_346,simp,0.7023,0.7015,892.2703,344.092,0.1965,0.4897,0.4666,0.0726,312.6081,0.6752,0.4169,230.5208,0.328,0.3258
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_346 + ndti:swir1 + ndti:bai_346 + swir1:bai_346,simp,0.6682,0.6673,996.6322,557.1003,0.016,0.4346,0.3602,0.0513,304.8768,0.5861,0.4986,358.3819,0.2796,0.2826
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_346 + ndti:swir1 + ndti:bai_346 + swir1:bai_346,simp,0.6847,0.6838,996.0976,485.8216,0.3391,0.4146,0.3833,0.0549,464.5072,0.8849,0.8334,381.1825,0.3253,0.3051
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_346 + ndti:swir1 + ndti:bai_346 + swir1:bai_346,simp,0.662,0.661,1128.3446,363.8915,0.0182,0.3244,0.2501,0.0362,137.3179,0.2491,0.2559,220.546,0.1966,0.1914
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_346 + ndti:swir1 + ndti:bai_346 + swir1:bai_346,simp,0.6788,0.6778,1145.3213,236.4008,0.0601,0.2549,0.2329,0.0344,202.3387,0.3489,0.3023,176.7382,0.1906,0.1878
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_346 + ndti:swir1 + ndti:bai_346 + swir1:bai_346,simp,0.6752,0.6743,1101.1351,331.0766,-0.0887,0.3432,0.2825,0.0418,132.8276,0.2559,-0.0057,217.1892,0.2251,0.2212
