,model,kfold,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ dfi,simp,0.1099,0.1095,3226.3003,327.1296,0.2412,0.4655,0.4699,0.0731,242.2421,0.5232,0.5686,252.7508,0.3597,0.3769
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ dfi,simp,0.1412,0.1408,2953.4704,834.4088,-0.1944,0.6509,0.6581,0.0937,271.5981,0.5222,0.5176,601.6475,0.4693,0.544
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ dfi,simp,0.1197,0.1193,3109.5353,554.7186,-0.1011,0.4734,0.4973,0.0712,364.5342,0.6944,0.6803,409.562,0.3495,0.39
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ dfi,simp,0.1183,0.1178,3097.5387,612.4513,-0.03,0.5461,0.5021,0.0727,309.3987,0.5613,0.6523,420.9781,0.3753,0.3973
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ dfi,simp,0.1226,0.1222,3205.2644,360.1467,-0.0752,0.3883,0.3458,0.0511,180.551,0.3114,0.2883,248.3533,0.2678,0.2682
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ dfi,simp,0.1423,0.1419,3110.7561,531.817,0.0251,0.5513,0.5137,0.076,301.3406,0.5805,0.5911,387.9391,0.4021,0.4248
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ dfi,simp,0.1499,0.1495,3117.1288,351.9057,0.1124,0.4297,0.4288,0.0646,302.2662,0.5459,0.4973,270.2682,0.33,0.3411
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ dfi,simp,0.1086,0.1081,2946.7259,352.2232,0.8625,0.7275,0.6726,0.1103,372.756,0.8929,1.0091,314.2515,0.6491,0.5748
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ dfi,simp,0.1486,0.1482,3043.7888,483.4625,0.0236,0.5107,0.5119,0.0759,305.2684,0.5842,0.5081,345.0916,0.3645,0.3949
9,Temporal,2022,1,np.log(Biomass_kg_ha) ~ dfi,simp,0.0806,0.0802,2936.9757,283.6651,0.7278,0.4854,0.6257,0.1003,314.4687,0.6997,1.0228,242.5428,0.4151,0.4555
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ ndvi,simp,0.2446,0.2442,2875.2857,363.0104,0.4859,0.5166,0.5575,0.0867,365.411,0.7892,0.9036,309.8709,0.441,0.4582
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ ndvi,simp,0.2164,0.2161,2763.954,733.4026,-0.0899,0.5721,0.5463,0.0778,292.6939,0.5627,0.5179,491.7857,0.3836,0.424
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ ndvi,simp,0.2499,0.2496,2778.3623,569.1361,-0.046,0.4857,0.5399,0.0773,501.333,0.9551,0.797,458.9792,0.3917,0.453
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ ndvi,simp,0.2289,0.2285,2820.8776,594.0861,-0.1937,0.5297,0.4901,0.0709,184.0167,0.3338,0.2717,412.6376,0.3679,0.396
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ ndvi,simp,0.2341,0.2338,2925.1754,352.6575,-0.0057,0.3803,0.3466,0.0512,255.1203,0.44,0.3976,252.1781,0.2719,0.2714
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ ndvi,simp,0.2147,0.2143,2927.486,421.8097,-0.0676,0.4372,0.3736,0.0553,151.5189,0.2919,0.208,288.1082,0.2986,0.2985
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ ndvi,simp,0.2537,0.2533,2853.2243,353.5075,0.1565,0.4317,0.4089,0.0616,328.3842,0.5931,0.4111,278.3363,0.3399,0.3319
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ ndvi,simp,0.1831,0.1827,2766.407,276.9658,0.6494,0.5721,0.5661,0.0929,287.4396,0.6885,0.779,247.7818,0.5118,0.4839
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ ndvi,simp,0.2583,0.2579,2764.2464,498.423,0.0441,0.5265,0.4908,0.0727,329.9542,0.6314,0.5413,357.8081,0.378,0.3971
9,Temporal,2022,1,np.log(Biomass_kg_ha) ~ ndvi,simp,0.2076,0.2072,2635.6761,281.3953,0.5831,0.4816,0.6019,0.0965,269.3683,0.5994,0.8877,232.1798,0.3973,0.4388
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ ndti,simp,0.5822,0.582,1607.7318,297.3664,0.1015,0.4232,0.416,0.0647,203.3512,0.4392,0.3302,215.2258,0.3063,0.3235
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ ndti,simp,0.5609,0.5606,1566.5408,581.0578,0.0523,0.4533,0.3875,0.0552,332.4507,0.6392,0.4612,399.0094,0.3113,0.3145
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ ndti,simp,0.6023,0.6021,1466.5245,772.7543,0.4296,0.6594,0.4887,0.07,606.4028,1.1552,1.0251,556.1028,0.4746,0.3958
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ ndti,simp,0.5603,0.5601,1661.2607,433.8478,-0.0482,0.3868,0.3107,0.045,126.2341,0.229,0.2309,273.6843,0.244,0.241
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ ndti,simp,0.5773,0.577,1701.0853,271.8248,-0.0361,0.2931,0.2676,0.0395,197.1501,0.34,0.2133,199.9108,0.2156,0.2149
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ ndti,simp,0.5747,0.5745,1651.678,382.6785,-0.0773,0.3967,0.3279,0.0485,140.1549,0.27,0.0983,250.9418,0.2601,0.252
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ ndti,simp,0.5822,0.582,1676.5512,242.1054,0.0947,0.2956,0.2794,0.0421,213.8363,0.3862,0.3014,185.0156,0.2259,0.2243
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ ndti,simp,0.5316,0.5313,1618.6247,164.1785,0.2484,0.3391,0.3563,0.0584,147.1564,0.3525,0.3191,136.7413,0.2824,0.293
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ ndti,simp,0.6015,0.6013,1504.4952,427.9075,-0.0324,0.452,0.4032,0.0598,217.3027,0.4158,0.3191,297.9618,0.3147,0.3226
9,Temporal,2022,1,np.log(Biomass_kg_ha) ~ ndti,simp,0.5472,0.547,1500.5482,193.6276,0.1378,0.3314,0.4059,0.0651,132.6982,0.2953,0.2773,146.2866,0.2503,0.2891
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ satvi,simp,0.2423,0.2419,2881.7098,316.0165,0.3145,0.4497,0.4671,0.0727,286.151,0.618,0.6233,238.8702,0.3399,0.3562
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ satvi,simp,0.2432,0.2428,2692.0508,795.4286,-0.2264,0.6205,0.5697,0.0811,191.1558,0.3675,0.3197,544.2636,0.4246,0.4575
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ satvi,simp,0.27,0.2697,2722.2448,569.8322,-0.1171,0.4863,0.5425,0.0777,405.4819,0.7725,0.4926,457.1014,0.3901,0.4562
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ satvi,simp,0.2261,0.2257,2828.378,539.7552,-0.018,0.4812,0.4161,0.0602,275.9184,0.5006,0.5408,354.1962,0.3158,0.3193
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ satvi,simp,0.2486,0.2482,2886.0096,326.5937,0.1205,0.3522,0.3287,0.0486,333.1747,0.5746,0.5373,239.1099,0.2578,0.2544
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ satvi,simp,0.2487,0.2483,2835.3694,435.4666,0.141,0.4514,0.4263,0.0631,341.2907,0.6575,0.678,316.9386,0.3285,0.34
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ satvi,simp,0.2733,0.2729,2799.2482,360.5482,0.1864,0.4403,0.4085,0.0615,358.398,0.6473,0.4857,279.8157,0.3417,0.3274
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ satvi,simp,0.2035,0.2031,2714.2508,285.8321,0.6742,0.5904,0.5626,0.0923,301.8424,0.723,0.7883,257.2636,0.5314,0.4888
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ satvi,simp,0.3112,0.3108,2614.1423,563.6538,-0.1285,0.5954,0.5826,0.0864,247.3934,0.4734,0.283,390.8016,0.4128,0.4553
9,Temporal,2022,1,np.log(Biomass_kg_ha) ~ satvi,simp,0.2067,0.2064,2637.7525,276.7814,0.4286,0.4737,0.5542,0.0888,228.7568,0.509,0.7,220.5792,0.3775,0.4129
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ ndii7,simp,0.2546,0.2543,2846.5953,375.5989,0.4618,0.5345,0.5674,0.0883,362.1395,0.7822,0.8925,320.9323,0.4567,0.4723
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ ndii7,simp,0.2264,0.2261,2737.412,728.3386,0.0204,0.5682,0.551,0.0785,415.5891,0.799,0.6919,509.8027,0.3977,0.4362
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ ndii7,simp,0.2308,0.2304,2830.5831,511.6656,-0.0078,0.4366,0.4561,0.0653,507.2353,0.9663,0.9837,397.5971,0.3393,0.3704
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ ndii7,simp,0.2596,0.2592,2737.0735,630.9504,-0.2487,0.5626,0.5572,0.0806,224.0774,0.4065,0.1942,464.1242,0.4138,0.4767
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ ndii7,simp,0.2517,0.2513,2877.4672,387.7547,-0.098,0.4181,0.3907,0.0577,211.3253,0.3644,0.2697,285.2233,0.3076,0.3162
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ ndii7,simp,0.2334,0.233,2877.3551,456.2615,-0.1587,0.473,0.4221,0.0625,156.6368,0.3017,0.0363,315.5685,0.3271,0.3363
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ ndii7,simp,0.2433,0.2429,2881.2217,287.1928,0.1155,0.3507,0.3423,0.0515,262.5023,0.4741,0.3865,227.6964,0.278,0.2795
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ ndii7,simp,0.1952,0.1948,2735.6545,276.8251,0.637,0.5718,0.5712,0.0937,285.2099,0.6832,0.7707,242.9663,0.5018,0.4786
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ ndii7,simp,0.2409,0.2405,2811.1092,434.5753,0.1244,0.459,0.4234,0.0628,346.5818,0.6632,0.6569,313.1224,0.3308,0.3377
9,Temporal,2022,1,np.log(Biomass_kg_ha) ~ ndii7,simp,0.22,0.2196,2603.6699,275.6727,0.6451,0.4718,0.6105,0.0978,291.1722,0.6479,0.9397,221.9463,0.3798,0.4241
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ nir,simp,0.0503,0.0498,3365.1564,336.6819,0.325,0.4791,0.496,0.0772,283.8502,0.6131,0.6727,260.0719,0.3701,0.3883
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ nir,simp,0.0823,0.0819,3090.6905,860.0209,-0.2318,0.6709,0.6863,0.0977,270.8909,0.5208,0.4997,627.4689,0.4895,0.5798
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ nir,simp,0.0485,0.0481,3270.2845,584.6064,-0.2294,0.4989,0.4959,0.071,202.9393,0.3866,0.4105,435.0496,0.3713,0.408
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ nir,simp,0.0579,0.0574,3234.2969,620.7256,-0.0116,0.5534,0.5206,0.0753,351.8808,0.6384,0.7481,442.2014,0.3943,0.4194
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ nir,simp,0.0614,0.0609,3344.1644,360.3105,0.0068,0.3885,0.3538,0.0523,257.3091,0.4437,0.435,254.3451,0.2743,0.2763
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ nir,simp,0.0886,0.0882,3237.1786,545.2191,0.1627,0.5652,0.5536,0.0819,465.4072,0.8965,0.9218,425.7835,0.4414,0.4636
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ nir,simp,0.0709,0.0704,3297.4856,324.4936,0.0468,0.3962,0.3757,0.0566,235.2892,0.4249,0.4014,244.7811,0.2989,0.304
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ nir,simp,0.0509,0.0505,3075.9999,374.1418,0.9301,0.7728,0.7037,0.1154,396.7069,0.9502,1.0925,341.3162,0.705,0.6124
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ nir,simp,0.0743,0.0739,3213.5171,508.6204,-0.0742,0.5373,0.4871,0.0722,217.1393,0.4155,0.4087,353.655,0.3736,0.391
9,Temporal,2022,1,np.log(Biomass_kg_ha) ~ nir,simp,0.0525,0.052,2998.164,346.6418,0.8366,0.5932,0.6909,0.1107,374.1345,0.8325,1.2047,302.728,0.5181,0.5312
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ swir1,simp,0.5434,0.5431,1798.0434,395.6269,0.239,0.563,0.5108,0.0795,381.0836,0.8231,0.4988,252.5067,0.3593,0.3459
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ swir1,simp,0.4869,0.4867,1888.3966,541.1301,0.0643,0.4221,0.3549,0.0505,330.9046,0.6362,0.6397,333.3702,0.2601,0.2677
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ swir1,simp,0.5086,0.5083,1904.0188,406.9056,0.104,0.3472,0.3403,0.0487,355.5724,0.6774,0.5908,323.3034,0.2759,0.2821
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ swir1,simp,0.5126,0.5123,1874.1046,457.8595,0.0099,0.4082,0.3647,0.0528,268.9149,0.4878,0.4871,303.2943,0.2704,0.2698
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ swir1,simp,0.5283,0.528,1927.0065,313.3125,0.0668,0.3378,0.3103,0.0458,242.2718,0.4178,0.3819,234.5097,0.2529,0.2493
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ swir1,simp,0.5177,0.5175,1913.4719,374.2019,0.0354,0.3879,0.3383,0.0501,220.3334,0.4244,0.403,262.7113,0.2723,0.2732
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ swir1,simp,0.5174,0.5172,1968.8848,222.2144,-0.043,0.2713,0.249,0.0375,127.9715,0.2311,0.1133,160.8534,0.1964,0.1961
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ swir1,simp,0.4749,0.4746,1854.5331,195.1466,0.127,0.4031,0.38,0.0623,151.9664,0.364,0.2057,153.0786,0.3162,0.3172
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ swir1,simp,0.5278,0.5275,1848.5967,385.5334,-0.023,0.4072,0.3616,0.0536,198.7348,0.3803,0.3416,271.1297,0.2864,0.2921
9,Temporal,2022,1,np.log(Biomass_kg_ha) ~ swir1,simp,0.5436,0.5434,1516.7368,305.5347,0.2804,0.5229,0.5479,0.0878,245.2313,0.5457,0.487,245.7158,0.4205,0.4368
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ swir2,simp,0.6405,0.6403,1286.457,326.5026,0.1303,0.4646,0.4542,0.0707,263.6568,0.5695,0.3343,227.2194,0.3234,0.3296
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ swir2,simp,0.6001,0.5999,1373.028,512.2975,0.1024,0.3996,0.3325,0.0473,318.3961,0.6121,0.5775,325.8806,0.2542,0.2589
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ swir2,simp,0.6277,0.6275,1329.913,462.7817,0.2467,0.3949,0.3745,0.0536,453.932,0.8648,0.754,368.1238,0.3141,0.3026
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ swir2,simp,0.6114,0.6112,1406.5317,407.5682,0.0135,0.3634,0.305,0.0441,203.1928,0.3686,0.3747,258.2511,0.2303,0.2264
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ swir2,simp,0.6246,0.6244,1456.4989,263.2641,0.0518,0.2839,0.2566,0.0379,205.5415,0.3545,0.3246,192.0729,0.2071,0.2038
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ swir2,simp,0.6166,0.6164,1435.9574,339.3733,-0.0001,0.3518,0.2847,0.0421,151.4389,0.2917,0.2566,219.9668,0.228,0.2207
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ swir2,simp,0.6188,0.6186,1490.932,193.7433,0.0005,0.2366,0.2152,0.0324,126.9404,0.2293,0.1462,142.1703,0.1736,0.1723
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ swir2,simp,0.586,0.5858,1363.7055,175.2125,0.0322,0.3619,0.3372,0.0553,130.2723,0.312,0.0919,136.9676,0.2829,0.2865
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ swir2,simp,0.6364,0.6362,1318.5441,378.6177,-0.0242,0.3999,0.3514,0.0521,192.2231,0.3678,0.3111,263.958,0.2788,0.2815
9,Temporal,2022,1,np.log(Biomass_kg_ha) ~ swir2,simp,0.6236,0.6234,1125.9375,245.4287,0.1133,0.42,0.4478,0.0718,163.4125,0.3636,0.2615,185.4934,0.3174,0.343
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ bai_126,simp,0.0087,0.0083,3456.7172,392.7645,0.4931,0.5589,0.5879,0.0915,380.938,0.8228,0.9482,336.3852,0.4787,0.4911
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ bai_126,simp,0.0007,0.0002,3266.9592,860.7767,-0.2194,0.6715,0.6605,0.0941,266.0539,0.5115,0.562,614.9244,0.4797,0.5478
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ bai_126,simp,0.0021,0.0016,3368.8685,620.31,-0.2181,0.5293,0.5454,0.0781,286.1454,0.5451,0.6108,469.4518,0.4006,0.4514
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ bai_126,simp,0.0071,0.0066,3342.6121,668.0404,-0.172,0.5956,0.5683,0.0822,227.4385,0.4126,0.4945,463.2783,0.4131,0.4505
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ bai_126,simp,0.0068,0.0063,3460.7388,395.9054,-0.0827,0.4269,0.3892,0.0575,198.9231,0.3431,0.3425,274.2991,0.2958,0.3004
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ bai_126,simp,0.0004,-0.0001,3429.3878,510.9494,-0.0084,0.5296,0.4825,0.0714,260.6424,0.5021,0.5286,365.7499,0.3791,0.3957
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ bai_126,simp,0.0035,0.003,3439.451,307.479,0.0898,0.3755,0.359,0.054,250.748,0.4528,0.466,232.4152,0.2838,0.2883
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ bai_126,simp,0.0041,0.0036,3175.4504,406.3363,1.0202,0.8393,0.7467,0.1225,432.7169,1.0365,1.1974,371.152,0.7666,0.6507
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ bai_126,simp,0.0028,0.0023,3364.4411,487.1859,0.0237,0.5146,0.4676,0.0693,287.789,0.5507,0.5886,342.9739,0.3623,0.3766
9,Temporal,2022,1,np.log(Biomass_kg_ha) ~ bai_126,simp,0.0054,0.0049,3096.4643,365.4499,0.9608,0.6254,0.7325,0.1174,409.6839,0.9116,1.3499,312.9542,0.5356,0.5473
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ bai_136,simp,0.1053,0.1048,3237.4871,336.3099,0.427,0.4786,0.5138,0.0799,326.6007,0.7054,0.7893,275.3514,0.3918,0.4115
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ bai_136,simp,0.1076,0.1072,3032.836,835.0215,-0.2502,0.6514,0.6241,0.0889,201.1349,0.3867,0.3935,591.1853,0.4612,0.5176
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ bai_136,simp,0.131,0.1305,3082.8777,605.8351,-0.2361,0.517,0.5817,0.0833,256.4302,0.4885,0.3455,467.2171,0.3987,0.4811
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ bai_136,simp,0.0903,0.0898,3162.0902,584.5606,-0.0695,0.5212,0.471,0.0682,259.573,0.4709,0.5675,392.1371,0.3496,0.3621
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ bai_136,simp,0.1046,0.1042,3247.115,332.3154,0.0708,0.3583,0.3271,0.0483,285.0295,0.4915,0.4952,235.6179,0.2541,0.2531
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ bai_136,simp,0.1147,0.1143,3176.6427,475.2877,0.1328,0.4927,0.4724,0.0699,384.3702,0.7404,0.7734,351.3708,0.3642,0.379
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ bai_136,simp,0.1146,0.1141,3199.8544,303.8976,0.0984,0.3711,0.3545,0.0534,251.8707,0.4549,0.4137,229.5013,0.2802,0.2829
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ bai_136,simp,0.0871,0.0866,2995.908,350.1658,0.8629,0.7233,0.667,0.1094,370.8564,0.8883,1.0123,322.3953,0.6659,0.5863
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ bai_136,simp,0.1594,0.159,3018.0041,560.6268,-0.1038,0.5922,0.5837,0.0865,241.2596,0.4617,0.3599,391.4641,0.4135,0.4572
9,Temporal,2022,1,np.log(Biomass_kg_ha) ~ bai_136,simp,0.0999,0.0995,2893.9922,340.6055,0.6987,0.5829,0.6663,0.1068,335.6498,0.7469,1.0558,291.5592,0.499,0.5175
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ bai_146,simp,0.0921,0.0917,3268.6402,411.6193,0.546,0.5858,0.6137,0.0955,416.242,0.899,1.0288,357.9414,0.5094,0.5164
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ bai_146,simp,0.0618,0.0614,3136.4018,807.0314,-0.1389,0.6296,0.6098,0.0868,317.2369,0.6099,0.6296,562.7566,0.439,0.4916
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ bai_146,simp,0.0747,0.0743,3212.5206,597.6225,-0.1558,0.51,0.5279,0.0756,383.9253,0.7314,0.8015,455.8975,0.389,0.4357
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ bai_146,simp,0.0907,0.0903,3161.0744,673.4028,-0.2368,0.6004,0.5862,0.0848,216.9774,0.3936,0.3237,483.4096,0.431,0.4854
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ bai_146,simp,0.0847,0.0843,3292.3129,402.7799,-0.085,0.4343,0.4034,0.0596,216.3587,0.3731,0.3326,287.7044,0.3102,0.318
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ bai_146,simp,0.0635,0.063,3293.7711,486.3337,-0.1077,0.5041,0.4373,0.0647,156.8204,0.3021,0.232,330.2119,0.3423,0.3466
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ bai_146,simp,0.0769,0.0764,3284.3929,301.0541,0.1241,0.3676,0.3578,0.0539,275.8391,0.4982,0.464,231.1583,0.2823,0.2861
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ bai_146,simp,0.0538,0.0534,3069.7339,359.4485,0.8861,0.7424,0.6869,0.1127,380.6676,0.9118,1.0476,324.7526,0.6708,0.5921
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ bai_146,simp,0.0739,0.0734,3214.4073,464.718,0.0918,0.4909,0.4515,0.0669,337.6341,0.6461,0.6673,330.09,0.3487,0.3608
9,Temporal,2022,1,np.log(Biomass_kg_ha) ~ bai_146,simp,0.0676,0.0671,2965.4949,335.3357,0.8505,0.5739,0.6934,0.1111,369.6088,0.8224,1.2084,279.9048,0.479,0.5046
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ bai_236,simp,0.1725,0.1721,3070.3753,344.1849,0.4825,0.4898,0.5351,0.0833,350.8941,0.7579,0.8662,296.7394,0.4223,0.4416
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ bai_236,simp,0.1558,0.1554,2918.1817,785.7835,-0.2061,0.613,0.5788,0.0824,210.5488,0.4048,0.3893,539.304,0.4207,0.4648
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ bai_236,simp,0.1928,0.1924,2930.2367,588.1777,-0.1443,0.5019,0.574,0.0822,387.5516,0.7383,0.5534,472.6068,0.4033,0.4842
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ bai_236,simp,0.1493,0.1489,3023.5356,574.4266,-0.125,0.5122,0.4571,0.0661,195.6067,0.3549,0.4173,381.0978,0.3398,0.3509
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ bai_236,simp,0.1657,0.1653,3101.5488,337.1141,0.0331,0.3635,0.3295,0.0487,263.4477,0.4543,0.4279,242.3602,0.2613,0.2591
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ bai_236,simp,0.1546,0.1542,3080.7231,425.0556,0.0526,0.4406,0.3973,0.0588,255.5184,0.4922,0.5115,303.52,0.3146,0.3237
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ bai_236,simp,0.1887,0.1883,3022.5249,347.7389,0.1481,0.4246,0.4073,0.0613,319.176,0.5764,0.4299,269.1944,0.3287,0.3253
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ bai_236,simp,0.1355,0.1351,2883.3889,316.9446,0.7737,0.6546,0.6247,0.1025,334.7811,0.8019,0.9137,288.1932,0.5953,0.5415
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ bai_236,simp,0.229,0.2286,2842.6819,559.3863,-0.0551,0.5909,0.5957,0.0883,305.1289,0.5839,0.4394,399.1344,0.4216,0.4717
9,Temporal,2022,1,np.log(Biomass_kg_ha) ~ bai_236,simp,0.1468,0.1464,2785.4579,302.3895,0.6326,0.5175,0.6284,0.1007,292.7417,0.6514,0.9614,255.6958,0.4376,0.4719
0,Temporal,2013,1,np.log(Biomass_kg_ha) ~ bai_246,simp,0.1077,0.1073,3231.6902,409.919,0.5471,0.5833,0.6122,0.0953,415.6034,0.8976,1.0281,356.9379,0.5079,0.5152
1,Temporal,2014,1,np.log(Biomass_kg_ha) ~ bai_246,simp,0.0767,0.0762,3103.3981,798.9717,-0.1248,0.6233,0.6039,0.086,325.5487,0.6259,0.639,555.5584,0.4334,0.4847
2,Temporal,2015,1,np.log(Biomass_kg_ha) ~ bai_246,simp,0.0913,0.0909,3175.1081,596.0102,-0.1509,0.5086,0.5284,0.0757,393.1502,0.749,0.8105,455.8643,0.389,0.4364
3,Temporal,2016,1,np.log(Biomass_kg_ha) ~ bai_246,simp,0.1062,0.1057,3125.6754,670.2291,-0.2397,0.5976,0.5839,0.0845,217.6963,0.3949,0.3067,481.8377,0.4296,0.4845
4,Temporal,2017,1,np.log(Biomass_kg_ha) ~ bai_246,simp,0.0996,0.0992,3258.583,400.1099,-0.0772,0.4314,0.4006,0.0592,223.7464,0.3859,0.3413,286.1268,0.3085,0.3157
5,Temporal,2018,1,np.log(Biomass_kg_ha) ~ bai_246,simp,0.0783,0.0779,3260.4296,482.7429,-0.1131,0.5004,0.4339,0.0642,153.4504,0.2956,0.2087,327.4788,0.3395,0.3434
6,Temporal,2019,1,np.log(Biomass_kg_ha) ~ bai_246,simp,0.0932,0.0927,3248.2285,303.8225,0.1305,0.371,0.3612,0.0544,282.3957,0.51,0.4615,234.8583,0.2868,0.2898
7,Temporal,2020,1,np.log(Biomass_kg_ha) ~ bai_246,simp,0.0642,0.0638,3046.8598,349.8569,0.8587,0.7226,0.6737,0.1105,369.8936,0.886,1.0165,315.9539,0.6526,0.5805
8,Temporal,2021,1,np.log(Biomass_kg_ha) ~ bai_246,simp,0.0895,0.0891,3179.9552,463.0538,0.0984,0.4891,0.4501,0.0667,341.8209,0.6541,0.6688,329.1277,0.3477,0.3595
