,model,kfold,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + nir + ndti:ndii7 + ndti:nir + ndii7:nir,simp,0.6951,0.6939,596.9483,295.0694,0.0933,0.6095,0.2999,0.0492,197.5256,0.3978,0.2097,196.9374,0.4068,0.232
0,Spatial,1,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + swir1 + ndti:ndii7 + ndti:swir1 + ndii7:swir1,simp,0.7,0.6989,589.9527,302.8981,-0.1019,0.431,0.2847,0.0443,121.3184,0.2333,0.0468,226.6251,0.3225,0.2302
1,Spatial,2,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + swir1 + ndti:ndii7 + ndti:swir1 + ndii7:swir1,simp,0.6994,0.6982,505.5978,376.0638,0.0258,0.2934,0.3327,0.0474,208.7196,0.4357,0.2467,240.6387,0.1877,0.2504
2,Spatial,3,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + swir1 + ndti:ndii7 + ndti:swir1 + ndii7:swir1,simp,0.6914,0.6902,651.0331,274.4307,0.066,0.2342,0.2328,0.0333,138.555,0.2639,0.1383,176.9687,0.151,0.1825
3,Spatial,4,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + swir1 + ndti:ndii7 + ndti:swir1 + ndii7:swir1,simp,0.7067,0.7056,571.6752,274.7286,0.0769,0.2449,0.294,0.0425,179.5277,0.3663,0.2729,201.1587,0.1794,0.2159
4,Spatial,5,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + swir1 + ndti:ndii7 + ndti:swir1 + ndii7:swir1,simp,0.693,0.6918,562.3709,311.4157,0.1138,0.3358,0.3055,0.0451,198.3757,0.4289,0.3018,221.4548,0.2388,0.2403
5,Spatial,6,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + swir1 + ndti:ndii7 + ndti:swir1 + ndii7:swir1,simp,0.701,0.6999,589.317,408.7201,0.034,0.4237,0.2811,0.0416,167.1821,0.3134,0.1613,222.2634,0.2304,0.217
6,Spatial,7,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + swir1 + ndti:ndii7 + ndti:swir1 + ndii7:swir1,simp,0.6984,0.6972,524.2836,347.1514,0.0575,0.4239,0.3124,0.047,254.2716,0.5414,0.2111,202.4142,0.2472,0.2352
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + swir1 + ndti:ndii7 + ndti:swir1 + ndii7:swir1,simp,0.7014,0.7003,564.2611,291.9368,0.0982,0.603,0.3012,0.0494,194.6447,0.392,0.2151,196.5794,0.406,0.2331
0,Spatial,1,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_126 + ndti:ndii7 + ndti:bai_126 + ndii7:bai_126,simp,0.6479,0.6465,837.2883,341.3781,-0.1,0.4858,0.3125,0.0486,164.9414,0.3172,0.1214,253.9554,0.3614,0.2522
1,Spatial,2,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_126 + ndti:ndii7 + ndti:bai_126 + ndii7:bai_126,simp,0.6413,0.6399,778.3747,389.5803,0.0497,0.3039,0.3485,0.0496,248.234,0.5182,0.2996,263.8992,0.2059,0.2724
2,Spatial,3,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_126 + ndti:ndii7 + ndti:bai_126 + ndii7:bai_126,simp,0.6405,0.6391,887.5239,311.5742,0.0819,0.2659,0.2699,0.0386,184.8554,0.3521,0.2164,203.2408,0.1734,0.2102
3,Spatial,4,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_126 + ndti:ndii7 + ndti:bai_126 + ndii7:bai_126,simp,0.6452,0.6438,867.0221,271.5932,0.0681,0.2422,0.2871,0.0415,165.8898,0.3384,0.2705,207.3155,0.1848,0.2232
4,Spatial,5,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_126 + ndti:ndii7 + ndti:bai_126 + ndii7:bai_126,simp,0.6325,0.631,842.2476,321.0554,0.0873,0.3462,0.3089,0.0456,200.2995,0.433,0.2394,228.9464,0.2469,0.2455
5,Spatial,6,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_126 + ndti:ndii7 + ndti:bai_126 + ndii7:bai_126,simp,0.6471,0.6457,845.7972,427.3972,0.0554,0.443,0.3036,0.0449,192.9294,0.3617,0.2062,244.9401,0.2539,0.2369
6,Spatial,7,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_126 + ndti:ndii7 + ndti:bai_126 + ndii7:bai_126,simp,0.6476,0.6462,759.4795,388.087,0.0586,0.4739,0.3464,0.0521,266.8137,0.5681,0.2357,233.9113,0.2856,0.2641
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_126 + ndti:ndii7 + ndti:bai_126 + ndii7:bai_126,simp,0.6582,0.6569,773.7831,347.8866,0.1273,0.7186,0.3581,0.0587,248.3666,0.5002,0.299,237.4834,0.4905,0.2794
0,Spatial,1,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_136 + ndti:ndii7 + ndti:bai_136 + ndii7:bai_136,simp,0.639,0.6376,876.062,343.7176,-0.1049,0.4891,0.3138,0.0488,157.5718,0.303,0.1059,254.5391,0.3622,0.2526
1,Spatial,2,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_136 + ndti:ndii7 + ndti:bai_136 + ndii7:bai_136,simp,0.6254,0.6239,845.4645,374.4556,0.0385,0.2921,0.3319,0.0473,227.6508,0.4752,0.2652,249.5244,0.1947,0.2599
2,Spatial,3,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_136 + ndti:ndii7 + ndti:bai_136 + ndii7:bai_136,simp,0.6314,0.6299,926.6103,311.3874,0.0734,0.2657,0.2701,0.0387,181.1985,0.3451,0.2181,200.714,0.1713,0.2082
3,Spatial,4,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_136 + ndti:ndii7 + ndti:bai_136 + ndii7:bai_136,simp,0.6364,0.635,904.9705,276.523,0.0668,0.2465,0.2886,0.0418,160.1048,0.3266,0.2745,208.0913,0.1855,0.2243
4,Spatial,5,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_136 + ndti:ndii7 + ndti:bai_136 + ndii7:bai_136,simp,0.6241,0.6226,877.1701,319.6546,0.1049,0.3447,0.3132,0.0463,211.5123,0.4573,0.2746,232.109,0.2503,0.2482
5,Spatial,6,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_136 + ndti:ndii7 + ndti:bai_136 + ndii7:bai_136,simp,0.6395,0.6381,878.5514,433.5056,0.0645,0.4494,0.3087,0.0457,198.9281,0.3729,0.2128,254.1785,0.2635,0.2455
6,Spatial,7,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_136 + ndti:ndii7 + ndti:bai_136 + ndii7:bai_136,simp,0.6465,0.6451,764.3852,406.9329,0.0712,0.4969,0.3676,0.0553,273.1878,0.5817,0.2707,246.9874,0.3016,0.2791
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_136 + ndti:ndii7 + ndti:bai_136 + ndii7:bai_136,simp,0.6517,0.6503,803.0964,349.4735,0.1261,0.7218,0.3648,0.0598,259.1662,0.522,0.3096,245.5754,0.5072,0.29
0,Spatial,1,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_236 + ndti:ndii7 + ndti:bai_236 + ndii7:bai_236,simp,0.6296,0.6281,915.7389,344.0149,-0.1098,0.4896,0.3161,0.0492,148.4253,0.2854,0.099,255.0885,0.363,0.2542
1,Spatial,2,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_236 + ndti:ndii7 + ndti:bai_236 + ndii7:bai_236,simp,0.6145,0.613,889.7394,372.6547,0.0386,0.2907,0.3318,0.0473,226.487,0.4728,0.2631,245.5946,0.1916,0.2577
2,Spatial,3,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_236 + ndti:ndii7 + ndti:bai_236 + ndii7:bai_236,simp,0.6211,0.6196,969.3415,307.7093,0.062,0.2626,0.2683,0.0384,174.0781,0.3316,0.2162,195.155,0.1665,0.2051
3,Spatial,4,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_236 + ndti:ndii7 + ndti:bai_236 + ndii7:bai_236,simp,0.6273,0.6259,943.1994,279.5582,0.0599,0.2493,0.2914,0.0422,158.2073,0.3228,0.2752,208.9493,0.1863,0.2265
4,Spatial,5,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_236 + ndti:ndii7 + ndti:bai_236 + ndii7:bai_236,simp,0.614,0.6125,918.5878,311.9552,0.1217,0.3364,0.3142,0.0464,213.4731,0.4615,0.2975,229.2355,0.2472,0.2482
5,Spatial,6,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_236 + ndti:ndii7 + ndti:bai_236 + ndii7:bai_236,simp,0.6306,0.6292,916.0875,434.548,0.0673,0.4504,0.3123,0.0462,203.7722,0.382,0.2205,256.8584,0.2663,0.2487
6,Spatial,7,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_236 + ndti:ndii7 + ndti:bai_236 + ndii7:bai_236,simp,0.6409,0.6395,787.9586,418.4996,0.0739,0.511,0.3762,0.0566,289.3192,0.6161,0.283,252.8537,0.3088,0.286
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + ndii7 + bai_236 + ndti:ndii7 + ndti:bai_236 + ndii7:bai_236,simp,0.6435,0.6421,838.9767,350.0759,0.1245,0.7231,0.3692,0.0606,257.8453,0.5193,0.3097,247.1443,0.5105,0.2941
0,Spatial,1,3,np.log(Biomass_kg_ha) ~ ndti + nir + swir1 + ndti:nir + ndti:swir1 + nir:swir1,simp,0.7002,0.699,589.0317,302.0313,-0.1076,0.4298,0.2841,0.0442,115.0537,0.2212,0.0566,225.2891,0.3206,0.2289
1,Spatial,2,3,np.log(Biomass_kg_ha) ~ ndti + nir + swir1 + ndti:nir + ndti:swir1 + nir:swir1,simp,0.7,0.6988,502.7964,356.6932,0.0329,0.2783,0.333,0.0474,215.3816,0.4496,0.2705,228.7091,0.1784,0.2466
2,Spatial,3,3,np.log(Biomass_kg_ha) ~ ndti + nir + swir1 + ndti:nir + ndti:swir1 + nir:swir1,simp,0.6912,0.69,652.2334,275.6267,0.0583,0.2352,0.2298,0.0329,133.7261,0.2547,0.137,173.8899,0.1484,0.1775
3,Spatial,4,3,np.log(Biomass_kg_ha) ~ ndti + nir + swir1 + ndti:nir + ndti:swir1 + nir:swir1,simp,0.7055,0.7043,578.3402,270.4512,0.0704,0.2411,0.2875,0.0416,172.6662,0.3523,0.2656,195.096,0.1739,0.2088
4,Spatial,5,3,np.log(Biomass_kg_ha) ~ ndti + nir + swir1 + ndti:nir + ndti:swir1 + nir:swir1,simp,0.6931,0.6919,561.9747,275.4685,0.1326,0.297,0.3032,0.0448,204.1793,0.4414,0.3269,209.6612,0.2261,0.2371
5,Spatial,6,3,np.log(Biomass_kg_ha) ~ ndti + nir + swir1 + ndti:nir + ndti:swir1 + nir:swir1,simp,0.7002,0.699,593.7796,401.9681,0.0344,0.4167,0.277,0.041,162.5508,0.3047,0.1562,219.5565,0.2276,0.2149
6,Spatial,7,3,np.log(Biomass_kg_ha) ~ ndti + nir + swir1 + ndti:nir + ndti:swir1 + nir:swir1,simp,0.7033,0.7021,499.6569,371.831,0.0518,0.454,0.3237,0.0487,292.5669,0.623,0.204,212.2226,0.2591,0.2459
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + nir + swir1 + ndti:nir + ndti:swir1 + nir:swir1,simp,0.7008,0.6996,567.5655,294.1154,0.096,0.6075,0.2966,0.0487,192.7697,0.3882,0.2128,193.66,0.4,0.2264
0,Spatial,1,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_136 + ndti:nir + ndti:bai_136 + nir:bai_136,simp,0.6756,0.6744,710.645,320.021,-0.1012,0.4554,0.2982,0.0464,128.3567,0.2468,0.0955,233.8745,0.3328,0.235
1,Spatial,2,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_136 + ndti:nir + ndti:bai_136 + nir:bai_136,simp,0.666,0.6647,668.1032,374.3713,0.0441,0.292,0.3237,0.0461,205.4829,0.4289,0.2527,234.6402,0.183,0.2441
2,Spatial,3,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_136 + ndti:nir + ndti:bai_136 + nir:bai_136,simp,0.6676,0.6663,766.1888,288.8541,0.078,0.2465,0.2523,0.0361,162.5429,0.3096,0.2141,181.7282,0.1551,0.1925
3,Spatial,4,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_136 + ndti:nir + ndti:bai_136 + nir:bai_136,simp,0.6768,0.6755,722.4355,275.6245,0.075,0.2457,0.2873,0.0416,163.1148,0.3328,0.2844,208.203,0.1856,0.2231
4,Spatial,5,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_136 + ndti:nir + ndti:bai_136 + nir:bai_136,simp,0.6606,0.6593,718.2928,277.9317,0.101,0.2997,0.2919,0.0431,190.0913,0.411,0.2667,204.854,0.2209,0.2282
5,Spatial,6,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_136 + ndti:nir + ndti:bai_136 + nir:bai_136,simp,0.6724,0.6711,730.7417,409.1117,0.0429,0.4241,0.2816,0.0417,159.6974,0.2994,0.1795,229.331,0.2377,0.2211
6,Spatial,7,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_136 + ndti:nir + ndti:bai_136 + nir:bai_136,simp,0.6825,0.6813,601.91,408.8874,0.0298,0.4993,0.3478,0.0524,325.3211,0.6927,0.1897,232.7135,0.2842,0.2641
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_136 + ndti:nir + ndti:bai_136 + nir:bai_136,simp,0.6852,0.684,646.116,327.5949,0.1193,0.6766,0.3391,0.0556,224.8861,0.4529,0.2855,226.1421,0.4671,0.2681
0,Spatial,1,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6868,0.6856,656.402,318.3956,-0.101,0.4531,0.2949,0.0459,130.3428,0.2507,0.0746,232.4882,0.3308,0.2324
1,Spatial,2,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6763,0.675,619.9787,368.5891,0.0347,0.2875,0.3162,0.045,196.1555,0.4095,0.2286,229.0522,0.1787,0.2395
2,Spatial,3,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6786,0.6773,714.1739,287.5528,0.0803,0.2454,0.248,0.0355,157.7839,0.3005,0.1926,181.0104,0.1545,0.1886
3,Spatial,4,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6881,0.6869,666.9175,273.5813,0.0803,0.2439,0.2852,0.0413,165.5202,0.3377,0.2779,204.9223,0.1827,0.2186
4,Spatial,5,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6726,0.6713,662.4857,280.4975,0.101,0.3025,0.2902,0.0429,196.1982,0.4242,0.2772,208.0336,0.2243,0.2287
5,Spatial,6,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.684,0.6827,675.1422,409.4551,0.0434,0.4244,0.279,0.0413,162.7836,0.3052,0.1712,228.9082,0.2373,0.2211
6,Spatial,7,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6913,0.69,559.7724,398.9315,0.0377,0.4871,0.337,0.0507,316.4437,0.6738,0.1991,224.5316,0.2742,0.2508
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_236 + ndti:nir + ndti:bai_236 + nir:bai_236,simp,0.6954,0.6943,594.9643,322.4381,0.1067,0.666,0.3325,0.0545,222.9509,0.449,0.2607,221.5785,0.4577,0.262
0,Spatial,1,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.704,0.7029,569.156,317.6376,-0.1019,0.452,0.2922,0.0455,131.7923,0.2534,0.0687,235.7876,0.3355,0.2342
1,Spatial,2,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6978,0.6966,513.9378,364.6644,0.0263,0.2845,0.3217,0.0458,197.0889,0.4114,0.2451,232.6013,0.1814,0.2434
2,Spatial,3,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6942,0.693,637.1957,287.5587,0.0662,0.2454,0.2372,0.034,140.692,0.268,0.1355,182.6653,0.1559,0.1845
3,Spatial,4,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.7087,0.7075,561.5139,277.152,0.0765,0.2471,0.2944,0.0426,191.5655,0.3908,0.2706,200.2466,0.1785,0.2121
4,Spatial,5,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6922,0.691,566.4845,282.99,0.1146,0.3051,0.2937,0.0434,197.5787,0.4272,0.2999,206.6297,0.2228,0.2285
5,Spatial,6,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.701,0.6998,589.6306,409.2872,0.032,0.4243,0.2748,0.0407,164.6233,0.3086,0.1594,217.5084,0.2255,0.2077
6,Spatial,7,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6992,0.698,520.7663,355.271,0.0469,0.4338,0.3091,0.0465,256.3391,0.5458,0.1828,207.3344,0.2532,0.2353
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.7058,0.7047,541.2054,299.2051,0.1095,0.618,0.3083,0.0506,213.9965,0.431,0.2397,201.3959,0.416,0.2366
0,Spatial,1,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.7076,0.7065,550.3475,317.8315,-0.0996,0.4523,0.2897,0.0451,130.1285,0.2502,0.068,234.3306,0.3335,0.231
1,Spatial,2,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6996,0.6984,504.8051,362.7911,0.0263,0.283,0.3138,0.0447,187.5707,0.3915,0.2303,226.7872,0.1769,0.2362
2,Spatial,3,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6989,0.6977,613.0923,289.3598,0.0756,0.2469,0.2399,0.0343,146.2764,0.2786,0.1456,183.9004,0.1569,0.1851
3,Spatial,4,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.7115,0.7104,546.1022,275.925,0.0817,0.246,0.2898,0.0419,186.0987,0.3797,0.2698,199.943,0.1783,0.2102
4,Spatial,5,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6955,0.6943,549.955,280.3301,0.1048,0.3023,0.2893,0.0428,193.4843,0.4183,0.2872,202.0069,0.2178,0.2236
5,Spatial,6,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.7046,0.7034,570.9076,410.0657,0.0329,0.4251,0.2725,0.0403,161.9887,0.3037,0.1535,218.8142,0.2268,0.2077
6,Spatial,7,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.7042,0.7031,495.006,360.4517,0.0406,0.4402,0.3105,0.0467,260.1558,0.554,0.1805,208.602,0.2547,0.2337
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.7109,0.7098,514.321,303.1369,0.1049,0.6261,0.3106,0.051,215.3877,0.4338,0.2393,203.5071,0.4203,0.2385
0,Spatial,1,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6922,0.691,629.9784,312.5531,-0.1024,0.4448,0.2875,0.0447,132.0724,0.254,0.0713,228.0947,0.3246,0.2298
1,Spatial,2,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6912,0.69,547.1394,362.6445,0.043,0.2829,0.3359,0.0478,230.1486,0.4804,0.2872,238.5669,0.1861,0.2518
2,Spatial,3,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6847,0.6834,684.6155,291.3806,0.0699,0.2487,0.2409,0.0345,146.1913,0.2785,0.1598,187.1643,0.1597,0.1879
3,Spatial,4,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6959,0.6948,627.7358,267.7209,0.069,0.2387,0.2856,0.0413,170.901,0.3487,0.2691,196.0267,0.1748,0.2092
4,Spatial,5,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6874,0.6862,590.802,305.3694,0.1239,0.3293,0.3161,0.0467,210.9898,0.4562,0.3266,219.874,0.2371,0.2443
5,Spatial,6,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6914,0.6902,638.1614,406.895,0.0342,0.4218,0.2788,0.0412,165.6609,0.3106,0.1581,220.4254,0.2285,0.2133
6,Spatial,7,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6919,0.6907,556.7763,360.8384,0.0327,0.4406,0.3209,0.0483,266.1227,0.5667,0.1593,208.4521,0.2545,0.2453
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6961,0.6949,591.5586,313.2213,0.1063,0.647,0.3146,0.0516,207.827,0.4186,0.2396,207.6643,0.4289,0.2409
0,Spatial,1,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6691,0.6678,741.4529,345.0869,-0.1138,0.4911,0.3094,0.0481,153.1005,0.2944,0.0828,250.5959,0.3566,0.2469
1,Spatial,2,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.669,0.6677,654.2505,404.0516,0.0558,0.3152,0.361,0.0514,249.4324,0.5207,0.3293,275.8529,0.2152,0.279
2,Spatial,3,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6573,0.6559,813.6672,298.9581,0.054,0.2551,0.2489,0.0356,159.8288,0.3044,0.1853,192.8844,0.1646,0.1946
3,Spatial,4,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6652,0.6639,776.8494,264.791,0.0703,0.2361,0.2802,0.0405,189.4556,0.3865,0.2939,192.0993,0.1713,0.2044
4,Spatial,5,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6577,0.6564,731.6403,317.2499,0.1237,0.3421,0.317,0.0468,211.4821,0.4572,0.3026,229.7693,0.2478,0.2492
5,Spatial,6,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6724,0.6711,730.8597,443.948,0.0534,0.4602,0.3128,0.0463,210.2762,0.3942,0.1923,251.7241,0.2609,0.2398
6,Spatial,7,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6653,0.6639,681.8975,378.8902,0.0601,0.4627,0.3318,0.0499,242.5742,0.5165,0.2167,223.3754,0.2728,0.2513
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6638,0.6625,748.3479,310.5428,0.1103,0.6414,0.3035,0.0498,199.3917,0.4016,0.2353,209.1224,0.4319,0.2373
0,Spatial,1,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6998,0.6986,591.3256,298.7688,-0.1039,0.4252,0.2811,0.0437,117.7939,0.2265,0.0494,223.6356,0.3183,0.2275
1,Spatial,2,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6996,0.6984,504.7461,363.4178,0.0258,0.2835,0.3308,0.0471,213.5651,0.4458,0.252,235.1456,0.1834,0.2485
2,Spatial,3,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6915,0.6903,650.6501,271.6761,0.0622,0.2318,0.2295,0.0329,135.9203,0.2589,0.1341,174.7889,0.1492,0.1796
3,Spatial,4,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.7072,0.706,569.3303,270.4783,0.0741,0.2412,0.2925,0.0423,181.0779,0.3694,0.2751,196.8836,0.1755,0.2125
4,Spatial,5,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6938,0.6926,558.3855,295.4873,0.122,0.3186,0.3049,0.0451,201.91,0.4365,0.3122,215.6236,0.2325,0.2376
5,Spatial,6,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.7015,0.7004,586.656,406.6252,0.0363,0.4215,0.2801,0.0414,167.2135,0.3135,0.1621,221.5993,0.2297,0.2165
6,Spatial,7,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.7023,0.7011,504.6864,364.7265,0.0584,0.4454,0.3196,0.0481,298.3709,0.6353,0.2169,207.1059,0.2529,0.2394
7,Spatial,8,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.7013,0.7001,565.029,290.9437,0.0952,0.6009,0.297,0.0487,192.628,0.388,0.2107,194.1502,0.401,0.2283
