,model,kfold,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ satvi + nir + swir2 + satvi:nir + satvi:swir2 + nir:swir2,simp,0.6866,0.6854,674.2476,351.3533,0.0396,0.3642,0.3075,0.0455,193.8606,0.3734,0.3482,234.8712,0.2435,0.2418
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ satvi + nir + swir2 + satvi:nir + satvi:swir2 + nir:swir2,simp,0.6948,0.6935,707.0995,242.7479,-0.0738,0.2964,0.2827,0.0426,149.5194,0.27,0.0564,180.3408,0.2202,0.2281
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ satvi + nir + swir2 + satvi:nir + satvi:swir2 + nir:swir2,simp,0.603,0.6014,706.6448,159.9272,-0.1014,0.3303,0.2864,0.047,104.0311,0.2492,-0.0619,114.4587,0.2364,0.2331
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_236 + satvi:nir + satvi:bai_236 + nir:bai_236,simp,0.3902,0.3879,1697.2124,337.941,0.3847,0.4809,0.4714,0.0734,319.7598,0.6906,0.6339,250.077,0.3559,0.3493
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_236 + satvi:nir + satvi:bai_236 + nir:bai_236,simp,0.3973,0.3949,1544.522,753.7702,-0.2782,0.588,0.5319,0.0757,126.786,0.2438,0.0972,523.282,0.4082,0.442
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_236 + satvi:nir + satvi:bai_236 + nir:bai_236,simp,0.4703,0.4682,1455.1178,577.7969,-0.0749,0.4931,0.6202,0.0888,467.7764,0.8911,0.4235,482.3389,0.4116,0.517
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_236 + satvi:nir + satvi:bai_236 + nir:bai_236,simp,0.3856,0.3832,1663.9217,515.298,0.0788,0.4594,0.4159,0.0602,375.9498,0.682,0.6629,362.2729,0.323,0.3297
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_236 + satvi:nir + satvi:bai_236 + nir:bai_236,simp,0.4028,0.4005,1735.5252,313.9729,0.211,0.3386,0.329,0.0486,364.4818,0.6286,0.566,251.4846,0.2712,0.266
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_236 + satvi:nir + satvi:bai_236 + nir:bai_236,simp,0.4398,0.4377,1575.621,506.8078,0.2881,0.5253,0.5234,0.0774,540.4067,1.041,1.0366,398.1648,0.4127,0.4197
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_236 + satvi:nir + satvi:bai_236 + nir:bai_236,simp,0.4039,0.4015,1711.1451,285.2046,0.0723,0.3483,0.3368,0.0507,232.278,0.4195,0.3132,216.0273,0.2638,0.2673
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_236 + satvi:nir + satvi:bai_236 + nir:bai_236,simp,0.2653,0.2625,1651.9538,229.3315,0.5147,0.4737,0.4767,0.0782,236.6296,0.5668,0.6144,203.4365,0.4202,0.4079
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,simp,0.7277,0.7267,397.6141,361.6892,0.2693,0.5147,0.4772,0.0742,329.8799,0.7125,0.4739,247.6301,0.3524,0.3287
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,simp,0.6843,0.6831,548.4536,545.5423,0.0858,0.4256,0.3484,0.0496,312.8957,0.6016,0.5088,347.6819,0.2712,0.2699
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,simp,0.6905,0.6893,627.6633,447.5528,0.145,0.3819,0.3418,0.0489,294.3379,0.5607,0.4712,345.0108,0.2944,0.2811
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,simp,0.6817,0.6804,653.8707,384.1784,0.0131,0.3425,0.2836,0.041,185.1274,0.3358,0.3469,240.6859,0.2146,0.2119
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,simp,0.7075,0.7064,641.8986,271.142,0.1958,0.2924,0.2917,0.0431,311.7592,0.5376,0.497,225.2296,0.2429,0.2422
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,simp,0.6859,0.6847,677.9085,319.7597,-0.0185,0.3315,0.2641,0.0391,125.617,0.242,0.1877,204.6122,0.2121,0.204
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,simp,0.6983,0.6971,689.3897,235.0759,-0.1219,0.2871,0.2588,0.039,88.3103,0.1595,-0.0045,169.6874,0.2072,0.2079
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,simp,0.6092,0.6077,682.2206,145.2669,-0.0288,0.3,0.26,0.0427,92.1871,0.2208,0.0158,101.969,0.2106,0.2068
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_346 + satvi:nir + satvi:bai_346 + nir:bai_346,simp,0.718,0.7169,453.9635,385.7938,0.3989,0.549,0.4973,0.0774,368.7511,0.7964,0.6172,264.0123,0.3757,0.3424
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_346 + satvi:nir + satvi:bai_346 + nir:bai_346,simp,0.6696,0.6683,618.6395,560.9929,0.0159,0.4376,0.35,0.0499,276.7669,0.5321,0.4064,342.8321,0.2674,0.264
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_346 + satvi:nir + satvi:bai_346 + nir:bai_346,simp,0.6783,0.677,687.1522,440.8142,0.0895,0.3762,0.3479,0.0498,262.1267,0.4994,0.3949,345.8879,0.2952,0.2916
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_346 + satvi:nir + satvi:bai_346 + nir:bai_346,simp,0.6703,0.669,708.1145,380.3998,0.0294,0.3392,0.3003,0.0435,222.6115,0.4038,0.3887,245.7044,0.2191,0.221
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_346 + satvi:nir + satvi:bai_346 + nir:bai_346,simp,0.6972,0.6961,694.7733,286.5066,0.2279,0.3089,0.3075,0.0454,332.4163,0.5733,0.5294,241.9766,0.2609,0.2581
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_346 + satvi:nir + satvi:bai_346 + nir:bai_346,simp,0.6713,0.67,748.477,313.2299,0.0037,0.3247,0.2656,0.0393,139.6622,0.269,0.2301,203.3869,0.2108,0.2061
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_346 + satvi:nir + satvi:bai_346 + nir:bai_346,simp,0.6894,0.6881,733.4134,249.4786,-0.1365,0.3046,0.2795,0.0421,92.0849,0.1663,-0.0201,179.7374,0.2195,0.223
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_346 + satvi:nir + satvi:bai_346 + nir:bai_346,simp,0.5859,0.5843,771.3889,136.6285,-0.0175,0.2822,0.2416,0.0396,85.3656,0.2045,0.0262,94.2509,0.1947,0.1913
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.6567,0.6554,771.2327,352.43,0.2756,0.5015,0.4724,0.0735,310.5208,0.6707,0.4939,245.6024,0.3495,0.3307
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.6225,0.621,823.9821,596.2828,0.0184,0.4652,0.3827,0.0545,294.3557,0.5659,0.402,381.0973,0.2973,0.2949
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.6578,0.6565,782.2532,696.2585,0.283,0.5942,0.5011,0.0717,559.8423,1.0665,0.7475,561.0405,0.4788,0.4291
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.6334,0.632,870.8613,452.3267,0.0422,0.4033,0.358,0.0518,307.5531,0.5579,0.5478,298.2764,0.2659,0.2656
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.6394,0.638,962.7103,268.3925,0.1666,0.2894,0.2799,0.0414,291.5706,0.5028,0.4788,216.6807,0.2336,0.2318
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.637,0.6356,902.4728,372.4502,0.0754,0.3861,0.3472,0.0514,250.4258,0.4824,0.4813,263.4802,0.2731,0.2786
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.6352,0.6338,974.3666,237.0993,-0.0151,0.2895,0.2702,0.0407,161.3795,0.2914,0.1294,175.162,0.2139,0.2151
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.5285,0.5267,970.6214,161.9478,-0.1001,0.3345,0.285,0.0467,100.5745,0.2409,-0.0577,114.6059,0.2367,0.2328
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_146 + satvi:swir1 + satvi:bai_146 + swir1:bai_146,simp,0.6664,0.6651,724.9486,378.4755,0.3365,0.5386,0.4853,0.0755,329.4058,0.7115,0.5622,263.96,0.3756,0.3453
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_146 + satvi:swir1 + satvi:bai_146 + swir1:bai_146,simp,0.6297,0.6282,794.4449,606.1382,0.0678,0.4728,0.3909,0.0557,315.951,0.6074,0.43,398.3015,0.3107,0.304
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_146 + satvi:swir1 + satvi:bai_146 + swir1:bai_146,simp,0.6567,0.6553,787.422,602.2371,0.1963,0.5139,0.466,0.0667,472.5898,0.9003,0.6543,496.3939,0.4236,0.4049
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_146 + satvi:swir1 + satvi:bai_146 + swir1:bai_146,simp,0.6353,0.6339,862.818,435.6087,0.0563,0.3884,0.3437,0.0497,298.0313,0.5407,0.5331,288.402,0.2571,0.2577
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_146 + satvi:swir1 + satvi:bai_146 + swir1:bai_146,simp,0.6479,0.6465,926.2854,274.8798,0.1812,0.2964,0.2878,0.0425,297.8539,0.5137,0.4916,224.9369,0.2425,0.2403
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_146 + satvi:swir1 + satvi:bai_146 + swir1:bai_146,simp,0.646,0.6446,863.3325,372.2218,0.1019,0.3858,0.3546,0.0525,274.9531,0.5297,0.5214,268.4279,0.2782,0.2845
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_146 + satvi:swir1 + satvi:bai_146 + swir1:bai_146,simp,0.6401,0.6386,954.2791,233.9781,-0.0766,0.2857,0.2607,0.0392,111.8219,0.2019,0.0538,165.8662,0.2025,0.204
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_146 + satvi:swir1 + satvi:bai_146 + swir1:bai_146,simp,0.5332,0.5314,955.3095,158.6319,-0.1014,0.3277,0.2745,0.045,95.4458,0.2286,-0.0601,110.3838,0.228,0.2227
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_236 + satvi:swir1 + satvi:bai_236 + swir1:bai_236,simp,0.6512,0.6499,796.8591,370.2754,0.247,0.5269,0.4748,0.0739,319.1462,0.6893,0.4468,256.3816,0.3649,0.3359
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_236 + satvi:swir1 + satvi:bai_236 + swir1:bai_236,simp,0.5987,0.5971,918.2002,573.5811,-0.0633,0.4474,0.3445,0.0491,228.708,0.4397,0.263,338.2065,0.2638,0.254
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_236 + satvi:swir1 + satvi:bai_236 + swir1:bai_236,simp,0.6474,0.646,828.309,583.3611,0.1266,0.4978,0.4801,0.0687,425.0158,0.8097,0.4686,489.3693,0.4176,0.4214
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_236 + satvi:swir1 + satvi:bai_236 + swir1:bai_236,simp,0.6306,0.6292,882.5255,447.9695,0.1021,0.3994,0.3652,0.0528,353.8827,0.642,0.6079,303.1266,0.2703,0.2725
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_236 + satvi:swir1 + satvi:bai_236 + swir1:bai_236,simp,0.6378,0.6364,969.5225,292.0865,0.1698,0.315,0.2984,0.0441,293.2721,0.5058,0.4703,236.3626,0.2549,0.2493
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_236 + satvi:swir1 + satvi:bai_236 + swir1:bai_236,simp,0.6405,0.6391,887.3781,381.2987,0.1159,0.3952,0.3658,0.0541,289.5053,0.5577,0.5497,276.07,0.2862,0.2929
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_236 + satvi:swir1 + satvi:bai_236 + swir1:bai_236,simp,0.6226,0.6211,1025.5071,221.8698,-0.0641,0.2709,0.2418,0.0364,103.0753,0.1862,0.0756,155.9131,0.1904,0.1891
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_236 + satvi:swir1 + satvi:bai_236 + swir1:bai_236,simp,0.5217,0.5198,992.7733,161.7543,-0.0271,0.3341,0.2843,0.0466,97.7565,0.2342,0.0269,114.1076,0.2357,0.2319
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,simp,0.6666,0.6653,724.0109,379.7941,0.3428,0.5405,0.4858,0.0756,331.1322,0.7152,0.5696,265.227,0.3774,0.3467
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,simp,0.6294,0.6279,795.6855,605.3337,0.0708,0.4722,0.3904,0.0556,315.6528,0.6069,0.4309,398.4885,0.3109,0.304
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,simp,0.657,0.6556,786.0451,597.2665,0.1888,0.5097,0.465,0.0666,466.4375,0.8886,0.643,493.1431,0.4208,0.4045
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,simp,0.6353,0.6338,862.965,434.9864,0.0575,0.3878,0.3435,0.0497,298.7341,0.5419,0.5326,288.2173,0.257,0.2577
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,simp,0.6482,0.6468,924.8743,276.0133,0.1798,0.2976,0.2884,0.0426,297.3728,0.5128,0.4906,225.8461,0.2435,0.2411
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,simp,0.6461,0.6447,863.1505,371.5368,0.1036,0.3851,0.3544,0.0524,275.6284,0.531,0.5227,268.1643,0.278,0.2843
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,simp,0.6401,0.6387,954.0774,234.2683,-0.0818,0.2861,0.2606,0.0392,108.0541,0.1951,0.0469,165.8246,0.2025,0.2041
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,simp,0.533,0.5312,955.9128,157.9438,-0.0979,0.3262,0.2726,0.0447,94.5456,0.2265,-0.0564,109.5879,0.2264,0.2208
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_346 + satvi:swir1 + satvi:bai_346 + swir1:bai_346,simp,0.6643,0.6631,734.8758,374.1734,0.3694,0.5325,0.4884,0.076,336.3474,0.7265,0.6079,264.2468,0.376,0.3504
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_346 + satvi:swir1 + satvi:bai_346 + swir1:bai_346,simp,0.6253,0.6238,812.5707,598.1834,0.061,0.4666,0.3857,0.0549,308.3159,0.5928,0.4143,391.401,0.3053,0.2996
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_346 + satvi:swir1 + satvi:bai_346 + swir1:bai_346,simp,0.6572,0.6558,785.1892,604.1158,0.1863,0.5155,0.4704,0.0673,467.1562,0.8899,0.6263,499.2623,0.426,0.4101
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_346 + satvi:swir1 + satvi:bai_346 + swir1:bai_346,simp,0.6344,0.633,866.6771,439.9648,0.059,0.3923,0.3491,0.0505,307.4645,0.5578,0.5404,292.5367,0.2608,0.2615
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_346 + satvi:swir1 + satvi:bai_346 + swir1:bai_346,simp,0.6462,0.6448,933.4673,278.562,0.1727,0.3004,0.2892,0.0427,294.3176,0.5076,0.4862,227.2937,0.2451,0.2422
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_346 + satvi:swir1 + satvi:bai_346 + swir1:bai_346,simp,0.6437,0.6423,873.3239,373.1324,0.104,0.3868,0.3553,0.0526,275.5309,0.5308,0.5237,269.7503,0.2796,0.2858
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_346 + satvi:swir1 + satvi:bai_346 + swir1:bai_346,simp,0.6386,0.6372,960.2736,236.0083,-0.0835,0.2882,0.2648,0.0399,109.0207,0.1969,0.0428,166.9597,0.2039,0.2069
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_346 + satvi:swir1 + satvi:bai_346 + swir1:bai_346,simp,0.5288,0.5269,969.8141,155.4119,-0.0901,0.321,0.2665,0.0437,91.9505,0.2202,-0.0481,107.1511,0.2213,0.2154
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_126 + satvi:swir2 + satvi:bai_126 + swir2:bai_126,simp,0.6884,0.6873,614.7089,316.4476,0.154,0.4503,0.4324,0.0673,254.9659,0.5507,0.3347,223.9699,0.3187,0.3165
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_126 + satvi:swir2 + satvi:bai_126 + swir2:bai_126,simp,0.6586,0.6573,669.1004,562.1584,0.0379,0.4385,0.3539,0.0504,320.5418,0.6163,0.4977,348.6585,0.272,0.2693
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_126 + satvi:swir2 + satvi:bai_126 + swir2:bai_126,simp,0.6842,0.6829,658.8948,584.502,0.2956,0.4988,0.4339,0.0621,525.3355,1.0008,0.8047,451.1038,0.385,0.3486
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_126 + satvi:swir2 + satvi:bai_126 + swir2:bai_126,simp,0.6714,0.6701,702.6194,432.3097,0.0614,0.3854,0.3384,0.049,304.2286,0.5519,0.509,282.5885,0.252,0.2501
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_126 + satvi:swir2 + satvi:bai_126 + swir2:bai_126,simp,0.6751,0.6738,803.1773,251.6524,0.1415,0.2714,0.2589,0.0383,263.6254,0.4546,0.4089,198.6022,0.2142,0.2116
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_126 + satvi:swir2 + satvi:bai_126 + swir2:bai_126,simp,0.6726,0.6714,741.9312,364.9397,0.0412,0.3783,0.3238,0.0479,206.919,0.3986,0.3847,247.093,0.2561,0.2564
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_126 + satvi:swir2 + satvi:bai_126 + swir2:bai_126,simp,0.6758,0.6745,797.4311,234.4222,-0.0305,0.2863,0.2686,0.0404,159.323,0.2877,0.1034,174.1455,0.2127,0.2152
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_126 + satvi:swir2 + satvi:bai_126 + swir2:bai_126,simp,0.589,0.5874,759.6435,168.3228,-0.1222,0.3477,0.3142,0.0515,115.3643,0.2763,-0.0848,123.414,0.2549,0.2585
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_146 + satvi:swir2 + satvi:bai_146 + swir2:bai_146,simp,0.7037,0.7026,533.5409,329.0957,0.2014,0.4683,0.4376,0.0681,263.0777,0.5682,0.3915,232.7778,0.3313,0.3188
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_146 + satvi:swir2 + satvi:bai_146 + swir2:bai_146,simp,0.6724,0.6712,605.5086,556.5267,0.0586,0.4341,0.3524,0.0502,327.2632,0.6292,0.5124,348.1927,0.2716,0.2689
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_146 + satvi:swir2 + satvi:bai_146 + swir2:bai_146,simp,0.6891,0.6879,634.5921,503.3162,0.2417,0.4295,0.3954,0.0566,455.6688,0.8681,0.7462,397.4363,0.3392,0.3215
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_146 + satvi:swir2 + satvi:bai_146 + swir2:bai_146,simp,0.6796,0.6783,663.9699,408.4012,0.0796,0.3641,0.3183,0.0461,285.7849,0.5185,0.4913,266.0554,0.2372,0.2374
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_146 + satvi:swir2 + satvi:bai_146 + swir2:bai_146,simp,0.6885,0.6872,738.614,249.8501,0.1508,0.2694,0.2594,0.0383,263.1756,0.4539,0.4112,199.7615,0.2154,0.2135
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_146 + satvi:swir2 + satvi:bai_146 + swir2:bai_146,simp,0.6868,0.6856,673.1966,358.4723,0.0649,0.3716,0.3248,0.0481,224.7458,0.4329,0.413,247.9042,0.257,0.2591
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_146 + satvi:swir2 + satvi:bai_146 + swir2:bai_146,simp,0.6894,0.6881,733.4016,236.9516,-0.0954,0.2893,0.2659,0.04,114.8182,0.2074,0.0264,170.144,0.2078,0.2114
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_146 + satvi:swir2 + satvi:bai_146 + swir2:bai_146,simp,0.6047,0.6031,700.1023,169.1148,-0.1415,0.3493,0.3152,0.0517,114.963,0.2754,-0.1066,123.9447,0.256,0.2608
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_236 + satvi:swir2 + satvi:bai_236 + swir2:bai_236,simp,0.7075,0.7065,512.633,307.8772,0.1758,0.4381,0.4224,0.0657,253.3012,0.5471,0.3703,211.0675,0.3004,0.2983
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_236 + satvi:swir2 + satvi:bai_236 + swir2:bai_236,simp,0.671,0.6697,612.0732,521.4698,0.0513,0.4068,0.3213,0.0458,306.7004,0.5896,0.4226,317.3722,0.2476,0.2428
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_236 + satvi:swir2 + satvi:bai_236 + swir2:bai_236,simp,0.6962,0.6951,598.7996,468.4254,0.1685,0.3997,0.3918,0.0561,438.7255,0.8358,0.5762,376.8306,0.3216,0.3214
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_236 + satvi:swir2 + satvi:bai_236 + swir2:bai_236,simp,0.6898,0.6886,614.1109,409.101,0.0854,0.3648,0.319,0.0462,278.3956,0.505,0.4744,265.1767,0.2364,0.2369
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_236 + satvi:swir2 + satvi:bai_236 + swir2:bai_236,simp,0.6952,0.694,705.0437,253.5286,0.1142,0.2734,0.255,0.0377,237.8076,0.4101,0.367,199.324,0.2149,0.2111
5,Temporal,2018,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_236 + satvi:swir2 + satvi:bai_236 + swir2:bai_236,simp,0.6926,0.6914,644.1371,349.3253,0.0465,0.3621,0.3047,0.0451,193.3555,0.3725,0.3492,233.4537,0.242,0.2399
6,Temporal,2019,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_236 + satvi:swir2 + satvi:bai_236 + swir2:bai_236,simp,0.6945,0.6932,708.6247,231.2065,-0.0973,0.2823,0.2555,0.0385,100.5741,0.1816,0.0164,163.7064,0.1999,0.2012
7,Temporal,2020,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_236 + satvi:swir2 + satvi:bai_236 + swir2:bai_236,simp,0.6139,0.6124,663.7006,168.6696,-0.1098,0.3484,0.3072,0.0504,111.9946,0.2683,-0.0694,121.5904,0.2511,0.2504
0,Temporal,2013,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_246 + satvi:swir2 + satvi:bai_246 + swir2:bai_246,simp,0.7051,0.704,526.1158,329.134,0.208,0.4684,0.4373,0.068,263.661,0.5695,0.4002,232.4235,0.3308,0.318
1,Temporal,2014,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_246 + satvi:swir2 + satvi:bai_246 + swir2:bai_246,simp,0.6739,0.6726,598.5363,555.625,0.0625,0.4334,0.3524,0.0502,329.0731,0.6327,0.515,348.356,0.2717,0.269
2,Temporal,2015,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_246 + satvi:swir2 + satvi:bai_246 + swir2:bai_246,simp,0.6901,0.6889,629.5463,498.3577,0.2359,0.4253,0.393,0.0563,450.2035,0.8577,0.7365,394.4124,0.3366,0.3202
3,Temporal,2016,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_246 + satvi:swir2 + satvi:bai_246 + swir2:bai_246,simp,0.6806,0.6794,659.0995,406.4131,0.0811,0.3624,0.3165,0.0458,284.0701,0.5153,0.4884,264.5922,0.2359,0.2363
4,Temporal,2017,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_246 + satvi:swir2 + satvi:bai_246 + swir2:bai_246,simp,0.6898,0.6886,732.0636,249.6262,0.1489,0.2692,0.2589,0.0383,261.6761,0.4513,0.4093,199.5966,0.2152,0.2133
