Pasture,Date,Plot,Reading #,High,Low,Spp,G_B,Screen1
25NW,9/9/2014,1,16,7,1,bogr,g,0
25NW,9/9/2014,1,17,10,1,bogr,g,0
25NW,9/9/2014,1,18,11,1,bogr,g,0
25NW,9/9/2014,1,19,4,1,bogr,g,0
25NW,9/9/2014,1,20,3,1,bogr,g,0
25NW,9/9/2014,1,21,7,2,vuoc,b,1
25NW,9/9/2014,1,22,9,3,bogr,g,0
25NW,9/9/2014,1,23,6,1,bogr,g,0
25NW,9/9/2014,1,24,7,1,bogr,g,0
25NW,9/9/2014,1,25,27,1,bogr,g,0
25NW,9/9/2014,2,1,19,1,bogr,g,0
25NW,9/9/2014,2,2,22,1,arlo,g,1
25NW,9/9/2014,2,3,20,2,bogr,g,0
25NW,9/9/2014,2,4,21,6,mata,g,0
25NW,9/9/2014,2,5,14,1,bogr,g,0
25NW,9/9/2014,2,6,28,1,pasm,g,0
25NW,9/9/2014,2,7,18,1,pasm,g,0
25NW,9/9/2014,2,8,26,3,pasm,g,0
25NW,9/9/2014,2,9,19,4,pasm,g,0
25NW,9/9/2014,2,10,9,3,vuoc,g,1
25NW,9/9/2014,2,11,31,4,bogr,g,0
25NW,9/9/2014,2,12,24,1,bogr,g,0
25NW,9/9/2014,2,13,8,1,bogr,g,0
25NW,9/9/2014,2,14,20,2,pasm,g,0
25NW,9/9/2014,2,15,39,1,pasm,g,0
25NW,9/9/2014,2,16,5,1,vuoc,g,1
25NW,9/9/2014,2,17,22,4,gusa,g,1
25NW,9/9/2014,2,18,9,1,bogr,g,0
25NW,9/9/2014,2,19,21,2,arlo,g,1
25NW,9/9/2014,2,20,17,1,bogr,g,0
25NW,9/9/2014,2,21,29,1,bogr,g,0
25NW,9/9/2014,2,22,11,2,bogr,g,0
25NW,9/9/2014,2,23,13,3,stco,g,0
25NW,9/9/2014,2,24,25,2,bogr,g,0
25NW,9/9/2014,2,25,13,3,pasm,g,0
25NW,9/9/2014,3,1,3,1,bogr,g,0
25NW,9/9/2014,3,2,8,1,bogr,g,0
25NW,9/9/2014,3,3,21,3,bogr,g,0
25NW,9/9/2014,3,4,9,1,bogr,g,0
25NW,9/9/2014,3,5,3,1,bogr,g,0
25NW,9/9/2014,3,6,11,1,bogr,g,0
25NW,9/9/2014,3,7,16,2,bogr,g,0
25NW,9/9/2014,3,8,12,2,vuoc,g,1
25NW,9/9/2014,3,9,14,1,bogr,g,0
25NW,9/9/2014,3,10,28,2,bogr,g,0
25NW,9/9/2014,3,11,21,2,bogr,g,0
25NW,9/9/2014,3,12,25,4,vuoc,g,1
25NW,9/9/2014,3,13,8,1,bogr,g,0
25NW,9/9/2014,3,14,27,1,vuoc,g,1
25NW,9/9/2014,3,15,13,3,vuoc,g,1
25NW,9/9/2014,3,16,14,1,bogr,g,0
25NW,9/9/2014,3,17,11,1,bogr,g,0
25NW,9/9/2014,3,18,23,2,bogr,g,0
25NW,9/9/2014,3,19,12,1,bogr,g,0
25NW,9/9/2014,3,20,15,2,bogr,g,0
25NW,9/9/2014,3,21,32,1,bogr,g,0
25NW,9/9/2014,3,22,9,1,bogr,g,0
25NW,9/9/2014,3,23,7,1,bogr,g,0
25NW,9/9/2014,3,24,16,1,bogr,g,0
25NW,9/9/2014,3,25,21,1,bogr,g,0
25NW,9/9/2014,4,1,19,2,bogr,g,0
25NW,9/9/2014,4,2,11,1,bogr,g,0
25NW,9/9/2014,4,3,4,1,bogr,g,0
25NW,9/9/2014,4,4,6,1,bogr,g,0
25NW,9/9/2014,4,5,8,1,bogr,g,0
25NW,9/9/2014,4,6,11,1,bogr,g,0
25NW,9/9/2014,4,7,25,3,pasm,g,0
25NW,9/9/2014,4,8,25,2,bogr,g,0
25NW,9/9/2014,4,9,32,2,bogr,g,0
25NW,9/9/2014,4,10,21,1,bogr,g,0
25NW,9/9/2014,4,11,12,1,pasm,g,0
25NW,9/9/2014,4,12,16,1,bogr,g,0
25NW,9/9/2014,4,13,4,1,bogr,g,0
25NW,9/9/2014,4,14,15,2,bogr,g,0
25NW,9/9/2014,4,15,15,2,cael,g,0
25NW,9/9/2014,4,16,5,2,bogr,g,0
25NW,9/9/2014,4,17,38,1,pasm,g,0
25NW,9/9/2014,4,18,24,2,vuoc,g,1
25NW,9/9/2014,4,19,31,3,bogr,g,0
25NW,9/9/2014,4,20,22,3,vuoc,g,1
25NW,9/9/2014,4,21,40,3,pasm,g,0
25NW,9/9/2014,4,22,46,1,pasm,g,0
25NW,9/9/2014,4,23,16,2,pasm,g,0
25NW,9/9/2014,4,24,20,2,arlo,g,1
25NW,9/9/2014,4,25,23,4,bogr,g,0
26W,9/9/2014,1,1,23,3,thfi,g,0
26W,9/9/2014,1,2,21,6,thfi,g,0
26W,9/9/2014,1,3,30,1,bogr,g,0
26W,9/9/2014,1,4,11,4,bogr,g,0
26W,9/9/2014,1,5,17,2,bogr,g,0
26W,9/9/2014,1,6,34,1,bogr,g,0
26W,9/9/2014,1,7,19,6,thfi,g,0
26W,9/9/2014,1,8,19,1,bogr,g,0
26W,9/9/2014,1,9,28,1,vuoc,g,1
26W,9/9/2014,1,10,19,3,thfi,g,0
26W,9/9/2014,1,11,21,3,bogr,g,0
26W,9/9/2014,1,12,20,2,thfi,g,0
26W,9/9/2014,1,13,15,2,vuoc,g,1
26W,9/9/2014,1,14,13,4,oppo,g,1
26W,9/9/2014,1,15,23,2,thfi,g,0
26W,9/9/2014,1,16,19,2,bogr,g,0
26W,9/9/2014,1,17,26,1,bogr,g,0
26W,9/9/2014,1,18,24,5,vuoc,g,1
26W,9/9/2014,1,19,12,1,vuoc,g,1
26W,9/9/2014,1,20,9,4,vuoc,g,1
26W,9/9/2014,1,21,16,5,oppo,g,1
26W,9/9/2014,1,22,7,3,vuoc,g,1
26W,9/9/2014,1,23,12,4,vuoc,g,1
26W,9/9/2014,1,24,18,3,vuoc,g,1
26W,9/9/2014,1,25,14,1,vuoc,g,1
26W,9/9/2014,2,1,15,1,bogr,g,0
26W,9/9/2014,2,2,15,2,vuoc,g,1
26W,9/9/2014,2,3,18,2,vuoc,g,1
26W,9/9/2014,2,4,36,4,pasm,g,0
26W,9/9/2014,2,5,23,3,thfi,g,0
26W,9/9/2014,2,6,21,3,thfi,g,0
26W,9/9/2014,2,7,29,2,thfi,g,0
26W,9/9/2014,2,8,26,4,pasm,g,0
26W,9/9/2014,2,9,18,3,pasm,g,0
26W,9/9/2014,2,10,30,6,pasm,g,0
26W,9/9/2014,2,11,11,3,vuoc,g,1
26W,9/9/2014,2,12,19,4,vuoc,g,1
26W,9/9/2014,2,13,33,7,pasm,g,0
26W,9/9/2014,2,14,17,1,vuoc,g,1
26W,9/9/2014,2,15,18,7,thfi,g,0
26W,9/9/2014,2,16,16,4,arfr,g,1
26W,9/9/2014,2,17,24,1,vuoc,g,1
26W,9/9/2014,2,18,11,3,bogr,g,0
26W,9/9/2014,2,19,12,1,vuoc,g,1
26W,9/9/2014,2,20,28,1,bogr,g,0
26W,9/9/2014,2,21,18,2,bogr,g,0
26W,9/9/2014,2,22,16,2,bogr,g,0
26W,9/9/2014,2,23,14,3,vuoc,g,1
26W,9/9/2014,2,24,13,3,bogr,g,0
26W,9/9/2014,2,25,7,1,bogr,g,0
26W,9/9/2014,3,1,23,1,bogr,g,0
26W,9/9/2014,3,2,16,3,bogr,g,0
26W,9/9/2014,3,3,16,1,thfi,g,0
26W,9/9/2014,3,4,30,1,bogr,g,0
26W,9/9/2014,3,5,12,1,cael,g,0
26W,9/9/2014,3,6,15,4,bogr,g,0
26W,9/9/2014,3,7,24,4,oppo,g,1
26W,9/9/2014,3,8,16,1,stco,g,0
26W,9/9/2014,3,9,18,4,bogr,g,0
26W,9/9/2014,3,10,14,3,bogr,g,0
26W,9/9/2014,3,11,23,5,thfi,g,0
26W,9/9/2014,3,12,16,2,thfi,g,0
26W,9/9/2014,3,13,23,5,thfi,g,0
26W,9/9/2014,3,14,27,3,thfi,g,0
26W,9/9/2014,3,15,9,2,vuoc,g,1
26W,9/9/2014,3,16,17,3,thfi,g,0
26W,9/9/2014,3,17,21,4,bogr,g,0
26W,9/9/2014,3,18,23,2,plpa,g,0
26W,9/9/2014,3,19,14,5,oppo,g,1
26W,9/9/2014,3,20,29,4,bogr,g,0
26W,9/9/2014,3,21,16,3,bogr,g,0
26W,9/9/2014,3,22,31,5,trdu,g,0
26W,9/9/2014,3,23,19,3,bogr,g,0
26W,9/9/2014,3,24,22,2,bogr,g,0
26W,9/9/2014,3,25,17,2,thfi,g,0
26W,9/9/2014,4,1,17,1,thfi,g,0
26W,9/9/2014,4,2,19,1,bogr,g,0
26W,9/9/2014,4,3,21,2,bogr,g,0
26W,9/9/2014,4,4,17,3,thfi,g,0
26W,9/9/2014,4,5,26,3,bogr,g,0
26W,9/9/2014,4,6,31,2,bogr,g,0
26W,9/9/2014,4,7,24,3,vuoc,g,1
26W,9/9/2014,4,8,35,3,pasm,g,0
26W,9/9/2014,4,9,26,4,pasm,g,0
26W,9/9/2014,4,10,38,3,saib,g,0
26W,9/9/2014,4,11,27,3,bogr,g,0
26W,9/9/2014,4,12,25,5,thfi,g,0
26W,9/9/2014,4,13,45,3,bogr,g,0
26W,9/9/2014,4,14,12,4,bogr,g,0
26W,9/9/2014,4,15,33,9,thfi,g,0
26W,9/9/2014,4,16,18,4,thfi,g,0
26W,9/9/2014,4,17,10,3,thfi,g,0
26W,9/9/2014,4,18,21,8,eref,g,1
26W,9/9/2014,4,19,23,4,arlo,g,1
26W,9/9/2014,4,20,40,4,bogr,g,0
26W,9/9/2014,4,21,17,5,thfi,g,0
26W,9/9/2014,4,22,11,3,bogr,g,0
26W,9/9/2014,4,23,24,1,bogr,g,0
26W,9/9/2014,4,24,25,3,eref,g,1
26W,9/9/2014,4,25,34,3,bogr,g,0
26W,9/16/2014,1,1,18,1,bogr,g,0
26W,9/16/2014,1,2,28,1,plpa,g,0
26W,9/16/2014,1,3,21,1,bogr,g,0
26W,9/16/2014,1,4,15,3,bogr,g,0
26W,9/16/2014,1,5,19,1,vuoc,g,1
26W,9/16/2014,1,6,29,2,bogr,g,0
26W,9/16/2014,1,7,16,2,thfi,g,0
26W,9/16/2014,1,8,26,3,bogr,g,0
26W,9/16/2014,1,9,14,3,bogr,g,0
26W,9/16/2014,1,10,29,3,cael,g,0
26W,9/16/2014,1,11,13,4,bogr,g,0
26W,9/16/2014,1,12,21,3,bogr,g,0
26W,9/16/2014,1,13,21,3,bogr,g,0
26W,9/16/2014,1,14,27,3,bogr,g,0
26W,9/16/2014,1,15,23,3,bogr,g,0
26W,9/16/2014,1,16,24,6,stco,g,0
26W,9/16/2014,1,17,18,2,bogr,g,0
26W,9/16/2014,1,18,15,2,bogr,g,0
26W,9/16/2014,1,19,8,1,vuoc,g,1
26W,9/16/2014,1,20,20,2,bogr,g,0
26W,9/16/2014,1,21,15,1,bogr,g,0
26W,9/16/2014,1,22,19,2,bogr,g,0
26W,9/16/2014,1,23,14,2,bogr,g,0
26W,9/16/2014,1,24,10,6,oppo,g,1
26W,9/16/2014,1,25,19,4,thfi,g,0
26W,9/16/2014,2,1,17,1,bogr,g,0
26W,9/16/2014,2,2,24,2,thfi,g,0
26W,9/16/2014,2,3,26,1,vuoc,g,1
26W,9/16/2014,2,4,26,2,pasm,g,0
26W,9/16/2014,2,5,22,3,thfi,g,0
26W,9/16/2014,2,6,25,3,bogr,g,0
26W,9/16/2014,2,7,27,4,bogr,g,0
26W,9/16/2014,2,8,21,4,vuoc,g,1
26W,9/16/2014,2,9,21,1,pasm,g,0
26W,9/16/2014,2,10,23,1,vuoc,g,1
26W,9/16/2014,2,11,24,3,pasm,g,0
26W,9/16/2014,2,12,29,1,pasm,g,0
26W,9/16/2014,2,13,19,3,thfi,g,0
26W,9/16/2014,2,14,4,3,spco,g,0
26W,9/16/2014,2,15,19,1,bogr,g,0
26W,9/16/2014,2,16,15,3,bogr,g,0
26W,9/16/2014,2,17,21,2,bogr,g,0
26W,9/16/2014,2,18,6,2,arfr,g,1
26W,9/16/2014,2,19,22,6,bogr,g,0
26W,9/16/2014,2,20,27,3,bogr,g,0
26W,9/16/2014,2,21,14,3,bogr,g,0
26W,9/16/2014,2,22,25,3,bogr,g,0
26W,9/16/2014,2,23,18,4,thfi,g,0
26W,9/16/2014,2,24,16,2,bogr,g,0
26W,9/16/2014,2,25,20,4,thfi,g,0
26W,9/16/2014,3,1,13,1,bogr,g,0
26W,9/16/2014,3,2,15,1,bogr,g,0
26W,9/16/2014,3,3,36,5,thfi,g,0
26W,9/16/2014,3,4,25,4,spcr,g,0
26W,9/16/2014,3,5,23,3,bogr,g,0
26W,9/16/2014,3,6,17,4,vuoc,g,1
26W,9/16/2014,3,7,19,1,vuoc,g,1
26W,9/16/2014,3,8,18,3,vuoc,g,1
26W,9/16/2014,3,9,14,1,bogr,g,0
26W,9/16/2014,3,10,17,1,bogr,g,0
26W,9/16/2014,3,11,16,3,cael,g,0
26W,9/16/2014,3,12,19,4,thfi,g,0
26W,9/16/2014,3,13,16,1,bogr,g,0
26W,9/16/2014,3,14,31,5,gusa,g,1
26W,9/16/2014,3,15,17,2,thfi,g,0
26W,9/16/2014,3,16,18,3,vuoc,g,1
26W,9/16/2014,3,17,24,2,oppo,g,1
26W,9/16/2014,3,18,16,1,bogr,g,0
26W,9/16/2014,3,19,36,2,bogr,g,0
26W,9/16/2014,3,20,19,3,thfi,g,0
26W,9/16/2014,3,21,32,3,thfi,g,0
26W,9/16/2014,3,22,25,2,bogr,g,0
26W,9/16/2014,3,23,24,3,vuoc,g,1
26W,9/16/2014,3,24,21,2,bogr,g,0
26W,9/16/2014,3,25,14,4,bogr,g,0
26W,9/16/2014,4,1,10,2,oppo,g,1
26W,9/16/2014,4,2,13,1,bogr,g,0
26W,9/16/2014,4,3,36,1,thfi,g,0
26W,9/16/2014,4,4,21,3,bogr,g,0
26W,9/16/2014,4,5,19,1,vuoc,g,1
26W,9/16/2014,4,6,29,3,thfi,g,0
26W,9/16/2014,4,7,22,5,pasm,g,0
26W,9/16/2014,4,8,15,4,thfi,g,0
26W,9/16/2014,4,9,14,3,bogr,g,0
26W,9/16/2014,4,10,32,1,vuoc,g,1
26W,9/16/2014,4,11,27,2,vuoc,g,1
26W,9/16/2014,4,12,34,3,pasm,g,0
26W,9/16/2014,4,13,27,4,bogr,g,0
26W,9/16/2014,4,14,26,2,bogr,g,0
26W,9/16/2014,4,15,31,4,bogr,g,0
26W,9/16/2014,4,16,20,3,bogr,g,0
26W,9/16/2014,4,17,16,4,vuoc,g,1
26W,9/16/2014,4,18,19,4,bogr,g,0
26W,9/16/2014,4,19,29,4,bogr,g,0
26W,9/16/2014,4,20,12,1,bogr,g,0
26W,9/16/2014,4,21,15,6,bogr,g,0
26W,9/16/2014,4,22,24,1,vuoc,g,1
26W,9/16/2014,4,23,24,3,bogr,g,0
26W,9/16/2014,4,24,10,1,vuoc,g,1
26W,9/16/2014,4,25,14,2,bogr,g,0
26W,9/23/2014,1,1,18,1,thfi,b,0
26W,9/23/2014,1,2,22,2,bogr,b,0
26W,9/23/2014,1,3,21,3,arlo,b,1
26W,9/23/2014,1,4,16,1,bogr,b,0
26W,9/23/2014,1,5,13,2,bogr,b,0
26W,9/23/2014,1,6,18,2,bogr,b,0
26W,9/23/2014,1,7,24,1,bogr,b,0
26W,9/23/2014,1,8,22,2,bogr,b,0
26W,9/23/2014,1,9,24,3,bogr,b,0
26W,9/23/2014,1,10,14,1,bogr,b,0
26W,9/23/2014,1,11,29,2,bogr,b,0
26W,9/23/2014,1,12,29,3,bogr,b,0
26W,9/23/2014,1,13,18,4,bogr,b,0
26W,9/23/2014,1,14,12,3,bogr,b,0
26W,9/23/2014,1,15,12,1,bogr,b,0
26W,9/23/2014,1,16,26,4,bogr,b,0
26W,9/23/2014,1,17,13,1,bogr,b,0
26W,9/23/2014,1,18,15,2,thfi,b,0
26W,9/23/2014,1,19,17,1,bogr,b,0
26W,9/23/2014,1,20,21,2,bogr,b,0
26W,9/23/2014,1,21,12,3,bogr,b,0
26W,9/23/2014,1,22,6,3,bogr,b,0
26W,9/23/2014,1,23,20,3,bogr,b,0
26W,9/23/2014,1,24,8,2,bogr,b,0
26W,9/23/2014,1,25,10,3,bogr,b,0
26W,9/23/2014,2,1,17,1,bogr,b,0
26W,9/23/2014,2,2,16,1,vuoc,b,1
26W,9/23/2014,2,3,9,4,pasm,b,0
26W,9/23/2014,2,4,10,3,vuoc,b,1
26W,9/23/2014,2,5,34,1,pasm,b,0
26W,9/23/2014,2,6,15,1,vuoc,b,1
26W,9/23/2014,2,7,18,2,vuoc,b,1
26W,9/23/2014,2,8,18,1,bogr,b,0
26W,9/23/2014,2,9,20,2,bogr,b,0
26W,9/23/2014,2,10,9,3,vuoc,b,1
26W,9/23/2014,2,11,29,2,bogr,b,0
26W,9/23/2014,2,12,39,6,vuoc,b,1
26W,9/23/2014,2,13,6,3,vuoc,b,1
26W,9/23/2014,2,14,23,2,bogr,b,0
26W,9/23/2014,2,15,14,3,vuoc,b,1
26W,9/23/2014,2,16,4,1,bogr,b,0
26W,9/23/2014,2,17,18,1,bogr,b,0
26W,9/23/2014,2,18,13,2,oppo,g,1
26W,9/23/2014,2,19,20,3,bogr,b,0
26W,9/23/2014,2,20,6,1,bogr,b,0
26W,9/23/2014,2,21,10,3,bogr,b,0
26W,9/23/2014,2,22,9,2,vuoc,b,1
26W,9/23/2014,2,23,8,1,bogr,b,0
26W,9/23/2014,2,24,10,1,cael,b,0
26W,9/23/2014,2,25,11,2,bogr,b,0
26W,9/23/2014,3,1,10,3,vuoc,b,1
26W,9/23/2014,3,2,27,2,bogr,b,0
26W,9/23/2014,3,3,18,1,dcr,b,0
26W,9/23/2014,3,4,12,3,bogr,b,0
26W,9/23/2014,3,5,11,1,bogr,b,0
26W,9/23/2014,3,6,18,2,vuoc,b,1
26W,9/23/2014,3,7,12,2,vuoc,b,1
26W,9/23/2014,3,8,10,3,vuoc,b,1
26W,9/23/2014,3,9,32,3,pasm,b,0
26W,9/23/2014,3,10,12,2,vuoc,b,1
26W,9/23/2014,3,11,15,2,thfi,b,0
26W,9/23/2014,3,12,21,2,bogr,b,0
26W,9/23/2014,3,13,15,1,bogr,b,0
26W,9/23/2014,3,14,14,3,bogr,b,0
26W,9/23/2014,3,15,6,2,bogr,b,0
26W,9/23/2014,3,16,22,2,thfi,b,0
26W,9/23/2014,3,17,4,1,bogr,b,0
26W,9/23/2014,3,18,4,1,bogr,b,0
26W,9/23/2014,3,19,22,2,bogr,b,0
26W,9/23/2014,3,20,26,3,vuoc,b,1
26W,9/23/2014,3,21,6,2,vuoc,b,1
26W,9/23/2014,3,22,22,1,bogr,b,0
26W,9/23/2014,3,23,18,3,bogr,b,0
26W,9/23/2014,3,24,37,2,thfi,g,0
26W,9/23/2014,3,25,20,4,plpa,b,0
26W,9/23/2014,4,1,7,3,bogr,b,0
26W,9/23/2014,4,2,9,1,bogr,b,0
26W,9/23/2014,4,3,6,2,bogr,b,0
26W,9/23/2014,4,4,6,1,vuoc,b,1
26W,9/23/2014,4,5,21,3,thfi,g,0
26W,9/23/2014,4,6,25,3,bogr,b,0
26W,9/23/2014,4,7,19,2,bogr,b,0
26W,9/23/2014,4,8,13,1,bogr,b,0
26W,9/23/2014,4,9,17,1,bogr,b,0
26W,9/23/2014,4,10,22,2,bogr,b,0
26W,9/23/2014,4,11,24,1,vuoc,b,1
26W,9/23/2014,4,12,18,2,vuoc,b,1
26W,9/23/2014,4,13,12,2,bogr,b,0
26W,9/23/2014,4,14,22,2,vuoc,b,1
26W,9/23/2014,4,15,14,1,bogr,b,0
26W,9/23/2014,4,16,28,2,bogr,b,0
26W,9/23/2014,4,17,68,3,stco,b,0
26W,9/23/2014,4,18,14,1,bogr,b,0
26W,9/23/2014,4,19,22,1,bogr,b,0
26W,9/23/2014,4,20,8,3,bogr,b,0
26W,9/23/2014,4,21,21,5,oppo,b,1
26W,9/23/2014,4,22,32,2,bogr,b,0
26W,9/23/2014,4,23,23,3,bogr,b,0
26W,9/23/2014,4,24,21,1,bogr,b,0
26W,9/23/2014,4,25,21,1,arlo,b,1
26W,10/1/2014,1,1,6,1,bogr,b,0
26W,10/1/2014,1,2,11,1,vuoc,b,1
26W,10/1/2014,1,3,19,1,bogr,b,0
26W,10/1/2014,1,4,12,2,vuoc,b,1
26W,10/1/2014,1,5,4,1,bogr,b,0
26W,10/1/2014,1,6,20,2,bogr,b,0
26W,10/1/2014,1,7,8,1,bogr,b,0
26W,10/1/2014,1,8,7,2,bogr,b,0
26W,10/1/2014,1,9,22,2,bogr,b,0
26W,10/1/2014,1,10,4,1,bogr,b,0
26W,10/1/2014,1,11,8,1,bogr,b,0
26W,10/1/2014,1,12,17,3,thfi,b,0
26W,10/1/2014,1,13,28,3,bogr,b,0
26W,10/1/2014,1,14,11,3,vuoc,b,1
26W,10/1/2014,1,15,12,1,bogr,b,0
26W,10/1/2014,1,16,14,1,bogr,b,0
26W,10/1/2014,1,17,10,2,vuoc,b,1
26W,10/1/2014,1,18,17,1,vuoc,b,1
26W,10/1/2014,1,19,5,1,bogr,b,0
26W,10/1/2014,1,20,8,1,bogr,b,0
26W,10/1/2014,1,21,9,1,bogr,b,0
26W,10/1/2014,1,22,9,3,vuoc,b,1
26W,10/1/2014,1,23,4,1,bogr,b,0
26W,10/1/2014,1,24,5,1,bogr,b,0
26W,10/1/2014,1,25,20,1,bogr,b,0
26W,10/1/2014,2,1,15,2,bogr,b,0
26W,10/1/2014,2,2,19,1,bogr,b,0
26W,10/1/2014,2,3,32,4,bogr,b,0
26W,10/1/2014,2,4,21,3,pasm,b,0
26W,10/1/2014,2,5,46,2,bogr,b,0
26W,10/1/2014,2,6,14,3,bogr,b,0
26W,10/1/2014,2,7,31,1,bogr,b,0
26W,10/1/2014,2,8,16,2,bogr,b,0
26W,10/1/2014,2,9,7,1,vuoc,b,1
26W,10/1/2014,2,10,20,1,bogr,b,0
26W,10/1/2014,2,11,11,1,bogr,b,0
26W,10/1/2014,2,12,21,2,thfi,b,0
26W,10/1/2014,2,13,5,3,bogr,b,0
26W,10/1/2014,2,14,3,1,bogr,b,0
26W,10/1/2014,2,15,6,2,bogr,b,0
26W,10/1/2014,2,16,10,1,vuoc,b,1
26W,10/1/2014,2,17,7,1,bogr,b,0
26W,10/1/2014,2,18,4,1,bogr,b,0
26W,10/1/2014,2,19,4,1,bogr,b,0
26W,10/1/2014,2,20,10,2,vuoc,b,1
26W,10/1/2014,2,21,6,1,crmi,b,0
26W,10/1/2014,2,22,7,3,bogr,b,0
26W,10/1/2014,2,23,11,1,bogr,b,0
26W,10/1/2014,2,24,7,1,vuoc,b,1
26W,10/1/2014,2,25,22,1,thfi,b,0
26W,10/1/2014,3,1,10,2,vuoc,b,1
26W,10/1/2014,3,2,19,3,thfi,b,0
26W,10/1/2014,3,3,24,1,bogr,b,0
26W,10/1/2014,3,4,19,2,thfi,b,0
26W,10/1/2014,3,5,4,1,bogr,b,0
26W,10/1/2014,3,6,12,3,bogr,b,0
26W,10/1/2014,3,7,28,6,thfi,b,0
26W,10/1/2014,3,8,19,2,bogr,b,0
26W,10/1/2014,3,9,21,2,bogr,b,0
26W,10/1/2014,3,10,6,3,bogr,b,0
26W,10/1/2014,3,11,22,5,vuoc,b,1
26W,10/1/2014,3,12,5,2,bogr,b,0
26W,10/1/2014,3,13,24,1,bogr,b,0
26W,10/1/2014,3,14,24,4,vuoc,b,1
26W,10/1/2014,3,15,10,3,oppo,b,1
26W,10/1/2014,3,16,31,2,pasm,b,0
26W,10/1/2014,3,17,6,1,bogr,b,0
26W,10/1/2014,3,18,23,3,bogr,b,0
26W,10/1/2014,3,19,11,4,vuoc,b,1
26W,10/1/2014,3,20,25,1,bogr,b,0
26W,10/1/2014,3,21,31,2,oppo,b,1
26W,10/1/2014,3,22,22,3,bogr,b,0
26W,10/1/2014,3,23,6,3,bogr,b,0
26W,10/1/2014,3,24,26,2,bogr,b,0
26W,10/1/2014,3,25,7,3,vuoc,b,1
26W,10/1/2014,4,1,9,2,vuoc,b,1
26W,10/1/2014,4,2,5,2,bogr,b,0
26W,10/1/2014,4,3,13,2,bogr,b,0
26W,10/1/2014,4,4,14,3,thfi,b,0
26W,10/1/2014,4,5,7,2,vuoc,b,1
26W,10/1/2014,4,6,21,1,bogr,b,0
26W,10/1/2014,4,7,6,1,vuoc,b,1
26W,10/1/2014,4,8,7,1,bogr,b,0
26W,10/1/2014,4,9,34,1,thfi,b,0
26W,10/1/2014,4,10,22,1,thfi,b,0
26W,10/1/2014,4,11,3,2,bogr,b,0
26W,10/1/2014,4,12,17,1,bogr,b,0
26W,10/1/2014,4,13,5,2,bogr,b,0
26W,10/1/2014,4,14,11,3,bogr,b,0
26W,10/1/2014,4,15,27,1,bogr,b,0
26W,10/1/2014,4,16,7,3,bogr,b,0
26W,10/1/2014,4,17,4,2,bogr,b,0
26W,10/1/2014,4,18,12,1,bogr,b,0
26W,10/1/2014,4,19,5,1,bogr,b,0
26W,10/1/2014,4,20,6,1,bogr,b,0
26W,10/1/2014,4,21,11,1,bogr,b,0
26W,10/1/2014,4,22,7,2,bogr,b,0
26W,10/1/2014,4,23,6,3,bogr,b,0
26W,10/1/2014,4,24,17,2,bogr,b,0
26W,10/1/2014,4,25,6,2,bogr,b,0
