Pasture,General Ecosite,Plot,Transect , Distance,East-High,East-Low,East-Spp,West-High,West-Low,West-Spp,MeanLow,MeanHigh,,
22SW,Plains,4,1,12,8,3,BOGR,5,2,BUDA,2.5,6.5,,
22SW,Plains,4,1,15,7,2,BUDA,10,3,BOGR,2.5,8.5,,
22SW,Plains,4,1,18,4,2,BUDA,11,3,LEDI,2.5,7.5,,
22SW,Plains,4,1,21,4,2,BOGR,4,1,BUDA,1.5,4,,
22SW,Plains,4,1,24,7,3,BUDA,9,3,BOGR,3,8,,
22SW,Plains,4,2,3,12,3,PASM,10,2,PASM,2.5,11,,
22SW,Plains,4,2,6,6,3,BOGR,4,1,BUDA,2,5,,
22SW,Plains,4,2,9,0,0,BARE,5,1,SPCO,0.5,2.5,,
22SW,Plains,4,2,12,12,1,LARE,2,1,BOGR,1,7,,
22SW,Plains,4,2,15,6,3,BUDA,12,3,BUDA,3,9,,
22SW,Plains,4,2,18,3,1,LITT,4,2,BOGR,1.5,3.5,,
22SW,Plains,4,2,21,11,3,BOGR,12,3,BUDA,3,11.5,,
22SW,Plains,4,2,24,12,2,BOGR,13,5,CRMI,3.5,12.5,,
22SW,Plains,4,3,3,12,3,CRMI,8,7,CRMI,5,10,,
22SW,Plains,4,3,6,8,6,CRMI,6,4,CRMI,5,7,,
22SW,Plains,4,3,9,12,5,CRMI,11,9,CRMI,7,11.5,,
22SW,Plains,4,3,12,8,5,CRMI,8,2,CRMI,3.5,8,,
22SW,Plains,4,3,15,11,10,CRMI,11,10,CRMI,10,11,,
22SW,Plains,4,3,18,16,10,CRMI,11,2,BUDA,6,13.5,,
22SW,Plains,4,3,21,10,7,CRMI,1,1,BOGR,4,5.5,,
22SW,Plains,4,3,24,16,10,CRMI,4,2,CRMI,6,10,,
22SW,Plains,4,4,3,3,2,BOGR,4,2,BOGR,2,3.5,,
22SW,Plains,4,4,6,4,2,BOGR,8,3,BOGR,2.5,6,,
22SW,Plains,4,4,9,5,2,BUDA,7,4,VUOC,3,6,,
22SW,Plains,4,4,12,9,3,SD,6,4,BUDA,3.5,7.5,,
22SW,Plains,4,4,15,7,2,BUDA,5,2,BUDA,2,6,,
22SW,Plains,4,4,18,9,2,BUDA,6,3,BUDA,2.5,7.5,,
22SW,Plains,4,4,21,9,2,BOGR,13,10,CRMI,6,11,,
22SW,Plains,4,4,24,5,2,BOGR,11,8,CRMI,5,8,,
5W,Plains,1,1,3,5,4,PASM,11,4,BUDA,4,8,,
5W,Plains,1,1,6,5,0,BARE,0,0,BARE,0,2.5,,
5W,Plains,1,1,9,10,4,BOGR,6,4,SPCO,4,8,,
5W,Plains,1,1,12,5,4,BOGR,8,4,PASM,4,6.5,,
5W,Plains,1,1,15,3,2,BOGR,4,3,BUDA,2.5,3.5,,
5W,Plains,1,1,18,3,2,SPCO,10,0,BARE,1,6.5,,
5W,Plains,1,1,21,4,3,BUDA,3,2,BUDA,2.5,3.5,,
5W,Plains,1,1,24,3,2,BUDA,5,4,GUSA,3,4,,
5W,Plains,1,2,3,6,1,CIUN,17,0,BARE,0.5,11.5,,
5W,Plains,1,2,6,6,2,BOGR,11,3,BOGR,2.5,8.5,,
5W,Plains,1,2,9,13,3,PASM,10,1,PASM,2,11.5,,
5W,Plains,1,2,12,12,4,PASM,10,0,BARE,2,11,,
5W,Plains,1,2,15,10,5,BOGR,14,6,PASM,5.5,12,,
5W,Plains,1,2,18,10,4,BOGR,11,4,PASM,4,10.5,,
5W,Plains,1,2,21,10,4,PASM,11,2,PASM,3,10.5,,
5W,Plains,1,2,24,12,4,PASM,9,5,PASM,4.5,10.5,,
5W,Plains,1,3,3,6,2,BUDA,9,3,BUDA,2.5,7.5,,
5W,Plains,1,3,6,21,2,PASM,21,3,PASM,2.5,21,,
5W,Plains,1,3,9,14,2,PASM,10,2,PASM,2,12,,
5W,Plains,1,3,12,4,2,BUDA,12,3,SONU,2.5,8,,
5W,Plains,1,3,15,11,1,BUDA,4,1,SD,1,7.5,,
5W,Plains,1,3,18,0,0,BARE,16,4,PASM,2,8,,
5W,Plains,1,3,21,13,2,PASM,12,4,PASM,3,12.5,,
5W,Plains,1,3,24,13,2,PLPA,11,3,PASM,2.5,12,,
5W,Plains,1,4,3,2,0,BARE,0,0,BARE,0,1,,
5W,Plains,1,4,6,9,2,PASM,12,0,BARE,1,10.5,,
5W,Plains,1,4,9,10,2,PASM,10,2,PASM,2,10,,
5W,Plains,1,4,12,11,1,PASM,12,0,BARE,0.5,11.5,,
5W,Plains,1,4,15,7,3,BOGR,9,4,PASM,3.5,8,,
5W,Plains,1,4,18,10,3,BOGR,7,3,PASM,3,8.5,,
5W,Plains,1,4,21,10,2,BOGR,8,0,BARE,1,9,,
5W,Plains,1,4,24,12,2,PASM,11,2,PASM,2,11.5,,
5W,Plains,2,1,3,15,4,PASM,13,4,PASM,4,14,,
5W,Plains,2,1,6,6,2,PASM,5,1,PASM,1.5,5.5,,
5W,Plains,2,1,9,11,3,PASM,8,3,PASM,3,9.5,,
5W,Plains,2,1,12,8,2,BUDA,5,2,BUDA,2,6.5,,
5W,Plains,2,1,15,8,2,BUDA,9,2,CAEL,2,8.5,,
5W,Plains,2,1,18,4,1,BUDA,6,1,PASM,1,5,,
5W,Plains,2,1,21,8,1,PASM,5,2,PASM,1.5,6.5,,
5W,Plains,2,1,24,5,3,BUDA,9,2,BUDA,2.5,7,,
5W,Plains,2,2,3,11,2,PASM,5,2,BUDA,2,8,,
5W,Plains,2,2,6,8,4,BUDA,10,3,PASM,3.5,9,,
5W,Plains,2,2,9,8,2,BUDA,4,2,BUDA,2,6,,
5W,Plains,2,2,12,3,2,BUDA,4,2,BUDA,2,3.5,,
5W,Plains,2,2,15,7,2,BUDA,8,2,PASM,2,7.5,,
5W,Plains,2,2,18,9,3,BUDA,3,2,BUDA,2.5,6,,
5W,Plains,2,2,21,12,2,BUDA,8,2,PASM,2,10,,
5W,Plains,2,2,24,5,2,BUDA,9,3,BUDA,2.5,7,,
5W,Plains,2,3,3,13,1,PASM,10,2,PASM,1.5,11.5,,
5W,Plains,2,3,6,7,2,PASM,12,4,PLPA,3,9.5,,
5W,Plains,2,3,9,16,8,GUSA,12,4,COUM,6,14,,
5W,Plains,2,3,12,4,1,PLPA,6,3,HASP,2,5,,
5W,Plains,2,3,15,9,4,PASM,8,3,CRMI,3.5,8.5,,
5W,Plains,2,3,18,10,2,BUDA,11,3,PASM,2.5,10.5,,
5W,Plains,2,3,21,24,6,ATCA,22,8,PASM,7,23,,
5W,Plains,2,3,24,45,4,PASM,51,38,ATCA,21,48,,
5W,Plains,2,4,3,10,3,PASM,12,4,PASM,3.5,11,,
5W,Plains,2,4,6,10,2,LARE,6,2,PASM,2,8,,
5W,Plains,2,4,9,8,1,BOGR,3,1,BOGR,1,5.5,,
5W,Plains,2,4,12,4,1,BOGR,4,2,BOGR,1.5,4,,
5W,Plains,2,4,15,2,0,PASM,2,0,PASM,0,2,,
5W,Plains,2,4,18,4,0,SPCO,4,1,BOGR,0.5,4,,
5W,Plains,2,4,21,8,1,BOGR,8,2,PASM,1.5,8,,
5W,Plains,2,4,24,6,0,CRMI,4,2,PASM,1,5,,
5W,Plains,3,1,3,7,0,PASM,8,7,CRMI,3.5,7.5,,
5W,Plains,3,1,6,12,2,PASM,9,2,PASM,2,10.5,,
5W,Plains,3,1,9,11,5,SPCO,13,4,CRMI,4.5,12,,
5W,Plains,3,1,12,8,3,CRMI,7,2,CRMI,2.5,7.5,,
5W,Plains,3,1,15,8,3,CRMI,5,2,PLPA,2.5,6.5,,
5W,Plains,3,1,18,10,3,IVAX,9,3,IVAX,3,9.5,,
5W,Plains,3,1,21,2,0,PLPA,2,1,BOGR,0.5,2,,
5W,Plains,3,1,24,5,2,PASM,3,0,BOGR,1,4,,
5W,Plains,3,2,3,29,4,IVAX,36,3,PASM,3.5,32.5,,
5W,Plains,3,2,6,17,1,PASM,20,6,SPCO,3.5,18.5,,
5W,Plains,3,2,9,8,3,PASM,6,2,PASM,2.5,7,,
5W,Plains,3,2,12,28,1,PASM,18,7,CRMI,4,23,,
5W,Plains,3,2,15,10,1,PASM,14,1,PASM,1,12,,
5W,Plains,3,2,18,8,1,PASM,7,3,IVAX,2,7.5,,
5W,Plains,3,2,21,7,2,PASM,8,2,PASM,2,7.5,,
5W,Plains,3,2,24,10,2,IVAX,5,2,BOGR,2,7.5,,
5W,Plains,3,3,3,3,1,LITT,8,2,BUDA,1.5,5.5,,
5W,Plains,3,3,6,41,2,BOGR,8,2,BUDA,2,24.5,,
5W,Plains,3,3,9,7,2,PASM,10,2,BOGR,2,8.5,,
5W,Plains,3,3,12,8,2,CRMI,2,1,PASM,1.5,5,,
5W,Plains,3,3,15,6,2,IVAX,10,2,IVAX,2,8,,
5W,Plains,3,3,18,9,3,PASM,9,2,CRMI,2.5,9,,
5W,Plains,3,3,21,4,3,CRMI,6,5,CRMI,4,5,,
5W,Plains,3,3,24,17,2,SONU,6,2,PASM,2,11.5,,
5W,Plains,3,4,3,10,4,BOGR,6,3,BOGR,3.5,8,,
5W,Plains,3,4,6,9,3,CRMI,6,2,CRMI,2.5,7.5,,
5W,Plains,3,4,9,11,4,VUOC,6,2,PLPA,3,8.5,,
5W,Plains,3,4,12,11,8,OPPO,8,4,OPPO,6,9.5,,
5W,Plains,3,4,15,14,4,SPCO,7,3,BOGR,3.5,10.5,,
5W,Plains,3,4,18,15,2,CRMI,16,5,PASM,3.5,15.5,,
5W,Plains,3,4,21,9,2,PASM,10,1,BOGR,1.5,9.5,,
5W,Plains,3,4,24,16,1,PASM,18,2,PASM,1.5,17,,
5W,Plains,4,1,3,6,0,BOGR,6,1,BOGR,0.5,6,,
5W,Plains,4,1,6,5,2,BOGR,5,2,BOGR,2,5,,
5W,Plains,4,1,9,5,1,BOGR,6,2,SONU,1.5,5.5,,
5W,Plains,4,1,12,14,1,BOGR,6,2,SONU,1.5,10,,
5W,Plains,4,1,15,12,2,BOGR,6,3,BOGR,2.5,9,,
5W,Plains,4,1,18,5,2,BOGR,10,4,BOGR,3,7.5,,
5W,Plains,4,1,21,4,1,BOGR,5,2,BOGR,1.5,4.5,,
5W,Plains,4,1,24,6,1,BOGR,4,2,BOGR,1.5,5,,
5W,Plains,4,2,3,6,2,BOGR,6,3,BOGR,2.5,6,,
5W,Plains,4,2,6,5,2,SPCO,3,0,BARE,1,4,,
5W,Plains,4,2,9,10,2,PASM,7,1,PASM,1.5,8.5,,
5W,Plains,4,2,12,8,1,PLPA,13,7,CELA,4,10.5,,
5W,Plains,4,2,15,3,0,BOGR,13,5,LARE,2.5,8,,
5W,Plains,4,2,18,6,3,SPCO,6,1,SPCO,2,6,,
5W,Plains,4,2,21,3,2,SPCO,3,2,SPCO,2,3,,
5W,Plains,4,2,24,6,3,SPCO,8,7,SPCO,5,7,,
5W,Plains,4,3,3,7,2,BOGR,4,2,BOGR,2,5.5,,
5W,Plains,4,3,6,6,1,BOGR,6,2,BOGR,1.5,6,,
5W,Plains,4,3,9,5,3,BOGR,8,2,BOGR,2.5,6.5,,
5W,Plains,4,3,12,6,3,BOGR,7,3,BOGR,3,6.5,,
5W,Plains,4,3,15,7,2,BOGR,6,3,BOGR,2.5,6.5,,
5W,Plains,4,3,18,5,3,BOGR,4,2,BOGR,2.5,4.5,,
5W,Plains,4,3,21,8,3,BOGR,5,2,BOGR,2.5,6.5,,
5W,Plains,4,3,24,8,2,BOGR,6,3,BOGR,2.5,7,,
5W,Plains,4,4,3,10,2,BOGR,7,3,BOGR,2.5,8.5,,
5W,Plains,4,4,6,9,1,BARE,5,1,BOGR,1,7,,
5W,Plains,4,4,9,4,2,BOGR,3,1,ATCA,1.5,3.5,,
5W,Plains,4,4,12,3,2,BOGR,8,3,CELA,2.5,5.5,,
5W,Plains,4,4,15,8,3,BOGR,6,1,BOGR,2,7,,
5W,Plains,4,4,18,3,2,CHAL,8,3,BOGR,2.5,5.5,,
5W,Plains,4,4,21,5,2,BOGR,10,2,CELA,2,7.5,,
5W,Plains,4,4,24,4,2,MATA,12,8,LARE,5,8,,
10S,Plains,1,1,3,30,8,THFI,16,3,VUOC,5.5,23,,
10S,Plains,1,1,6,25,4,THFI,21,5,THFI,4.5,23,,
10S,Plains,1,1,9,23,12,PSTE,16,6,VUOC,9,19.5,,
10S,Plains,1,1,12,14,6,VUOC,20,5,VUOC,5.5,17,,
10S,Plains,1,1,15,16,6,VUOC,24,6,VUOC,6,20,,
10S,Plains,1,1,18,22,7,THFI,19,6,VUOC,6.5,20.5,,
10S,Plains,1,1,21,12,7,VUOC,10,5,OEAL,6,11,,
10S,Plains,1,1,24,21,4,VUOC,12,6,VUOC,5,16.5,,
10S,Plains,1,2,3,26,9,THFI,26,11,THFI,10,26,,
10S,Plains,1,2,6,26,8,THFI,14,5,VUOC,6.5,20,,
10S,Plains,1,2,9,14,8,VUOC,23,9,THFI,8.5,18.5,,
10S,Plains,1,2,12,25,7,VUOC,26,14,THFI,10.5,25.5,,
10S,Plains,1,2,15,24,11,THFI,11,7,VUOC,9,17.5,,
10S,Plains,1,2,18,22,11,THFI,22,16,THFI,13.5,22,,
10S,Plains,1,2,21,10,6,VUOC,12,6,VUOC,6,11,,
10S,Plains,1,2,24,21,13,THFI,14,5,VUOC,9,17.5,,
10S,Plains,1,3,3,28,11,THFI,20,6,THFI,8.5,24,,
10S,Plains,1,3,6,25,24,THFI,26,25,THFI,24.5,25.5,,
10S,Plains,1,3,9,28,10,VUOC,18,9,VUOC,9.5,23,,
10S,Plains,1,3,12,26,9,VUOC,24,6,VUOC,7.5,25,,
10S,Plains,1,3,15,15,11,VUOC,24,9,THFI,10,19.5,,
10S,Plains,1,3,18,12,4,CRMI,13,8,THFI,6,12.5,,
10S,Plains,1,3,21,16,7,THFI,18,5,VUOC,6,17,,
10S,Plains,1,3,24,19,7,VUOC,9,5,VUOC,6,14,,
10S,Plains,1,4,3,12,8,OPPO,12,7,CRMI,7.5,12,,
10S,Plains,1,4,6,13,10,VUOC,11,6,VUOC,8,12,,
10S,Plains,1,4,9,10,7,VUOC,18,3,VUOC,5,14,,
10S,Plains,1,4,12,10,4,VUOC,48,6,VUOC,5,29,,
10S,Plains,1,4,15,68,20,STCO,65,8,VUOC,14,66.5,,
10S,Plains,1,4,18,40,8,VUOC,50,6,VUOC,7,45,,
10S,Plains,1,4,21,65,12,STCO,52,9,PASM,10.5,58.5,,
10S,Plains,1,4,24,53,8,VUOC,44,10,PASM,9,48.5,,
10S,Plains,2,1,3,18,11,CRMI,9,5,VUOC,8,13.5,,
10S,Plains,2,1,6,15,5,BOGR,17,15,VUOC,10,16,,
10S,Plains,2,1,9,12,4,VUOC,16,7,VUOC,5.5,14,,
10S,Plains,2,1,12,13,5,VUOC,12,2,BOGR,3.5,12.5,,
10S,Plains,2,1,15,9,0,BARE,17,9,OPPO,4.5,13,,
10S,Plains,2,1,18,16,1,VUOC,11,2,BOGR,1.5,13.5,,
10S,Plains,2,1,21,11,2,VUOC,11,7,VUOC,4.5,11,,
10S,Plains,2,1,24,13,8,CRMI,12,4,BOGR,6,12.5,,
10S,Plains,2,2,3,15,10,VUOC,22,10,CRMI,10,18.5,,
10S,Plains,2,2,6,12,10,VUOC,14,4,VUOC,7,13,,
10S,Plains,2,2,9,14,4,CAEL,12,4,BOGR,4,13,,
10S,Plains,2,2,12,12,6,VUOC,17,10,VUOC,8,14.5,,
10S,Plains,2,2,15,14,5,VUOC,18,7,VUOC,6,16,,
10S,Plains,2,2,18,22,6,VUOC,16,6,VUOC,6,19,,
10S,Plains,2,2,21,20,12,OEAL,15,12,OEAL,12,17.5,,
10S,Plains,2,2,24,16,10,CRMI,20,5,VUOC,7.5,18,,
10S,Plains,2,3,3,20,5,OEAL,38,7,OPPO,6,29,,
10S,Plains,2,3,6,64,15,PASM,64,11,PASM,13,64,,
10S,Plains,2,3,9,42,8,PASM,12,3,BOGR,5.5,27,,
10S,Plains,2,3,12,43,9,VUOC,20,10,OEAL,9.5,31.5,,
10S,Plains,2,3,15,18,9,SIHY,18,9,VUOC,9,18,,
10S,Plains,2,3,18,26,19,SIHY,26,21,VUOC,20,26,,
10S,Plains,2,3,21,12,7,VUOC,12,10,VUOC,8.5,12,,
10S,Plains,2,3,24,9,8,OEAL,19,17,OEAL,12.5,14,,
10S,Plains,2,4,3,18,5,VUOC,12,4,BOGR,4.5,15,,
10S,Plains,2,4,6,24,7,TRDU,19,6,VUOC,6.5,21.5,,
10S,Plains,2,4,9,30,5,BOGR,12,4,VUOC,4.5,21,,
10S,Plains,2,4,12,22,7,BOGR,13,2,BOGR,4.5,17.5,,
10S,Plains,2,4,15,11,10,CRMI,17,12,CRMI,11,14,,
10S,Plains,2,4,18,14,5,VUOC,25,5,BOGR,5,19.5,,
10S,Plains,2,4,21,16,5,BOGR,14,5,BOGR,5,15,,
10S,Plains,2,4,24,15,8,VUOC,47,4,VUOC,6,31,,
10S,Plains,3,1,3,39,9,PASM,42,12,PSTE,10.5,40.5,,
10S,Plains,3,1,6,41,18,SIHY,24,3,BOGR,10.5,32.5,,
10S,Plains,3,1,9,44,8,PASM,46,4,BOGR,6,45,,
10S,Plains,3,1,12,42,9,PASM,49,16,PASM,12.5,45.5,,
10S,Plains,3,1,15,50,12,PASM,44,6,PASM,9,47,,
10S,Plains,3,1,18,40,5,PASM,42,8,PASM,6.5,41,,
10S,Plains,3,1,21,6,1,BOGR,8,3,SPCO,2,7,,
10S,Plains,3,1,24,48,18,PASM,46,21,PASM,19.5,47,,
10S,Plains,3,2,3,21,2,PASM,27,10,OEAL,6,24,,
10S,Plains,3,2,6,20,6,VUOC,16,4,PASM,5,18,,
10S,Plains,3,2,9,22,6,BOGR,11,6,VUOC,6,16.5,,
10S,Plains,3,2,12,23,4,VUOC,11,2,PASM,3,17,,
10S,Plains,3,2,15,30,8,PASM,20,8,SIHY,8,25,,
10S,Plains,3,2,18,36,4,VUOC,22,3,BOGR,3.5,29,,
10S,Plains,3,2,21,36,6,PASM,16,6,BOGR,6,26,,
10S,Plains,3,2,24,12,4,BOGR,34,4,PASM,4,23,,
10S,Plains,3,3,3,14,4,BOGR,10,4,BOGR,4,12,,
10S,Plains,3,3,6,11,6,BOGR,18,5,BOGR,5.5,14.5,,
10S,Plains,3,3,9,20,8,BOGR,16,6,BOGR,7,18,,
10S,Plains,3,3,12,18,4,BOGR,16,6,BOGR,5,17,,
10S,Plains,3,3,15,18,6,BOGR,22,6,BOGR,6,20,,
10S,Plains,3,3,18,22,10,OEAL,40,6,BOGR,8,31,,
10S,Plains,3,3,21,11,2,BOGR,46,8,BOGR,5,28.5,,
10S,Plains,3,3,24,56,4,BOGR,52,8,PASM,6,54,,
10S,Plains,3,4,3,14,9,SPCO,35,4,PASM,6.5,24.5,,
10S,Plains,3,4,6,12,7,BOGR,22,5,BOGR,6,17,,
10S,Plains,3,4,9,14,2,BOGR,10,3,BOGR,2.5,12,,
10S,Plains,3,4,12,28,6,MATA,34,2,PASM,4,31,,
10S,Plains,3,4,15,29,2,BOGR,27,2,IPLA,2,28,,
10S,Plains,3,4,18,22,2,IPLA,26,3,BOGR,2.5,24,,
10S,Plains,3,4,21,34,4,CRMI,37,9,OEAL,6.5,35.5,,
10S,Plains,3,4,24,55,3,BOGR,43,3,BOGR,3,49,,
10S,Plains,4,1,3,13,5,VUOC,13,11,VUOC,8,13,,
10S,Plains,4,1,6,31,9,CRMI,12,8,CRMI,8.5,21.5,,
10S,Plains,4,1,9,26,10,THFI,26,11,CRMI,10.5,26,,
10S,Plains,4,1,12,22,12,THFI,17,9,VUOC,10.5,19.5,,
10S,Plains,4,1,15,24,4,VUOC,13,7,CRMI,5.5,18.5,,
10S,Plains,4,1,18,29,8,VUOC,16,12,CRMI,10,22.5,,
10S,Plains,4,1,21,23,5,CRMI,17,14,VUOC,9.5,20,,
10S,Plains,4,1,24,26,16,THFI,20,11,OEAL,13.5,23,,
10S,Plains,4,2,3,14,11,CRMI,24,13,OEAL,12,19,,
10S,Plains,4,2,6,22,15,VUOC,14,6,VUOC,10.5,18,,
10S,Plains,4,2,9,12,7,VUOC,12,7,VUOC,7,12,,
10S,Plains,4,2,12,17,9,CRMI,14,10,CRMI,9.5,15.5,,
10S,Plains,4,2,15,24,13,CRMI,26,13,THFI,13,25,,
10S,Plains,4,2,18,21,18,VUOC,14,13,VUOC,15.5,17.5,,
10S,Plains,4,2,21,20,7,VUOC,17,13,VUOC,10,18.5,,
10S,Plains,4,2,24,16,11,VUOC,10,8,VUOC,9.5,13,,
10S,Plains,4,3,3,25,10,THFI,12,11,VUOC,10.5,18.5,,
10S,Plains,4,3,6,13,9,VUOC,14,6,VUOC,7.5,13.5,,
10S,Plains,4,3,9,16,7,CRMI,24,8,VUOC,7.5,20,,
10S,Plains,4,3,12,21,4,VUOC,36,22,ATCA,13,28.5,,
10S,Plains,4,3,15,12,3,VUOC,22,7,VUOC,5,17,,
10S,Plains,4,3,18,32,10,VUOC,14,8,VUOC,9,23,,
10S,Plains,4,3,21,20,8,VUOC,16,10,VUOC,9,18,,
10S,Plains,4,3,24,14,10,VUOC,9,6,VUOC,8,11.5,,
10S,Plains,4,4,3,13,6,VUOC,16,11,CRMI,8.5,14.5,,
10S,Plains,4,4,6,36,4,VUOC,52,5,VUOC,4.5,44,,
10S,Plains,4,4,9,68,12,PASM,68,15,PASM,13.5,68,,
10S,Plains,4,4,12,24,10,CRMI,10,7,CRMI,8.5,17,,
10S,Plains,4,4,15,36,6,PASM,13,9,CRMI,7.5,24.5,,
10S,Plains,4,4,18,11,8,CRMI,12,4,VUOC,6,11.5,,
10S,Plains,4,4,21,22,7,VUOC,20,5,VUOC,6,21,,
10S,Plains,4,4,24,53,7,VUOC,35,9,VUOC,8,44,,
5E,Plains,1,1,3,15,12,CRMI,24,13,VUOC,12.5,19.5,,
5E,Plains,1,1,6,13,11,EREF,22,13,BOGR,12,17.5,,
5E,Plains,1,1,9,20,13,CRMI,15,14,CRMI,13.5,17.5,,
5E,Plains,1,1,12,8,7,VUOC,24,23,CELA,15,16,,
5E,Plains,1,1,15,15,13,VUOC,29,10,VUOC,11.5,22,,
5E,Plains,1,1,18,20,17,VUOC,18,12,LARE,14.5,19,,
5E,Plains,1,1,21,12,9,VUOC,12,6,BOGR,7.5,12,,
5E,Plains,1,1,24,13,12,VUOC,12,10,VUOC,11,12.5,,
5E,Plains,1,2,3,30,20,CAEL,40,12,PASM,16,35,,
5E,Plains,1,2,6,60,30,PASM,22,12,ATCA,21,41,,
5E,Plains,1,2,9,40,14,PLPA,30,4,BOGR,9,35,,
5E,Plains,1,2,12,46,22,PASM,42,22,PASM,22,44,,
5E,Plains,1,2,15,52,34,PASM,42,18,PASM,26,47,,
5E,Plains,1,2,18,49,22,PASM,56,28,PASM,25,52.5,,
5E,Plains,1,2,21,42,40,PASM,54,46,PASM,43,48,,
5E,Plains,1,2,24,52,32,PASM,50,30,PASM,31,51,,
5E,Plains,1,3,3,46,13,ATCA,40,10,CRMI,11.5,43,,
5E,Plains,1,3,6,24,30,CAEL,32,10,PASM,20,28,,
5E,Plains,1,3,9,30,24,CAEL,29,16,CAEL,20,29.5,,
5E,Plains,1,3,12,16,29,VUOC,24,14,VUOC,21.5,20,,
5E,Plains,1,3,15,22,18,TRDU,10,4,VUOC,11,16,,
5E,Plains,1,3,18,20,30,ATCA,13,12,VUOC,21,16.5,,
5E,Plains,1,3,21,14,20,VUOC,20,13,PASM,16.5,17,,
5E,Plains,1,3,24,14,10,VUOC,12,6,BOGR,8,13,,
5E,Plains,1,4,3,24,24,BOGR,28,14,PASM,19,26,,
5E,Plains,1,4,6,40,8,PASM,38,18,PASM,13,39,,
5E,Plains,1,4,9,48,12,PASM,50,22,PASM,17,49,,
5E,Plains,1,4,12,30,12,CAEL,44,22,PASM,17,37,,
5E,Plains,1,4,15,23,16,CAEL,22,12,PASM,14,22.5,,
5E,Plains,1,4,18,44,6,BOGR,28,4,BOGR,5,36,,
5E,Plains,1,4,21,36,11,PASM,24,10,PASM,10.5,30,,
5E,Plains,1,4,24,30,13,CAEL,24,23,ATCA,18,27,,
5E,Plains,2,1,3,22,20,ATCA,39,14,PASM,17,30.5,,
5E,Plains,2,1,6,32,16,PASM,32,12,PASM,14,32,,
5E,Plains,2,1,9,22,10,PASM,46,4,BOGR,7,34,,
5E,Plains,2,1,12,32,16,PASM,34,15,PASM,15.5,33,,
5E,Plains,2,1,15,32,12,PASM,40,23,STCO,17.5,36,,
5E,Plains,2,1,18,25,25,ATCA,14,6,CAEL,15.5,19.5,,
5E,Plains,2,1,21,30,6,BOGR,34,12,ATCA,9,32,,
5E,Plains,2,1,24,48,20,STCO,24,14,PLPA,17,36,,
5E,Plains,2,2,3,13,13,OPPO,29,12,OPPO,12.5,21,,
5E,Plains,2,2,6,20,18,PLPA,60,10,IPLA,14,40,,
5E,Plains,2,2,9,12,8,ATCA,14,6,OPPO,7,13,,
5E,Plains,2,2,12,16,10,BOGR,6,2,BOGR,6,11,,
5E,Plains,2,2,15,13,4,BOGR,19,6,BOGR,5,16,,
5E,Plains,2,2,18,44,20,PASM,44,19,PASM,19.5,44,,
5E,Plains,2,2,21,34,20,PASM,48,30,PASM,25,41,,
5E,Plains,2,2,24,52,14,PASM,44,32,PASM,23,48,,
5E,Plains,2,3,3,12,20,BOGR,12,10,GUSA,15,12,,
5E,Plains,2,3,6,22,10,ARLO,14,6,BOGR,8,18,,
5E,Plains,2,3,9,10,4,BOGR,4,3,BOGR,3.5,7,,
5E,Plains,2,3,12,10,5,SPCO,3,2,BOGR,3.5,6.5,,
5E,Plains,2,3,15,12,8,SIHY,12,10,BUDA,9,12,,
5E,Plains,2,3,18,6,2,BOGR,24,12,SIHY,7,15,,
5E,Plains,2,3,21,14,14,ATCA,30,30,ATCA,22,22,,
5E,Plains,2,3,24,20,8,CRMI,48,44,ATCA,26,34,,
5E,Plains,2,4,3,53,6,PASM,54,20,PASM,13,53.5,,
5E,Plains,2,4,6,32,14,ATCA,10,6,BOGR,10,21,,
5E,Plains,2,4,9,20,8,OPPO,42,9,PASM,8.5,31,,
5E,Plains,2,4,12,10,6,BOGR,14,8,BOGR,7,12,,
5E,Plains,2,4,15,12,10,BOGR,53,23,PASM,16.5,32.5,,
5E,Plains,2,4,18,16,5,BOGR,20,10,BOGR,7.5,18,,
5E,Plains,2,4,21,49,10,PASM,52,6,CRMI,8,50.5,,
5E,Plains,2,4,24,47,5,BOGR,57,16,PASM,10.5,52,,
5E,Plains,3,1,3,50,30,PASM,64,20,PASM,25,57,,
5E,Plains,3,1,6,20,9,PASM,14,10,BOGR,9.5,17,,
5E,Plains,3,1,9,32,14,PASM,34,3,OPPO,8.5,33,,
5E,Plains,3,1,12,50,20,PASM,50,42,PASM,31,50,,
5E,Plains,3,1,15,14,6,PASM,18,14,PASM,10,16,,
5E,Plains,3,1,18,42,20,PASM,30,6,ATCA,13,36,,
5E,Plains,3,1,21,30,10,PASM,36,20,PASM,15,33,,
5E,Plains,3,1,24,44,10,PASM,30,15,PASM,12.5,37,,
5E,Plains,3,2,3,8,6,BOGR,11,6,BOGR,6,9.5,,
5E,Plains,3,2,6,10,6,BOGR,24,18,ATCA,12,17,,
5E,Plains,3,2,9,6,4,BOGR,10,8,VUOC,6,8,,
5E,Plains,3,2,12,12,8,VUOC,6,4,VUOC,6,9,,
5E,Plains,3,2,15,10,6,OPPO,16,14,VUOC,10,13,,
5E,Plains,3,2,18,24,14,PASM,20,12,BOGR,13,22,,
5E,Plains,3,2,21,12,6,SIHY,6,4,BOGR,5,9,,
5E,Plains,3,2,24,12,10,BOGR,18,10,SIHY,10,15,,
5E,Plains,3,3,3,14,6,BOGR,12,9,BOGR,7.5,13,,
