Id,Date,Year,NDVI_smooth_avg,Source
scn.loam,2000-02-24,2000,0.12351920807002958,LMF
scn.loam,2000-02-25,2000,0.12160295807530885,LMF
scn.loam,2000-02-26,2000,0.11979537584569096,LMF
scn.loam,2000-02-27,2000,0.11809485364858077,LMF
scn.loam,2000-02-28,2000,0.11649978375138315,LMF
scn.loam,2000-02-29,2000,0.11500855842150298,LMF
scn.loam,2000-03-01,2000,0.11361956992634512,LMF
scn.loam,2000-03-02,2000,0.11233121053331445,LMF
scn.loam,2000-03-03,2000,0.11114187250981583,LMF
scn.loam,2000-03-04,2000,0.11004994812325414,LMF
scn.loam,2000-03-05,2000,0.10905382964103424,LMF
scn.loam,2000-03-06,2000,0.10815190933056101,LMF
scn.loam,2000-03-07,2000,0.10734257945923932,LMF
scn.loam,2000-03-08,2000,0.10662423229447404,LMF
scn.loam,2000-03-09,2000,0.10599526010367004,LMF
scn.loam,2000-03-10,2000,0.10545405515423219,LMF
scn.loam,2000-03-11,2000,0.10499900971356535,LMF
scn.loam,2000-03-12,2000,0.10462851604907442,LMF
scn.loam,2000-03-13,2000,0.10434096642816423,LMF
scn.loam,2000-03-14,2000,0.10413475311823969,LMF
scn.loam,2000-03-15,2000,0.10400826838670565,LMF
scn.loam,2000-03-16,2000,0.10395990450096698,LMF
scn.loam,2000-03-17,2000,0.10398805372842856,LMF
scn.loam,2000-03-18,2000,0.10409110833649524,LMF
scn.loam,2000-03-19,2000,0.10426746059257191,LMF
scn.loam,2000-03-20,2000,0.10451550276406343,LMF
scn.loam,2000-03-21,2000,0.1048336271183747,LMF
scn.loam,2000-03-22,2000,0.10522022592291055,LMF
scn.loam,2000-03-23,2000,0.10567369144507588,LMF
scn.loam,2000-03-24,2000,0.10619241595227552,LMF
scn.loam,2000-03-25,2000,0.1067747917119144,LMF
scn.loam,2000-03-26,2000,0.10741921099139734,LMF
scn.loam,2000-03-27,2000,0.10812406605812924,LMF
scn.loam,2000-03-28,2000,0.10888774917951495,LMF
scn.loam,2000-03-29,2000,0.10970865262295935,LMF
scn.loam,2000-03-30,2000,0.11058516865586733,LMF
scn.loam,2000-03-31,2000,0.11151568954564373,LMF
scn.loam,2000-04-01,2000,0.11249860755969343,LMF
scn.loam,2000-04-02,2000,0.1135323149654213,LMF
scn.loam,2000-04-03,2000,0.11461520403023223,LMF
scn.loam,2000-04-04,2000,0.11574566702153105,LMF
scn.loam,2000-04-05,2000,0.11692209620672267,LMF
